Market_cap,Name,Percent_change_7d,Price,Percent_change_24h,Volume_24h,Circulating_supply,Symbol
?,TodayCoin,-11.54,0.000452272,8.16,59.3582,,TODAY
?,Dubstep,,0.000450163,,0.0,,DUB
?,MarxCoin,48.49,0.000447412,48.90,7281.49,None,MARX
?,FrankyWillCoin,-5.25,0.000438566,4.07,60.9167,None,FRWC
?,Cubits,169.09,0.000383746,24.09,14.009,,QBT
?,Quebecoin,8.34,0.000356262,8.21,59.4972,,QBC
?,SportsCoin,17.06,0.00034263,0.06,0.171315,None,SPORT
?,Gambleo,-25.88,0.000290261,,0.0,,GMB
?,The Vegan Ini...,-44.34,0.000219283,-1.85,3734.31,,XVE
?,BitAlphaCoin,-28.14,0.000197238,-29.13,32.1605,None,BAC
?,DarkLisk,12.52,0.000191873,4.07,1.93715,None,DISK
?,PrismChain,31.27,0.000191873,-19.06,0.191873,,PRM
?,Sakuracoin,-6.26,0.000191873,19.09,517.375,None,SKR
?,LePen,10.15,0.000189455,-2.25,4560.52,,LEPEN
?,Lazaruscoin,-36.40,0.000178168,,35.8473,,LAZ
?,UGAIN,1.09,0.000172389,,10.4259,None,GAIN
?,Operand,8.23,0.000158185,0.09,0.0,None,OP
?,Happy Creator...,-21.01,0.000142927,-22.48,5.96829,None,HCC
?,GoldMaxCoin,-9.98,0.000137052,-19.95,0.479339,None,GMX
?,Moneta,-67.52,0.000123347,-2.69,126.923,None,MONETA
?,Cycling Coin,-18.17,0.000109642,4.07,2.74103,,CYC
?,MobileCash,57.53,9.59364e-05,4.07,3.40878,None,MBL
?,LAthaan,-5.34,9.22397e-05,0.06,0.0,,LTH
?,PinkDog,575.12,8.22312e-05,82.76,30.0404,None,PDG
?,AsicCoin,-81.34,7.35861e-05,,0.0,,ASC
?,BigLifeCoin,-97.96,6.8526e-05,-13.28,14.9093,None,LFC
?,TheCreed,12.52,5.48208e-05,4.07,0.355924,,TCR
?,LinkedCoin,-13.22,4.11156e-05,4.07,9.9911,None,LKC
?,TeamUp,63.13,4.11156e-05,,0.137326,,TEAM
?,Wowcoin,25.91,4.11156e-05,56.10,0.82053,,WOW
?,PayPeer,8.37,3.95985e-05,,0.0,,PAYP
?,FedoraShare,-27.58,3.86963e-05,-0.45,8415.7,None,FEDS
?,UNCoin,-10.98,2.76594e-05,53.47,963.448,None,UNC
?,FireFlyCoin,50.07,2.74104e-05,108.14,1.292,None,FFC
?,CyberCoin,12.52,2.74104e-05,4.07,8.26259,None,CC
?,Cashme,125.04,2.74104e-05,4.07,3.56335,,CME
?,MoneyCoin,12.52,2.74104e-05,-30.64,20.6811,None,MONEY
?,VegasCoin,11.20,2.70866e-05,-11.32,0.0,,VGC
?,PokeCoin,8.67,2.6472e-05,0.50,0.0,None,POKE
?,InflationCoin,-6.65,1.41038e-05,-22.63,165.506,None,IFLT
?,Valorbit,12.52,1.37052e-05,4.07,0.548208,None,VAL
?,SoulCoin,12.52,1.37052e-05,4.07,1.17454,,SOUL
?,President Cli...,-28.30,1.37052e-05,4.07,191.083,None,HILL
?,Rcoin,12.52,1.37052e-05,4.07,0.822312,None,RCN
?,ChoofCoin,12.52,1.37052e-05,,2.19283,None,CHOOF
?,Global Busine...,-91.39,1.37052e-05,-37.55,295.629,None,GBRC
?,Safe Trade Coin,12.52,1.37052e-05,-47.97,0.822312,None,XSTC
?,Victoriouscoin,10.84,1.35004e-05,116.16,4.20931,None,VTY
?,Yescoin,9.71,1.33633e-05,92.10,17.3812,,YES
?,SuperTurboStake,8.66,1.32506e-05,0.61,0.0,None,STRB
?,PabyosiCoin,8.56,1.32225e-05,,0.0,None,PBC
?,Aces,8.09,1.31659e-05,-0.03,0.0,,ACES
?,X2,8.04,1.316e-05,-0.07,0.0,None,X2
?,Virtacoin,468.25,1.17349e-05,6.65,589.348,None,VTA
?,XP,23457.40,6.38939e-06,5876.16,2.96059,None,XP
?,Devcoin,,2.35435e-06,,0.0,,DVC
?,Dimecoin,-97.04,3.34382e-07,-96.89,181.266,None,DIME
?,Tellurion,-99.06,2.29914e-07,0.00,0.0,None,TELL
?,BitCentavo,,4.82325e-08,3.25,0.0,None,NBE
?,Paccoin,-11.79,9.82314e-09,8.18,15.6913,,PAC
?,Bond,,?,,0.0,1344.33508661,BOND
