available,next_release,country,label_urls,last_release,label,label_img_url,article,vinyl
,,DE,%21K7__L27670,,!K7,/labels/x/12701.gif, 1, 1
,,GB,__L3936,,#,/labels/x/10994.gif, 7, 7
,,GB,%24tateside__L12701,,$tateside,/labels/x/30537.gif, 8, 8
,,DE,nd_Music__L10994,,&nd Music,/labels/x/30368.gif, 10, 9
,,US,_US__L30537,,( US),/labels/x/24514.gif, 51, 51
,,NL,312__L30368,,(312),/labels/x/23687.gif, 3, 3
,,GB,Emotional_Especial__L24514,,(Emotional) Especial,/labels/x/23228.gif, 34, 33
,,GB,MS__L23687,,(MS),/labels/x/30100.gif, 7, 7
,,SE,%2B__L23228,,+,/labels/x/26419.gif, 15, 15
,,GB,elliot_project_records__L30100,,.elliot project records,/labels/x/16431.gif, 3, 3
,,US,0000__L26419,,0000,/labels/x/25716.gif, 2, 2
,,IT,011_Records__L4329,,011 Records,/labels/x/16870.gif, 3, 3
,,GB,013_Records__L16431,,013 Records,/labels/x/27728.gif, 1, 1
,,IT,030_Wax__L25716,,030 Wax,/labels/x/20392.gif, 2, 2
,,NL,030303__L16870,,030303,/labels/x/27572.gif, 15, 15
,,NL,030xp_Recordings__L27728,,030xp Recordings,/labels/x/227.gif, 1, 1
,,DE,040_Recordings__L20392,,040 Recordings,/labels/x/27058.gif, 19, 17
,,US,075-WAX__L27572,,075-WAX,/labels/x/5965.gif, 1, 1
,,DE,0815_Records__L227,,08/15 Records,/labels/x/29657.gif, 17, 17
,,GB,1_Drop__L27058,,1 Drop,/labels/x/24215.gif, 4, 4
,,US,1_Shot__L5965,,1 Shot,/labels/x/16513.gif, 9, 9
,,FR,1_Trax__L14060,,1 Trax,/labels/x/29401.gif, 1, 1
,,GB,1-2-3-4_Records__L29657,,1-2-3-4 Records,/labels/x/1151.gif, 1, 1
,,GB,1-800_Dinosaur__L24215,,1-800 Dinosaur,/labels/x/24165.gif, 7, 6
,,GB,10_Bag_Records__L14961,,10 Bag Records,/labels/x/32256.gif, 7, 7
,,DE,10_Inch__L16513,,10 Inch,/labels/x/23087.gif, 6, 6
,,GB,10_Inches_of_Pleasure__L29401,,10 Inches of Pleasure,/labels/x/10577.gif, 2, 2
,,GB,10_Kilo__L1151,,10 Kilo,/labels/x/21203.gif, 45, 44
,,JP,10_LABEL__L24165,,10 LABEL,/labels/x/14639.gif, 5, 5
,,IT,10_Large_Recordings__L23466,,10 Large Recordings,/labels/x/28631.gif, 1, 1
,,GB,10_Thirty_Records__L25796,,10 Thirty Records,/labels/x/24536.gif, 2, 2
,,DE,10_Years__L32256,,10 Years,/labels/x/27401.gif, 1, 1
,,GB,100_Hits__L14364,,100 Hits,/labels/x/27604.gif, 147, 1
,,GB,100_YEARS__L24045,,100 YEARS,/labels/x/28326.gif, 2, 2
,,GB,100__L23087,,100%,/labels/x/25007.gif, 9, 4
,,DE,100_HALAL__L12518,,100% HALAL,/labels/x/23124.gif, 1, 1
,,NL,100_Pure__L10577,,100% Pure,/labels/x/14697.gif, 106, 96
,,GB,100_Recordings__L20339,,100% Recordings,/labels/x/20774.gif, 12, 7
,,US,100_SILK__L21203,,100% SILK,/labels/x/21146.gif, 3, 3
,,DE,1000_Dusty__L14639,,1000 Dusty,/labels/x/30201.gif, 1, 1
,,FR,100COMPLEX__L12349,,100COMPLEX,/labels/x/30411.gif, 1, 1
,,US,1080p__L28631,,1080p,/labels/x/14320.gif, 17, 17
,,DE,10tigo_Records__L12884,,10tigo Records,/labels/x/24941.gif, 1, 1
,,GB,11154__L20134,,11154,/labels/x/26231.gif, 46, 2
,,GB,117__L24536,,117,/labels/x/13841.gif, 8, 8
,,ES,1100_AM__L12124,,11:00 A.M.,/labels/x/30435.gif, 7, 7
,,GB,11c_Recordings__L5320,,11c Recordings,/labels/x/29660.gif, 3, 3
,,GB,11th_Hour_Recordings__L3203,,11th Hour Recordings,/labels/x/21238.gif, 6, 6
,,DE,12_Inch_Recordings__L11657,,12 Inch Recordings,/labels/x/30230.gif, 6, 6
,,GB,180_Grammos__L16657,,180 Grammos,/labels/x/2117.gif, 2, 2
,,GB,1881__L4839,,1881,/labels/x/31106.gif, 6, 6
,,GB,19_Box__L2117,,19 Box,/labels/x/20404.gif, 54, 54
,,GB,192K__L10782,,192K,/labels/x/30738.gif, 3, 3
,,DE,1962__L25964,,1962,/labels/x/31841.gif, 1, 1
,,NL,1969_Records__L880,,1969 Records,/labels/x/32789.gif, 8, 8
,,DE,1972__L31106,,1972,/labels/x/21752.gif, 7, 7
,,DE,1980_Recordings__L20404,,1980 Recordings,/labels/x/13185.gif, 1, 1
,,GB,1985_Music__L30738,,1985 Music,/labels/x/28898.gif, 2, 2
,,GB,1985_Music__L31841,,1985 Music,/labels/x/32722.gif, 1, 1
,,GB,1985_Music_X_Ish_Chat_Music__L32789,,1985 Music X Ish Chat Music,/labels/x/24795.gif, 1, 1
,,GB,1999_RECORDINGS__L15287,,1999 RECORDINGS,/labels/x/16532.gif, 1, 1
,,DE,19Industries__L12184,,19Industries,/labels/x/29894.gif, 2, 2
,,GB,1532_RECORDS__L21752,,1:53.2 RECORDS,/labels/x/4639.gif, 6, 6
,,GB,1Drop__L25350,,1Drop,/labels/x/29145.gif, 2, 2
,,DE,1st_Decade__L13185,,1st Decade,/labels/x/452.gif, 48, 40
,,IT,1st_Groove__L1172,,1st Groove,/labels/x/26336.gif, 30, 29
,,GB,1%C3%98_PILLS_MATE__L28898,,1Ø PILLS MATE,/labels/x/553.gif, 5, 5
,,GB,2_B_Real__L32722,,2 B Real,/labels/x/2291.gif, 1, 1
,,SE,2_Bit_Crew_Recordings__L24795,,2 Bit Crew Recordings,/labels/x/8.gif, 9, 9
,,GB,2_Bit_Pie__L6292,,2 Bit Pie,/labels/x/27627.gif, 1, 1
,,BE,2_Brains__L10527,,2 Brains,/labels/x/27116.gif, 9, 9
,,DE,2_Control_Music__L3404,,2 Control Music,/labels/x/29525.gif, 1, 1
,,US,2_Day_Records__L24890,,2 Day Records,/labels/x/3426.gif, 2, 1
,,GB,2_DOGS__L25541,,2 DOGS,/labels/x/10897.gif, 2, 2
,,IT,2_IN_1__L11882,,2 IN 1,/labels/x/1329.gif, 3, 3
,,GB,2_Kings__L16532,,2 Kings,/labels/x/1354.gif, 4, 4
,,GB,2_On_One__L29894,,2 On One,/labels/x/20162.gif, 3, 3
,,GB,2_Pin_Records__L14441,,2 Pin Records,/labels/x/30889.gif, 2, 2
,,NL,2_Play__L4639,,2 Play,/labels/x/25278.gif, 43, 42
,,GB,2_SHOES_RECORDS__L15273,,2 SHOES RECORDS,/labels/x/20388.gif, 1, 1
,,GB,2_Wars__L10797,,2 Wars,/labels/x/28584.gif, 52, 44
,,GB,20_Buck_Spin__L29391,,20 Buck Spin,/labels/x/15977.gif, 1, 1
,,GB,20_K_Freaks__L4383,,20 K Freaks,/labels/x/31880.gif, 4, 4
,,GB,2020_LDN_Recordings__L29145,,20/20 LDN Recordings,/labels/x/27459.gif, 5, 5
,,GB,2000_Black__L4335,,2000 Black,/labels/x/2159.gif, 28, 28
,,GB,3_Blue__L12628,,3 Blue,/labels/x/12628.gif, 27, 26
,,BE,3_House_Productions__L11734,,3 House Productions,/labels/x/27771.gif, 2, 2
,,DE,3_Lanka__L283,,3 Lanka,/labels/x/13524.gif, 80, 80
,,14,3_Six_Recordings__L27771,,3 Six Recordings,/labels/x/13041.gif, 2, 2
,,GB,3-Dom_Recordings__L4264,,3-Dom Recordings,/labels/x/30046.gif, 4, 4
,,DE,3-Klang_Rercords__L13524,,3-Klang Rercords,/labels/x/15964.gif, 1, 1
,,GB,35_Records__L16123,,3.5 Records,/labels/x/23002.gif, 4, 4
,,DE,30_Porumalinha__L15311,,30 Porumalinha,/labels/x/29454.gif, 3, 3
,,NL,3000_Limited__L13122,,3000 Limited,/labels/x/26416.gif, 2, 2
,,DE,3000%C2%B0_Records__L13041,,3000° Records,/labels/x/32571.gif, 34, 22
,,14,300mics_Recordings__L30046,,300mics Recordings,/labels/x/16429.gif, 2, 2
,,GB,3024__L15964,,3024,/labels/x/30717.gif, 34, 29
,,FR,303__L23002,,303,/labels/x/31512.gif, 2, 2
,,NL,303_Alliance__L29454,,303 Alliance,/labels/x/28610.gif, 3, 3
,,NL,303_state__L24940,,303 state,/labels/x/31213.gif, 1, 1
,,ES,30drop_Records__L26416,,30drop Records,/labels/x/710.gif, 12, 10
,,GB,30th_Anniversary_Formats__L32571,,30th Anniversary Formats,/labels/x/27541.gif, 3, 3
,,GB,31_Records__L15053,,31 Records,/labels/x/29137.gif, 27, 27
,,FR,31337_Records__L16429,,31337 Records,/labels/x/24506.gif, 7, 7
,,DE,32_Recordings__L30717,,32 Recordings,/labels/x/32831.gif, 1, 1
,,IT,320KB_Music__L31512,,320KB Music,/labels/x/30793.gif, 2, 2
,,FR,324_Records__L28610,,324 Records,/labels/x/3790.gif, 1, 1
,,GB,326_RECORDS__L31213,,326 RECORDS,/labels/x/10717.gif, 2, 2
,,DE,33_RPM_RECORDS__L23582,,33 RPM RECORDS,/labels/x/2246.gif, 4, 4
,,NL,3345__L710,,3345,/labels/x/27309.gif, 47, 47
,,FR,339_records__L27541,,339 records,/labels/x/12796.gif, 3, 0
,,GB,343_Industries__L29137,,343 Industries,/labels/x/31898.gif, 1, 1
,,DE,35_Grad__L24506,,35 Grad,/labels/x/3242.gif, 2, 2
,,NL,360_Grad__L21846,,360 Grad,/labels/x/26011.gif, 3, 3
,,GB,3672__L32831,,3672,/labels/x/5112.gif, 2, 2
,,GB,369_Records__L30793,,369 Records,/labels/x/30344.gif, 2, 2
,,GB,36HTZ_RECORDINGS__L15049,,36HTZ RECORDINGS,/labels/x/29290.gif, 9, 9
,,GB,36th_Chamber_Recordings__L14962,,36th Chamber Recordings,/labels/x/12038.gif, 3, 3
,,DE,38db_Tonsportgruppe__L3790,,38db Tonsportgruppe,/labels/x/24188.gif, 18, 18
,,DE,392_TEKKnik_eXPrimental_REC__L10717,,392 TEKKnik eXPrimental REC,/labels/x/30340.gif, 6, 6
,,DE,3B_Records__L2246,,3B Records,/labels/x/12395.gif, 15, 15
,,GB,3B_RECORDS__L27656,,3B RECORDS,/labels/x/21710.gif, 1, 1
,,GB,3BS_Records__L27309,,3BS Records,/labels/x/4827.gif, 4, 4
,,GB,3by3__L20981,,3by3,/labels/x/27378.gif, 6, 4
,,GB,3C_Records__L27384,,3C Records,/labels/x/28068.gif, 1, 1
,,DE,3D_Records__L1787,,3D Records,/labels/x/28211.gif, 1, 1
,,DE,3lectric__L12796,,3lectric,/labels/x/29565.gif, 8, 8
,,GB,3Ms_Music__L31898,,3Ms Music,/labels/x/32610.gif, 6, 3
,,DE,3P_-_Pelham_Power_Productions__L3242,,3P - Pelham Power Productions,/labels/x/4677.gif, 2, 2
,,DE,3RD__L26011,,3RD,/labels/x/29066.gif, 2, 2
,,SE,3rd_Floor__L5112,,3rd Floor,/labels/x/24038.gif, 11, 11
,,US,3rd_Generation_Recordings__L30344,,3rd Generation Recordings,/labels/x/27857.gif, 1, 1
,,FR,3rd_SIDE__L15401,,3rd SIDE,/labels/x/20532.gif, 1, 1
,,GB,3rd_Strike__L20324,,3rd Strike,/labels/x/21085.gif, 8, 8
,,GB,3RDDLP01__L29290,,3RD&DLP01,/labels/x/29211.gif, 1, 1
,,GB,3RDMYND__L21857,,3RDMYND,/labels/x/23754.gif, 3, 3
,,BE,3S_Recordings__L12038,,3S Recordings,/labels/x/28874.gif, 9, 8
,,NL,3TH__L24188,,3TH,/labels/x/24924.gif, 9, 9
,,DE,4Club_Records__L23698,,4Club Records,/labels/x/23698.gif, 4, 4
,,US,4evermusic__L27534,,4evermusic,/labels/x/27534.gif, 6, 0
,,GB,4Kenzo__L5500,,4Kenzo,/labels/x/5500.gif, 19, 19
,,GB,4MenWithBeards__L28313,,4MenWithBeards,/labels/x/28313.gif, 10, 10
,,GB,4MG_Records__L29752,,4MG Records,/labels/x/29752.gif, 1, 1
,,DE,4MPO__L20699,,4MPO,/labels/x/31362.gif, 3, 1
,,DE,4Plae_Blanc__L31362,,4Plae Blanc,/labels/x/30034.gif, 1, 1
,,GB,4Plae_Records__L30034,,4Plae Records,/labels/x/30513.gif, 2, 2
,,SE,4pplication_Records__L13568,,4pplication Records,/labels/x/16768.gif, 4, 4
,,US,4th_Broadway__L15474,,4th Broadway,/labels/x/23489.gif, 18, 18
,,GB,4th_Floor__L12627,,4th Floor,/labels/x/30163.gif, 5, 5
,,FR,4Weed_Records__L30513,,4Weed Records,/labels/x/32657.gif, 5, 5
,,GB,4x4x4__L1260,,4x4x4,/labels/x/480.gif, 31, 31
,,GB,5_Borough_Breaks__L28212,,5 Borough Breaks,/labels/x/23474.gif, 8, 8
,,GB,50_Weapons__L16768,,50 Weapons,/labels/x/24913.gif, 86, 69
,,GB,502_Recordings__L20188,,502 Recordings,/labels/x/26785.gif, 4, 4
,,GB,50Hz_Records__L3702,,50Hz Records,/labels/x/6267.gif, 12, 12
,,DE,51_BEATS__L23489,,51 BEATS,/labels/x/25737.gif, 3, 3
,,DE,511keV__L30163,,511keV,/labels/x/28720.gif, 1, 1
,,GB,51st_Stare__L2387,,51st Stare,/labels/x/10557.gif, 1, 1
,,GB,52hz__L32657,,52hz,/labels/x/22013.gif, 3, 2
,,BE,541_Label__L480,,541 Label,/labels/x/6390.gif, 425, 348
,,NL,577_RECORDS__L21679,,577 RECORDS,/labels/x/31097.gif, 4, 0
,,NL,58_BEATS__L23474,,58 BEATS,/labels/x/235.gif, 7, 6
,,GB,586__L24913,,586,/labels/x/5317.gif, 1, 1
,,DE,58MUZIK__L26785,,58MUZIK,/labels/x/31181.gif, 2, 2
,,US,5D_RECORDINGS__L20149,,5D RECORDINGS,/labels/x/31473.gif, 5, 4
,,GB,5HQ_Recordings__L14964,,5HQ Recordings,/labels/x/20769.gif, 3, 3
,,US,6_Degrees__L23252,,6 Degrees,/labels/x/12973.gif, 1, 0
,,DE,6_Feet_Under__L6267,,6 Feet Under,/labels/x/1140.gif, 13, 13
,,GB,6_One_6__L20010,,6 One 6,/labels/x/1327.gif, 3, 3
,,NL,6_Records__L10282,,6 Records,/labels/x/1973.gif, 2, 2
,,18,6_Years_In_Shorts_Recordings__L25737,,6 Years In Shorts Recordings,/labels/x/1318.gif, 2, 2
,,NL,60_Miles_Music__L28720,,60 Miles Music,/labels/x/26271.gif, 2, 2
,,AT,60_Sec_Records__L10557,,60 Sec. Records,/labels/x/12188.gif, 6, 6
,,IT,60Hertz__L22013,,60Hertz,/labels/x/28590.gif, 6, 6
,,US,611_Records__L6390,,611 Records,/labels/x/28116.gif, 17, 17
,,GB,61Second_Records__L31097,,61Second Records,/labels/x/32234.gif, 2, 1
,,DE,66_Degrees__L235,,66 Degrees,/labels/x/31950.gif, 8, 8
,,IT,671_Music__L5317,,671 Music,/labels/x/13146.gif, 2, 2
,,GB,679_Records__L3760,,679 Records,/labels/x/11796.gif, 91, 79
,,NL,68_Recordings__L6506,,68 Recordings,/labels/x/31649.gif, 13, 13
,,NL,68E_Records__L31181,,68E Records,/labels/x/31748.gif, 1, 1
,,BE,6DIMENSIONS__L31473,,6DIMENSIONS,/labels/x/13437.gif, 1, 1
,,US,6dub__L14100,,6dub,/labels/x/32285.gif, 7, 6
,,IT,6P__L20067,,6P,/labels/x/26544.gif, 7, 7
,,IT,6TH_STUDIO_Records__L13407,,6TH STUDIO Records,/labels/x/26658.gif, 5, 4
,,GB,7_Days_Entertainment__L20769,,7 Days Entertainment,/labels/x/14530.gif, 19, 17
,,GB,7_Days_Entertainment__L21327,,7 Days Entertainment,/labels/x/30557.gif, 3, 2
,,US,83_West__L14305,,83 West,/labels/x/23235.gif, 1, 1
,,FR,852_Recordings__L11814,,852 Recordings,/labels/x/10556.gif, 4, 4
,,IT,87_RECORDS__L23235,,87 RECORDS,/labels/x/28875.gif, 8, 8
,,GB,877_Records__L21439,,877 Records,/labels/x/1185.gif, 7, 7
,,GB,89Ghost__L25949,,89:Ghost,/labels/x/10867.gif, 9, 9
,,DE,8bit_Records__L10556,,8bit Records,/labels/x/14680.gif, 106, 103
,,IT,8KOe_Records__L28875,,8KÖ Records,/labels/x/27307.gif, 1, 1
,,FR,9_AM__L16851,,9 AM,/labels/x/21033.gif, 4, 4
,,IT,9_Records__L1185,,9 Records,/labels/x/30444.gif, 10, 10
,,FR,9_Records__L4892,,9 Records,/labels/x/10894.gif, 7, 7
,,GB,90_North__L781,,90 North,/labels/x/13611.gif, 20, 20
,,NL,90_Watts__L10867,,90 Watts,/labels/x/24305.gif, 12, 12
,,DE,901569__L14680,,901569,/labels/x/481.gif, 2, 2
,,GB,909_London__L27374,,909 London,/labels/x/29376.gif, 3, 3
,,IT,909_Records__L4069,,909 Records,/labels/x/32052.gif, 42, 42
,,GB,92_Points__L21411,,92 Points,/labels/x/21964.gif, 4, 4
,,NL,9300_Records__L27307,,9300 Records,/labels/x/12877.gif, 10, 10
,,GB,989_Records__L16368,,989 Records,/labels/x/30998.gif, 1, 1
,,NL,99_Carat__L4637,,99 Carat,/labels/x/15360.gif, 8, 8
,,GB,99_North__L40,,99 North,/labels/x/27769.gif, 22, 22
,,US,99_Records__L13449,,99 Records,/labels/x/31948.gif, 1, 1
,,GB,999_Records__L21033,,99.9 Records,/labels/x/28032.gif, 4, 4
,,GB,99Wave__L27668,,99:Wave,/labels/x/843.gif, 3, 3
,,BE,9MM__L21853,,9MM,/labels/x/27727.gif, 4, 4
,,DE,9Volt_Music__L30444,,9Volt Music,/labels/x/2360.gif, 4, 4
,,DE,9volt-Musik__L10894,,9volt-Musik,/labels/x/4702.gif, 35, 35
,,DE,_UNLIMITED_WHATEVER__L25394,,: UNLIMITED : WHATEVER,/labels/x/32906.gif, 1, 1
,,IT,A__L13611,,A,/labels/x/13344.gif, 1, 1
,,GB,A_R_EDITS__L24305,,A & R EDITS,/labels/x/13799.gif, 7, 7
,,GB,A_Bridge_Too_Far_Recordings__L15508,,A Bridge Too Far Recordings,/labels/x/5554.gif, 6, 6
,,NL,A_Club_Records__L481,,A Club Records,/labels/x/22040.gif, 3, 3
,,GB,A_Colourful_Storm__L29376,,A Colourful Storm,/labels/x/26472.gif, 5, 5
,,GB,A_DECADE_OF_NU_DIRECTIONS__L15131,,A DECADE OF NU DIRECTIONS,/labels/x/23111.gif, 1, 1
,,FR,A_Fistul_of_Wax__L23827,,A Fistul of Wax,/labels/x/2226.gif, 4, 4
,,UK,A_Handful_Of_Songs__L32052,,A Handful Of Songs,/labels/x/30867.gif, 1, 0
,,FR,A_Harmless_Deed__L21964,,A Harmless Deed,/labels/x/590.gif, 10, 10
,,DE,A_Jackin_Phreak__L12877,,A Jackin Phreak,/labels/x/5056.gif, 3, 3
,,DE,A_L_T_E_R__L30998,,A L T E R,/labels/x/31734.gif, 4, 2
,,NL,A_Made_Up_Sound__L15360,,A Made Up Sound,/labels/x/3716.gif, 11, 10
,,GB,A_MODEL_AUTHORITY__L24584,,A MODEL AUTHORITY,/labels/x/30182.gif, 1, 1
,,DE,A_Music__L16436,,A Music,/labels/x/30078.gif, 2, 2
,,14,A_Number_Of_Small_Things__L27769,,A Number Of Small Things,/labels/x/27502.gif, 2, 2
,,GB,A_R_Records__L31948,,A R Records,/labels/x/32649.gif, 1, 1
,,IT,A_Sacred_Geometry__L28032,,A Sacred Geometry,/labels/x/31068.gif, 3, 3
,,BE,A_Second_Smell__L12094,,A Second Smell,/labels/x/11103.gif, 10, 9
,,US,A_STABLE_SOUND__L12555,,A STABLE SOUND,/labels/x/30002.gif, 3, 3
,,GB,A_Stable_Sound__L21906,,A Stable Sound,/labels/x/289.gif, 4, 4
,,GB,AA_Records__L4324,,AA Records,/labels/x/4324.gif, 23, 23
,,GB,AA_TRAX_RECORDS__L24082,,AA TRAX RECORDS,/labels/x/26326.gif, 2, 2
,,US,Aaacid__L26326,,Aaacid,/labels/x/32529.gif, 3, 3
,,GB,AAAHH%21_REAL_MONSTERS__L14470,,AAAHH! REAL MONSTERS,/labels/x/30299.gif, 5, 5
,,GB,AAF__L32529,,AAF,/labels/x/24036.gif, 2, 1
,,GB,Aardkern__L30299,,Aardkern,/labels/x/32003.gif, 2, 2
,,DE,aarious_vaartists__L24036,,aarious vaartists,/labels/x/30102.gif, 2, 2
,,UK,Aaron_Abernathy_Music__L32003,,Aaron Abernathy Music,/labels/x/32434.gif, 1, 1
,,DE,AATT__L30102,,AATT,/labels/x/23903.gif, 1, 0
,,DE,AB_CD_LP__L32434,,AB CD LP,/labels/x/24915.gif, 1, 1
,,IT,Ab_Initio__L23903,,Ab Initio,/labels/x/28495.gif, 7, 7
,,IT,Ab_Initio__L24915,,Ab Initio,/labels/x/29615.gif, 1, 1
,,IT,Abandoned_Audio__L28495,,Abandoned Audio,/labels/x/28049.gif, 1, 1
,,DE,abartik__L29615,,abartik,/labels/x/29547.gif, 7, 7
,,DE,Abayomi__L28049,,Abayomi,/labels/x/20951.gif, 2, 2
,,US,Abb_Records__L39,,Abb Records,/labels/x/4061.gif, 81, 81
,,US,ABB_Soul__L4791,,ABB Soul,/labels/x/4790.gif, 14, 14
,,GB,ABC__L29547,,ABC,/labels/x/5039.gif, 5, 5
,,GB,Abduction__L26923,,Abduction,/labels/x/771.gif, 1, 1
,,NL,Abdulla_Rashim__L20951,,Abdulla Rashim,/labels/x/23258.gif, 6, 6
,,US,Abe_Duque_Records__L4061,,Abe Duque Records,/labels/x/30367.gif, 34, 34
,,FR,Abgsolute_Sound__L704,,Abgsolute Sound,/labels/x/10200.gif, 1, 1
,,US,Abiotic__L4790,,Abiotic,/labels/x/27699.gif, 6, 6
,,US,Ableton_Live__L2147,,Ableton Live,/labels/x/10930.gif, 5, 5
,,DE,Abnormal_Limited__L27057,,Abnormal Limited,/labels/x/32240.gif, 1, 1
,,GB,Abora__L5039,,Abora,/labels/x/28948.gif, 7, 5
,,DE,about_blank__L26065,,about blank,/labels/x/547.gif, 1, 1
,,GB,ABOVE_MACHINE__L23594,,ABOVE MACHINE,/labels/x/14829.gif, 7, 7
,,GB,ABOVE_MACHINED__L25452,,ABOVE MACHINED,/labels/x/24582.gif, 2, 2
,,GB,Above_the_Clouds__L15680,,Above the Clouds,/labels/x/27800.gif, 7, 7
,,GB,Above_the_Sky__L771,,Above the Sky,/labels/x/12791.gif, 22, 22
,,FR,ABRALCORE__L23258,,ABRALCORE,/labels/x/26982.gif, 9, 9
,,DE,Abriss_Records__L30367,,Abriss Records,/labels/x/31913.gif, 1, 1
,,FR,Abrupt__L16012,,Abrupt,/labels/x/5499.gif, 1, 1
,,DE,Abschuss_Records__L10200,,Abschuss Records,/labels/x/23388.gif, 6, 6
,,US,Absence_Seizure__L27699,,Absence Seizure,/labels/x/13163.gif, 7, 7
,,GB,Absent_Minds__L4453,,Absent Minds,/labels/x/13162.gif, 1, 1
,,FR,Absolut_Freak__L10930,,Absolut Freak,/labels/x/15731.gif, 22, 21
,,FR,Absolute_Connection__L21801,,Absolute Connection,/labels/x/6030.gif, 2, 2
,,DE,Absolute_Records__L32240,,Absolute Records,/labels/x/20740.gif, 1, 1
,,GB,absolute__L28948,,absolute:,/labels/x/25802.gif, 9, 5
,,IT,Absolutely_Records__L547,,Absolutely Records,/labels/x/21721.gif, 103, 103
,,GB,Absolution__L11050,,Absolution,/labels/x/4259.gif, 9, 9
,,FR,ABSOLUTIVE_RECORDS__L14829,,ABSOLUTIVE RECORDS,/labels/x/16443.gif, 4, 4
,,GB,Abstract_Acid__L20242,,Abstract Acid,/labels/x/15686.gif, 12, 11
,,IT,Abstract_Animal__L24582,,Abstract Animal,/labels/x/13550.gif, 9, 9
,,DE,Abstract_Architecture__L27800,,Abstract Architecture,/labels/x/872.gif, 7, 6
,,GB,Abstract_Culture__L25371,,Abstract Culture,/labels/x/38.gif, 3, 3
,,GB,Accent__L24524,,Accent,/labels/x/29611.gif, 1, 1
,,DE,Accent_Grave__L29611,,Accent Grave,/labels/x/28756.gif, 1, 1
,,GB,Access_58__L4728,,Access 58,/labels/x/31455.gif, 14, 14
,,DE,Access_Records__L3896,,Access Records,/labels/x/28418.gif, 8, 8
,,DE,Accession__L28756,,Accession,/labels/x/30106.gif, 1, 0
,,GB,ACCIDENTAL__L23083,,ACCIDENTAL,/labels/x/20126.gif, 24, 18
,,GB,Accidental_JNR__L31455,,Accidental JNR.,/labels/x/28181.gif, 4, 4
,,GB,Accidental_Records__L28418,,Accidental Records,/labels/x/10036.gif, 1, 1
,,DE,Accoucher__L13688,,Accoucher,/labels/x/6565.gif, 1, 1
,,SE,Acdc__L5456,,Acdc,/labels/x/29973.gif, 19, 19
,,GB,ACE_Records__L30106,,ACE Records,/labels/x/30676.gif, 21, 8
,,GB,Acephale__L20126,,Acephale,/labels/x/30999.gif, 4, 4
,,NL,Aces_High__L10893,,Aces High,/labels/x/31981.gif, 1, 1
,,GB,ACEW__L28181,,ACEW,/labels/x/15034.gif, 6, 6
,,GB,Achili__L13088,,Achili,/labels/x/24544.gif, 2, 2
,,IT,Achille_Records__L4914,,Achille Records,/labels/x/26353.gif, 1, 1
,,DE,Achtermai_Records__L10036,,Achtermai Records,/labels/x/1999.gif, 3, 3
,,IT,Acid_80__L6565,,Acid 80,/labels/x/25136.gif, 34, 23
,,IT,Acid_80_Records__L23668,,Acid 80 Records,/labels/x/4298.gif, 4, 0
,,GB,ACID_AFRO_PLASTIK__L14036,,ACID AFRO PLASTIK,/labels/x/26334.gif, 6, 6
,,FR,Acid_And_Mental__L29973,,Acid And Mental,/labels/x/636.gif, 4, 4
,,NL,Acid_Anonymous__L30676,,Acid Anonymous,/labels/x/5538.gif, 1, 1
,,FR,Acid_Avengers__L30999,,Acid Avengers,/labels/x/32346.gif, 4, 4
,,GB,ACID_BATH_RECORDS__L23085,,ACID BATH RECORDS,/labels/x/20462.gif, 1, 0
,,DE,Acid_Camp_Records__L31981,,Acid Camp Records,/labels/x/24988.gif, 2, 2
,,DE,Acid_Delicatessen__L10321,,Acid Delicatessen,/labels/x/21153.gif, 1, 1
,,FR,ACID_DELUXE__L20467,,ACID DELUXE,/labels/x/14799.gif, 1, 1
,,GB,Acid_Dubs__L27941,,Acid Dubs,/labels/x/4482.gif, 1, 1
,,FR,ACID_FEVER__L23272,,ACID FEVER,/labels/x/24462.gif, 1, 1
,,DE,Acid_Files__L4812,,Acid Files,/labels/x/23156.gif, 4, 4
,,GB,ACID_JAZZ__L15034,,ACID JAZZ,/labels/x/11333.gif, 102, 89
,,NL,Acid_Kid__L5404,,Acid Kid,/labels/x/29075.gif, 1, 1
,,FR,Acid_Mania__L5479,,Acid Mania,/labels/x/32725.gif, 1, 1
,,FR,Acid_Night__L24544,,Acid Night,/labels/x/16311.gif, 26, 26
,,GB,Acid_Nightmare__L27256,,Acid Nightmare,/labels/x/21083.gif, 1, 1
,,FR,ACID_ORANGE__L26353,,ACID ORANGE,/labels/x/22086.gif, 1, 1
,,RU,Acid_Rainbow_Records__L1999,,Acid Rainbow Records,/labels/x/27647.gif, 1, 1
,,GB,Acid_Resistance__L25136,,Acid Resistance,/labels/x/409.gif, 3, 3
,,GB,Acid_Test__L4298,,Acid Test,/labels/x/32908.gif, 7, 7
,,DE,Acid_Test__L26334,,Acid Test,/labels/x/30826.gif, 8, 4
,,DE,Acid_Tracks__L636,,Acid Tracks,/labels/x/1302.gif, 34, 34
,,DE,Acid_Tube_Records__L5538,,Acid Tube Records,/labels/x/5171.gif, 1, 1
,,RO,Ada_Kaleh_Romania__L25496,,Ada Kaleh Romania,/labels/x/25496.gif, 12, 12
,,14,Adagio_830__L29207,,Adagio 830,/labels/x/29207.gif, 1, 1
,,GB,Adagio_Records__L11592,,Adagio Records,/labels/x/11592.gif, 6, 6
