available,next_release,country,label_urls,last_release,label,label_img_url,article,vinyl
,,GB,Edge__L4612,,Edge,/labels/x/23313.gif, 61, 61
,,GB,Edge_Ciry__L14132,,Edge Ciry,/labels/x/4441.gif, 2, 2
,,DE,Edge_of_Motion__L31173,,Edge of Motion,/labels/x/26394.gif, 1, 1
,,GB,EDGE_RECORDS_LTD__L28223,,EDGE RECORDS LTD,/labels/x/24310.gif, 1, 1
,,DE,EDHID__L32679,,EDHID,/labels/x/28956.gif, 1, 1
,,GB,EDIBLE__L29061,,EDIBLE,/labels/x/31509.gif, 9, 9
,,US,EDIBLE_GROOVES__L12032,,EDIBLE GROOVES,/labels/x/24634.gif, 1, 1
,,14,Edi%C3%A7%C3%B5es_CN__L28383,,Edições CN,/labels/x/99.gif, 5, 3
,,GB,Edison_Factor__L4454,,Edison Factor,/labels/x/14731.gif, 5, 5
,,US,Edit_Dub_Recordings_Tokyo__L27288,,Edit & Dub Recordings Tokyo,/labels/x/28799.gif, 6, 6
,,US,EDIT_CHANNEL__L22078,,EDIT CHANNEL,/labels/x/21865.gif, 1, 1
,,FR,Edit_du_Plaisir__L30057,,Edit du Plaisir,/labels/x/15830.gif, 2, 2
,,GB,Edit_Select__L11640,,Edit Select,/labels/x/23058.gif, 28, 28
,,DE,Edit_Service__L27772,,Edit Service,/labels/x/28534.gif, 2, 2
,,DE,EDITAINMENT__L14102,,EDITAINMENT,/labels/x/27796.gif, 16, 16
,,DE,Edition_Cristian_Vogel__L27594,,Edition Cristian Vogel,/labels/x/30224.gif, 1, 1
,,DE,Edition_Krthenhayn__L16769,,Edition Krthenhayn,/labels/x/12243.gif, 3, 1
,,US,Editions_Disco_Records__L6248,,Editions Disco Records,/labels/x/28845.gif, 11, 11
,,US,Editions_EG__L31715,,Editions EG,/labels/x/15643.gif, 1, 1
,,US,Ego_Death__L32854,,Ego Death,/labels/x/32854.gif, 1, 1
,,IT,EGO_Music__L13250,,EGO Music,/labels/x/13250.gif, 142, 39
,,DE,Ego_Plastix__L10593,,Ego Plastix,/labels/x/10593.gif, 7, 7
,,DE,Ego_Popp__L10594,,Ego Popp,/labels/x/798.gif, 1, 1
,,DE,Ego_Traxx_Records__L6468,,Ego Traxx Records,/labels/x/10462.gif, 16, 16
,,DE,Egoiste__L798,,Egoiste,/labels/x/26592.gif, 93, 93
,,NL,EGOLI_RECORDS__L28675,,EGOLI RECORDS,/labels/x/28352.gif, 1, 1
,,IT,Egomix_Records__L10462,,Egomix Records,/labels/x/14592.gif, 40, 38
,,FR,Egoplanet__L26592,,Egoplanet,/labels/x/30688.gif, 5, 5
,,GB,Egyptian_Avenue__L28352,,Egyptian Avenue,/labels/x/32546.gif, 1, 1
,,US,Egyptian_Empire_Records__L14592,,Egyptian Empire Records,/labels/x/26903.gif, 8, 8
,,DE,Ehrenfels__L20419,,Ehrenfels,/labels/x/11184.gif, 4, 4
,,GB,Ehse_Records__L30688,,Ehse Records,/labels/x/13800.gif, 1, 1
,,GB,Eidetic__L32546,,Eidetic,/labels/x/25806.gif, 2, 2
,,DE,Eigenartige_Musik__L26903,,Eigenartige Musik,/labels/x/31323.gif, 1, 1
,,GB,Eight_Fifteen__L13223,,Eight Fifteen,/labels/x/3512.gif, 1, 1
,,GB,Eight_FX__L16742,,Eight FX,/labels/x/20876.gif, 11, 9
,,US,Eight_Tracks__L11184,,Eight Tracks,/labels/x/4928.gif, 6, 6
,,US,EIGHTBALL_RECORDS__L13800,,EIGHTBALL RECORDS,/labels/x/31189.gif, 12, 11
,,US,Eighteenth_Street_Lounge__L23428,,Eighteenth Street Lounge,/labels/x/3233.gif, 2, 1
,,GB,Eighties__L4867,,Eighties,/labels/x/15628.gif, 5, 5
,,DE,Eighttrack_Recordings__L5096,,Eighttrack Recordings,/labels/x/23482.gif, 12, 12
,,DE,EIGHTY_DAYS_RECORDS__L26191,,EIGHTY DAYS RECORDS,/labels/x/26763.gif, 1, 1
,,DE,Eihi%21_Recordings__L25806,,Eihi! Recordings,/labels/x/11690.gif, 1, 1
,,GB,Eine_Welt__L31558,,Eine Welt,/labels/x/25427.gif, 1, 1
,,DE,Einfach_Hoeren__L31323,,Einfach Hören,/labels/x/24969.gif, 1, 1
,,DE,Einfach_Records__L14375,,Einfach Records,/labels/x/25273.gif, 3, 3
,,DE,Einmaleins__L3512,,Einmaleins,/labels/x/28831.gif, 62, 62
,,IT,Einmusika_Recordings__L20876,,Einmusika Recordings,/labels/x/27632.gif, 10, 10
,,DE,Eintakt__L4928,,Eintakt,/labels/x/21045.gif, 34, 34
,,GB,Eire_Supply__L26721,,Eire Supply,/labels/x/30007.gif, 2, 0
,,GB,Eis_Haus__L31189,,Eis Haus,/labels/x/12947.gif, 4, 0
,,DE,Eisfach_Schallplatten__L10349,,Eisfach Schallplatten,/labels/x/28512.gif, 4, 4
,,GB,Ejectorseat_Records__L16034,,Ejectorseat Records,/labels/x/403.gif, 3, 3
,,DE,EK_Records__L3226,,EK Records,/labels/x/32072.gif, 11, 11
,,ES,Ekho_Port__L3233,,Ekho Port,/labels/x/11601.gif, 5, 5
,,GB,Eklektik__L15754,,Eklektik,/labels/x/784.gif, 17, 15
,,DE,Eklektisch__L15628,,Eklektisch,/labels/x/5266.gif, 8, 8
,,FR,Ekler_O_Shock_Records__L12082,,Ekler 'O' Shock Records,/labels/x/800.gif, 10, 10
,,DE,Eklero_Records__L23482,,Eklero Records,/labels/x/3234.gif, 3, 3
,,IT,Eklero_Records__L26763,,Eklero Records,/labels/x/21991.gif, 2, 2
,,FR,Eklo_Records__L11690,,Eklo Records,/labels/x/21386.gif, 40, 40
,,NL,EKSTER__L25427,,EKSTER,/labels/x/30907.gif, 11, 11
,,GB,Ekstreme__L3573,,Ekstreme,/labels/x/16744.gif, 4, 4
,,GB,El_Diablos_Social_Club__L25268,,El Diablos Social Club,/labels/x/13943.gif, 3, 3
,,IT,El_Hombre_Bala_Records__L24969,,El Hombre Bala Records,/labels/x/13941.gif, 2, 2
,,US,Electric_Monkey__L13876,,Electric Monkey,/labels/x/13876.gif, 9, 8
,,US,Electric_Mountain__L16558,,Electric Mountain,/labels/x/31104.gif, 3, 3
,,DE,Electric_Movement_Records__L10107,,Electric Movement Records,/labels/x/6185.gif, 5, 5
,,GB,Electric_Music_People__L3330,,Electric Music People,/labels/x/23970.gif, 5, 4
,,GB,Electric_Press__L5047,,Electric Press,/labels/x/27070.gif, 4, 4
,,DE,Electric_Pressure__L31104,,Electric Pressure,/labels/x/31994.gif, 1, 1
,,GB,ELECTRIC_ROOTS__L15721,,ELECTRIC ROOTS,/labels/x/27038.gif, 1, 1
,,DE,Electric_Sauna_Records__L5934,,Electric Sauna Records,/labels/x/30361.gif, 10, 10
,,ES,Electric_Spain__L6185,,Electric Spain,/labels/x/5683.gif, 18, 18
,,NL,Electricity__L1263,,Electricity,/labels/x/4533.gif, 2, 2
,,GB,Electrik_Euphoria__L10583,,Electrik Euphoria,/labels/x/12015.gif, 14, 14
,,GB,ELECTRIX__L23970,,ELECTRIX,/labels/x/861.gif, 10, 10
,,DE,ELECTRO_BUNKER_COLOGNE__L27070,,ELECTRO BUNKER COLOGNE,/labels/x/1898.gif, 1, 1
,,GB,ELECTRO_EDITS__L24192,,ELECTRO EDITS,/labels/x/3165.gif, 1, 1
,,NL,Electro_Empire__L26650,,Electro Empire,/labels/x/26897.gif, 1, 1
,,DE,Electro_Empire__L27110,,Electro Empire,/labels/x/13136.gif, 1, 1
,,DE,Electro_Empire__L31994,,Electro Empire,/labels/x/4760.gif, 1, 1
,,US,Electro_Eternal__L27038,,Electro Eternal,/labels/x/25918.gif, 2, 2
,,DE,Electro_Grill__L20225,,Electro Grill,/labels/x/13446.gif, 5, 5
,,GB,Electro_London__L30361,,Electro London,/labels/x/20317.gif, 1, 1
,,DE,electro_nouveau_records__L5017,,electro nouveau records,/labels/x/23624.gif, 1, 1
,,DE,Electro_Pop__L6635,,Electro Pop,/labels/x/26031.gif, 4, 4
,,ES,Electro_Scene__L10510,,Electro Scene,/labels/x/21893.gif, 2, 2
,,FR,Electro_Sound__L11065,,Electro Sound,/labels/x/13975.gif, 3, 2
,,FR,Electroboots__L23726,,Electroboots,/labels/x/32803.gif, 1, 1
,,DE,Electrobot__L5683,,Electrobot,/labels/x/15174.gif, 2, 2
,,FR,Electrochoc__L4533,,Electrochoc,/labels/x/22003.gif, 43, 42
,,FR,Electroclash__L6054,,Electroclash,/labels/x/4640.gif, 3, 3
,,GB,Electrodirt__L12015,,Electrodirt,/labels/x/25522.gif, 13, 13
,,GB,Electrofly__L3445,,Electrofly,/labels/x/21785.gif, 21, 21
,,GB,Electrofunk__L3249,,Electrofunk,/labels/x/240.gif, 4, 4
,,US,ELECTROFUNK__L5485,,ELECTROFUNK,/labels/x/28666.gif, 8, 6
,,GB,Electrolab__L6304,,Electrolab,/labels/x/23264.gif, 4, 4
,,GB,Elektrosila__L4647,,Elektrosila,/labels/x/6554.gif, 8, 8
,,GB,Elektrosouls_Recordings__L15355,,Elektrosouls Recordings,/labels/x/26975.gif, 4, 4
,,DE,Elektrotekknoklash_Records__L11012,,Elektrotekknoklash Records,/labels/x/15395.gif, 3, 3
,,FR,Elektrovibes__L6554,,Elektrovibes,/labels/x/14628.gif, 7, 7
,,GB,Elementary_Group__L1336,,Elementary Group,/labels/x/27649.gif, 44, 35
,,NL,ELEMENTS_Records__L26975,,ELEMENTS Records,/labels/x/3601.gif, 1, 1
,,DE,Elenore_Records__L15395,,Elenore Records,/labels/x/3782.gif, 4, 4
,,GB,ELEPHANT_HOUSE_RECORDS__L14628,,ELEPHANT HOUSE RECORDS,/labels/x/24377.gif, 5, 5
,,GB,Elephant_Moon__L27649,,Elephant Moon,/labels/x/11987.gif, 7, 7
,,US,Elephanthouse_Music__L3601,,Elephanthouse Music,/labels/x/24035.gif, 19, 19
,,GB,Elephone_Records__L26404,,Elephone Records,/labels/x/13335.gif, 1, 1
,,IT,Elettrica__L3782,,Elettrica,/labels/x/24955.gif, 12, 12
,,GB,Eleusina_Recreations__L24377,,Eleusina Recreations,/labels/x/16754.gif, 4, 4
,,GB,Elevate__L11987,,Elevate,/labels/x/21759.gif, 4, 4
,,GB,Elevate__L24035,,Elevate,/labels/x/28278.gif, 10, 10
,,GB,Elevate_White__L13335,,Elevate White,/labels/x/15394.gif, 3, 3
,,GB,Elevater_Action__L24955,,Elevater Action,/labels/x/29713.gif, 3, 3
,,FR,Elevater_Action__L25629,,Elevater Action,/labels/x/25360.gif, 1, 1
,,GB,Elevation__L11988,,Elevation,/labels/x/30377.gif, 10, 10
,,DE,Elevation_Limited__L16754,,Elevation Limited,/labels/x/21286.gif, 4, 4
,,IT,Elevation_Limited__L21759,,Elevation Limited,/labels/x/30680.gif, 3, 3
,,GB,Elevation_NationMoney_Truck__L28278,,Elevation Nation/Money Truck,/labels/x/13913.gif, 1, 1
,,NL,ELEVATOR_PEOPLE__L15394,,ELEVATOR PEOPLE,/labels/x/21508.gif, 4, 4
,,GB,Eleve__L21013,,Eleve,/labels/x/14806.gif, 4, 4
,,GB,Eleve__L28047,,Eleve,/labels/x/32170.gif, 1, 1
,,FR,Elias__L5444,,Elias,/labels/x/15717.gif, 4, 4
,,GB,Elias__L23696,,Elias,/labels/x/23200.gif, 1, 1
,,GB,Elias__L29713,,Elias,/labels/x/28617.gif, 1, 1
,,DE,Elipse_Music__L25360,,Elipse Music,/labels/x/30165.gif, 4, 4
,,RO,eliptic__L30377,,eliptic,/labels/x/26850.gif, 2, 2
,,NL,Elite_Hardcore__L5150,,Elite Hardcore,/labels/x/287.gif, 3, 3
,,ES,Elite_Records__L3890,,Elite Records,/labels/x/3418.gif, 10, 10
,,GB,Ellum_Audio__L21286,,Ellum Audio,/labels/x/23076.gif, 39, 39
,,US,Elm_Imprint__L30680,,Elm Imprint,/labels/x/1356.gif, 1, 1
,,DE,Elmart__L13913,,Elmart,/labels/x/15656.gif, 2, 2
,,DE,Eloge__L241,,Eloge,/labels/x/1096.gif, 18, 18
,,GB,ELP_Reanimator__L5436,,ELP Reanimator,/labels/x/26961.gif, 1, 1
,,GB,ELP_Recordings__L2275,,ELP Recordings,/labels/x/10493.gif, 51, 51
,,DE,Elster_Records__L6170,,Elster Records,/labels/x/24378.gif, 4, 4
,,DE,Elusive_Records__L21508,,Elusive Records,/labels/x/23783.gif, 19, 17
,,DE,Elux__L14806,,Elux,/labels/x/24384.gif, 7, 1
,,GB,EM_Custom__L32170,,EM Custom,/labels/x/21767.gif, 2, 2
,,GB,EM_Records__L15717,,EM Records,/labels/x/23412.gif, 74, 56
,,NL,Embassy_Of_Music__L20239,,Embassy Of Music,/labels/x/29782.gif, 1, 0
,,DE,Embassy_One__L24752,,Embassy One,/labels/x/5994.gif, 3, 3
,,GB,Embassy_Recordings__L24525,,Embassy Recordings,/labels/x/30302.gif, 1, 1
,,DE,Emperor_Norton__L4065,,Emperor Norton,/labels/x/10664.gif, 8, 8
,,US,Emphasis_Records__L10664,,Emphasis Records,/labels/x/13537.gif, 19, 19
,,US,EMPHATIC__L14201,,EMPHATIC,/labels/x/764.gif, 1, 1
,,SE,Emphatic_Records__L13537,,Emphatic Records,/labels/x/31223.gif, 9, 9
,,DE,Emphatix__L12525,,Emphatix,/labels/x/30413.gif, 1, 1
,,NL,Empire_State__L764,,Empire State,/labels/x/29357.gif, 4, 4
,,GB,Empire-Vinyls__L5120,,Empire-Vinyls,/labels/x/31822.gif, 4, 4
,,DE,EMPORE_MUSIC__L31223,,EMPORE MUSIC,/labels/x/31686.gif, 2, 2
,,IT,EMPTY__L30413,,EMPTY,/labels/x/2125.gif, 1, 1
,,GB,Empty_Cellar__L29357,,Empty Cellar,/labels/x/30270.gif, 3, 3
,,DE,Empty_Editions__L31822,,Empty Editions,/labels/x/32454.gif, 1, 1
,,IT,EMS__L28102,,EMS,/labels/x/25619.gif, 1, 0
,,GB,En_Avant_La_Zizique__L31686,,En Avant La Zizique,/labels/x/29664.gif, 1, 1
,,GB,En-Soul__L4522,,En-Soul,/labels/x/28350.gif, 7, 7
,,GB,EnVision__L2125,,En:Vision,/labels/x/23373.gif, 21, 21
,,DE,Enable__L5094,,Enable,/labels/x/1060.gif, 18, 18
,,GB,Enabling_Works__L27244,,Enabling Works,/labels/x/11610.gif, 2, 2
,,DE,Enara_Ltd__L30270,,Enara Ltd,/labels/x/29992.gif, 1, 1
,,DE,Enchant%C3%A9_Premier__L10032,,Enchanté Premier,/labels/x/24107.gif, 1, 1
,,GB,Enchufada__L32454,,Enchufada,/labels/x/11859.gif, 1, 1
,,GB,Enclave__L15357,,Enclave,/labels/x/27674.gif, 1, 1
,,GB,Enclave_Recordings__L12272,,Enclave Recordings,/labels/x/30825.gif, 2, 2
,,FR,Encore__L14676,,Encore,/labels/x/32195.gif, 1, 1
,,GB,Encore%21__L25619,,Encore!,/labels/x/24902.gif, 1, 1
,,GB,Encounter__L3968,,Encounter,/labels/x/10002.gif, 1, 1
,,GB,Encrypted_Audio__L29664,,Encrypted Audio,/labels/x/23557.gif, 6, 6
,,GB,End_Hits__L28350,,End Hits,/labels/x/28446.gif, 1, 1
,,ES,End_Of_Dayz__L23373,,End Of Dayz,/labels/x/11799.gif, 10, 10
,,GB,End_Of_Level_Boss__L25570,,End Of Level Boss,/labels/x/29875.gif, 1, 1
,,GB,End_Recordings__L1060,,End Recordings,/labels/x/27190.gif, 72, 72
,,US,End_to_End__L11610,,End to End,/labels/x/23714.gif, 13, 13
,,GB,ENDANGERED_SPECIES__L27125,,ENDANGERED SPECIES,/labels/x/5846.gif, 5, 5
,,UK,Endangered_Species__L29992,,Endangered Species,/labels/x/5061.gif, 1, 0
,,IT,Endless__L24107,,Endless,/labels/x/30012.gif, 11, 11
,,GB,ENDLESS_FLIGHT__L20058,,ENDLESS FLIGHT,/labels/x/28516.gif, 4, 4
,,DE,Endless_Flight_Mule_Electron__L11859,,Endless Flight / Mule Electron,/labels/x/25615.gif, 96, 81
,,NL,Endless_Illusion__L27674,,Endless Illusion,/labels/x/31273.gif, 8, 8
,,NL,Endless_Illusion__L30825,,Endless Illusion,/labels/x/24013.gif, 1, 1
,,FR,Endless_Summer_Records__L15260,,Endless Summer Records,/labels/x/15105.gif, 1, 1
,,NL,Endless_Trip__L4767,,Endless Trip,/labels/x/10625.gif, 5, 5
,,GB,Endotherm__L32195,,Endotherm,/labels/x/21176.gif, 1, 1
,,GB,Endulge_Records__L11357,,Endulge Records,/labels/x/16592.gif, 1, 1
,,GB,ENE__L24902,,ENE,/labels/x/28501.gif, 6, 6
,,US,Enemy__L10002,,Enemy,/labels/x/24451.gif, 42, 42
,,US,Enemy_Limited__L23557,,Enemy Limited,/labels/x/21389.gif, 7, 7
,,DE,ENEMY_SOIL__L28446,,ENEMY SOIL,/labels/x/28234.gif, 7, 7
,,US,Enemy_Soul_Entertainment__L21928,,Enemy Soul Entertainment,/labels/x/15196.gif, 1, 1
,,BE,Enterprise__L6061,,Enterprise,/labels/x/6061.gif, 5, 5
,,GB,Entity_London__L32206,,Entity London,/labels/x/32206.gif, 1, 1
,,AT,Entkunstung__L32749,,Entkunstung,/labels/x/32749.gif, 1, 1
,,DE,ENTOURAGE-BUSINESS__L15518,,ENTOURAGE-BUSINESS,/labels/x/32861.gif, 2, 2
,,BE,ENTREP%C3%94T_RECORDS__L32861,,ENTREPÔT RECORDS,/labels/x/27558.gif, 2, 2
,,GB,Entropy_Trax__L26130,,Entropy Trax,/labels/x/31845.gif, 1, 1
,,GB,Entropy_Trax__L26985,,Entropy Trax,/labels/x/32497.gif, 1, 1
,,DE,Entr%E2%80%99acte__L27558,,Entr’acte,/labels/x/31840.gif, 5, 5
,,DE,Entr%E2%80%99acte__L31845,,Entr’acte,/labels/x/4673.gif, 1, 0
,,US,Enuma_Records__L14951,,Enuma Records,/labels/x/23673.gif, 3, 3
,,SE,Envelope_Audio__L32497,,Envelope Audio,/labels/x/31775.gif, 1, 1
,,UK,Envelope_Collective__L31840,,Envelope Collective,/labels/x/23620.gif, 1, 1
,,US,ENVIOUS_ENTERTAINMENT__L12426,,ENVIOUS ENTERTAINMENT,/labels/x/1038.gif, 1, 1
,,US,Environ__L4673,,Environ,/labels/x/23798.gif, 39, 39
,,US,Environ_Classics__L5081,,Environ Classics,/labels/x/32306.gif, 4, 4
,,DE,envlp_imprint__L23673,,envlp_imprint,/labels/x/31358.gif, 5, 5
,,GB,Envy_Music__L31775,,Envy Music,/labels/x/31240.gif, 1, 1
,,GB,Enypnion__L16019,,Enypnion,/labels/x/12024.gif, 2, 2
,,IT,Enzinos__L23620,,Enzino's,/labels/x/25057.gif, 7, 7
,,NL,Enzyme__L1038,,Enzyme,/labels/x/242.gif, 70, 61
,,GB,EOD__L23798,,EOD,/labels/x/549.gif, 4, 2
,,DE,EOne__L32306,,EOne,/labels/x/21694.gif, 5, 5
,,GB,Eotrax__L31358,,Eotrax,/labels/x/23755.gif, 2, 2
,,DE,EPC__L26611,,EPC,/labels/x/23370.gif, 2, 2
,,DE,Epeak_Rec__L13733,,Epeak Rec.,/labels/x/29262.gif, 1, 1
,,IT,Ephemeral_Monoeuvres__L31240,,Ephemeral Monoeuvres,/labels/x/914.gif, 2, 2
,,US,EPIC_Records__L12024,,EPIC Records,/labels/x/2326.gif, 38, 37
,,GB,Epidemic__L12831,,Epidemic,/labels/x/12661.gif, 2, 2
,,DE,Epilog__L25057,,Epilog,/labels/x/15835.gif, 8, 8
,,DE,Episode__L242,,Episode,/labels/x/32023.gif, 15, 15
,,DE,Episode_Records__L549,,Episode Records,/labels/x/4481.gif, 31, 31
,,US,Episode_Records__L10714,,Episode Records,/labels/x/31334.gif, 48, 48
,,US,EPISODES__L21694,,EPISODES,/labels/x/14016.gif, 7, 7
,,IT,Epitaph_Europe__L23755,,Epitaph Europe,/labels/x/26354.gif, 15, 11
,,US,Epitome_of_Fresh__L11464,,Epitome of Fresh,/labels/x/27633.gif, 3, 2
,,NL,EPM_Music__L23370,,EPM Music,/labels/x/23386.gif, 17, 16
,,GB,EPOC__L14299,,EPOC,/labels/x/27807.gif, 2, 2
,,GB,Epochworx__L4664,,Epochworx,/labels/x/30828.gif, 8, 8
,,GB,Epoque__L29262,,Epoque,/labels/x/32525.gif, 4, 4
,,BE,Epos__L5385,,Epos,/labels/x/30813.gif, 7, 7
,,GB,EQ_Recordings__L914,,EQ Recordings,/labels/x/29162.gif, 50, 48
,,FR,EQ-IQ__L15821,,EQ-IQ,/labels/x/21047.gif, 2, 2
,,IT,Equal__L2326,,Equal,/labels/x/5832.gif, 31, 30
,,NL,Equal__L10808,,Equal,/labels/x/14376.gif, 4, 4
,,GB,Equalize_Records__L12661,,Equalize Records,/labels/x/14199.gif, 7, 6
,,DE,Equalized__L15835,,Equalized,/labels/x/21777.gif, 5, 4
,,DE,Equation_Recordings__L32023,,Equation Recordings,/labels/x/6406.gif, 2, 2
,,GB,Equator__L4481,,Equator,/labels/x/29481.gif, 19, 19
,,GB,Escape_Music__L25241,,Escape Music,/labels/x/25241.gif, 2, 0
,,FR,escaped_records__L32911,,escaped records,/labels/x/32911.gif, 1, 1
,,DE,Escapism__L30626,,Escapism,/labels/x/30626.gif, 3, 3
,,NL,Escapism_Musique__L16707,,Escapism Musique,/labels/x/16707.gif, 14, 13
,,FR,Esclama_Records__L25113,,Esclama Records,/labels/x/25113.gif, 1, 1
,,US,Escort_Records__L10500,,Escort Records,/labels/x/31170.gif, 6, 6
,,GB,Escorting_Sarah__L31170,,Escorting Sarah,/labels/x/11472.gif, 2, 2
,,GB,ESDJCO__L11472,,ESDJCO,/labels/x/2253.gif, 23, 2
,,DE,Esel_Records__L2253,,Esel Records,/labels/x/21377.gif, 11, 11
,,DE,Esemtrax__L25420,,Esemtrax,/labels/x/27631.gif, 1, 1
,,NL,ESHU__L21377,,ESHU,/labels/x/26606.gif, 10, 10
,,GB,Esim_Records__L27631,,Esim Records,/labels/x/32925.gif, 2, 2
,,DE,ESIW_Records__L26606,,ESIW Records,/labels/x/20430.gif, 1, 1
,,GB,Esk__L32925,,Esk,/labels/x/28096.gif, 1, 1
,,GB,Eskibeat_Recordings__L15265,,Eskibeat Recordings,/labels/x/29563.gif, 2, 0
,,BE,ESKIMO__L20430,,ESKIMO,/labels/x/28160.gif, 53, 42
,,US,ESL_Recordings__L6176,,ESL Recordings,/labels/x/16564.gif, 60, 58
,,US,ESNTION_SILVER__L10596,,ESNTION SILVER,/labels/x/24060.gif, 2, 2
,,GB,Esoteric__L28096,,Esoteric,/labels/x/29779.gif, 5, 5
,,GB,ESOTERICA__L15632,,ESOTERICA,/labels/x/10040.gif, 1, 1
,,FR,ESOTHERIK__L23273,,ESOTHERIK,/labels/x/1330.gif, 1, 1
,,DE,Esoulate_Music__L29563,,Esoulate Music,/labels/x/24356.gif, 1, 0
,,GB,ESP_DISK__L28160,,ESP DISK,/labels/x/14733.gif, 14, 7
,,GB,ESP_INSTITUTE__L16564,,ESP INSTITUTE,/labels/x/6130.gif, 72, 67
,,GB,Esp_Records__L13192,,Esp Records,/labels/x/25747.gif, 2, 2
,,DE,Espai_Music__L24060,,Espai Music,/labels/x/6255.gif, 1, 1
,,GB,Especial_Europe__L4348,,Especial Europe,/labels/x/5063.gif, 2, 2
,,GB,Especial_Japan__L16030,,Especial Japan,/labels/x/13372.gif, 3, 3
,,GB,Especial_Specials__L29779,,Especial Specials,/labels/x/32025.gif, 2, 2
,,DE,Esperanza__L10040,,Esperanza,/labels/x/3845.gif, 32, 32
,,US,Espionage__L10383,,Espionage,/labels/x/32438.gif, 1, 1
,,DE,Espirito_Records__L183,,Espirito Records,/labels/x/28478.gif, 11, 11
,,ES,Esquisi-Tek__L1330,,Esquisi-Tek,/labels/x/27923.gif, 14, 14
,,GB,ESS__L24356,,ESS,/labels/x/12772.gif, 4, 4
,,DE,Essay_Records__L14733,,Essay Records,/labels/x/29853.gif, 6, 5
,,GB,Essence__L684,,Essence,/labels/x/15923.gif, 27, 27
,,DE,Essence_Records__L13654,,Essence Records,/labels/x/24647.gif, 1, 1
,,GB,Essential__L6356,,Essential,/labels/x/3991.gif, 1, 1
,,GB,Essential_Beat__L5894,,Essential Beat,/labels/x/16273.gif, 10, 10
,,US,Essential_House_Classics__L14569,,Essential House Classics,/labels/x/20130.gif, 3, 3
,,GB,Essential_Mashups__L5676,,Essential Mashups,/labels/x/29088.gif, 2, 2
,,GB,Essential_Platinum__L6130,,Essential Platinum,/labels/x/30263.gif, 53, 52
,,ES,Essential_Records__L441,,Essential Records,/labels/x/16569.gif, 16, 16
,,GB,Essential_Records_Spain__L20019,,Essential Records Spain,/labels/x/10857.gif, 17, 0
,,IT,EUFONICA_RECORDS__L31890,,EUFONICA RECORDS,/labels/x/3392.gif, 1, 0
,,GB,Eukabreaks__L2341,,Eukabreaks,/labels/x/15495.gif, 8, 8
,,GB,Eukahouse__L1334,,Eukahouse,/labels/x/31795.gif, 49, 49
,,GB,Eukatech__L3392,,Eukatech,/labels/x/31723.gif, 55, 55
,,FR,EUMOLPE_RECORDS__L23520,,EUMOLPE RECORDS,/labels/x/14369.gif, 1, 1
,,DE,Euphonic__L4417,,Euphonic,/labels/x/11906.gif, 78, 78
,,GB,EUPHONIC_RECORDS__L15495,,EUPHONIC RECORDS,/labels/x/21633.gif, 6, 6
,,GB,EUPHORIA__L20933,,EUPHORIA,/labels/x/21745.gif, 7, 2
,,GB,Euphoria__L31795,,Euphoria,/labels/x/3765.gif, 1, 1
,,GB,EUREKA__L31723,,EUREKA,/labels/x/29907.gif, 1, 1
,,DE,Euro__L14369,,Euro,/labels/x/24154.gif, 8, 8
,,GB,Eurodisc_Recordings__L5448,,Eurodisc Recordings,/labels/x/607.gif, 1, 1
,,GB,Euroeast__L12300,,Euroeast,/labels/x/16182.gif, 3, 3
,,IT,EURONOIZE__L11906,,EURONOIZE,/labels/x/199.gif, 10, 10
,,FR,EUROSTAR_RECORDS__L16602,,EUROSTAR RECORDS,/labels/x/16174.gif, 3, 3
,,FR,Euroteam__L27198,,Euroteam,/labels/x/29642.gif, 1, 0
,,US,EV_Production__L10512,,EV Production,/labels/x/10198.gif, 1, 1
,,FR,Eva_Records__L5792,,Eva Records,/labels/x/4171.gif, 6, 6
,,DE,Evamore__L21633,,Evamore,/labels/x/11900.gif, 5, 5
,,GB,EVANGELIST__L21754,,EVANGELIST,/labels/x/31305.gif, 3, 3
,,FR,Evasion_Room_Records__L21745,,Evasion Room Records,/labels/x/25733.gif, 3, 3
,,GB,Evasive__L3765,,Evasive,/labels/x/30410.gif, 19, 19
,,GB,Eve__L2089,,Eve,/labels/x/5738.gif, 6, 6
,,GB,Eveil__L29907,,Eveil,/labels/x/31302.gif, 1, 1
,,IT,Even_Drones__L24154,,Even Drones,/labels/x/32035.gif, 3, 3
,,GB,Even_Flow__L10849,,Even Flow,/labels/x/2095.gif, 5, 5
,,US,Event_Records__L10764,,Event Records,/labels/x/10968.gif, 6, 6
,,GB,Ever_Lasting_LOVE__L26067,,Ever Lasting LOVE,/labels/x/1139.gif, 2, 2
,,FR,Everlast_Records__L11856,,Everlast Records,/labels/x/28586.gif, 1, 1
,,DE,Everlasting_Records__L607,,Everlasting Records,/labels/x/3487.gif, 31, 31
,,DE,EVERSO__L16182,,EVERSO,/labels/x/4499.gif, 5, 3
,,GB,Every_Life_Rocket_Girl__L24586,,Every Life/ Rocket Girl,/labels/x/29505.gif, 2, 2
,,GB,EVERYSOUL_RECORDS__L21602,,EVERYSOUL RECORDS,/labels/x/5569.gif, 2, 1
,,DE,Everything__L16129,,Everything,/labels/x/1085.gif, 2, 2
,,FR,EVIDENCE_RECORDINGS__L12539,,EVIDENCE RECORDINGS,/labels/x/13848.gif, 3, 3
