available,artist,price,label,tracks,link,release,front_cover,catalog_num
Out Of Stock,"Yyyy,Relic EP",£6.66 (£7.99 inc vat),Planet Rhythm,Yyyy - Relic / Yyyy - Self Evation / Yyyy - ...,https://www.redeyerecords.co.uk/vinyl/81987-prrukltdyyyy-yyyy-relic-ep,"Yyyy,Relic EP",https://www.redeyerecords.co.uk/imagery/116473-2.jpg,PRRUKLTDYYYY
Out Of Stock,B.traits,£8.33 (£10.00 inc vat),In.toto,B.traits - Breathe Out / B.traits - Basic Sc...,https://www.redeyerecords.co.uk/vinyl/82569-intoto002-b-traits,B.traits,https://www.redeyerecords.co.uk/imagery/116926-2.jpg,INTOTO002
Add To Basket,"Blursome,Rendition Of You",£6.66 (£7.99 inc vat),Hotflush,A Little / Let's Take Off My Hair / Time / B...,https://www.redeyerecords.co.uk/vinyl/82300-hft053-blursome-rendition-of-you,"Blursome,Rendition Of You",https://www.redeyerecords.co.uk/imagery/116716-2.jpg,HFT053
Add To Basket,"Caceress,New Beginnings EP",£8.33 (£10.00 inc vat),Low To High Ltd.,A1: Astronaughty / A1: Oh My God / B1: Vengo...,https://www.redeyerecords.co.uk/vinyl/82420-lthvx-caceress-new-beginnings-ep,"Caceress,New Beginnings EP",https://www.redeyerecords.co.uk/imagery/116804-2.jpg,LTHVX
Add To Basket,"Diego Krause & Idealist,Altitude EP",£9.16 (£10.99 inc vat),Berg Audio,A1: Diego Krause - Liberation (Original Mix)...,https://www.redeyerecords.co.uk/vinyl/82202-bergamon04-diego-krause-and-idealist-altitude-ep,"Diego Krause & Idealist,Altitude EP",https://www.redeyerecords.co.uk/imagery/116634-2.jpg,BERGAMON04
Add To Basket,Ekkohaus,£7.49 (£8.99 inc vat),Tabla,A1: Incautious Visitor / A2: Cain / Abel / B...,https://www.redeyerecords.co.uk/vinyl/81957-tabla008-ekkohaus,Ekkohaus,https://www.redeyerecords.co.uk/imagery/116445-2.jpg,Tabla008
Add To Basket,"Gulls,Rhythm Sounds From Planet Illnes...",£11.75 (£14.10 inc vat),Common Language,Eastwood Bounce / In These Times / Up Clean ...,https://www.redeyerecords.co.uk/vinyl/79468-clang01-gulls-rhythm-sounds-from-planet-illness,"Gulls,Rhythm Sounds From Planet Illnes...",https://www.redeyerecords.co.uk/imagery/114563-2.jpg,CLANG01
Add To Basket,"Havantepe,T.a.o.s.a. EP",£7.91 (£9.49 inc vat),Alienus,A1: The Hollow Ghost / A2: Wandering Through...,https://www.redeyerecords.co.uk/vinyl/81956-ali001-havantepe-t-a-o-s-a--ep,"Havantepe,T.a.o.s.a. EP",https://www.redeyerecords.co.uk/imagery/116444-2.jpg,ALI001
Add To Basket,"Interviews,7""",£5.82 (£6.98 inc vat),Ortloff Records,Christine / Opera ,https://www.redeyerecords.co.uk/vinyl/82866-xxl01-interviews-7,"Interviews,7""",https://www.redeyerecords.co.uk/imagery/117169-2.jpg,XXL01
Add To Basket,"Jerome.c,Tape Sessions Part 1",£8.75 (£10.50 inc vat),3rd Wave Black Edition,Tape 1 (Intro) / Tape 2 / Tape 3  ,https://www.redeyerecords.co.uk/vinyl/78674-3rdwb019-jerome-c-tape-sessions-part-1,"Jerome.c,Tape Sessions Part 1",https://www.redeyerecords.co.uk/imagery/114019-2.jpg,3RDWB019
Add To Basket,"Myk Derill,Chasing EP",£7.49 (£8.99 inc vat),Kaputt Ltd,A1: Chasing (Original) / A2: Florian Meindl ...,https://www.redeyerecords.co.uk/vinyl/81958-kpltd007-myk-derill-chasing-ep,"Myk Derill,Chasing EP",https://www.redeyerecords.co.uk/imagery/116446-2.jpg,KPLTD007
Add To Basket,"Periskop,Immerse (3 X LP )",£18.40 (£22.08 inc vat),Kabalion,Immerse A1 / Immerse A2 / Immerse B / Immers...,https://www.redeyerecords.co.uk/vinyl/65369-elixir3-periskop-immerse-3-x-lp,"Periskop,Immerse (3 X LP )",https://www.redeyerecords.co.uk/imagery/104294-2.jpg,ELIXIR3
Add To Basket,Red D,£7.49 (£8.99 inc vat),Freerange,Moan The Mania / Moan The Mania (Eli Escobar...,https://www.redeyerecords.co.uk/vinyl/82859-fr223-red-d,Red D,https://www.redeyerecords.co.uk/imagery/117162-2.jpg,FR223
Add To Basket,Roman Lindau & Roberto,£7.49 (£8.99 inc vat),Fossil Archive,Nerinea Trinodosa / Triage ,https://www.redeyerecords.co.uk/vinyl/82864-fauk006-roman-lindau-and-roberto,Roman Lindau & Roberto,https://www.redeyerecords.co.uk/imagery/117167-2.jpg,FAUK006
Out Of Stock,"Staub 002,Va",£7.49 (£8.99 inc vat),I/y,Unknown Artist - / Unknown Artist - / Unknow...,https://www.redeyerecords.co.uk/vinyl/81881-iystb002-staub-002-va,"Staub 002,Va",https://www.redeyerecords.co.uk/imagery/116387-2.jpg,IYSTB002
Add To Basket,"Thornato,Things Will Change EP",£8.33 (£10.00 inc vat),Wonderwheel,Chapinero / Deux A Deux (Feat. Kongo Elektro...,https://www.redeyerecords.co.uk/vinyl/72376-wonder73-thornato-things-will-change-ep,"Thornato,Things Will Change EP",https://www.redeyerecords.co.uk/imagery/27417-2.jpg,WONDER73
Add To Basket,Time Traveler,£6.66 (£7.99 inc vat),Chronicles Diary,Chronicles From 1957 / Chronicles From 1957 ...,https://www.redeyerecords.co.uk/vinyl/82851-tt03-time-traveler,Time Traveler,https://www.redeyerecords.co.uk/imagery/117154-2.jpg,TT03
Add To Basket,"Unknown,Knowone 018 (White Marbled Vin...",£7.91 (£9.49 inc vat),Knowone,A1 / B1 ,https://www.redeyerecords.co.uk/vinyl/81165-ko018-unknown-knowone-018-white-marbled-vinyl,"Unknown,Knowone 018 (White Marbled Vin...",https://www.redeyerecords.co.uk/imagery/115823-2.jpg,KO018
Add To Basket,"Unknown,Routine 001",£6.66 (£7.99 inc vat),Routine,Unknown - Preacher / Unknown - 1  ,https://www.redeyerecords.co.uk/vinyl/81349-routine-001-unknown-routine-001,"Unknown,Routine 001",https://www.redeyerecords.co.uk/imagery/115962-2.jpg,ROUTINE 001
Add To Basket,"Vid/ Romar, Light & Dark EP",£10.00 (£12.00 inc vat),Saga,A1: Vid - Light / B1: Romar - Dark  ,https://www.redeyerecords.co.uk/vinyl/82203-s-1-vid--romar--light-and-dark-ep,"Vid/ Romar, Light & Dark EP",https://www.redeyerecords.co.uk/imagery/116635-2.jpg,S-1
Add To Basket,"Adam Craft,Renata Tracks EP",£7.91 (£9.49 inc vat),Arsenik Records,Djangle / Utlty / Motivator / Kettle ,https://www.redeyerecords.co.uk/vinyl/82241-asr005-adam-craft-renata-tracks-ep,"Adam Craft,Renata Tracks EP",https://www.redeyerecords.co.uk/imagery/116662-2.jpg,ASR005
Add To Basket,"As Patria,Hyperborean Land (Incl. In A...",£8.75 (£10.50 inc vat),Ravage White Series,Hyperborean / – Hyperborean (In Aeternam Val...,https://www.redeyerecords.co.uk/vinyl/82832-rws003-as-patria-hyperborean-land-incl--in-aeternam-vale-remix,"As Patria,Hyperborean Land (Incl. In A...",https://www.redeyerecords.co.uk/imagery/117138-2.jpg,RWS003
Add To Basket,"Ascorbite,Inadequate Demeanor",£6.25 (£7.50 inc vat),Corseque Records,Advance The Flight / Inadequate Demeanor ,https://www.redeyerecords.co.uk/vinyl/82817-crsq003-ascorbite-inadequate-demeanor,"Ascorbite,Inadequate Demeanor",https://www.redeyerecords.co.uk/imagery/117123-2.jpg,CRSQ003
Add To Basket,Behrang Mohammadi,£7.08 (£8.50 inc vat),Spazio Records,Behrang Mohammadi - Abdoullah / Behrang Moha...,https://www.redeyerecords.co.uk/vinyl/82772-spz004-behrang-mohammadi,Behrang Mohammadi,https://www.redeyerecords.co.uk/imagery/117079-2.jpg,SPZ004
Add To Basket,"Beranek,Sound Of Danger LP",£17.40 (£20.88 inc vat),Dark Entries,Sound Of Danger / Pictures And Paintings / C...,https://www.redeyerecords.co.uk/vinyl/82775-de-147-beranek-sound-of-danger-lp,"Beranek,Sound Of Danger LP",https://www.redeyerecords.co.uk/imagery/117082-2.jpg,DE-147
Add To Basket,"Birds Ov Paradise,Olika Ljud",£7.49 (£8.99 inc vat),Aniara Recordings,1 Olika Ljud / 2 Luftiga Ljud / 3 Olika Ljud...,https://www.redeyerecords.co.uk/vinyl/82746-aniara018-birds-ov-paradise-olika-ljud,"Birds Ov Paradise,Olika Ljud",https://www.redeyerecords.co.uk/imagery/117062-2.jpg,Aniara018
Add To Basket,"Charlotte De Witte,Voices Of The Ancie...",£7.08 (£8.50 inc vat),Mary Go Wild Black,Charlotte De Witte - Voices Of The Ancient (...,https://www.redeyerecords.co.uk/vinyl/82831-maryblack001-charlotte-de-witte-voices-of-the-ancient-ep,"Charlotte De Witte,Voices Of The Ancie...",https://www.redeyerecords.co.uk/imagery/117137-2.jpg,MARYBLACK001
Add To Basket,"Flexure,Shadow Puppets",£7.91 (£9.49 inc vat),Bastardo Electrico,Call Me Crazeey / 703 39flr / Blizz / Piltra...,https://www.redeyerecords.co.uk/vinyl/82827-be013-flexure-shadow-puppets,"Flexure,Shadow Puppets",https://www.redeyerecords.co.uk/imagery/117133-2.jpg,BE013
Add To Basket,"Fututre9394,Future9394",£6.66 (£7.99 inc vat),Continuum Series 1991-1998,Psyckkowarpz / Btchz (303) / Cozmikk / Oktav...,https://www.redeyerecords.co.uk/vinyl/82820-future9394-fututre9394-future9394,"Fututre9394,Future9394",https://www.redeyerecords.co.uk/imagery/117126-2.jpg,FUTURE9394
Add To Basket,"Hertz Collision,A Vague Reminiscence",£6.25 (£7.50 inc vat),Frozen Border,Est Est / Rush / Linear Tilt Over The Leaf /...,https://www.redeyerecords.co.uk/vinyl/82825-fb016-hertz-collision-a-vague-reminiscence,"Hertz Collision,A Vague Reminiscence",https://www.redeyerecords.co.uk/imagery/117131-2.jpg,FB016
Add To Basket,"Ipb Lei Tvl,Tethys EP",£7.08 (£8.50 inc vat),Vigenère,Funky Creep / Logidiotic / Tethys ,https://www.redeyerecords.co.uk/vinyl/82791-vgnr-04-ipb-lei-tvl-tethys-ep,"Ipb Lei Tvl,Tethys EP",https://www.redeyerecords.co.uk/imagery/117098-2.jpg,VGNR 04
Add To Basket,"Kafuka,Laws Of Nature",£13.05 (£15.66 inc vat),Project Mooncircle,Mustang / Fine Rain / Psychedelia / Saunter ...,https://www.redeyerecords.co.uk/vinyl/82749-pmc160-kafuka-laws-of-nature,"Kafuka,Laws Of Nature",https://www.redeyerecords.co.uk/imagery/117065-2.jpg,PMC160
Add To Basket,"La Festa Del Metallo,Va",£8.75 (£10.50 inc vat),She Lost Kontrol,Thene 21 - Timeline / Thene 21 - Brave New W...,https://www.redeyerecords.co.uk/vinyl/82243-slk000-la-festa-del-metallo-va,"La Festa Del Metallo,Va",https://www.redeyerecords.co.uk/imagery/116664-2.jpg,SLK000
Add To Basket,"Le Loup,The Ancient Ways EP",£7.49 (£8.99 inc vat),Shadow Play,The Ancient Ways / Ygam / Acid Surface ,https://www.redeyerecords.co.uk/vinyl/82793-sp001l-le-loup-the-ancient-ways-ep,"Le Loup,The Ancient Ways EP",https://www.redeyerecords.co.uk/imagery/117100-2.jpg,SP001L
Add To Basket,"Lockyear,Wave Knowledge EP",£7.91 (£9.49 inc vat),Otb Records,A1: Bodymind / B1: Wave Knowledge / B2: Tami...,https://www.redeyerecords.co.uk/vinyl/81505-otb009-lockyear-wave-knowledge-ep,"Lockyear,Wave Knowledge EP",https://www.redeyerecords.co.uk/imagery/116090-2.jpg,OTB009
Add To Basket,Masomenos & Ark Feat. Pit Spector,£7.91 (£9.49 inc vat),Welcome To Masomenos,/ / / B2 ,https://www.redeyerecords.co.uk/vinyl/82767-wtm042-masomenos-and-ark-feat--pit-spector,Masomenos & Ark Feat. Pit Spector,https://www.redeyerecords.co.uk/imagery/117075-2.jpg,wtm042
Add To Basket,"Nax Acid,The Esometrical Sky",£7.08 (£8.50 inc vat),Aconito Records,Kinetic Wax / Flying Higher / The Esometrica...,https://www.redeyerecords.co.uk/vinyl/82823-ac002-nax-acid-the-esometrical-sky,"Nax Acid,The Esometrical Sky",https://www.redeyerecords.co.uk/imagery/117129-2.jpg,AC002
Add To Basket,"Nax Acid & Bioni Samp,Ghost Bus",£7.08 (£8.50 inc vat),Aconito Records,Bioni Samp - Ghost Bus / Nax_acid & Bioni Sa...,https://www.redeyerecords.co.uk/vinyl/82824-ac003-nax-acid-and-bioni-samp-ghost-bus,"Nax Acid & Bioni Samp,Ghost Bus",https://www.redeyerecords.co.uk/imagery/117130-2.jpg,AC003
Add To Basket,"Perfume Advert,Big Gete Star,(One Pe...",£6.66 (£7.99 inc vat),1080p,Mirror Shield / Single White Junker / Destin...,https://www.redeyerecords.co.uk/vinyl/74254-1080v010-perfume-advert-big-gete-star-one-per-person,"Perfume Advert,Big Gete Star,(One Pe...",https://www.redeyerecords.co.uk/imagery/110743-2.jpg,1080V010
Out Of Stock,"Shkedul,Nord 001",£7.08 (£8.50 inc vat),Nord Ltd,Shkedul - Vergente / Shkedul - Unfocused / S...,https://www.redeyerecords.co.uk/vinyl/82776-nordltd001-shkedul-nord-001,"Shkedul,Nord 001",https://www.redeyerecords.co.uk/imagery/117083-2.jpg,NORDLTD001
Add To Basket,"Thomas Urv,O Sweet Exorcism (2x12"" LP ...",£13.56 (£16.27 inc vat),Ploink,Mjøndalen / Conga Lightning / Cat's Called E...,https://www.redeyerecords.co.uk/vinyl/82821-pl014nk-thomas-urv-o-sweet-exorcism-2x12-lp,"Thomas Urv,O Sweet Exorcism (2x12"" LP ...",https://www.redeyerecords.co.uk/imagery/117127-2.jpg,PL014NK
Add To Basket,"Various Artists,Owrv003",£7.91 (£9.49 inc vat),Owrv003,Cotterel - Feeling Me / Joey Kay - Inspirati...,https://www.redeyerecords.co.uk/vinyl/82802-onward-various-artists-owrv003,"Various Artists,Owrv003",https://www.redeyerecords.co.uk/imagery/117109-2.jpg,Onward
Add To Basket,"Various Artists,Vinyl Only 001",£7.91 (£9.49 inc vat),Cellaa Music,Marc Faenger - Place Is Hot / Peppe Markese ...,https://www.redeyerecords.co.uk/vinyl/82800-vo001-various-artists-vinyl-only-001,"Various Artists,Vinyl Only 001",https://www.redeyerecords.co.uk/imagery/117107-2.jpg,VO001
Add To Basket,"Alessandro Parisi,Andromeda",£9.16 (£10.99 inc vat),Slow Motion,1 Contact / 2 Space Machine / 3 Dimensional ...,https://www.redeyerecords.co.uk/vinyl/82725-slomo029-alessandro-parisi-andromeda,"Alessandro Parisi,Andromeda",https://www.redeyerecords.co.uk/imagery/117042-2.jpg,SLOMO029
Add To Basket,"Basic Channel,Basic Reshape",£6.66 (£7.99 inc vat),Basic Channel,Remake (Basic Reshape) / The Climax (Basic R...,https://www.redeyerecords.co.uk/vinyl/82717-bc-br-basic-channel-basic-reshape,"Basic Channel,Basic Reshape",https://www.redeyerecords.co.uk/imagery/117035-2.jpg,BC-BR
Add To Basket,"Brendon Moeller,Stimulation EP",£10.00 (£12.00 inc vat),Plan B Recordings,Turbulence / Turbulence (DJ Spider Remix) / ...,https://www.redeyerecords.co.uk/vinyl/82696-pbr046-brendon-moeller-stimulation-ep,"Brendon Moeller,Stimulation EP",https://www.redeyerecords.co.uk/imagery/117025-2.jpg,PBR046
Add To Basket,"Constantine,Hades LP",£12.33 (£14.80 inc vat),Bedouin,Cosmos / Divide / Emptiness / Erebus  ,https://www.redeyerecords.co.uk/vinyl/82716-bdnlp003-constantine-hades-lp,"Constantine,Hades LP",https://www.redeyerecords.co.uk/imagery/117034-2.jpg,BDNLP003
Add To Basket,"Doc Sleep,Doc Sleep EP",£10.00 (£12.00 inc vat),Botom Forty,First Solar / Between / Ampere / Between (Na...,https://www.redeyerecords.co.uk/vinyl/82697-bottom04-doc-sleep-doc-sleep-ep,"Doc Sleep,Doc Sleep EP",https://www.redeyerecords.co.uk/imagery/117026-2.jpg,BOTTOM04
Add To Basket,"Doon Kanda,Heart EP",£6.66 (£7.99 inc vat),Hyperdub,Axolotl / Womb / Wings / Feline / Heart  ,https://www.redeyerecords.co.uk/vinyl/82425-hdb105-doon-kanda-heart-ep,"Doon Kanda,Heart EP",https://www.redeyerecords.co.uk/imagery/116809-2.jpg,HDB105
Add To Basket,"Escales Vol.2,Va",£7.91 (£9.49 inc vat),Croisière Musique,A1: Sebastian Eduardo - Battle Of Wits / A2:...,https://www.redeyerecords.co.uk/vinyl/82690-cmus008-escales-vol-2-va,"Escales Vol.2,Va",https://www.redeyerecords.co.uk/imagery/117019-2.jpg,CMUS008
Add To Basket,"Franco Cinelli,Liquid Funk EP",£10.00 (£12.00 inc vat),Savor Music,Liquid Funk / Jack Bass / D-Down ,https://www.redeyerecords.co.uk/vinyl/82695-savor014-franco-cinelli-liquid-funk-ep,"Franco Cinelli,Liquid Funk EP",https://www.redeyerecords.co.uk/imagery/117024-2.jpg,SAVOR014
Add To Basket,"Offset,Ecotone",£7.08 (£8.50 inc vat),Rotterdam Electronix,1 You Are Not My Friend / 2 Bionic Circuits ...,https://www.redeyerecords.co.uk/vinyl/82712-ret001-offset-ecotone,"Offset,Ecotone",https://www.redeyerecords.co.uk/imagery/117033-2.jpg,RET001
Add To Basket,"Phran,Grit EP",£7.49 (£8.99 inc vat),Klasse Wrecks,Malba Tahan / Strange Geography / Vimanismo ...,https://www.redeyerecords.co.uk/vinyl/81067-wrecks11-phran-grit-ep,"Phran,Grit EP",https://www.redeyerecords.co.uk/imagery/115772-2.jpg,WRECKS11
Add To Basket,"Ratkiller,Meltdown Of The Highest Orde...",£11.60 (£13.92 inc vat),Porridge Bullet,Track 1 / Track 2 / Track 3 / Track 4 / Trac...,https://www.redeyerecords.co.uk/vinyl/82711-pb-016-ratkiller-meltdown-of-the-highest-order,"Ratkiller,Meltdown Of The Highest Orde...",https://www.redeyerecords.co.uk/imagery/117032-2.jpg,PB 016
Out Of Stock,"Samo DJ & 5ive,Ttt054",£8.75 (£10.50 inc vat),The Trilogy Tapes,Drunkenstein Featuring Powder / Ethno Room /...,https://www.redeyerecords.co.uk/vinyl/82715-ttt054-samo-dj-and-5ive-ttt054,"Samo DJ & 5ive,Ttt054",https://www.redeyerecords.co.uk/imagery/27938-2.jpg,TTT054
Add To Basket,"Trouble 003, Va",£8.75 (£10.50 inc vat),Trouble In Paradise,Andreas P. - My Cartoons / Noah Gibson - Der...,https://www.redeyerecords.co.uk/vinyl/81235-trouble-003-trouble-003--va,"Trouble 003, Va",https://www.redeyerecords.co.uk/imagery/115870-2.jpg,TROUBLE-003
Add To Basket,"Arms Of Someone New,Susan Sleepwalking...",£17.39 (£20.87 inc vat),Dark Entries,St. Catherine / The Fisherman / Song For Kri...,https://www.redeyerecords.co.uk/vinyl/82678-de-146-arms-of-someone-new-susan-sleepwalking-lp,"Arms Of Someone New,Susan Sleepwalking...",https://www.redeyerecords.co.uk/imagery/117007-2.jpg,DE-146
Add To Basket,"Departement D’education Psychique,Musi...",£10.33 (£12.40 inc vat),Acido,A1 / A2 / A3 / A4 / A5 / B1 / B2 / B3 / B4 /...,https://www.redeyerecords.co.uk/vinyl/67098-01221-departement-d’education-psychique-musique-improvisée,"Departement D’education Psychique,Musi...",https://www.redeyerecords.co.uk/imagery/105525-2.jpg,01221
Add To Basket,"DJ Torture / Bakground,Reload EP",£7.49 (£8.99 inc vat),Os Xxx,DJ Torture - Belligerent Criminal / Bakgroun...,https://www.redeyerecords.co.uk/vinyl/78302-osxxx001-dj-torture-bakground-reload-ep,"DJ Torture / Bakground,Reload EP",https://www.redeyerecords.co.uk/imagery/113750-2.jpg,OSXXX001
Out Of Stock,"Hbt,To Kill A Heartbeat",£7.91 (£9.49 inc vat),Dawn Records,1 The Mockingbird / 2 Pesanteur (The Ball) /...,https://www.redeyerecords.co.uk/vinyl/82668-dawn008-hbt-to-kill-a-heartbeat,"Hbt,To Kill A Heartbeat",https://www.redeyerecords.co.uk/imagery/116999-2.jpg,DAWN008
Add To Basket,"Leiras,Abyssal (Incl James Ruskin Remi...",£7.49 (£8.99 inc vat),Fracture,Abyssal / Abyssal (James Ruskin Remix) : Fra...,https://www.redeyerecords.co.uk/vinyl/80621-fract006-leiras-abyssal-incl-james-ruskin-remix,"Leiras,Abyssal (Incl James Ruskin Remi...",https://www.redeyerecords.co.uk/imagery/115426-2.jpg,FRACT006
Add To Basket,"Made In Europe,Va",£7.08 (£8.50 inc vat),The Final Experiment,Craft: T/fd/wi/e / Operation Amplified: #325...,https://www.redeyerecords.co.uk/vinyl/82683-33337-made-in-europe-va,"Made In Europe,Va",https://www.redeyerecords.co.uk/imagery/117012-2.jpg,33337
Add To Basket,"Neil Landstrumm,Bedrooms And Cities",£15.55 (£18.66 inc vat),Rawax,Tension In New York / Stretch Copenhagen / G...,https://www.redeyerecords.co.uk/vinyl/82676-rawax004lp-neil-landstrumm-bedrooms-and-cities,"Neil Landstrumm,Bedrooms And Cities",https://www.redeyerecords.co.uk/imagery/117005-2.jpg,RAWAX004LP
Add To Basket,"Primary Perception,Evidence Of A Prima...",£18.78 (£22.54 inc vat),Slow Life,Sounds From Space / Cellular Communication /...,https://www.redeyerecords.co.uk/vinyl/82675-sl010ltd-primary-perception-evidence-of-a-primary-perception-2-x-lp--10,"Primary Perception,Evidence Of A Prima...",https://www.redeyerecords.co.uk/imagery/117004-2.jpg,SL010LTD
Add To Basket,"Santa Claude,Dko 15,Va (2 X 12"")",£15.01 (£18.01 inc vat),D.ko Records,A1 - Larry Houl - Acid Berbère / A2 - Flabai...,https://www.redeyerecords.co.uk/vinyl/81047-dko15-santa-claude-dko-15-va-2-x-12,"Santa Claude,Dko 15,Va (2 X 12"")",https://www.redeyerecords.co.uk/imagery/115757-2.jpg,DKO15
Add To Basket,"Sascha Funke,Ifa",£7.91 (£9.49 inc vat),Turbo Recordings,Ifa / Robur / Mz / Barkas ,https://www.redeyerecords.co.uk/vinyl/81690-turbo186-sascha-funke-ifa,"Sascha Funke,Ifa",https://www.redeyerecords.co.uk/imagery/116235-2.jpg,TURBO186
Add To Basket,"The Other People Place,Lifestyles Of T...",£16.82 (£20.18 inc vat),Warp,Eye Contact / It’s Your Love / Moonlight Ren...,https://www.redeyerecords.co.uk/vinyl/81434-warplp90r-the-other-people-place-lifestyles-of-the-laptop-café,"The Other People Place,Lifestyles Of T...",https://www.redeyerecords.co.uk/imagery/116027-2.jpg,WARPLP90R
Add To Basket,"Toma Kami,Dali Bear",£8.33 (£10.00 inc vat),Man Band,Dali Bear / Mhof / Volvo / The Forest Troops...,https://www.redeyerecords.co.uk/vinyl/81685-mnbn01-toma-kami-dali-bear,"Toma Kami,Dali Bear",https://www.redeyerecords.co.uk/imagery/116230-2.jpg,MNBN01
Add To Basket,"W3c,State Of Absolute Alienation",£6.66 (£7.99 inc vat),Infinite Machine,Ascension (Intro) / Xenotrak / Bot-O'-War / ...,https://www.redeyerecords.co.uk/vinyl/80740-im049-w3c-state-of-absolute-alienation,"W3c,State Of Absolute Alienation",https://www.redeyerecords.co.uk/imagery/115511-2.jpg,IM049
Add To Basket,"Zna 001,Va",£5.82 (£6.98 inc vat),Lyssna,Levi Verspeek - 256 / Peshka - Miracle / Flo...,https://www.redeyerecords.co.uk/vinyl/81589-zna-001zna-001-zna-001-va,"Zna 001,Va",https://www.redeyerecords.co.uk/imagery/116155-2.jpg,ZNA 001ZNA 001
Add To Basket,Acre,£7.49 (£8.99 inc vat),Brainmath,"City (Feat.chiba) / You Know : Brainmath,  ",https://www.redeyerecords.co.uk/vinyl/80520-math13-acre,Acre,https://www.redeyerecords.co.uk/imagery/27862-2.jpg,MATH13
Add To Basket,"Betonkust & Palmbomen Ii,Hotel Breukel...",£7.91 (£9.49 inc vat),Pinkman,Landsbelang / Donkerblauwe Auto's / N401 / S...,https://www.redeyerecords.co.uk/vinyl/78565-pnkmn017-betonkust-and-palmbomen-ii-hotel-breukelen,"Betonkust & Palmbomen Ii,Hotel Breukel...",https://www.redeyerecords.co.uk/imagery/113942-2.jpg,Pnkmn017
Out Of Stock,"Deadbeat,Roots And Wire (2 X LP )",£21.75 (£26.10 inc vat),Blkrtz,Rise Again Roots And Wore Playtime / Xberg G...,https://www.redeyerecords.co.uk/vinyl/82583-blkrtz017lp-deadbeat-roots-and-wire-2-x-lp,"Deadbeat,Roots And Wire (2 X LP )",https://www.redeyerecords.co.uk/imagery/116937-2.jpg,BLKRTZ017LP
Add To Basket,"Deep'a & Biri,Basic Cycle",£7.91 (£9.49 inc vat),Black Crow Recordings	,Deep’a & Biri - Basic Cycle / Deep’a & Biri ...,https://www.redeyerecords.co.uk/vinyl/81185-bc008-deep'a-and-biri-basic-cycle,"Deep'a & Biri,Basic Cycle",https://www.redeyerecords.co.uk/imagery/115840-2.jpg,BC008
Add To Basket,"Dip In The Pool,On Retinae",£10.16 (£12.19 inc vat),Music From Memory,"A / B : Music From Memory,      ",https://www.redeyerecords.co.uk/vinyl/70290-mfm-010-dip-in-the-pool-on-retinae,"Dip In The Pool,On Retinae",https://www.redeyerecords.co.uk/imagery/107855-2.jpg,MFM 010
Add To Basket,"Dona,The V.g.p. Sessions",£7.08 (£8.50 inc vat),Creme,01 Energia (Live Cut) / 02 Cigarettes / 03 T...,https://www.redeyerecords.co.uk/vinyl/81545-cr1293-dona-the-v-g-p--sessions,"Dona,The V.g.p. Sessions",https://www.redeyerecords.co.uk/imagery/116114-2.jpg,CR1293
Add To Basket,"Drøne,A Perfect Blind (Feat. Mark Van ...",£13.05 (£15.66 inc vat),Pomperipossa Records,Back To The Station (Feat. Mark Van Hoen & M...,https://www.redeyerecords.co.uk/vinyl/82604-prlp3-drøne-a-perfect-blind-feat--mark-van-hoen-and-mike-harding,"Drøne,A Perfect Blind (Feat. Mark Van ...",https://www.redeyerecords.co.uk/imagery/116941-2.jpg,PRLP3
Add To Basket,"Hodge,Re-Press (One Per-Customer)",£6.66 (£7.99 inc vat),Hotline,Mind Games / Flashback 005      ,https://www.redeyerecords.co.uk/vinyl/56545-hotline005-hodge-re-press-one-per-customer,"Hodge,Re-Press (One Per-Customer)",https://www.redeyerecords.co.uk/imagery/26715-2.jpg,Hotline005
Add To Basket,Inner – Danceamine,£9.16 (£10.99 inc vat),Partisan,Scandal / Danceamine / Time  ,https://www.redeyerecords.co.uk/vinyl/80465-ptn002-inner-–-danceamine,Inner – Danceamine,https://www.redeyerecords.co.uk/imagery/115317-2.jpg,PTN002
Add To Basket,"Isaac Prieto,Sigue Sonando EP",£10.00 (£12.00 inc vat),Detroit Vinyl Room,Siempre / Da Gracias / Da Gracias - Moreon &...,https://www.redeyerecords.co.uk/vinyl/82618-dvrm001-isaac-prieto-sigue-sonando-ep,"Isaac Prieto,Sigue Sonando EP",https://www.redeyerecords.co.uk/imagery/116955-2.jpg,DVRM001
Add To Basket,"Kangding Ray,Hyper Opal Mantis",£19.75 (£23.70 inc vat),Stroboscopic Artefacts,Arubi / Blone Pyramids / Bepsilon / Cpurple ...,https://www.redeyerecords.co.uk/vinyl/80878-salp005-kangding-ray-hyper-opal-mantis,"Kangding Ray,Hyper Opal Mantis",https://www.redeyerecords.co.uk/imagery/115613-2.jpg,SALP005
Add To Basket,"Klash Point,Persistence EP",£7.49 (£8.99 inc vat),Module Records,Persistence / Obstinity / Onyx : Module Reco...,https://www.redeyerecords.co.uk/vinyl/80822-m140-1-klash-point-persistence-ep,"Klash Point,Persistence EP",https://www.redeyerecords.co.uk/imagery/115584-2.jpg,M140/1
Add To Basket,"Omni Am,Beat Dis/dangerous",£6.25 (£7.50 inc vat),Euphoria Us,"Beat Dis / Dangerous : Euphoria Us,  ",https://www.redeyerecords.co.uk/vinyl/79984-ahh-017-omni-am-beat-dis-dangerous,"Omni Am,Beat Dis/dangerous",https://www.redeyerecords.co.uk/imagery/114959-2.jpg,AHH 017
