"","story","event_no","val","title","sources","val_after_10days","val_diff","long_story","empties"
"1","In a shocking turn of events Donald Trump defeats Hillary Clinton and become the 45th president of the United States. The US market drops by over 1% and the Mexican Pesohas plumbed record lows, and is now down 10% today at 20.22 peso to the dollar.",61,726.36,"Donald Trump Elected as President, Market Plummet - November 9, 2016","http://www.zerohedge.com/news/2016-11-08/markets-crash-peso-plunges-record-low-trump-looks-likely-winner",749.1,22.74,
