,c,g
1783,14702,1349
1784,8469,1349
1785,9769,1349
1786,14730,1350
1787,11579,1350
1788,9626,1350
1789,5714,1351
1790,6661,1351
1791,11826,1352
1792,12796,1352
1793,12976,1352
1794,11435,1353
1795,6489,1353
1796,12479,1353
1797,13935,1354
1798,13065,1354
1799,9804,1354
1800,14127,1355
1801,10926,1355
1802,8555,1355
1803,14127,1356
1804,13870,1356
1805,13947,1356
1806,139,1357
1807,12910,1357
1808,6374,1357
1809,13963,1358
1810,9531,1358
1811,3167,1358
1812,12047,1359
1813,9460,1359
1814,9360,1359
1815,14634,1360
1816,237,1360
1817,14005,1360
1818,13220,1361
1819,11815,1361
1820,13387,1361
1821,9547,1362
1822,10926,1363
1823,11683,1363
1824,5606,1363
1825,12447,1364
1826,6797,1364
1827,10711,1364
1828,9624,1365
1829,12191,1365
1830,10953,1365
1831,13706,1366
1832,14523,1367
1833,14306,1367
1834,12940,1367
1835,14071,1368
1836,11378,1368
1837,7015,1368
1838,7875,1369
1839,7761,1369
1840,10285,1370
1841,4918,1370
1842,13932,1371
1843,13431,1371
1844,11968,1371
1845,11352,1372
1846,3068,1372
1847,9852,1372
1848,14208,1373
1849,5747,1373
1850,6349,1374
1851,10684,1374
1852,266,1374
1853,13549,1375
1854,14327,1375
1855,13637,1375
1856,11826,1376
1857,13233,1376
1858,13763,1377
1859,1376,1377
1860,14586,1378
1861,13952,1378
1862,13793,1378
1863,13564,1378
1864,13599,1379
1865,12249,1379
1866,10379,1379
1867,14608,1380
1868,13834,1380
1869,11583,1380
1870,9957,1380
1871,11570,1381
1872,6150,1381
1873,4593,1381
1874,6077,1381
1875,10380,1382
1876,6290,1382
1877,13736,1382
1878,8622,1382
1879,10539,1383
1880,4572,1383
1881,5827,1383
1882,7854,1383
1883,10575,1384
1884,10028,1384
1885,7898,1384
1886,7497,1384
1887,8222,1385
1888,5192,1385
1889,4623,1385
1890,11954,1386
1891,9244,1386
1892,9472,1386
1893,9170,1386
1894,14441,1387
1895,14227,1387
1896,13236,1387
1897,14265,1387
1898,13085,1388
1899,13471,1388
1900,12540,1388
1901,12652,1388
1902,9937,1389
1903,10961,1389
1904,10026,1389
1905,4772,1389
1906,13595,1390
1907,14636,1390
1908,14104,1390
1909,371,1390
1910,8903,1391
1911,4625,1391
1912,5656,1391
1913,13076,1391
1914,368,1392
1915,9801,1392
1916,12702,1392
1917,12492,1393
1918,12771,1393
1919,8798,1393
1920,14353,1394
1921,14201,1394
1922,12857,1394
1923,14623,1395
1924,13780,1395
1925,12109,1395
1926,14623,1396
1927,14071,1396
1928,11378,1396
1929,14623,1397
1930,13780,1397
1931,200,1397
1932,10247,1398
1933,5799,1398
1934,7325,1398
1935,14700,1399
1936,13839,1399
1937,14684,1399
1938,14700,1400
1939,263,1400
1940,12968,1400
1941,13092,1401
1942,7410,1401
1943,1874,1401
1944,200,1402
1945,13776,1402
1946,386,1402
1947,338,1403
1948,2005,1403
1949,6535,1403
1950,431,1404
1951,11944,1404
1952,9727,1404
1953,9314,1405
1954,11537,1405
1955,9545,1405
1956,14172,1406
1957,11733,1406
1958,12440,1406
1959,14194,1407
1960,13408,1407
1961,7499,1407
1962,9777,1408
1963,1563,1408
1964,4087,1408
1965,11594,1409
1966,11496,1409
1967,3901,1409
1968,1458,1409
1969,12172,1410
1970,9056,1410
1971,11008,1410
1972,10501,1410
1973,11157,1411
1974,10901,1411
1975,11567,1411
1976,9529,1411
1977,10231,1412
1978,7445,1412
1979,10633,1412
1980,10805,1412
1981,9779,1413
1982,8873,1413
1983,7728,1413
1984,10521,1413
1985,8871,1414
1986,11225,1414
1987,2861,1414
1988,12106,1414
1989,3557,1415
1990,8923,1415
1991,8342,1415
1992,10,1416
1993,14475,1416
1994,7654,1416
1995,13494,1416
1996,10596,1417
1997,5921,1417
1998,4518,1417
1999,10010,1417
2000,9707,1419
2001,13644,1419
2002,11327,1419
2003,12996,1419
2004,13123,1420
2005,13257,1420
2006,10913,1420
2007,12827,1420
2008,8464,1421
2009,6983,1421
2010,6444,1421
2011,5182,1421
2012,11680,1422
2013,12440,1422
2014,10711,1422
2015,8048,1422
2016,10789,1423
2017,7527,1423
2018,7899,1423
2019,8685,1423
2020,13488,1424
2021,10296,1424
2022,11907,1424
2023,3985,1424
2024,11034,1425
2025,8243,1425
2026,11028,1425
2027,8245,1425
2028,13208,1426
2029,11944,1426
2030,11507,1426
2031,9002,1426
2032,250,1427
2033,12586,1427
2034,11820,1427
2035,7400,1427
2036,7942,1428
2037,10012,1428
2038,10673,1428
2039,6911,1428
2040,13904,1429
2041,10428,1429
2042,12095,1429
2043,14456,1429
2044,10059,1430
2045,8809,1430
2046,10512,1430
2047,10060,1430
2048,6850,1431
2049,2897,1431
2050,7201,1431
2051,9250,1431
2052,4284,1433
2053,13530,1433
2054,13926,1433
2055,8557,1433
2056,12569,1434
2057,11082,1434
2058,5049,1434
2059,10862,1434
2060,10699,1435
2061,6923,1435
2062,9244,1435
2063,3963,1435
2064,10800,1436
2065,10466,1436
2066,11013,1436
2067,10962,1436
2068,390,1437
2069,2628,1437
2070,3652,1437
2071,11147,1438
2072,9396,1438
2073,9002,1438
2074,8360,1438
2075,7182,1439
2076,8961,1439
2077,5696,1439
2078,10651,1440
2079,160,1440
2080,12757,1440
2081,8671,1440
2082,11413,1441
2083,12319,1441
2084,5321,1441
2085,12260,1441
2086,11552,1442
2087,8292,1442
2088,7324,1442
2089,8185,1442
2090,14616,1443
2091,13364,1443
2092,116,1443
2093,13290,1443
2094,14642,1444
2095,14179,1444
2096,10536,1444
2097,50,1444
2098,10743,1445
2099,10174,1445
2100,3879,1445
2101,10215,1445
2102,9599,1446
2103,8632,1446
2104,10461,1446
2105,13736,1446
2106,14325,1447
2107,12815,1447
2108,10416,1447
2109,8895,1447
2110,12885,1448
2111,10118,1448
2112,2152,1448
2113,9773,1448
2114,9623,1449
2115,10451,1449
2116,9341,1449
2117,11614,1449
2118,9373,1450
2119,11026,1451
2120,6916,1451
2121,11138,1451
2122,11147,1452
2123,12077,1452
2124,9002,1452
2125,6535,1452
2126,8088,1453
2127,8535,1453
2128,2658,1453
2129,1555,1453
2130,11803,1454
2131,10041,1454
2132,7226,1454
2133,4217,1454
2134,12907,1455
2135,12239,1455
2136,8789,1455
2137,11536,1455
2138,8841,1456
2139,10471,1456
2140,11977,1456
2141,11015,1456
2142,10645,1457
2143,8437,1457
2144,7317,1457
2145,9963,1457
2146,11954,1458
2147,3392,1458
2148,9472,1458
2149,12082,1458
2150,442,1459
2151,11840,1459
2152,9061,1459
2153,9821,1459
2154,9156,1460
2155,3827,1460
2156,7572,1460
2157,10807,1460
2158,7068,1461
2159,9639,1461
2160,5552,1461
2161,9997,1461
2162,13738,1462
2163,9481,1462
2164,287,1462
2165,9019,1463
2166,9541,1463
2167,9026,1463
2168,5816,1463
2169,13530,1464
2170,13926,1464
2171,8540,1464
2172,8557,1464
2173,7566,1465
2174,10640,1465
2175,5785,1465
2176,11294,1465
2177,11456,1466
2178,6537,1466
2179,4859,1466
2180,9738,1466
2181,7782,1467
2182,11283,1467
2183,10533,1467
2184,6186,1467
2185,10939,1468
2186,12503,1468
2187,7064,1468
2188,6377,1468
2189,134,1469
2190,10173,1469
2191,14455,1469
2192,13297,1469
2193,11439,1470
2194,11633,1470
2195,8692,1470
2196,8692,1470
2197,353,1471
2198,22,1471
2199,11938,1471
2200,14272,1471
2201,13371,1472
2202,11984,1472
2203,12188,1472
2204,13970,1472
2205,10756,1473
2206,11148,1473
2207,8075,1473
2208,13280,1473
2209,14584,1474
2210,10756,1474
2211,6477,1474
2212,2296,1474
2213,298,1475
2214,11119,1475
2215,123,1475
2216,5482,1475
2217,14613,1476
2218,13533,1476
2219,9107,1476
2220,11326,1476
2221,14314,1477
2222,191,1477
2223,12855,1477
2224,13029,1477
2225,10122,1478
2226,4608,1478
2227,8856,1478
2228,8111,1478
2229,12870,1479
2230,11428,1479
2231,11665,1479
2232,6772,1479
2233,12366,1480
2234,11562,1480
2235,5746,1480
2236,5816,1480
2237,10697,1481
2238,10401,1481
2239,11901,1482
2240,10372,1482
2241,11724,1482
2242,10763,1482
2243,11901,1483
2244,10741,1483
2245,7668,1483
2246,7559,1483
2247,13774,1484
2248,159,1484
2249,12765,1484
2250,7859,1484
2251,9793,1485
2252,14235,1485
2253,2730,1485
2254,7587,1485
2255,12003,1486
2256,11841,1486
2257,10231,1486
2258,10740,1486
2259,13201,1487
2260,12595,1487
2261,10071,1487
2262,8945,1487
2263,12658,1488
2264,10081,1488
2265,6804,1488
2266,13562,1489
2267,13692,1489
2268,12250,1489
2269,8885,1489
2270,11508,1490
2271,10783,1490
2272,7401,1490
2273,7301,1490
2274,10149,1491
2275,11321,1491
2276,12164,1491
2277,7763,1491
2278,14676,1492
2279,14344,1492
2280,14303,1492
2281,14558,1492
2282,11647,1493
2283,11213,1493
2284,8453,1493
2285,10309,1493
2286,12506,1494
2287,8634,1494
2288,9769,1494
2289,8079,1494
2290,8047,1495
2291,8412,1495
2292,9919,1495
2293,1943,1495
2294,13612,1496
2295,12149,1496
2296,12749,1496
2297,9409,1496
2298,14212,1497
2299,9932,1497
2300,12538,1497
2301,12520,1497
2302,14384,1498
2303,12285,1498
2304,13313,1498
2305,12809,1498
2306,14175,1499
2307,11687,1499
2308,12038,1499
2309,14076,1499
2310,10495,1500
2311,12232,1500
2312,8667,1500
2313,4640,1500
2314,11301,1501
2315,8343,1501
2316,7763,1501
2317,6641,1501
2318,14071,1502
2319,13697,1502
2320,11378,1502
2321,14685,1502
2322,12712,1503
2323,11658,1503
2324,11531,1503
2325,12106,1503
2326,12934,1504
2327,9958,1504
2328,12755,1504
2329,10978,1504
2330,12729,1505
2331,250,1505
2332,7005,1505
2333,6598,1505
2334,9542,1506
2335,13727,1506
2336,152,1506
2337,11923,1506
2338,11268,1507
2339,11645,1507
2340,10368,1507
2341,9079,1507
2342,14197,1508
2343,11842,1508
2344,230,1508
2345,349,1508
2346,14704,1509
2347,14088,1509
2348,14255,1509
2349,266,1509
2350,14479,1510
2351,12632,1510
2352,12453,1510
2353,12644,1510
2354,13268,1511
2355,369,1511
2356,10137,1511
2357,12531,1511
2358,12913,1512
2359,12988,1512
2360,163,1512
2361,12668,1513
2362,10656,1513
2363,7960,1513
2364,9513,1513
2365,14714,1514
2366,14669,1514
2367,14221,1514
2368,12412,1514
2369,12570,1516
2370,11475,1516
2371,10367,1516
2372,12234,1516
2373,13026,1517
2374,7912,1517
2375,2435,1517
2376,5831,1517
2377,14476,1518
2378,11165,1518
2379,14135,1518
2380,115,1518
2381,416,1519
2382,13180,1519
2383,6330,1519
2384,12816,1519
2385,13255,1520
2386,11416,1520
2387,13367,1520
2388,6343,1520
2389,6339,1521
2390,11046,1521
2391,11260,1521
2392,7562,1521
2393,14208,1522
2394,11491,1522
2395,12768,1522
2396,10963,1522
2397,9368,1523
2398,10429,1523
2399,11510,1523
2400,10193,1523
2401,14469,1524
2402,8101,1524
2403,9191,1524
2404,3388,1524
2405,11300,1525
2406,10246,1525
2407,4374,1525
2408,11633,1525
2409,11839,1526
2410,11004,1526
2411,13511,1526
2412,11906,1526
2413,13630,1527
2414,10382,1527
2415,6097,1527
2416,10061,1527
2417,11114,1528
2418,9676,1528
2419,7956,1528
2420,9667,1528
2421,8656,1528
2422,13621,1529
2423,13520,1529
2424,11997,1529
2425,9825,1529
2426,11814,1529
2427,10656,1530
2428,9515,1530
2429,8038,1530
2430,7681,1530
2431,7976,1530
2432,5143,1531
2433,4981,1531
2434,6018,1531
2435,6011,1531
2436,7375,1531
2437,11571,1532
2438,9247,1532
2439,8203,1532
2440,10925,1532
2441,9154,1532
2442,11922,1533
2443,12174,1533
2444,12829,1533
2445,11798,1533
2446,11499,1533
2447,8435,1534
2448,7699,1534
2449,5667,1534
2450,3278,1534
2451,3359,1534
2452,6098,1535
2453,7513,1535
2454,7509,1535
2455,12824,1535
2456,7053,1535
2457,11525,1536
2458,12866,1536
2459,11313,1536
2460,13609,1536
2461,13108,1536
2462,7520,1537
2463,11063,1537
2464,8639,1537
2465,6698,1537
2466,10804,1537
2467,12689,1538
2468,13604,1538
2469,10215,1538
2470,8924,1538
2471,8507,1538
2472,12218,1539
2473,10158,1539
2474,9413,1539
2475,11867,1539
2476,10066,1539
2477,9612,1540
2478,7831,1540
2479,9391,1540
2480,11362,1540
2481,11494,1540
2482,10766,1541
2483,8501,1541
2484,9633,1541
2485,7512,1541
2486,10771,1541
2487,12310,1542
2488,12030,1542
2489,11227,1542
2490,9244,1542
2491,5881,1542
2492,14242,1543
2493,9493,1543
2494,13603,1543
2495,13157,1543
2496,10523,1543
2497,14623,1544
2498,13780,1544
2499,14193,1544
2500,12109,1544
2501,14623,1545
2502,13780,1545
2503,14193,1545
2504,12109,1545
2505,9435,1546
2506,10386,1546
2507,7684,1546
2508,3640,1546
2509,11265,1547
2510,14325,1548
2511,14366,1548
2512,12294,1548
2513,11580,1548
2514,11497,1549
2515,12167,1549
2516,9446,1549
2517,10279,1549
2518,12047,1550
2519,14281,1550
2520,302,1550
2521,10030,1550
2522,394,1551
2523,12998,1551
2524,31,1551
2525,189,1551
2526,14250,1552
2527,20,1552
2528,11909,1552
2529,9611,1552
2530,9690,1553
2531,8934,1553
2532,2034,1553
2533,1131,1553
2534,13686,1554
2535,4603,1554
2536,6138,1554
2537,124,1555
2538,10735,1555
2539,8222,1555
2540,13489,1556
2541,11151,1556
2542,26,1556
2543,10755,1556
2544,12380,1557
2545,13942,1557
2546,11770,1557
2547,11974,1557
2548,12778,1558
2549,11681,1558
2550,5911,1558
2551,10758,1558
2552,10578,1558
2553,10746,1559
2554,13376,1559
2555,9627,1559
2556,3263,1559
2557,9257,1559
2558,10456,1560
2559,7581,1560
2560,5712,1560
2561,12169,1560
2562,7443,1561
2563,6234,1561
2564,8342,1561
2565,5865,1561
2566,3071,1561
2567,6104,1562
2568,6566,1562
2569,9119,1562
2570,3420,1562
2571,8398,1562
2572,14613,1563
2573,14459,1563
2574,13967,1563
2575,8360,1563
2576,14364,1563
2577,640,1564
2578,2709,1564
2579,2177,1564
2580,9818,1564
2581,13076,1564
2582,14630,1565
2583,14432,1565
2584,13866,1565
2585,14037,1565
2586,434,1565
2587,9904,1566
2588,11309,1566
2589,9627,1566
2590,7681,1566
2591,10225,1566
2592,9106,1567
2593,8164,1567
2594,12037,1567
2595,10960,1567
2596,4575,1567
2597,10439,1568
2598,11926,1568
2599,8817,1568
2600,9312,1568
2601,6202,1568
2602,6066,1569
2603,12159,1569
2604,5073,1569
2605,3158,1569
2606,5747,1569
2607,13411,1570
2608,451,1570
2609,13872,1570
2610,11193,1570
2611,12581,1570
2612,10760,1571
2613,5862,1571
2614,9475,1571
2615,1516,1571
2616,8126,1571
2617,9430,1572
2618,8345,1572
2619,7868,1572
2620,7250,1572
2621,7894,1572
2622,13471,1573
2623,9469,1573
2624,11856,1573
2625,8692,1573
2626,8692,1573
2627,12077,1574
2628,6385,1574
2629,2567,1574
2630,5165,1574
2631,6535,1574
2632,360,1575
2633,9612,1575
2634,11362,1575
2635,11494,1575
2636,10490,1575
2637,11439,1576
2638,9995,1576
2639,9221,1576
2640,7289,1576
2641,10440,1576
2642,338,1577
2643,8947,1577
2644,6645,1577
2645,1400,1577
2646,7515,1577
2647,10439,1578
2648,11697,1578
2649,6248,1578
2650,9312,1578
2651,9457,1578
2652,14431,1579
2653,11443,1579
2654,11179,1579
2655,10431,1579
2656,13099,1579
2657,12603,1580
2658,13210,1580
2659,12448,1580
2660,7221,1580
2661,8566,1580
2662,11803,1581
2663,7701,1581
2664,5867,1581
2665,4658,1581
2666,3034,1581
2667,9844,1582
2668,8752,1582
2669,8442,1582
2670,9606,1582
2671,8978,1582
2672,13172,1583
2673,12247,1583
2674,12438,1583
2675,9895,1583
2676,9503,1583
2677,12802,1584
2678,13836,1584
2679,12439,1584
2680,13028,1584
2681,13280,1584
2682,12689,1585
2683,11608,1585
2684,10370,1585
2685,11269,1585
2686,10103,1585
2687,14354,1586
2688,13434,1586
2689,14378,1586
2690,13437,1586
2691,13142,1586
2692,383,1587
2693,12094,1587
2694,11627,1587
2695,10448,1587
2696,11479,1587
2697,14542,1588
2698,9236,1588
2699,8762,1588
2700,9615,1588
2701,5589,1588
2702,254,1589
2703,12478,1589
2704,11372,1589
2705,8535,1589
2706,8621,1589
2707,10618,1591
2708,10650,1591
2709,11380,1591
2710,13716,1591
2711,13117,1592
2712,14145,1592
2713,13037,1592
2714,12555,1592
2715,12785,1592
2716,207,1593
2717,14400,1593
2718,424,1593
2719,14182,1593
2720,14284,1593
2721,9647,1594
2722,12664,1594
2723,9541,1594
2724,10150,1594
2725,8393,1594
2726,13195,1595
2727,10870,1595
2728,12208,1595
2729,8968,1595
2730,9693,1595
2731,8704,1596
2732,4728,1596
2733,8334,1596
2734,3786,1596
2735,5228,1596
2736,8838,1597
2737,12802,1597
2738,7848,1597
2739,7805,1597
2740,11591,1597
2741,11737,1598
2742,13523,1598
2743,10610,1598
2744,212,1598
2745,11647,1599
2746,13781,1599
2747,12190,1599
2748,11213,1599
2749,5199,1599
2750,13601,1600
2751,14547,1600
2752,14031,1600
2753,12707,1600
2754,13374,1600
2755,13089,1601
2756,8672,1601
2757,110,1601
2758,14452,1601
2759,14130,1601
2760,8141,1602
2761,5149,1602
2762,11631,1602
2763,4922,1602
2764,5247,1602
2765,11916,1603
2766,12646,1603
2767,14083,1603
2768,11385,1603
2769,9597,1603
2770,9932,1604
2771,12525,1604
2772,10454,1604
2773,12775,1604
2774,8238,1604
2775,11662,1605
2776,9410,1605
2777,5730,1605
2778,8444,1605
2779,3232,1605
2780,10919,1606
2781,9092,1606
2782,9943,1606
2783,8898,1606
2784,9536,1606
2785,13506,1607
2786,10471,1607
2787,9704,1607
2788,9457,1607
2789,10673,1607
2790,13163,1608
2791,10798,1608
2792,9730,1608
2793,10654,1608
2794,9768,1608
2795,12888,1609
2796,13132,1609
2797,13243,1609
2798,12695,1609
2799,13971,1609
2800,12543,1610
2801,12885,1610
2802,8418,1610
2803,1553,1610
2804,9773,1610
2805,13333,1611
2806,10229,1611
2807,10800,1611
2808,11852,1611
2809,8503,1611
2810,10231,1612
2811,13496,1612
2812,8594,1612
2813,7158,1612
2814,13188,1613
2815,11176,1613
2816,357,1613
2817,12289,1613
2818,11657,1613
2819,13344,1614
2820,10827,1614
2821,6974,1614
2822,9079,1614
2823,10125,1614
2824,12077,1615
2825,8015,1615
2826,8655,1615
2827,7364,1615
2828,8792,1615
2829,9515,1616
2830,9260,1616
2831,11309,1616
2832,10276,1616
2833,7559,1616
2834,10459,1617
2835,10878,1617
2836,5930,1617
2837,4200,1617
2838,6803,1617
2839,13643,1618
2840,9238,1618
2841,11619,1618
2842,11605,1618
2843,8377,1618
2844,477,1619
2845,14634,1619
2846,14358,1619
2847,11020,1619
2848,9168,1619
2849,14127,1620
2850,11529,1620
2851,8109,1620
2852,8502,1620
2853,1275,1620
2854,12671,1621
2855,473,1621
2856,11696,1621
2857,10493,1621
2858,11724,1621
2859,14086,1622
2860,10821,1622
2861,5221,1622
2862,13025,1622
2863,11808,1622
2864,11240,1623
2865,9363,1623
2866,7581,1623
2867,9019,1623
2868,3033,1623
2869,10874,1624
2870,11901,1624
2871,11020,1624
2872,7559,1624
2873,10761,1624
2874,14603,1625
2875,13180,1625
2876,8615,1625
2877,7866,1625
2878,7854,1625
2879,14651,1626
2880,14704,1626
2881,14479,1626
2882,14677,1626
2883,14671,1626
2884,14254,1627
2885,8782,1627
2886,10695,1627
2887,8429,1627
2888,9673,1627
2889,11074,1628
2890,9325,1628
2891,12194,1628
2892,10976,1628
2893,11199,1628
2894,13085,1629
2895,14592,1629
2896,12162,1629
2897,13031,1629
2898,309,1629
2899,11130,1630
2900,11247,1630
2901,13328,1630
2902,13718,1631
2903,11921,1631
2904,13404,1631
2905,10211,1631
2906,9884,1631
2907,12070,1632
2908,7952,1632
2909,8704,1632
2910,4432,1632
2911,4583,1632
2912,11315,1633
2913,10090,1633
2914,12802,1633
2915,11148,1633
2916,11467,1633
2917,14591,1634
2918,14440,1634
2919,13551,1634
2920,13891,1634
2921,12843,1634
2922,9976,1635
2923,9830,1635
2924,10023,1635
2925,7894,1635
2926,8155,1635
2927,8465,1636
2928,12077,1636
2929,11578,1636
2930,9299,1636
2931,1949,1636
2932,13476,1637
2933,13745,1637
2934,12833,1637
2935,11184,1637
2936,13334,1637
2937,13094,1638
2938,10675,1638
2939,9451,1638
2940,8370,1638
2941,9218,1638
2942,12010,1639
2943,10009,1639
2944,10272,1639
2945,11650,1639
2946,7822,1639
2947,10631,1640
2948,11286,1640
2949,10355,1640
2950,11281,1640
2951,9412,1640
2952,13943,1641
2953,12755,1641
2954,12565,1641
2955,374,1641
2956,9233,1641
2957,13930,1642
2958,12183,1642
2959,10730,1642
2960,12506,1642
2961,13927,1642
2962,13581,1643
2963,6669,1643
2964,8015,1643
2965,10963,1643
2966,3879,1643
2967,13706,1644
2968,12300,1644
2969,9438,1644
2970,11903,1644
2971,13457,1644
2972,13894,1645
2973,13175,1645
2974,9260,1645
2975,8416,1645
2976,7653,1645
2977,126,1646
2978,10743,1646
2979,4593,1646
2980,8898,1646
2981,10963,1646
2982,13758,1647
2983,456,1647
2984,14600,1647
2985,12271,1647
2986,14020,1647
2987,12029,1648
2988,5965,1648
2989,6228,1648
2990,7519,1648
2991,5711,1648
2992,5827,1648
2993,13171,1649
2994,12118,1649
2995,12215,1649
2996,11260,1649
2997,6673,1649
2998,9968,1649
2999,8967,1650
3000,5650,1650
3001,7946,1650
3002,7864,1650
3003,7050,1650
3004,6907,1650
3005,9629,1651
3006,9744,1651
3007,7361,1651
3008,10820,1651
3009,7389,1651
3010,4084,1651
3011,9937,1652
3012,10961,1652
3013,8898,1652
3014,10026,1652
3015,5314,1652
3016,4772,1652
3017,11832,1653
3018,4331,1653
3019,10805,1653
3020,10836,1653
3021,11056,1653
3022,7730,1653
3023,9885,1654
3024,7839,1654
3025,11088,1654
3026,7224,1654
3027,8236,1654
3028,9103,1654
3029,7508,1655
3030,8115,1655
3031,10423,1655
3032,7951,1655
3033,7667,1655
3034,6540,1655
3035,11815,1656
3036,13387,1656
3037,7835,1656
3038,11015,1656
3039,8960,1656
3040,14073,1657
3041,13293,1657
3042,13396,1657
3043,12861,1657
3044,12064,1657
3045,13322,1657
3046,12686,1658
3047,8779,1658
3048,6720,1658
3049,5881,1658
3050,8658,1658
3051,6389,1658
3052,11492,1659
3053,8444,1659
3054,1607,1659
3055,6625,1659
3056,6419,1660
3057,9090,1660
3058,8595,1660
3059,10022,1660
3060,7567,1660
3061,9419,1660
3062,12490,1661
3063,13534,1661
3064,13666,1661
3065,13334,1661
3066,11400,1661
3067,14353,1662
3068,14420,1662
3069,14604,1662
3070,12556,1662
3071,11091,1662
3072,12787,1664
3073,9277,1664
3074,5313,1664
3075,11265,1664
3076,4617,1664
3077,9803,1665
3078,14289,1665
3079,10459,1665
3080,6771,1665
3081,11588,1665
3082,382,1666
3083,14473,1666
3084,11562,1666
3085,12156,1666
3086,11625,1666
3087,429,1667
3088,10525,1667
3089,8655,1667
3090,189,1667
3091,4120,1667
3092,14201,1668
3093,12722,1668
3094,5591,1668
3095,4042,1668
3096,14538,1669
3097,14289,1669
3098,12993,1669
3099,3971,1669
3100,338,1670
3101,10425,1670
3102,13413,1670
3103,12688,1670
3104,6685,1670
3105,132,1671
3106,10874,1671
3107,13175,1671
3108,9474,1671
3109,13058,1671
3110,431,1672
3111,11240,1672
3112,11301,1672
3113,12049,1672
3114,11944,1672
3115,11334,1673
3116,12762,1673
3117,11306,1673
3118,11277,1673
3119,7715,1673
3120,14632,1674
3121,13595,1674
3122,14718,1674
3123,10785,1674
3124,10919,1674
3125,14632,1675
3126,478,1675
3127,11687,1675
3128,6414,1675
3129,13783,1675
3130,13890,1676
3131,14374,1676
3132,13735,1676
3133,9320,1676
3134,12963,1676
3135,12979,1677
3136,12547,1677
3137,12578,1677
3138,11255,1677
3139,12553,1678
3140,14454,1678
3141,10398,1678
3142,9790,1678
3143,12544,1678
3144,8444,1678
3145,12061,1679
3146,12486,1679
3147,9620,1679
3148,7985,1679
3149,3297,1679
3150,7822,1679
3151,9526,1680
3152,10902,1680
3153,12633,1680
3154,10277,1680
3155,8090,1680
3156,6778,1680
3157,148,1681
3158,13649,1681
3159,12053,1681
3160,12142,1681
3161,13590,1681
3162,8726,1681
3163,171,1682
3164,11759,1682
3165,12367,1682
3166,11589,1682
3167,9014,1682
3168,13076,1682
3169,11920,1683
3170,8934,1683
3171,8572,1683
3172,10068,1683
3173,3702,1683
3174,10010,1683
3175,13195,1684
3176,12208,1684
3177,7852,1684
3178,8786,1684
3179,10579,1684
3180,12693,1684
3181,14325,1685
3182,14189,1685
3183,12921,1685
3184,314,1685
3185,11442,1685
3186,9733,1685
3187,14531,1686
3188,14676,1686
3189,14118,1686
3190,14468,1686
3191,15,1686
3192,14237,1686
3193,12709,1687
3194,12485,1687
3195,10767,1687
3196,6258,1687
3197,7576,1687
3198,10682,1687
3199,9142,1688
3200,9908,1688
3201,10208,1688
3202,12093,1688
3203,11103,1688
3204,10807,1688
3205,11492,1689
3206,14480,1689
3207,11604,1689
3208,11664,1689
3209,13028,1689
3210,10066,1689
3211,9995,1690
3212,10869,1690
3213,8874,1690
3214,4303,1690
3215,8245,1690
3216,9232,1690
3217,14174,1691
3218,12414,1691
3219,14028,1691
3220,9146,1691
3221,8813,1691
3222,12758,1691
3223,11687,1692
3224,11210,1692
3225,10695,1692
3226,10092,1692
3227,9673,1692
3228,9397,1692
3229,9486,1693
3230,3762,1693
3231,8230,1693
3232,5741,1693
3233,4176,1693
3234,8398,1693
3235,2211,1694
3236,6511,1694
3237,6594,1694
3238,7627,1694
3239,3500,1694
3240,7062,1694
3241,12418,1695
3242,11012,1695
3243,11582,1695
3244,11209,1695
3245,11698,1695
3246,9852,1695
3247,13562,1696
3248,13692,1696
3249,12250,1696
3250,8885,1696
3251,3549,1696
3252,5360,1697
3253,8655,1697
3254,3410,1697
3255,4617,1697
3256,7595,1697
3257,8792,1697
3258,12974,1698
3259,6,1698
3260,10472,1698
3261,10558,1698
3262,10698,1698
3263,13370,1698
3264,9306,1699
3265,11253,1699
3266,9105,1699
3267,10379,1699
3268,10205,1699
3269,10056,1699
3270,7416,1700
3271,5994,1700
3272,9990,1700
3273,11817,1700
3274,8214,1700
3275,2445,1700
3276,14416,1701
3277,14258,1701
3278,12518,1701
3279,13177,1701
3280,8692,1701
3281,8692,1701
3282,10491,1702
3283,12254,1702
3284,13281,1702
3285,13192,1702
3286,13854,1702
3287,18,1702
3288,389,1703
3289,13059,1703
3290,13141,1703
3291,13033,1703
3292,12929,1703
3293,12890,1703
3294,2597,1704
3295,8794,1704
3296,11043,1704
3297,5690,1704
3298,7033,1704
3299,13920,1705
3300,7952,1705
3301,10919,1705
3302,10072,1705
3303,9379,1705
3304,7424,1705
3305,5283,1706
3306,5998,1706
3307,11180,1706
3308,9798,1706
3309,3974,1706
3310,10761,1706
3311,13865,1707
3312,247,1707
3313,202,1707
3314,13137,1707
3315,13610,1707
3316,13147,1707
3317,429,1708
3318,11886,1708
3319,14029,1708
3320,13604,1708
3321,9033,1708
3322,6824,1708
3323,200,1709
3324,14114,1709
3325,13776,1709
3326,13798,1709
3327,386,1709
3328,273,1709
3329,8655,1710
3330,189,1710
3331,7964,1710
3332,7019,1710
3333,7595,1710
3334,338,1711
3335,14457,1711
3336,10462,1711
3337,11316,1711
3338,4379,1711
3339,2327,1711
3340,14470,1712
3341,10684,1712
3342,13400,1712
3343,13598,1712
3344,11932,1712
3345,11484,1712
3346,13595,1714
