,c,g
3347,11815,1714
3348,10715,1714
3349,12470,1714
3350,5667,1714
3351,5534,1714
3352,9690,1715
3353,13760,1715
3354,13098,1715
3355,12449,1715
3356,11380,1715
3357,9913,1715
3358,13686,1716
3359,13581,1716
3360,13208,1716
3361,11920,1716
3362,160,1716
3363,12664,1716
3364,13248,1717
3365,10971,1717
3366,11719,1717
3367,10138,1717
3368,10252,1717
3369,9618,1717
3370,337,1718
3371,11728,1718
3372,12657,1718
3373,9650,1718
3374,8396,1718
3375,8454,1718
3376,14634,1719
3377,9764,1719
3378,10471,1719
3379,12098,1719
3380,11453,1719
3381,10327,1719
3382,14149,1720
3383,13699,1720
3384,12393,1720
3385,12945,1720
3386,13889,1720
3387,14544,1720
3388,38,1721
3389,11886,1721
3390,10971,1721
3391,13604,1721
3392,8617,1721
3393,11101,1721
3394,14660,1722
3395,14703,1722
3396,14065,1722
3397,13907,1722
3398,9954,1722
3399,11085,1722
3400,11350,1723
3401,9922,1723
3402,9850,1723
3403,10093,1723
3404,12120,1723
3405,12971,1723
3406,10880,1724
3407,14326,1724
3408,14714,1724
3409,13937,1724
3410,347,1724
3411,14216,1724
3412,13996,1725
3413,9716,1725
3414,13763,1725
3415,206,1725
3416,1376,1725
3417,11749,1725
3418,14503,1726
3419,13594,1726
3420,190,1726
3421,14552,1726
3422,12748,1726
3423,13685,1726
3424,14508,1729
3425,298,1729
3426,11119,1729
3427,10171,1729
3428,9711,1729
3429,5482,1729
3430,13046,1730
3431,11147,1730
3432,12077,1730
3433,9002,1730
3434,1898,1730
3435,7766,1730
3436,11182,1731
3437,12508,1731
3438,5143,1731
3439,5016,1731
3440,8228,1731
3441,8431,1731
3442,14576,1732
3443,12744,1732
3444,11817,1732
3445,6351,1732
3446,92,1732
3447,12616,1733
3448,13443,1733
3449,10149,1733
3450,9816,1733
3451,10710,1733
3452,12702,1733
3453,11839,1734
3454,11004,1734
3455,13511,1734
3456,11237,1734
3457,11906,1734
3458,11875,1734
3459,14478,1735
3460,4762,1735
3461,3469,1735
3462,12120,1735
3463,8470,1735
3464,3741,1735
3465,13667,1736
3466,187,1736
3467,11683,1736
3468,12379,1736
3469,10726,1736
3470,12464,1736
3471,13909,1737
3472,39,1737
3473,311,1737
3474,12497,1737
3475,12131,1737
3476,10595,1737
3477,12759,1738
3478,12305,1738
3479,9094,1738
3480,13741,1738
3481,9703,1738
3482,12283,1738
3483,10018,1738
3484,12459,1739
3485,175,1739
3486,9991,1739
3487,5492,1739
3488,10430,1739
3489,7678,1739
3490,8765,1739
3491,10068,1740
3492,5085,1740
3493,4206,1740
3494,7876,1740
3495,7442,1740
3496,8491,1740
3497,8479,1740
3498,12885,1741
3499,13328,1741
3500,8391,1741
3501,7637,1741
3502,8857,1741
3503,10205,1741
3504,8311,1741
3505,10657,1742
3506,8662,1742
3507,10892,1742
3508,5790,1742
3509,7335,1742
3510,8244,1742
3511,7544,1742
3512,11803,1743
3513,5481,1743
3514,3532,1743
3515,8444,1743
3516,5688,1743
3517,1839,1743
3518,8003,1744
3519,3870,1744
3520,5432,1744
3521,4289,1744
3522,5366,1744
3523,7822,1744
3524,6612,1744
3525,11627,1745
3526,11926,1745
3527,11697,1745
3528,12607,1745
3529,11293,1745
3530,8183,1745
3531,9902,1745
3532,6737,1746
3533,7530,1746
3534,7839,1746
3535,6554,1746
3536,9767,1746
3537,11867,1746
3538,1009,1747
3539,6257,1747
3540,9541,1747
3541,10150,1747
3542,8558,1747
3543,8671,1747
3544,1748,1747
3545,3616,1748
3546,7716,1748
3547,6055,1748
3548,6772,1748
3549,8398,1748
3550,5273,1748
3551,13310,1749
3552,5026,1749
3553,1753,1749
3554,7457,1749
3555,3669,1749
3556,10480,1749
3557,3194,1749
3558,13542,1750
3559,13060,1750
3560,8594,1750
3561,909,1750
3562,569,1750
3563,5212,1750
3564,5589,1750
3565,11094,1751
3566,12127,1751
3567,12030,1751
3568,8256,1751
3569,10353,1751
3570,11588,1751
3571,10673,1751
3572,6240,1752
3573,9141,1752
3574,12855,1752
3575,6152,1752
3576,5417,1752
3577,8358,1752
3578,4664,1752
3579,9690,1753
3580,10167,1753
3581,2675,1753
3582,9119,1753
3583,8172,1753
3584,4991,1753
3585,3124,1753
3586,12077,1754
3587,8982,1754
3588,10302,1754
3589,9382,1754
3590,10085,1754
3591,8085,1754
3592,7834,1754
3593,14547,1755
3594,11455,1755
3595,10529,1755
3596,12550,1755
3597,11231,1755
3598,8801,1755
3599,11610,1755
3600,10639,1756
3601,7428,1756
3602,11463,1756
3603,7824,1756
3604,8556,1756
3605,9084,1756
3606,11830,1756
3607,13372,1757
3608,6916,1757
3609,11138,1757
3610,5970,1757
3611,10032,1757
3612,10929,1757
3613,8267,1757
3614,7606,1758
3615,5151,1758
3616,5216,1758
3617,1727,1758
3618,10875,1759
3619,2305,1759
3620,8490,1759
3621,7803,1759
3622,5582,1759
3623,2166,1759
3624,12459,1760
3625,5492,1760
3626,11747,1760
3627,6797,1760
3628,4522,1760
3629,8739,1760
3630,8881,1760
3631,14460,1761
3632,14451,1761
3633,14699,1761
3634,14300,1761
3635,11389,1761
3636,13766,1761
3637,13088,1761
3638,9497,1762
3639,8489,1762
3640,2148,1762
3641,10896,1762
3642,3729,1762
3643,7823,1762
3644,9701,1762
3645,12273,1763
3646,7271,1763
3647,6453,1763
3648,4891,1763
3649,6470,1763
3650,10103,1763
3651,7000,1763
3652,14621,1764
3653,14573,1764
3654,14270,1764
3655,14509,1764
3656,14443,1764
3657,14476,1764
3658,14447,1764
3659,368,1765
3660,301,1765
3661,13920,1765
3662,11240,1765
3663,9363,1765
3664,12169,1765
3665,12622,1766
3666,13068,1766
3667,12297,1766
3668,13149,1766
3669,12747,1766
3670,13217,1766
3671,14173,1767
3672,34,1767
3673,10178,1767
3674,9297,1767
3675,5793,1767
3676,12224,1767
3677,13686,1768
3678,9519,1768
3679,11691,1768
3680,12039,1768
3681,8887,1768
3682,3966,1768
3683,4371,1768
3684,14723,1769
3685,14580,1769
3686,14403,1769
3687,14640,1769
3688,14172,1769
3689,14289,1769
3690,412,1769
3691,11922,1770
3692,12174,1770
3693,11306,1770
3694,3809,1770
3695,4877,1770
3696,6112,1770
3697,3164,1770
3698,12665,1771
3699,11803,1771
3700,12614,1771
3701,9230,1771
3702,9149,1771
3703,7634,1771
3704,7729,1771
3705,14287,1772
3706,9958,1772
3707,13001,1772
3708,11358,1772
3709,11650,1772
3710,11400,1772
3711,8378,1772
3712,11673,1773
3713,11874,1773
3714,11542,1773
3715,11719,1773
3716,10138,1773
3717,10525,1773
3718,3625,1773
3719,185,1774
3720,12788,1774
3721,11658,1774
3722,13752,1774
3723,10633,1774
3724,10259,1774
3725,278,1775
3726,13754,1775
3727,12522,1775
3728,10502,1775
3729,12246,1775
3730,8395,1775
3731,271,1775
3732,12070,1776
3733,9541,1776
3734,6017,1776
3735,6453,1776
3736,5229,1776
3737,9637,1776
3738,9559,1776
3739,12850,1777
3740,4551,1777
3741,626,1777
3742,8104,1777
3743,3777,1777
3744,14591,1778
3745,13938,1778
3746,13619,1778
3747,390,1778
3748,10916,1778
3749,13692,1778
3750,420,1778
3751,14376,1779
3752,11238,1779
3753,13456,1779
3754,13448,1779
3755,64,1779
3756,13574,1779
3757,11388,1779
3758,10785,1780
3759,11491,1780
3760,237,1780
3761,11011,1780
3762,10741,1780
3763,11806,1780
3764,10277,1780
3765,13208,1781
3766,334,1781
3767,13200,1781
3768,10651,1781
3769,12529,1781
3770,10963,1781
3771,13469,1781
3772,11301,1782
3773,11424,1782
3774,7763,1782
3775,3813,1782
3776,4793,1782
3777,7102,1782
3778,11301,1783
3779,12757,1783
3780,10247,1783
3781,6229,1783
3782,9541,1783
3783,7763,1783
3784,8342,1783
3785,10568,1784
3786,445,1784
3787,14255,1784
3788,11788,1784
3789,13077,1784
3790,12538,1784
3791,12520,1784
3792,12689,1785
3793,12551,1785
3794,9033,1785
3795,10370,1785
3796,11020,1785
3797,9559,1785
3798,10103,1785
3799,13953,1786
3800,13148,1786
3801,107,1786
3802,14670,1786
3803,13910,1786
3804,14085,1786
3805,14364,1786
3806,13561,1787
3807,13404,1787
3808,11280,1787
3809,11526,1787
3810,10864,1787
3811,12137,1787
3812,12079,1787
3813,10020,1788
3814,13583,1788
3815,344,1788
3816,13045,1788
3817,12144,1788
3818,459,1788
3819,14061,1788
3820,10149,1789
3821,11321,1789
3822,10710,1789
3823,6366,1789
3824,6961,1789
3825,3419,1789
3826,7763,1789
3827,13805,1790
3828,13525,1790
3829,12810,1790
3830,11947,1790
3831,13675,1790
3832,4600,1790
3833,11725,1791
3834,12093,1791
3835,10746,1791
3836,11832,1791
3837,10368,1791
3838,10930,1791
3839,13709,1792
3840,14190,1792
3841,110,1792
3842,4536,1792
3843,6749,1792
3844,9950,1792
3845,8584,1792
3846,13522,1793
3847,10218,1793
3848,11386,1793
3849,11821,1793
3850,10334,1793
3851,7988,1793
3852,11297,1793
3853,441,1794
3854,9291,1794
3855,11504,1794
3856,12588,1794
3857,8942,1794
3858,12372,1794
3859,6043,1794
3860,218,1795
3861,14049,1795
3862,11666,1795
3863,12084,1795
3864,13269,1795
3865,10605,1795
3866,11000,1795
3867,13599,1796
3868,12518,1796
3869,12841,1796
3870,8115,1796
3871,8112,1796
3872,7750,1796
3873,10602,1796
3874,10756,1797
3875,13458,1797
3876,11148,1797
3877,12440,1797
3878,11591,1797
3879,10910,1797
3880,8075,1797
3881,13314,1798
3882,12609,1798
3883,11832,1798
3884,9704,1798
3885,13773,1799
3886,14415,1799
3887,333,1799
3888,14188,1799
3889,12313,1799
3890,11338,1799
3891,277,1799
3892,409,1799
3893,13432,1800
3894,13444,1800
3895,13161,1800
3896,12704,1800
3897,12316,1800
3898,11995,1800
3899,10551,1800
3900,11365,1801
3901,11594,1801
3902,11496,1801
3903,3316,1801
3904,9916,1801
3905,1458,1801
3906,9167,1801
3907,7665,1801
3908,10760,1802
3909,2067,1802
3910,7199,1802
3911,9334,1802
3912,4040,1802
3913,7561,1802
3914,4125,1802
3915,7747,1802
3916,12465,1803
3917,8920,1803
3918,9032,1803
3919,6804,1803
3920,6399,1803
3921,3614,1803
3922,9284,1803
3923,4916,1803
3924,13353,1804
3925,12829,1804
3926,12518,1804
3927,11290,1804
3928,11798,1804
3929,10613,1804
3930,8692,1804
3931,8692,1804
3932,12423,1805
3933,12503,1805
3934,10454,1805
3935,11954,1805
3936,6978,1805
3937,9472,1805
3938,9170,1805
3939,8238,1805
3940,10886,1806
3941,9503,1806
3942,10423,1806
3943,10800,1806
3944,9244,1806
3945,10311,1806
3946,9608,1806
3947,11453,1806
3948,14553,1807
3949,7554,1807
3950,9135,1807
3951,10113,1807
3952,8646,1807
3953,936,1807
3954,14292,1807
3955,6277,1807
3956,11599,1808
3957,12829,1808
3958,7708,1808
3959,11499,1808
3960,5254,1808
3961,6756,1808
3962,2457,1808
3963,8978,1808
3964,12825,1809
3965,13256,1809
3966,10873,1809
3967,4605,1809
3968,12224,1809
3969,3736,1809
3970,12241,1809
3971,10656,1810
3972,8429,1810
3973,8738,1810
3974,8038,1810
3975,7672,1810
3976,9480,1810
3977,8610,1810
3978,2086,1810
3979,8193,1811
3980,13897,1811
3981,480,1811
3982,11604,1811
3983,11664,1811
3984,11319,1811
3985,4653,1811
3986,12671,1812
3987,12934,1812
3988,11696,1812
3989,10391,1812
3990,10573,1812
3991,11977,1812
3992,8601,1812
3993,10132,1812
3994,11444,1813
3995,14529,1813
3996,72,1813
3997,10329,1813
3998,12367,1813
3999,12809,1813
4000,13676,1814
4001,11367,1814
4002,13814,1814
4003,315,1814
4004,11973,1814
4005,10978,1814
4006,11393,1814
4007,13305,1815
4008,326,1815
4009,10699,1815
4010,13999,1815
4011,123,1815
4012,185,1815
4013,341,1815
4014,13623,1816
4015,14259,1816
4016,14572,1816
4017,13632,1816
4018,11520,1816
4019,7407,1816
4020,129,1816
4021,14536,1817
4022,14371,1817
4023,14134,1817
4024,14351,1817
4025,142,1817
4026,14361,1817
4027,285,1817
4028,429,1818
4029,14275,1818
4030,14436,1818
4031,14029,1818
4032,12551,1818
4033,31,1818
4034,189,1818
4035,14656,1819
4036,14697,1819
4037,14606,1819
4038,14634,1819
4039,14395,1819
4040,14184,1819
4041,359,1819
4042,377,1820
4043,14534,1820
4044,12010,1820
4045,12345,1820
4046,13970,1820
4047,12038,1820
4048,201,1820
4049,14697,1821
4050,477,1821
4051,11722,1821
4052,14436,1821
4053,14029,1821
4054,12647,1821
4055,11529,1821
4056,11888,1822
4057,11424,1822
4058,11944,1822
4059,9186,1822
4060,7327,1822
4061,9727,1822
4062,7671,1822
4063,9092,1823
4064,10838,1823
4065,14632,1824
4066,12366,1824
4067,5518,1824
4068,12205,1824
4069,9321,1824
4070,6654,1824
4071,8485,1824
4072,11340,1825
4073,14591,1825
4074,12712,1825
4075,14255,1825
4076,312,1825
4077,14212,1825
4078,13077,1825
4079,5217,1826
4080,12414,1826
4081,9506,1826
4082,6200,1826
4083,5841,1826
4084,9302,1826
4085,5088,1826
4086,10874,1827
4087,12906,1827
4088,11636,1827
4089,10741,1827
4090,10746,1827
4091,5809,1827
4092,1336,1827
4093,10361,1828
4094,6906,1828
4095,8858,1828
4096,9135,1828
4097,6622,1828
4098,9203,1828
4099,9467,1828
4100,6843,1828
4101,8304,1828
4102,13195,1829
4103,13367,1829
4104,12208,1829
4105,4370,1829
4106,3053,1829
4107,12089,1829
4108,5398,1829
4109,4286,1829
4110,9797,1829
4111,13827,1830
4112,12625,1830
4113,12956,1830
4114,119,1830
4115,35,1830
4116,13181,1830
4117,12583,1830
4118,11018,1830
4119,14623,1831
4120,13780,1831
4121,14099,1831
4122,13816,1831
4123,12109,1831
4124,13169,1831
4125,9466,1831
4126,13218,1831
4127,276,1832
4128,13760,1832
4129,13614,1832
4130,13098,1832
4131,9325,1832
4132,5023,1832
4133,6196,1832
4134,1525,1832
4135,338,1833
4136,11846,1833
4137,12688,1833
4138,10861,1833
4139,4064,1833
4140,7091,1833
4141,3071,1833
4142,13411,1834
4143,8633,1834
4144,11136,1834
4145,10297,1834
4146,11396,1834
4147,2082,1834
4148,5802,1834
4149,9860,1834
4150,14586,1835
4151,13946,1835
4152,346,1835
4153,14035,1835
4154,13952,1835
4155,14200,1835
4156,13793,1835
4157,13564,1835
4158,14187,1836
4159,13772,1836
4160,41,1836
4161,11652,1836
4162,12127,1836
4163,11597,1836
4164,14131,1836
4165,11025,1836
4166,12635,1837
4167,13313,1837
4168,12757,1837
4169,9937,1837
4170,8671,1837
4171,9441,1837
4172,9299,1837
4173,6583,1837
4174,14341,1838
4175,10858,1838
4176,14014,1838
4177,11252,1838
4178,12171,1838
4179,12034,1838
4180,10332,1838
4181,10237,1838
4182,14287,1839
4183,13936,1839
4184,10982,1839
4185,11644,1839
4186,130,1839
4187,10500,1839
4188,5093,1839
4189,10962,1839
4190,14254,1840
4191,12668,1840
4192,12892,1840
4193,13614,1840
4194,8970,1840
4195,12231,1840
4196,9447,1840
4197,10125,1840
4198,13085,1841
4199,416,1841
4200,14260,1841
4201,13255,1841
4202,13048,1841
4203,309,1841
4204,4604,1841
4205,11135,1841
4206,14197,1842
4207,415,1842
4208,11842,1842
4209,14400,1842
4210,230,1842
4211,349,1842
4212,14182,1842
4213,272,1842
4214,14728,1843
4215,14672,1843
4216,51,1843
4217,13619,1843
4218,10531,1843
4219,11423,1843
4220,12928,1843
4221,11037,1843
4222,14573,1844
4223,14476,1844
4224,19,1844
4225,12719,1844
4226,12820,1844
4227,13734,1844
4228,13615,1844
4229,14245,1844
4230,176,1845
4231,13208,1845
4232,12757,1845
4233,12077,1845
4234,3730,1845
4235,3344,1845
4236,4862,1845
4237,8657,1845
4238,14714,1846
4239,14669,1846
4240,14221,1846
4241,13713,1846
4242,13530,1846
4243,13926,1846
4244,14276,1846
4245,12132,1846
4246,10614,1847
4247,9759,1847
4248,6917,1847
4249,6839,1847
4250,4246,1847
4251,2683,1847
4252,4701,1847
4253,12153,1848
4254,13592,1848
4255,10009,1848
4256,11547,1848
4257,10272,1848
4258,11103,1848
4259,11629,1848
4260,9440,1848
4261,14501,1849
4262,14391,1849
4263,14291,1849
4264,14510,1849
4265,183,1849
4266,216,1849
4267,14024,1849
4268,14117,1849
4269,12416,1850
4270,11099,1850
4271,10722,1850
4272,4247,1850
4273,8266,1850
4274,8291,1850
4275,2717,1850
4276,14042,1851
4277,14727,1851
4278,406,1851
4279,12915,1851
4280,10790,1851
4281,12919,1851
4282,430,1851
4283,5839,1851
4284,9924,1852
4285,12368,1852
4286,13412,1852
4287,11030,1852
4288,65,1852
4289,13199,1852
4290,11357,1852
4291,9738,1852
4292,13148,1853
4293,8965,1853
4294,8430,1853
4295,10019,1853
4296,11467,1853
4297,8709,1853
4298,10860,1853
4299,9465,1853
4300,8118,1854
4301,13695,1854
4302,9260,1854
4303,10702,1854
4304,8345,1854
4305,6645,1854
4306,8030,1854
4307,126,1855
4308,13311,1855
4309,10743,1855
4310,10861,1855
4311,12768,1855
4312,12809,1855
4313,10320,1855
4314,12780,1855
4315,12049,1856
4316,11944,1856
4317,8569,1856
4318,9541,1856
4319,10150,1856
4320,9037,1856
4321,8233,1856
4322,9727,1856
4323,8415,1857
4324,8617,1857
4325,8459,1857
4326,6896,1857
4327,6761,1857
4328,6753,1857
4329,4976,1857
4330,3917,1857
4331,13288,1858
4332,13995,1858
4333,13792,1858
4334,13570,1858
4335,123,1858
4336,10396,1858
4337,13840,1858
4338,363,1858
4339,11796,1858
4340,12601,1859
4341,12103,1859
4342,13227,1859
4343,10130,1859
4344,11537,1859
4345,270,1859
4346,12846,1859
4347,12238,1859
4348,11935,1859
4349,13632,1860
4350,13991,1860
4351,14124,1860
4352,14222,1860
4353,89,1860
4354,11189,1860
4355,11131,1860
4356,6235,1860
4357,6395,1860
4358,199,1861
4359,11487,1861
4360,11296,1861
4361,10173,1861
4362,12076,1861
4363,7151,1861
4364,12238,1861
4365,11615,1861
4366,275,1861
4367,12481,1862
4368,13555,1862
4369,11689,1862
4370,13339,1862
4371,12874,1862
4372,5442,1862
4373,9231,1862
4374,12173,1862
4375,11703,1862
4376,11803,1863
4377,11903,1863
4378,9275,1863
4379,6860,1863
4380,6963,1863
4381,801,1863
4382,11852,1863
4383,9231,1863
4384,14068,1863
4385,9075,1864
4386,9126,1864
4387,11475,1864
4388,8231,1864
4389,9226,1864
4390,7091,1864
4391,6304,1864
4392,6915,1864
4393,1455,1864
4394,9522,1865
4395,8019,1865
4396,9695,1865
4397,8130,1865
4398,7658,1865
4399,5408,1865
4400,5983,1865
4401,11856,1865
4402,8775,1865
4403,11920,1866
4404,4680,1866
4405,3032,1866
4406,4736,1866
4407,8058,1866
4408,7547,1866
4409,5966,1866
4410,7162,1866
4411,7174,1866
4412,13659,1867
4413,6618,1867
4414,8885,1867
4415,11954,1867
4416,9815,1867
4417,9472,1867
4418,11556,1867
4419,7081,1867
4420,5237,1867
4421,13977,1868
4422,11587,1868
4423,34,1868
4424,14011,1868
4425,13789,1868
4426,11877,1868
4427,13038,1868
4428,12318,1868
4429,325,1868
4430,11803,1869
4431,12468,1869
4432,8176,1869
4433,11271,1869
4434,9854,1869
4435,2739,1869
4436,7042,1869
4437,7987,1869
4438,13619,1870
4439,10916,1870
4440,13692,1870
4441,12162,1870
4442,12250,1870
4443,12525,1870
4444,420,1870
4445,12130,1870
4446,13893,1870
4447,179,1871
4448,12663,1871
4449,9562,1871
4450,6274,1871
4451,7721,1871
4452,11663,1871
4453,10845,1871
4454,5574,1871
4455,13392,1871
4456,13175,1872
4457,415,1872
4458,43,1872
4459,230,1872
4460,16,1872
4461,262,1872
4462,14139,1872
4463,11762,1872
4464,11983,1872
4465,12327,1873
4466,14613,1873
4467,10706,1873
4468,13967,1873
4469,9470,1873
4470,14585,1873
4471,463,1873
4472,12922,1873
4473,9426,1873
4474,11696,1874
4475,10913,1874
4476,4353,1874
4477,3350,1874
4478,11796,1874
4479,11977,1874
4480,8601,1874
4481,7235,1874
4482,9798,1874
4483,384,1875
4484,10271,1875
4485,9870,1875
4486,7781,1875
4487,12466,1875
4488,11615,1875
4489,2322,1875
4490,6418,1875
4491,6160,1875
4492,12808,1876
4493,13014,1876
4494,5203,1876
4495,336,1876
4496,8759,1876
4497,8857,1876
4498,11253,1876
4499,13629,1876
4500,12044,1876
4501,10656,1877
4502,8716,1877
4503,9764,1877
4504,8738,1877
4505,4946,1877
4506,9513,1877
4507,6772,1877
4508,7826,1877
4509,7976,1877
4510,11759,1878
4511,9764,1878
4512,10746,1878
4513,3027,1878
4514,7708,1878
4515,8738,1878
4516,8351,1878
4517,7826,1878
4518,7289,1878
4519,10760,1879
4520,11961,1879
4521,13257,1879
4522,9764,1879
4523,10913,1879
4524,11370,1879
4525,11977,1879
4526,9798,1879
4527,9295,1879
4528,12564,1880
4529,11391,1880
4530,11380,1880
4531,6115,1880
4532,7794,1880
4533,5744,1880
4534,9170,1880
4535,5271,1880
4536,7381,1880
4537,14540,1881
4538,14712,1881
4539,14598,1881
4540,13505,1881
4541,13364,1881
4542,116,1881
4543,14575,1881
4544,11401,1881
4545,13673,1881
4546,9894,1882
4547,12569,1882
4548,7447,1882
4549,11713,1882
4550,7738,1882
4551,7839,1882
4552,9287,1882
4553,6964,1882
4554,8611,1882
4555,9361,1883
4556,11099,1883
4557,11058,1883
4558,9386,1883
4559,9541,1883
4560,8751,1883
4561,10150,1883
4562,9117,1883
4563,9637,1883
4564,9571,1884
4565,10597,1884
4566,11043,1884
4567,8486,1884
4568,2137,1884
4569,7786,1884
4570,2224,1884
4571,8798,1884
4572,12030,1885
4573,9097,1885
4574,9764,1885
4575,3922,1885
4576,8435,1885
4577,9020,1885
4578,5501,1885
4579,9513,1885
4580,3232,1885
4581,8361,1886
4582,12704,1886
4583,12316,1886
4584,8532,1886
4585,3863,1886
4586,9232,1886
4587,11397,1886
4588,10551,1886
4589,5785,1886
4590,12665,1887
4591,13288,1887
4592,13760,1887
4593,326,1887
4594,9586,1887
4595,12449,1887
4596,10944,1887
4597,9588,1887
4598,7629,1887
4599,9258,1888
4600,7447,1888
4601,11713,1888
4602,9885,1888
4603,12178,1888
4604,11088,1888
4605,11695,1888
4606,7953,1888
4607,8802,1888
4608,8611,1888
4609,12162,1889
4610,12130,1889
4611,4450,1889
4612,8885,1889
4613,11954,1889
4614,7794,1889
4615,6576,1889
4616,5181,1889
4617,6244,1889
4618,3514,1889
4619,12999,1890
4620,9290,1890
4621,6141,1890
4622,10391,1890
4623,12449,1890
4624,10944,1890
4625,7065,1890
4626,8690,1890
4627,7465,1890
4628,6331,1890
4629,11482,1891
4630,11206,1891
4631,11113,1891
4632,10719,1891
4633,9935,1891
4634,5128,1891
4635,10283,1891
4636,8679,1891
4637,9012,1891
4638,9959,1891
4639,9430,1892
4640,10630,1892
4641,6337,1892
4642,10338,1892
4643,8345,1892
4644,8421,1892
4645,9265,1892
4646,8123,1892
4647,7113,1892
4648,8155,1892
4649,13260,1893
4650,11803,1893
4651,12885,1893
4652,9747,1893
4653,436,1893
4654,12440,1893
4655,12204,1893
4656,5942,1893
4657,8296,1893
4658,6117,1894
4659,13316,1894
4660,11725,1894
4661,12431,1894
4662,10191,1894
4663,12178,1894
4664,10877,1894
4665,9110,1894
4666,13597,1894
4667,12112,1894
4668,14105,1895
4669,12957,1895
4670,10898,1895
4671,12411,1895
4672,12593,1895
4673,10446,1895
4674,10723,1895
4675,10136,1895
4676,10822,1895
4677,8806,1895
4678,301,1896
4679,11152,1896
4680,12070,1896
4681,12664,1896
4682,12768,1896
4683,9386,1896
4684,8416,1896
4685,10150,1896
4686,7876,1896
4687,7442,1896
4688,12834,1897
4689,5553,1897
4690,6839,1897
4691,6522,1897
4692,11664,1897
4693,8426,1897
4694,5800,1897
4695,1396,1897
4696,5348,1897
4697,10854,1897
4698,8716,1898
4699,10069,1898
4700,9260,1898
4701,10454,1898
4702,11309,1898
4703,7867,1898
4704,8738,1898
4705,8038,1898
4706,4552,1898
4707,6245,1898
4708,13117,1899
4709,12974,1899
4710,6,1899
4711,8826,1899
4712,10472,1899
4713,12265,1899
4714,10558,1899
4715,13730,1899
4716,7801,1899
4717,10003,1900
4718,13995,1900
4719,12964,1900
4720,10582,1900
4721,97,1900
4722,4605,1900
4723,8317,1900
4724,1480,1900
4725,9610,1900
4726,13172,1901
4727,12447,1901
4728,11982,1901
4729,11886,1901
4730,10553,1901
4731,10741,1901
4732,10471,1901
4733,189,1901
4734,8442,1901
4735,13289,1902
4736,14275,1902
4737,14287,1902
4738,13223,1902
4739,13709,1902
4740,10873,1902
4741,10639,1902
4742,11384,1902
4743,13028,1902
4744,11435,1903
4745,13040,1903
4746,11841,1903
4747,10429,1903
4748,14178,1903
4749,4605,1903
4750,8211,1903
4751,11588,1903
4752,9773,1903
4753,9674,1904
4754,10499,1904
4755,9732,1904
4756,9266,1904
4757,5944,1904
4758,7755,1904
4759,7842,1904
4760,7584,1904
4761,10572,1904
4762,13912,1905
4763,11170,1905
4764,11193,1905
4765,10143,1905
4766,10218,1905
4767,4983,1905
4768,8067,1905
4769,5387,1905
4770,6084,1905
4771,11632,1906
4772,13700,1906
4773,11164,1906
4774,12188,1906
4775,14231,1906
4776,13891,1906
4777,12887,1906
4778,13361,1906
4779,11717,1906
4780,451,1907
4781,11171,1907
4782,9689,1907
4783,11257,1907
4784,9146,1907
4785,12926,1907
4786,10052,1907
4787,10877,1907
4788,8813,1907
4789,477,1908
4790,14534,1908
4791,11874,1908
4792,12174,1908
4793,14137,1908
4794,11365,1908
4795,8170,1908
4796,9450,1908
4797,14313,1909
4798,14479,1909
4799,432,1909
4800,13995,1909
4801,255,1909
4802,14307,1909
4803,12453,1909
4804,12750,1909
4805,13062,1909
4806,12088,1910
4807,8885,1910
4808,12526,1910
4809,9567,1910
4810,7017,1910
4811,4057,1910
4812,10348,1910
4813,5007,1910
4814,2402,1910
4815,11982,1911
4816,11833,1911
4817,11901,1911
4818,13089,1911
4819,11547,1911
4820,10372,1911
4821,10063,1911
4822,10763,1911
4823,9903,1911
4824,11323,1912
4825,14121,1912
4826,14430,1912
4827,14321,1912
4828,13776,1912
4829,14610,1912
4830,13876,1912
4831,95,1912
4832,11406,1912
4833,10732,1913
4834,14286,1913
4835,9722,1913
4836,12614,1913
4837,9116,1913
4838,9384,1913
4839,8847,1913
4840,9230,1913
4841,8153,1913
4842,14326,1914
4843,14714,1914
4844,14669,1914
4845,14221,1914
4846,13937,1914
4847,13713,1914
4848,14004,1914
4849,14216,1914
4850,13873,1914
4851,14714,1915
4852,14669,1915
4853,14221,1915
4854,14093,1915
4855,13965,1915
4856,12412,1915
4857,10917,1915
4858,12446,1915
4859,14216,1915
4860,11305,1916
4861,13191,1916
4862,13860,1916
4863,13395,1916
4864,13154,1916
4865,9892,1916
4866,10843,1916
4867,10083,1916
4868,10300,1916
4869,10614,1917
4870,4032,1917
4871,3350,1917
4872,7082,1917
4873,5725,1917
4874,3634,1917
4875,7375,1917
4876,4777,1917
4877,5891,1917
4878,11428,1918
4879,13257,1918
4880,11513,1918
4881,4349,1918
4882,8344,1918
4883,10408,1918
4884,10616,1918
4885,11977,1918
4886,7356,1918
4887,8486,1918
4888,9798,1918
4889,13289,1919
4890,8054,1919
4891,10439,1919
4892,6917,1919
4893,7699,1919
4894,11977,1919
4895,8486,1919
4896,7437,1919
4897,6222,1919
4898,3764,1919
4899,2809,1919
4900,11492,1920
4901,12249,1920
4902,8130,1920
4903,7575,1920
4904,9416,1920
4905,7963,1920
4906,8096,1920
4907,8311,1920
4908,11319,1920
4909,12524,1920
4910,6625,1920
4911,14538,1921
4912,14192,1921
4913,14576,1921
