Date,P,D,E,CPI,T10,RP,RD,RE,CAPE
1/15/1996,614.42,13.89,33.99,154.40,5.65,975.22,22.05,53.94,24.76
2/15/1996,649.54,14.00,34.01,154.90,5.81,1027.63,22.14,53.81,25.98
3/15/1996,647.07,14.10,34.04,155.70,6.27,1018.47,22.19,53.58,25.63
4/15/1996,647.17,14.16,34.33,156.30,6.51,1014.71,22.20,53.83,25.42
5/15/1996,661.23,14.21,34.62,156.60,6.74,1034.77,22.24,54.18,25.81
6/15/1996,668.50,14.27,34.91,156.70,6.91,1045.48,22.32,54.60,25.97
7/15/1996,644.07,14.40,35.27,157.00,6.87,1005.35,22.48,55.06,24.86
8/15/1996,662.68,14.53,35.64,157.30,6.64,1032.43,22.64,55.52,25.41
9/15/1996,674.88,14.66,36.00,157.80,6.83,1048.10,22.77,55.91,25.68
10/15/1996,701.46,14.74,36.91,158.30,6.53,1085.94,22.82,57.14,26.48
11/15/1996,735.67,14.82,37.82,158.60,6.20,1136.75,22.90,58.44,27.59
12/15/1996,743.25,14.90,38.73,158.60,6.30,1148.46,23.02,59.84,27.72
1/15/1997,766.22,14.95,39.23,159.10,6.58,1180.23,23.03,60.43,28.33
2/15/1997,798.39,15.01,39.74,159.60,6.42,1225.93,23.04,61.02,29.27
3/15/1997,792.16,15.06,40.24,160.00,6.69,1213.32,23.07,61.63,28.80
4/15/1997,763.93,15.09,40.34,160.20,6.89,1168.62,23.09,61.72,27.59
5/15/1997,833.09,15.13,40.45,160.10,6.71,1275.22,23.15,61.91,29.93
6/15/1997,876.29,15.16,40.55,160.30,6.49,1339.67,23.18,61.99,31.26
7/15/1997,925.29,15.22,40.58,160.50,6.22,1412.82,23.23,61.96,32.77
8/15/1997,927.24,15.27,40.61,160.80,6.30,1413.15,23.28,61.89,32.59
9/15/1997,937.02,15.33,40.64,161.20,6.21,1424.52,23.31,61.78,32.67
10/15/1997,951.16,15.39,40.33,161.60,6.03,1442.43,23.33,61.17,32.90
11/15/1997,938.92,15.44,40.03,161.50,5.88,1424.75,23.43,60.74,32.34
12/15/1997,962.37,15.50,39.72,161.30,5.81,1462.15,23.55,60.35,33.03
1/15/1998,963.36,15.55,39.66,161.60,5.54,1460.93,23.58,60.14,32.86
2/15/1998,1023.74,15.60,39.60,161.90,5.57,1549.62,23.61,59.94,34.71
3/15/1998,1076.83,15.64,39.54,162.20,5.65,1626.97,23.63,59.74,36.30
4/15/1998,1112.20,15.75,39.35,162.50,5.64,1677.31,23.75,59.34,37.28
5/15/1998,1108.42,15.85,39.16,162.80,5.65,1668.53,23.86,58.95,36.96
6/15/1998,1108.39,15.95,38.97,163.00,5.50,1666.44,23.98,58.59,36.80
7/15/1998,1156.58,16.02,38.68,163.20,5.46,1736.76,24.05,58.08,38.26
8/15/1998,1074.62,16.08,38.38,163.40,5.34,1611.71,24.12,57.57,35.42
9/15/1998,1020.64,16.14,38.09,163.60,4.81,1528.88,24.18,57.06,33.53
10/15/1998,1032.47,16.17,37.96,164.00,4.53,1542.83,24.16,56.73,33.77
11/15/1998,1144.43,16.18,37.84,164.00,4.83,1710.13,24.18,56.54,37.37
12/15/1998,1190.05,16.20,37.71,163.90,4.65,1779.38,24.22,56.38,38.82
1/15/1999,1248.77,16.28,37.93,164.30,4.72,1862.64,24.29,56.58,40.58
2/15/1999,1246.58,16.37,38.16,164.50,5.00,1857.11,24.38,56.84,40.40
3/15/1999,1281.66,16.45,38.38,165.00,5.23,1903.59,24.43,57.00,41.36
4/15/1999,1334.76,16.45,39.26,166.20,5.18,1968.14,24.26,57.89,42.70
5/15/1999,1332.07,16.45,40.14,166.20,5.54,1964.17,24.26,59.19,42.56
6/15/1999,1322.55,16.45,41.02,166.20,5.90,1950.13,24.26,60.49,42.18
7/15/1999,1380.99,16.51,42.00,166.70,5.79,2030.20,24.28,61.74,43.83
8/15/1999,1327.49,16.58,42.98,167.10,5.94,1946.88,24.31,63.03,41.93
9/15/1999,1318.17,16.64,43.96,167.90,5.92,1924.00,24.29,64.16,41.32
10/15/1999,1300.01,16.66,45.36,168.20,6.11,1894.11,24.27,66.09,40.55
11/15/1999,1391.00,16.67,46.77,168.30,6.03,2025.47,24.28,68.10,43.21
12/15/1999,1428.68,16.69,48.17,168.30,6.28,2080.34,24.30,70.14,44.20
1/15/2000,1425.59,16.71,49.10,168.80,6.66,2069.69,24.26,71.28,43.77
2/15/2000,1388.87,16.74,50.02,169.80,6.52,2004.51,24.16,72.20,42.19
3/15/2000,1442.21,16.76,50.95,171.20,6.26,2064.47,23.99,72.93,43.22
4/15/2000,1461.36,16.74,51.27,171.30,5.99,2090.66,23.95,73.35,43.53
5/15/2000,1418.48,16.72,51.60,171.50,6.44,2026.95,23.89,73.73,41.97
6/15/2000,1461.96,16.70,51.92,172.40,6.10,2078.17,23.74,73.80,42.78
7/15/2000,1473.00,16.58,52.51,172.80,6.05,2089.02,23.52,74.47,42.76
8/15/2000,1485.46,16.47,53.11,172.80,5.83,2106.69,23.35,75.32,42.87
9/15/2000,1468.05,16.35,53.70,173.70,5.80,2071.21,23.07,75.76,41.90
10/15/2000,1390.14,16.32,52.47,174.00,5.74,1957.91,22.99,73.90,39.37
11/15/2000,1378.04,16.30,51.23,174.10,5.72,1939.75,22.94,72.12,38.78
12/15/2000,1330.93,16.27,50.00,174.00,5.24,1874.52,22.92,70.42,37.27
1/15/2001,1335.63,16.17,48.48,175.10,5.16,1869.32,22.63,67.85,36.98
2/15/2001,1305.75,16.07,46.96,175.80,5.10,1820.22,22.40,65.46,35.83
3/15/2001,1185.85,15.97,45.44,176.20,4.89,1649.33,22.21,63.20,32.33
4/15/2001,1189.84,15.88,42.56,176.90,5.14,1648.33,21.99,58.96,32.17
5/15/2001,1270.37,15.78,39.67,177.70,5.39,1751.97,21.77,54.71,34.07
6/15/2001,1238.71,15.69,36.79,178.00,5.28,1705.43,21.60,50.65,33.07
7/15/2001,1204.45,15.71,33.96,177.50,5.24,1662.93,21.69,46.89,32.16
8/15/2001,1178.50,15.72,31.14,177.50,4.97,1627.10,21.71,42.99,31.40
9/15/2001,1044.64,15.74,28.31,178.30,4.73,1435.82,21.63,38.91,27.67
10/15/2001,1076.59,15.74,27.10,177.70,4.57,1484.73,21.71,37.38,28.58
11/15/2001,1129.68,15.74,25.90,177.40,4.65,1560.58,21.74,35.77,30.01
12/15/2001,1144.93,15.74,24.69,176.70,5.09,1587.91,21.83,34.24,30.50
1/15/2002,1140.21,15.74,24.69,177.10,5.04,1577.79,21.78,34.17,30.28
2/15/2002,1100.67,15.73,24.70,177.80,4.91,1517.08,21.69,34.04,29.09
3/15/2002,1153.79,15.73,24.70,178.80,5.28,1581.40,21.56,33.85,30.29
4/15/2002,1111.93,15.83,25.38,179.80,5.21,1515.55,21.58,34.59,29.01
5/15/2002,1079.25,15.94,26.06,179.80,5.16,1471.01,21.72,35.52,28.13
6/15/2002,1014.02,16.04,26.74,179.90,4.93,1381.33,21.85,36.43,26.39
7/15/2002,903.59,15.96,27.84,180.10,4.65,1229.54,21.72,37.88,23.46
8/15/2002,912.55,15.88,28.94,180.70,4.26,1237.60,21.54,39.25,23.59
9/15/2002,867.81,15.80,30.04,181.00,3.87,1174.98,21.39,40.67,22.37
10/15/2002,854.63,15.89,29.22,181.30,3.94,1155.22,21.48,39.50,21.96
11/15/2002,909.93,15.98,28.41,181.30,4.05,1229.97,21.60,38.40,23.35
12/15/2002,899.18,16.07,27.59,180.90,4.03,1218.12,21.77,37.38,23.10
1/15/2003,895.84,16.12,28.50,181.70,4.05,1208.26,21.74,38.44,22.90
2/15/2003,837.03,16.17,29.41,183.10,3.90,1120.30,21.64,39.36,21.21
3/15/2003,846.63,16.22,30.32,184.20,3.81,1126.39,21.58,40.34,21.31
4/15/2003,890.03,16.20,31.73,183.80,3.96,1186.70,21.60,42.31,22.43
5/15/2003,935.96,16.19,33.14,183.50,3.57,1249.98,21.62,44.26,23.59
6/15/2003,988.00,16.17,34.55,183.70,3.33,1318.05,21.57,46.09,24.83
7/15/2003,992.54,16.31,35.89,183.90,3.98,1322.66,21.73,47.83,24.87
8/15/2003,989.53,16.45,37.24,184.60,4.45,1313.65,21.84,49.43,24.64
9/15/2003,1019.44,16.59,38.58,185.20,4.27,1348.98,21.95,51.05,25.24
10/15/2003,1038.73,16.86,41.97,185.00,4.29,1375.99,22.33,55.59,25.68
11/15/2003,1049.90,17.12,45.35,184.50,4.30,1394.55,22.74,60.24,25.95
12/15/2003,1080.64,17.39,48.74,184.30,4.27,1436.94,23.12,64.81,26.64
1/15/2004,1132.52,17.60,49.83,185.20,4.15,1498.61,23.29,65.93,27.66
2/15/2004,1143.36,17.81,50.91,186.20,4.08,1504.83,23.44,67.01,27.65
3/15/2004,1123.98,18.02,52.00,187.40,3.83,1469.85,23.57,68.00,26.89
4/15/2004,1133.36,18.21,53.38,188.00,4.35,1477.38,23.74,69.59,26.90
5/15/2004,1102.78,18.41,54.77,189.10,4.72,1429.16,23.85,70.98,25.90
6/15/2004,1132.76,18.60,56.15,189.70,4.73,1463.37,24.03,72.54,26.40
7/15/2004,1105.85,18.79,56.69,189.40,4.50,1430.87,24.31,73.35,25.70
8/15/2004,1088.94,18.97,57.23,189.50,4.28,1408.25,24.54,74.01,25.17
9/15/2004,1117.66,19.16,57.77,189.90,4.13,1442.34,24.73,74.55,25.67
10/15/2004,1117.21,19.25,58.03,190.90,4.10,1434.21,24.72,74.50,25.41
11/15/2004,1168.94,19.35,58.29,191.00,4.19,1499.83,24.82,74.79,26.47
12/15/2004,1199.21,19.44,58.55,190.30,4.23,1544.33,25.03,75.40,27.14
1/15/2005,1181.41,19.70,59.11,190.70,4.22,1518.22,25.32,75.96,26.59
2/15/2005,1199.63,19.97,59.66,191.80,4.17,1532.79,25.51,76.23,26.74
3/15/2005,1194.90,20.23,60.22,193.30,4.50,1514.90,25.65,76.35,26.34
4/15/2005,1164.43,20.46,61.23,194.60,4.34,1466.41,25.77,77.11,25.41
5/15/2005,1178.28,20.70,62.25,194.40,4.14,1485.37,26.09,78.47,25.65
6/15/2005,1202.25,20.93,63.26,194.50,4.00,1514.81,26.37,79.71,26.07
7/15/2005,1222.24,21.11,64.33,195.40,4.18,1532.91,26.48,80.68,26.29
8/15/2005,1224.27,21.29,65.40,196.40,4.26,1527.63,26.57,81.61,26.10
9/15/2005,1225.92,21.47,66.47,198.80,4.20,1511.23,26.47,81.94,25.73
10/15/2005,1191.96,21.72,67.59,199.20,4.46,1466.41,26.72,83.15,24.88
11/15/2005,1237.37,21.97,68.71,197.60,4.54,1534.60,27.25,85.22,25.93
12/15/2005,1262.07,22.22,69.83,196.80,4.47,1571.60,27.67,86.96,26.44
1/15/2006,1278.73,22.41,70.78,198.30,4.42,1580.30,27.69,87.47,26.47
2/15/2006,1276.65,22.59,71.72,198.70,4.57,1574.55,27.87,88.46,26.25
3/15/2006,1293.74,22.78,72.67,199.80,4.72,1586.85,27.94,89.13,26.33
4/15/2006,1302.17,23.00,73.28,201.50,4.99,1583.71,27.97,89.12,26.15
5/15/2006,1290.01,23.22,73.88,202.50,5.11,1561.17,28.10,89.41,25.65
6/15/2006,1253.17,23.44,74.49,202.90,5.11,1513.60,28.31,89.97,24.75
7/15/2006,1260.24,23.66,75.85,203.50,5.09,1517.65,28.49,91.34,24.70
8/15/2006,1287.15,23.88,77.21,203.90,4.88,1547.02,28.70,92.80,25.05
9/15/2006,1317.74,24.10,78.57,202.90,4.72,1591.59,29.11,94.90,25.64
10/15/2006,1363.38,24.36,79.55,201.80,4.73,1655.69,29.58,96.61,26.54
11/15/2006,1388.64,24.62,80.53,201.50,4.60,1688.88,29.94,97.94,26.93
12/15/2006,1416.42,24.88,81.51,201.80,4.56,1720.10,30.21,98.99,27.28
1/15/2007,1424.16,25.08,82.06,202.42,4.76,1724.24,30.37,99.35,27.21
2/15/2007,1444.80,25.29,82.60,203.50,4.72,1739.92,30.45,99.48,27.32
3/15/2007,1406.95,25.49,83.15,205.35,4.56,1679.05,30.42,99.23,26.23
4/15/2007,1463.64,25.72,83.74,206.69,4.69,1735.43,30.49,99.29,26.98
5/15/2007,1511.14,25.94,84.33,207.95,4.75,1780.87,30.57,99.38,27.55
6/15/2007,1514.19,26.17,84.92,208.35,5.10,1781.01,30.78,99.88,27.42
7/15/2007,1520.71,26.44,82.81,208.30,5.00,1789.13,31.11,97.43,27.41
8/15/2007,1454.62,26.71,80.71,207.92,4.67,1714.52,31.48,95.13,26.15
9/15/2007,1497.12,26.98,78.60,208.49,4.52,1759.77,31.71,92.39,26.73
10/15/2007,1539.66,27.23,74.46,208.94,4.53,1805.91,31.94,87.34,27.32
11/15/2007,1463.39,27.48,70.32,210.18,4.15,1706.31,32.04,81.99,25.73
12/15/2007,1479.22,27.73,66.18,210.04,4.10,1725.93,32.35,77.22,25.96
1/15/2008,1378.76,27.92,64.25,211.08,3.74,1600.76,32.42,74.59,24.02
2/15/2008,1354.87,28.11,62.32,211.69,3.74,1568.46,32.54,72.14,23.50
3/15/2008,1316.94,28.30,60.39,213.53,3.51,1511.45,32.48,69.31,22.61
4/15/2008,1370.47,28.44,57.38,214.82,3.68,1563.41,32.44,65.46,23.36
5/15/2008,1403.22,28.57,54.38,216.63,3.88,1587.40,32.32,61.51,23.70
6/15/2008,1341.25,28.71,51.37,218.82,4.10,1502.16,32.15,57.53,22.42
7/15/2008,1257.33,28.76,49.56,219.96,4.01,1400.82,32.04,55.22,20.91
8/15/2008,1281.47,28.80,47.76,219.09,3.89,1433.43,32.22,53.42,21.40
9/15/2008,1216.95,28.85,45.95,218.78,3.69,1363.15,32.32,51.47,20.36
10/15/2008,968.80,28.70,35.59,216.57,3.81,1096.26,32.47,40.28,16.39
11/15/2008,883.04,28.54,25.24,212.43,3.53,1018.73,32.93,29.11,15.26
12/15/2008,877.56,28.39,14.88,210.23,2.42,1022.99,33.09,17.35,15.38
1/15/2009,865.58,28.01,12.21,211.14,2.52,1004.65,32.51,14.17,15.17
2/15/2009,805.23,27.64,9.53,212.19,2.87,929.98,31.92,11.01,14.12
3/15/2009,757.13,27.26,6.86,212.71,2.82,872.30,31.41,7.90,13.32
4/15/2009,848.15,26.70,7.08,213.24,2.93,974.74,30.69,8.13,14.98
5/15/2009,902.41,26.15,7.29,213.86,3.29,1034.11,29.96,8.36,16.00
6/15/2009,926.12,25.59,7.51,215.69,3.72,1052.24,29.07,8.53,16.38
7/15/2009,935.82,25.03,9.19,215.35,3.56,1064.95,28.48,10.45,16.69
8/15/2009,1009.73,24.46,10.86,215.83,3.59,1146.49,27.78,12.33,18.09
9/15/2009,1044.55,23.90,12.54,215.97,3.40,1185.28,27.12,14.23,18.83
10/15/2009,1067.66,23.40,25.35,216.18,3.39,1210.34,26.53,28.74,19.36
11/15/2009,1088.07,22.91,38.16,216.33,3.40,1232.60,25.95,43.23,19.81
12/15/2009,1110.38,22.41,50.97,215.95,3.59,1260.10,25.43,57.84,20.32
1/15/2010,1123.58,22.24,54.29,216.69,3.73,1270.73,25.15,61.40,20.53
2/15/2010,1089.16,22.07,57.61,216.74,3.69,1231.50,24.95,65.14,19.92
3/15/2010,1152.05,21.90,60.93,217.63,3.73,1297.28,24.66,68.61,21.00
4/15/2010,1197.32,21.95,62.99,218.01,3.85,1345.92,24.67,70.80,21.80
5/15/2010,1125.06,21.99,65.04,218.18,3.42,1263.71,24.70,73.06,20.48
6/15/2010,1083.36,22.04,67.10,217.97,3.20,1218.06,24.78,75.44,19.74
7/15/2010,1079.80,22.14,68.69,218.01,3.01,1213.80,24.89,77.21,19.67
8/15/2010,1087.28,22.25,70.27,218.31,2.70,1220.53,24.97,78.89,19.77
9/15/2010,1122.08,22.35,71.86,218.44,2.65,1258.86,25.07,80.62,20.38
10/15/2010,1171.58,22.48,73.69,218.71,2.54,1312.76,25.19,82.57,21.24
11/15/2010,1198.89,22.60,75.52,218.80,2.76,1342.79,25.32,84.58,21.70
12/15/2010,1241.53,22.73,77.35,219.18,3.29,1388.17,25.41,86.49,22.40
1/15/2011,1282.62,22.96,78.67,220.22,3.39,1427.31,25.55,87.54,22.98
2/15/2011,1321.12,23.20,79.99,221.31,3.58,1462.94,25.69,88.58,23.49
3/15/2011,1304.49,23.43,81.31,223.47,3.41,1430.58,25.69,89.17,22.90
4/15/2011,1331.51,23.73,82.16,224.91,3.46,1450.86,25.86,89.53,23.14
5/15/2011,1338.31,24.04,83.02,225.96,3.17,1451.45,26.07,90.03,23.06
6/15/2011,1287.29,24.34,83.87,225.72,3.00,1397.61,26.43,91.06,22.10
7/15/2011,1325.19,24.62,84.91,225.92,3.00,1437.48,26.71,92.10,22.61
8/15/2011,1185.31,24.90,85.94,226.55,2.30,1282.22,26.94,92.97,20.05
9/15/2011,1173.88,25.18,86.98,226.89,1.98,1267.93,27.20,93.95,19.70
10/15/2011,1207.22,25.60,86.97,226.42,2.15,1306.63,27.70,94.13,20.16
11/15/2011,1226.42,26.01,86.96,226.23,2.01,1328.53,28.18,94.20,20.35
12/15/2011,1243.32,26.43,86.95,225.67,1.98,1350.17,28.70,94.42,20.52
1/15/2012,1300.58,26.74,87.48,226.67,1.97,1406.16,28.91,94.58,21.21
2/15/2012,1352.49,27.04,88.01,227.66,1.97,1455.88,29.11,94.74,21.80
3/15/2012,1389.24,27.35,88.54,229.39,2.17,1484.17,29.22,94.59,22.05
4/15/2012,1386.43,27.67,88.33,230.09,2.05,1476.70,29.48,94.08,21.78
5/15/2012,1341.27,28.00,88.13,229.82,1.80,1430.28,29.85,93.98,20.94
6/15/2012,1323.48,28.32,87.92,229.48,1.62,1413.38,30.24,93.89,20.55
7/15/2012,1359.78,28.74,87.45,229.10,1.53,1454.52,30.75,93.54,21.00
8/15/2012,1403.45,29.17,86.97,230.38,1.68,1492.92,31.03,92.52,21.41
9/15/2012,1443.42,29.59,86.50,231.41,1.72,1528.62,31.34,91.61,21.78
10/15/2012,1437.82,30.14,86.50,231.32,1.75,1523.28,31.94,91.65,21.58
11/15/2012,1394.51,30.70,86.51,230.22,1.65,1484.43,32.68,92.08,20.90
12/15/2012,1422.29,31.25,86.51,229.60,1.72,1518.09,33.35,92.34,21.24
1/15/2013,1480.40,31.54,86.91,230.28,1.91,1575.46,33.56,92.49,21.90
2/15/2013,1512.31,31.82,87.30,232.17,1.98,1596.34,33.59,92.15,22.05
3/15/2013,1550.83,32.11,87.70,232.77,1.96,1632.73,33.81,92.33,22.42
4/15/2013,1570.70,32.50,88.78,232.53,1.76,1655.37,34.25,93.57,22.60
5/15/2013,1639.84,32.88,89.87,232.95,1.93,1725.17,34.59,94.54,23.41
6/15/2013,1618.77,33.27,90.95,233.50,2.30,1698.93,34.92,95.45,22.93
7/15/2013,1668.68,33.65,92.09,233.60,2.58,1750.62,35.30,96.61,23.49
8/15/2013,1670.09,34.02,93.23,233.88,2.74,1749.99,35.65,97.69,23.36
9/15/2013,1687.17,34.40,94.37,234.15,2.81,1765.83,36.00,98.77,23.44
10/15/2013,1720.03,34.60,96.31,233.55,2.62,1804.87,36.30,101.06,23.83
11/15/2013,1783.54,34.79,98.26,233.07,2.72,1875.35,36.58,103.31,24.64
12/15/2013,1807.78,34.99,100.20,233.05,2.90,1901.00,36.79,105.37,24.86
1/15/2014,1822.36,35.40,100.42,233.92,2.86,1909.23,37.09,105.20,24.86
2/15/2014,1817.04,35.82,100.63,234.78,2.71,1896.64,37.39,105.04,24.59
3/15/2014,1863.52,36.23,100.85,236.29,2.72,1932.71,37.58,104.59,24.96
4/15/2014,1864.26,36.61,101.61,237.07,2.71,1927.12,37.85,105.03,24.79
5/15/2014,1889.77,37.00,102.36,237.90,2.56,1946.70,38.11,105.45,24.94
6/15/2014,1947.09,37.38,103.12,238.34,2.60,2002.01,38.43,106.03,25.56
7/15/2014,1973.10,37.75,104.07,238.25,2.54,2029.55,38.83,107.04,25.82
8/15/2014,1961.53,38.12,105.01,237.85,2.42,2021.02,39.28,108.20,25.62
9/15/2014,1993.23,38.49,105.96,238.03,2.53,2052.14,39.63,109.09,25.92
10/15/2014,1937.27,38.81,104.74,237.43,2.30,1999.55,40.05,108.11,25.16
11/15/2014,2044.57,39.12,103.53,236.15,2.33,2121.76,40.60,107.44,26.61
12/15/2014,2054.27,39.44,102.31,234.81,2.21,2143.98,41.16,106.78,26.79
1/15/2015,2028.18,39.90,101.29,233.71,1.88,2126.76,41.84,106.21,26.49
2/15/2015,2082.20,40.35,100.27,234.72,1.98,2173.96,42.13,104.69,27.00
3/15/2015,2079.99,40.81,99.25,236.12,2.04,2158.81,42.36,103.01,26.73
4/15/2015,2094.86,41.12,97.80,236.60,1.94,2169.83,42.59,101.30,26.79
5/15/2015,2111.94,41.43,96.36,237.81,2.20,2176.43,42.70,99.30,26.81
6/15/2015,2099.29,41.74,94.91,238.64,2.36,2155.84,42.86,97.47,26.50
7/15/2015,2094.14,42.00,93.49,238.65,2.32,2150.41,43.13,96.01,26.38
8/15/2015,2039.87,42.25,92.08,238.32,2.17,2097.65,43.45,94.68,25.69
9/15/2015,1944.41,42.51,90.66,237.95,2.17,2002.60,43.78,93.37,24.50
10/15/2015,2024.81,42.80,89.28,237.84,2.07,2086.35,44.10,92.00,25.49
11/15/2015,2080.62,43.10,87.91,237.34,2.26,2148.39,44.50,90.77,26.23
12/15/2015,2054.08,43.39,86.53,236.53,2.24,2128.26,44.96,89.65,25.97
1/15/2016,1918.60,43.55,86.50,236.92,2.09,1984.60,45.05,89.48,24.21
2/15/2016,1904.42,43.72,86.47,237.11,1.78,1968.31,45.18,89.37,24.00
3/15/2016,2021.95,43.88,86.44,238.13,1.89,2080.83,45.16,88.96,25.37
4/15/2016,2075.54,44.07,86.60,239.26,1.81,2125.90,45.14,88.70,25.92
5/15/2016,2065.55,44.27,86.76,240.23,1.81,2107.14,45.16,88.51,25.69
6/15/2016,2083.89,44.46,86.92,241.02,1.64,2118.89,45.21,88.38,25.84
7/15/2016,2148.90,44.65,87.64,240.63,1.50,2188.54,45.47,89.26,26.69
8/15/2016,2170.95,44.84,88.37,240.85,1.56,2208.96,45.63,89.91,26.95
9/15/2016,2157.69,45.03,89.09,241.43,1.63,2190.21,45.71,90.43,26.73
10/15/2016,2143.02,45.25,90.91,241.73,1.76,2172.61,45.88,92.17,26.53
11/15/2016,2164.99,45.48,92.73,241.35,2.14,2198.30,46.18,94.16,26.85
12/15/2016,2246.63,45.70,94.55,241.43,2.49,2280.45,46.39,95.97,27.87
1/15/2017,2275.12,45.93,,242.84,2.43,2295.99,46.35,,28.06
2/15/2017,2329.91,46.15,,243.60,2.42,2343.91,46.43,,28.70
3/15/2017,2366.82,46.38,,243.80,2.48,2379.10,46.62,,29.19
4/15/2017,2359.31,,,244.52,2.30,2364.54,,,29.06
5/15/2017,2395.35,,,244.89,2.30,2397.12,,,29.52
