Date,P,D,E,CPI,T10,RP,RD,RE,CAPE
1/15/1942,8.93,0.70,1.12,15.70,2.46,139.39,10.98,17.48,10.10
2/15/1942,8.65,0.70,1.08,15.80,2.46,134.17,10.81,16.75,9.68
3/15/1942,8.18,0.69,1.04,16.00,2.46,125.29,10.57,15.93,9.00
4/15/1942,7.84,0.68,1.02,16.10,2.46,119.34,10.35,15.53,8.54
5/15/1942,7.93,0.67,1.00,16.30,2.46,119.23,10.07,15.03,8.51
6/15/1942,8.33,0.66,0.98,16.30,2.46,125.24,9.92,14.73,8.91
7/15/1942,8.64,0.65,0.97,16.40,2.47,129.11,9.66,14.44,9.15
8/15/1942,8.59,0.63,0.95,16.50,2.47,127.58,9.41,14.16,9.01
9/15/1942,8.68,0.62,0.94,16.50,2.47,128.92,9.21,13.96,9.08
10/15/1942,9.32,0.61,0.97,16.70,2.47,136.77,8.95,14.23,9.60
11/15/1942,9.47,0.60,1.00,16.80,2.47,138.14,8.75,14.59,9.66
12/15/1942,9.52,0.59,1.03,16.90,2.47,138.05,8.56,14.94,9.62
1/15/1943,10.09,0.59,1.04,16.90,2.47,146.31,8.56,15.13,10.15
2/15/1943,10.69,0.59,1.06,16.90,2.47,155.02,8.56,15.32,10.71
3/15/1943,11.07,0.59,1.07,17.20,2.47,157.73,8.41,15.25,10.85
4/15/1943,11.44,0.59,1.08,17.40,2.47,161.12,8.31,15.21,11.04
5/15/1943,11.89,0.59,1.09,17.50,2.47,166.51,8.26,15.26,11.36
6/15/1943,12.10,0.59,1.10,17.50,2.47,169.45,8.26,15.40,11.52
7/15/1943,12.35,0.59,1.09,17.40,2.48,173.94,8.36,15.40,11.77
8/15/1943,11.74,0.60,1.09,17.30,2.48,166.31,8.45,15.39,11.21
9/15/1943,11.99,0.60,1.08,17.40,2.48,168.87,8.45,15.21,11.34
10/15/1943,11.88,0.60,1.03,17.40,2.48,167.32,8.50,14.55,11.19
11/15/1943,11.33,0.61,0.99,17.40,2.48,159.57,8.54,13.90,10.63
12/15/1943,11.48,0.61,0.94,17.40,2.48,161.69,8.59,13.24,10.74
1/15/1944,11.85,0.61,0.94,17.40,2.48,166.90,8.64,13.19,11.05
2/15/1944,11.77,0.62,0.93,17.40,2.47,165.77,8.69,13.15,10.95
3/15/1944,12.10,0.62,0.93,17.40,2.46,170.42,8.73,13.10,11.22
4/15/1944,11.89,0.62,0.93,17.50,2.45,166.51,8.73,12.98,10.94
5/15/1944,12.10,0.63,0.92,17.50,2.44,169.45,8.78,12.93,11.10
6/15/1944,12.67,0.63,0.92,17.60,2.43,176.42,8.77,12.81,11.53
7/15/1944,13.00,0.63,0.91,17.70,2.43,179.99,8.77,12.65,11.74
8/15/1944,12.81,0.64,0.91,17.70,2.42,177.36,8.82,12.55,11.54
9/15/1944,12.60,0.64,0.90,17.70,2.41,174.45,8.86,12.46,11.33
10/15/1944,12.91,0.64,0.91,17.70,2.40,178.75,8.86,12.60,11.58
11/15/1944,12.82,0.64,0.92,17.70,2.39,177.50,8.86,12.74,11.48
12/15/1944,13.10,0.64,0.93,17.80,2.38,180.36,8.81,12.80,11.64
1/15/1945,13.49,0.64,0.94,17.80,2.37,185.73,8.86,12.94,11.96
2/15/1945,13.94,0.65,0.95,17.80,2.36,191.92,8.90,13.08,12.34
3/15/1945,13.93,0.65,0.96,17.80,2.34,191.78,8.95,13.22,12.32
4/15/1945,14.28,0.65,0.97,17.80,2.33,196.60,8.95,13.40,12.63
5/15/1945,14.82,0.65,0.99,17.90,2.31,202.90,8.90,13.51,13.04
6/15/1945,15.09,0.65,1.00,18.10,2.30,204.31,8.80,13.54,13.13
7/15/1945,14.78,0.65,1.00,18.10,2.28,200.11,8.85,13.49,12.87
8/15/1945,14.83,0.66,0.99,18.10,2.27,200.79,8.89,13.45,12.92
9/15/1945,15.84,0.66,0.99,18.10,2.25,214.47,8.94,13.40,13.80
10/15/1945,16.50,0.66,0.98,18.10,2.24,223.40,8.94,13.27,14.37
11/15/1945,17.04,0.66,0.97,18.10,2.22,230.71,8.94,13.13,14.85
12/15/1945,17.33,0.66,0.96,18.20,2.21,233.35,8.89,12.93,15.02
1/15/1946,18.02,0.67,0.94,18.20,2.19,242.64,8.98,12.66,15.62
2/15/1946,18.07,0.67,0.92,18.10,2.20,244.66,9.12,12.46,15.76
3/15/1946,17.53,0.68,0.90,18.30,2.20,234.75,9.11,12.05,15.13
4/15/1946,18.66,0.68,0.88,18.40,2.21,248.53,9.06,11.72,16.04
5/15/1946,18.70,0.68,0.86,18.50,2.21,247.72,9.01,11.39,16.01
6/15/1946,18.58,0.68,0.84,18.70,2.22,243.49,8.91,11.01,15.77
7/15/1946,18.05,0.68,0.86,19.80,2.22,223.41,8.46,10.60,14.51
8/15/1946,17.70,0.69,0.87,20.20,2.23,214.74,8.33,10.60,13.98
9/15/1946,15.09,0.69,0.89,20.40,2.23,181.28,8.29,10.69,11.84
10/15/1946,14.75,0.70,0.95,20.80,2.24,173.78,8.21,11.15,11.39
11/15/1946,14.69,0.70,1.00,21.30,2.24,169.02,8.09,11.54,11.11
12/15/1946,15.13,0.71,1.06,21.50,2.25,172.46,8.09,12.08,11.37
1/15/1947,15.21,0.71,1.13,21.50,2.25,173.37,8.13,12.88,11.47
2/15/1947,15.80,0.72,1.20,21.50,2.27,180.10,8.17,13.68,11.95
3/15/1947,15.16,0.72,1.27,21.90,2.28,169.64,8.06,14.21,11.29
4/15/1947,14.60,0.73,1.33,21.90,2.30,163.38,8.21,14.85,10.90
5/15/1947,14.34,0.75,1.38,21.90,2.31,160.47,8.36,15.48,10.73
6/15/1947,14.84,0.76,1.44,22.00,2.33,165.31,8.47,16.04,11.08
7/15/1947,15.77,0.77,1.48,22.20,2.35,174.09,8.50,16.30,11.70
8/15/1947,15.46,0.78,1.51,22.50,2.36,168.39,8.50,16.48,11.34
9/15/1947,15.06,0.79,1.55,23.00,2.38,160.47,8.42,16.52,10.83
10/15/1947,15.45,0.81,1.57,23.00,2.39,164.62,8.60,16.73,11.13
11/15/1947,15.27,0.82,1.59,23.10,2.41,162.00,8.73,16.87,10.98
12/15/1947,15.03,0.84,1.61,23.40,2.42,157.41,8.80,16.86,10.68
1/15/1948,14.83,0.84,1.64,23.70,2.44,153.35,8.72,16.99,10.42
2/15/1948,14.10,0.85,1.68,23.50,2.43,147.04,8.83,17.48,10.00
3/15/1948,14.30,0.85,1.71,23.40,2.42,149.76,8.90,17.91,10.19
4/15/1948,15.40,0.85,1.76,23.80,2.41,158.57,8.75,18.12,10.78
5/15/1948,16.15,0.85,1.81,23.90,2.40,165.60,8.72,18.56,11.24
6/15/1948,16.82,0.85,1.86,24.10,2.39,171.04,8.64,18.91,11.58
7/15/1948,16.42,0.86,1.93,24.40,2.38,164.92,8.60,19.38,11.13
8/15/1948,15.94,0.86,2.00,24.50,2.36,159.44,8.64,20.01,10.72
9/15/1948,15.76,0.87,2.07,24.50,2.35,157.64,8.70,20.71,10.55
10/15/1948,16.19,0.89,2.14,24.40,2.34,162.61,8.94,21.53,10.83
11/15/1948,15.29,0.91,2.22,24.20,2.33,154.84,9.22,22.45,10.25
12/15/1948,15.19,0.93,2.29,24.10,2.32,154.46,9.46,23.29,10.16
1/15/1949,15.36,0.95,2.32,24.00,2.31,156.84,9.67,23.69,10.25
2/15/1949,14.77,0.96,2.35,23.80,2.31,152.09,9.92,24.20,9.87
3/15/1949,14.91,0.98,2.38,23.80,2.31,153.53,10.09,24.51,9.90
4/15/1949,14.89,0.99,2.39,23.90,2.31,152.68,10.19,24.47,9.78
5/15/1949,14.78,1.01,2.39,23.80,2.31,152.19,10.37,24.64,9.69
6/15/1949,13.97,1.02,2.40,23.90,2.31,143.25,10.46,24.61,9.07
7/15/1949,14.76,1.03,2.40,23.70,2.32,152.62,10.62,24.78,9.61
8/15/1949,15.29,1.03,2.39,23.80,2.32,157.44,10.64,24.64,9.85
9/15/1949,15.49,1.04,2.39,23.90,2.32,158.83,10.66,24.51,9.88
10/15/1949,15.89,1.07,2.37,23.70,2.32,164.31,11.10,24.47,10.17
11/15/1949,16.11,1.11,2.34,23.80,2.32,165.88,11.40,24.13,10.22
12/15/1949,16.54,1.14,2.32,23.60,2.32,171.75,11.84,24.09,10.53
1/15/1950,16.88,1.15,2.34,23.50,2.32,176.03,11.99,24.37,10.75
2/15/1950,17.21,1.16,2.35,23.50,2.34,179.47,12.10,24.54,10.91
3/15/1950,17.35,1.17,2.37,23.60,2.36,180.17,12.15,24.61,10.91
4/15/1950,17.84,1.18,2.43,23.60,2.38,185.25,12.25,25.20,11.18
5/15/1950,18.44,1.19,2.48,23.70,2.40,190.68,12.31,25.68,11.46
6/15/1950,18.74,1.20,2.54,23.80,2.42,192.96,12.36,26.15,11.55
7/15/1950,17.38,1.24,2.60,24.10,2.45,176.73,12.64,26.44,10.54
8/15/1950,18.43,1.29,2.66,24.30,2.47,185.87,12.98,26.83,11.04
9/15/1950,19.08,1.33,2.72,24.40,2.49,191.63,13.36,27.32,11.34
10/15/1950,19.87,1.38,2.76,24.60,2.51,197.95,13.71,27.50,11.66
11/15/1950,19.83,1.42,2.80,24.70,2.53,196.75,14.12,27.78,11.54
12/15/1950,19.75,1.47,2.84,25.00,2.55,193.60,14.41,27.84,11.31
1/15/1951,21.21,1.49,2.84,25.40,2.57,204.64,14.34,27.37,11.90
2/15/1951,22.00,1.50,2.83,25.70,2.58,209.78,14.34,27.02,12.14
3/15/1951,21.63,1.52,2.83,25.80,2.59,205.46,14.44,26.88,11.84
4/15/1951,21.92,1.53,2.79,25.80,2.60,208.21,14.56,26.53,11.95
5/15/1951,21.93,1.55,2.76,25.90,2.61,207.50,14.63,26.08,11.86
6/15/1951,21.55,1.56,2.72,25.90,2.62,203.91,14.76,25.74,11.62
7/15/1951,21.93,1.55,2.65,25.90,2.63,207.50,14.63,25.07,11.78
8/15/1951,22.89,1.53,2.58,25.90,2.63,216.59,14.51,24.41,12.26
9/15/1951,23.48,1.52,2.51,26.10,2.64,220.47,14.27,23.57,12.44
10/15/1951,23.36,1.48,2.49,26.20,2.65,218.50,13.87,23.26,12.31
11/15/1951,22.71,1.45,2.46,26.40,2.66,210.81,13.43,22.87,11.85
12/15/1951,23.41,1.41,2.44,26.50,2.67,216.49,13.04,22.56,12.15
1/15/1952,24.19,1.41,2.43,26.50,2.68,223.70,13.07,22.44,12.53
2/15/1952,23.75,1.42,2.41,26.30,2.69,221.31,13.20,22.49,12.36
3/15/1952,23.81,1.42,2.40,26.30,2.71,221.86,13.23,22.36,12.36
4/15/1952,23.74,1.43,2.38,26.40,2.72,220.37,13.27,22.09,12.24
5/15/1952,23.73,1.44,2.36,26.40,2.73,220.28,13.37,21.91,12.20
6/15/1952,24.38,1.45,2.34,26.50,2.74,225.46,13.41,21.64,12.45
7/15/1952,25.08,1.45,2.35,26.70,2.76,230.20,13.31,21.54,12.67
8/15/1952,25.18,1.45,2.35,26.70,2.77,231.11,13.31,21.60,12.68
9/15/1952,24.78,1.45,2.36,26.70,2.78,227.44,13.31,21.66,12.43
10/15/1952,24.26,1.44,2.37,26.70,2.79,222.67,13.19,21.78,12.13
11/15/1952,25.03,1.42,2.39,26.70,2.81,229.74,13.06,21.91,12.47
12/15/1952,26.04,1.41,2.40,26.70,2.82,239.01,12.94,22.03,12.93
1/15/1953,26.18,1.41,2.41,26.60,2.83,241.20,12.99,22.20,13.01
2/15/1953,25.86,1.41,2.42,26.50,2.80,239.15,13.04,22.38,12.86
3/15/1953,25.99,1.41,2.43,26.60,2.77,239.45,12.99,22.39,12.83
4/15/1953,24.71,1.41,2.46,26.60,2.83,227.65,13.02,22.63,12.16
5/15/1953,24.84,1.42,2.48,26.70,3.05,227.99,13.00,22.79,12.14
6/15/1953,23.95,1.42,2.51,26.80,3.11,219.01,12.98,22.95,11.62
7/15/1953,24.29,1.42,2.52,26.80,2.93,222.11,12.98,23.07,11.75
8/15/1953,24.39,1.42,2.54,26.90,2.95,222.20,12.94,23.11,11.72
9/15/1953,23.27,1.42,2.55,26.90,2.87,212.00,12.94,23.23,11.14
10/15/1953,23.97,1.43,2.54,27.00,2.66,217.56,12.98,23.02,11.39
11/15/1953,24.50,1.44,2.52,26.90,2.68,223.20,13.12,22.99,11.64
12/15/1953,24.83,1.45,2.51,26.90,2.59,226.21,13.21,22.87,11.75
1/15/1954,25.46,1.46,2.52,26.90,2.48,231.95,13.27,22.99,12.00
2/15/1954,26.02,1.46,2.54,26.90,2.47,237.05,13.33,23.11,12.22
3/15/1954,26.57,1.47,2.55,26.90,2.37,242.06,13.39,23.23,12.42
4/15/1954,27.63,1.46,2.57,26.80,2.29,252.66,13.38,23.53,12.91
5/15/1954,28.73,1.46,2.60,26.90,2.37,261.74,13.27,23.66,13.31
6/15/1954,28.96,1.45,2.62,26.90,2.38,263.83,13.21,23.87,13.36
7/15/1954,30.13,1.46,2.62,26.90,2.30,274.49,13.27,23.90,13.83
8/15/1954,30.73,1.46,2.63,26.90,2.36,279.96,13.33,23.93,14.04
9/15/1954,31.45,1.47,2.63,26.80,2.38,287.59,13.44,24.05,14.36
10/15/1954,32.18,1.49,2.68,26.80,2.43,294.26,13.66,24.48,14.62
11/15/1954,33.44,1.52,2.72,26.80,2.48,305.78,13.87,24.90,15.12
12/15/1954,34.97,1.54,2.77,26.70,2.51,320.97,14.13,25.42,15.79
1/15/1955,35.60,1.55,2.83,26.70,2.61,326.76,14.20,26.01,15.99
2/15/1955,36.79,1.55,2.90,26.70,2.65,337.68,14.26,26.59,16.44
3/15/1955,36.50,1.56,2.96,26.70,2.68,335.02,14.32,27.17,16.22
4/15/1955,37.76,1.56,3.05,26.70,2.75,346.58,14.35,27.96,16.69
5/15/1955,37.60,1.57,3.13,26.70,2.76,345.11,14.38,28.76,16.52
6/15/1955,39.78,1.57,3.22,26.70,2.78,365.12,14.41,29.55,17.37
7/15/1955,42.69,1.59,3.29,26.80,2.90,390.37,14.51,30.12,18.45
8/15/1955,42.43,1.60,3.37,26.80,2.97,387.99,14.66,30.79,18.22
9/15/1955,44.34,1.62,3.44,26.90,2.97,403.95,14.76,31.34,18.84
10/15/1955,42.11,1.63,3.50,26.90,2.88,383.63,14.82,31.89,17.77
11/15/1955,44.95,1.63,3.56,26.90,2.89,409.51,14.88,32.43,18.84
12/15/1955,45.37,1.64,3.62,26.80,2.96,414.88,15.00,33.10,18.94
1/15/1956,44.15,1.67,3.64,26.80,2.90,403.72,15.27,33.32,18.29
2/15/1956,44.43,1.70,3.67,26.80,2.84,406.28,15.55,33.53,18.27
3/15/1956,47.49,1.73,3.69,26.80,2.96,434.26,15.82,33.74,19.37
4/15/1956,48.05,1.75,3.66,26.90,3.18,437.75,15.97,33.34,19.37
5/15/1956,46.54,1.78,3.63,27.00,3.07,422.42,16.13,32.95,18.54
6/15/1956,46.27,1.80,3.60,27.20,3.00,416.88,16.22,32.44,18.16
7/15/1956,48.78,1.81,3.55,27.40,3.11,436.29,16.22,31.78,18.86
8/15/1956,48.49,1.83,3.51,27.30,3.33,435.28,16.40,31.48,18.67
9/15/1956,46.84,1.84,3.46,27.40,3.38,418.94,16.46,30.95,17.84
10/15/1956,46.24,1.81,3.44,27.50,3.34,412.07,16.10,30.69,17.42
11/15/1956,45.76,1.77,3.43,27.50,3.49,407.79,15.80,30.54,17.12
12/15/1956,46.44,1.74,3.41,27.60,3.59,412.35,15.45,30.28,17.20
1/15/1957,45.43,1.74,3.41,27.60,3.46,403.38,15.42,30.25,16.72
2/15/1957,43.47,1.73,3.40,27.70,3.34,384.59,15.34,30.11,15.84
3/15/1957,44.03,1.73,3.40,27.80,3.41,388.14,15.25,29.97,15.90
4/15/1957,45.05,1.73,3.41,27.90,3.48,395.71,15.20,29.92,16.12
5/15/1957,46.78,1.73,3.41,28.00,3.60,409.44,15.14,29.87,16.60
6/15/1957,47.55,1.73,3.42,28.10,3.80,414.69,15.09,29.83,16.73
7/15/1957,48.51,1.74,3.44,28.30,3.93,420.08,15.07,29.76,16.87
8/15/1957,45.84,1.75,3.45,28.30,3.93,396.96,15.15,29.90,15.87
9/15/1957,43.98,1.76,3.47,28.30,3.92,380.85,15.24,30.05,15.16
10/15/1957,41.24,1.77,3.44,28.30,3.97,357.12,15.33,29.76,14.15
11/15/1957,40.35,1.78,3.40,28.40,3.72,348.18,15.36,29.37,13.74
12/15/1957,40.33,1.79,3.37,28.40,3.21,348.01,15.45,29.08,13.67
1/15/1958,41.12,1.78,3.29,28.60,3.09,352.35,15.28,28.22,13.79
2/15/1958,41.26,1.78,3.22,28.60,3.05,353.55,15.22,27.56,13.78
3/15/1958,42.11,1.77,3.14,28.80,2.98,358.32,15.06,26.72,13.93
4/15/1958,42.34,1.76,3.07,28.90,2.88,359.03,14.90,26.03,13.91
5/15/1958,43.70,1.74,3.00,28.90,2.92,370.57,14.78,25.44,14.32
6/15/1958,44.75,1.73,2.93,28.90,2.97,379.47,14.67,24.85,14.64
7/15/1958,45.98,1.73,2.91,29.00,3.20,388.56,14.62,24.62,14.96
8/15/1958,47.70,1.73,2.90,28.90,3.54,404.49,14.67,24.56,15.54
9/15/1958,48.96,1.73,2.88,28.90,3.76,415.17,14.67,24.42,15.93
10/15/1958,50.95,1.74,2.88,28.90,3.80,432.05,14.73,24.45,16.56
11/15/1958,52.50,1.74,2.89,29.00,3.74,443.65,14.73,24.39,16.99
12/15/1958,53.49,1.75,2.89,28.90,3.86,453.58,14.84,24.51,17.36
1/15/1959,55.62,1.76,2.96,29.00,4.02,470.02,14.84,25.04,17.98
2/15/1959,54.77,1.76,3.04,28.90,3.96,464.44,14.95,25.75,17.76
3/15/1959,56.16,1.77,3.11,28.90,3.99,476.23,15.01,26.37,18.20
4/15/1959,57.10,1.78,3.21,29.00,4.12,482.53,15.01,27.10,18.43
5/15/1959,57.96,1.78,3.30,29.00,4.31,489.79,15.07,27.91,18.69
6/15/1959,57.46,1.79,3.40,29.10,4.34,483.90,15.07,28.63,18.45
7/15/1959,59.74,1.80,3.41,29.20,4.40,501.38,15.08,28.62,19.09
8/15/1959,59.40,1.80,3.42,29.20,4.43,498.53,15.13,28.70,18.96
9/15/1959,57.05,1.81,3.43,29.30,4.68,477.17,15.14,28.69,18.12
10/15/1959,57.00,1.82,3.42,29.40,4.53,475.13,15.14,28.48,18.02
11/15/1959,57.23,1.82,3.40,29.40,4.53,477.05,15.20,28.37,18.07
12/15/1959,59.06,1.83,3.39,29.40,4.69,492.30,15.25,28.26,18.62
1/15/1960,58.03,1.87,3.39,29.30,4.72,485.36,15.61,28.35,18.34
2/15/1960,55.78,1.90,3.39,29.40,4.49,464.96,15.87,28.26,17.55
3/15/1960,55.02,1.94,3.39,29.40,4.25,458.62,16.17,28.26,17.29
4/15/1960,55.73,1.94,3.35,29.50,4.28,462.97,16.14,27.80,17.43
5/15/1960,55.22,1.95,3.30,29.50,4.35,458.73,16.17,27.44,17.26
6/15/1960,57.26,1.95,3.26,29.60,4.15,474.07,16.14,26.99,17.82
7/15/1960,55.84,1.95,3.26,29.60,3.90,462.31,16.14,27.02,17.38
8/15/1960,56.51,1.95,3.27,29.60,3.80,467.86,16.14,27.05,17.58
9/15/1960,54.81,1.95,3.27,29.60,3.80,453.79,16.14,27.07,17.05
10/15/1960,53.73,1.95,3.27,29.80,3.89,441.86,16.04,26.89,16.61
11/15/1960,55.47,1.95,3.27,29.80,3.93,456.17,16.04,26.89,17.15
12/15/1960,56.80,1.95,3.27,29.80,3.84,467.11,16.04,26.89,17.56
1/15/1961,59.72,1.95,3.21,29.80,3.84,491.12,16.01,26.40,18.47
2/15/1961,62.17,1.94,3.15,29.80,3.78,511.27,15.98,25.90,19.23
3/15/1961,64.12,1.94,3.09,29.80,3.74,527.30,15.95,25.41,19.84
4/15/1961,65.83,1.94,3.07,29.80,3.78,541.37,15.95,25.25,20.38
5/15/1961,66.50,1.94,3.05,29.80,3.71,546.88,15.95,25.08,20.60
6/15/1961,65.62,1.94,3.03,29.80,3.88,539.64,15.95,24.92,20.33
7/15/1961,65.44,1.95,3.04,30.00,3.92,534.57,15.90,24.81,20.15
8/15/1961,67.79,1.95,3.04,29.90,4.04,555.62,16.01,24.94,20.94
9/15/1961,67.26,1.96,3.05,30.00,3.98,549.44,16.01,24.92,20.71
10/15/1961,68.00,1.98,3.10,30.00,3.92,555.48,16.17,25.30,20.92
11/15/1961,71.08,2.00,3.14,30.00,3.94,580.64,16.34,25.68,21.86
12/15/1961,71.74,2.02,3.19,30.00,4.06,586.04,16.50,26.06,22.04
1/15/1962,69.07,2.03,3.25,30.00,4.08,564.22,16.56,26.55,21.20
2/15/1962,70.22,2.03,3.31,30.10,4.04,571.71,16.55,26.95,21.45
3/15/1962,70.29,2.04,3.37,30.10,3.93,572.28,16.61,27.44,21.44
4/15/1962,68.05,2.05,3.40,30.20,3.84,552.21,16.61,27.62,20.66
5/15/1962,62.99,2.05,3.44,30.20,3.87,511.15,16.66,27.89,19.09
6/15/1962,55.63,2.06,3.47,30.20,3.91,451.43,16.72,28.16,16.83
7/15/1962,56.97,2.07,3.49,30.30,4.01,460.77,16.72,28.23,17.14
8/15/1962,58.52,2.07,3.51,30.30,3.98,473.31,16.77,28.39,17.57
9/15/1962,58.00,2.08,3.53,30.40,3.98,467.56,16.77,28.46,17.32
10/15/1962,56.17,2.10,3.58,30.40,3.93,452.81,16.90,28.83,16.74
11/15/1962,60.04,2.11,3.62,30.40,3.92,484.01,17.04,29.21,17.85
12/15/1962,62.64,2.13,3.67,30.40,3.86,504.97,17.17,29.59,18.59
1/15/1963,65.06,2.14,3.68,30.40,3.83,524.47,17.22,29.69,19.26
2/15/1963,65.92,2.14,3.70,30.40,3.92,531.41,17.28,29.80,19.47
3/15/1963,65.67,2.15,3.71,30.50,3.93,527.66,17.28,29.81,19.29
4/15/1963,68.76,2.17,3.75,30.50,3.97,552.48,17.41,30.16,20.15
5/15/1963,70.14,2.18,3.80,30.50,3.93,563.57,17.54,30.51,20.51
6/15/1963,70.11,2.20,3.84,30.60,3.99,561.49,17.62,30.75,20.38
7/15/1963,69.07,2.20,3.88,30.70,4.02,551.36,17.59,30.97,19.97
8/15/1963,70.98,2.21,3.92,30.70,4.00,566.61,17.61,31.29,20.47
9/15/1963,72.85,2.21,3.96,30.70,4.08,581.53,17.64,31.61,20.96
10/15/1963,73.03,2.23,3.98,30.80,4.11,581.08,17.77,31.67,20.89
11/15/1963,72.62,2.26,4.00,30.80,4.12,577.82,17.96,31.83,20.72
12/15/1963,74.17,2.28,4.02,30.90,4.13,588.24,18.08,31.88,21.04
1/15/1964,76.45,2.30,4.07,30.90,4.17,606.32,18.21,32.31,21.63
2/15/1964,77.39,2.31,4.13,30.90,4.15,613.78,18.35,32.73,21.83
3/15/1964,78.80,2.33,4.18,30.90,4.22,624.96,18.48,33.15,22.17
4/15/1964,79.94,2.35,4.23,30.90,4.23,634.00,18.61,33.55,22.42
5/15/1964,80.72,2.36,4.28,30.90,4.20,640.19,18.74,33.94,22.57
6/15/1964,80.24,2.38,4.33,31.00,4.17,634.33,18.81,34.23,22.30
7/15/1964,83.22,2.40,4.38,31.10,4.19,655.77,18.91,34.49,22.98
8/15/1964,82.00,2.42,4.42,31.00,4.19,648.24,19.13,34.97,22.65
9/15/1964,83.41,2.44,4.47,31.10,4.20,657.27,19.23,35.22,22.89
10/15/1964,84.85,2.46,4.50,31.10,4.19,668.61,19.38,35.43,23.21
11/15/1964,85.44,2.48,4.52,31.20,4.15,671.10,19.48,35.53,23.23
12/15/1964,83.96,2.50,4.55,31.20,4.18,659.48,19.64,35.74,22.75
1/15/1965,86.12,2.52,4.59,31.20,4.19,676.45,19.77,36.08,23.27
2/15/1965,86.75,2.53,4.64,31.20,4.21,681.39,19.90,36.42,23.37
3/15/1965,86.83,2.55,4.68,31.30,4.21,679.84,19.97,36.64,23.25
4/15/1965,87.97,2.57,4.73,31.40,4.20,686.58,20.06,36.94,23.42
5/15/1965,89.28,2.59,4.79,31.40,4.21,696.80,20.21,37.36,23.71
6/15/1965,85.04,2.61,4.84,31.60,4.21,659.51,20.24,37.54,22.39
7/15/1965,84.91,2.63,4.89,31.60,4.20,658.50,20.37,37.90,22.30
8/15/1965,86.49,2.64,4.93,31.60,4.25,670.75,20.50,38.26,22.67
9/15/1965,89.38,2.66,4.98,31.60,4.29,693.17,20.63,38.62,23.37
10/15/1965,91.39,2.68,5.05,31.70,4.35,706.52,20.72,39.04,23.78
11/15/1965,92.15,2.70,5.12,31.70,4.45,712.39,20.87,39.58,23.93
12/15/1965,91.73,2.72,5.19,31.80,4.62,706.92,20.96,40.00,23.69
1/15/1966,93.32,2.74,5.24,31.80,4.61,719.17,21.12,40.38,24.06
2/15/1966,92.69,2.76,5.29,32.00,4.83,709.85,21.14,40.51,23.70
3/15/1966,88.88,2.78,5.34,32.10,4.87,678.55,21.22,40.77,22.61
4/15/1966,91.60,2.80,5.38,32.30,4.75,694.99,21.22,40.82,23.11
5/15/1966,86.78,2.81,5.42,32.30,4.78,658.42,21.35,41.12,21.85
6/15/1966,86.06,2.83,5.46,32.40,4.81,650.94,21.41,41.30,21.56
7/15/1966,85.84,2.85,5.48,32.50,5.02,647.28,21.49,41.30,21.38
8/15/1966,80.65,2.87,5.49,32.70,5.22,604.42,21.51,41.17,19.91
9/15/1966,77.81,2.89,5.51,32.70,5.18,583.14,21.66,41.29,19.16
10/15/1966,77.13,2.88,5.52,32.90,5.01,574.53,21.48,41.14,18.83
11/15/1966,80.99,2.88,5.54,32.90,5.16,603.28,21.43,41.24,19.71
12/15/1966,81.33,2.87,5.55,32.90,4.84,605.81,21.38,41.34,19.74
1/15/1967,84.45,2.88,5.52,32.90,4.58,629.05,21.45,41.09,20.43
2/15/1967,87.36,2.89,5.48,32.90,4.63,650.73,21.53,40.84,21.07
3/15/1967,89.42,2.90,5.45,33.00,4.54,664.06,21.54,40.47,21.44
4/15/1967,90.96,2.90,5.41,33.10,4.59,673.45,21.47,40.05,21.69
5/15/1967,92.59,2.90,5.37,33.20,4.85,683.45,21.41,39.64,21.95
6/15/1967,91.43,2.90,5.33,33.30,5.02,672.87,21.34,39.23,21.55
7/15/1967,93.01,2.91,5.32,33.40,5.16,682.44,21.33,39.03,21.80
8/15/1967,94.49,2.91,5.31,33.50,5.28,691.23,21.31,38.84,22.03
9/15/1967,95.81,2.92,5.30,33.60,5.30,698.80,21.30,38.66,22.22
10/15/1967,95.66,2.92,5.31,33.70,5.48,695.64,21.23,38.61,22.07
11/15/1967,92.66,2.92,5.32,33.80,5.75,671.83,21.17,38.57,21.26
12/15/1967,95.30,2.92,5.33,33.90,5.70,688.93,21.11,38.53,21.75
1/15/1968,95.04,2.93,5.37,34.10,5.53,683.02,21.06,38.57,21.51
2/15/1968,90.75,2.94,5.40,34.20,5.56,650.29,21.07,38.72,20.42
3/15/1968,89.09,2.95,5.44,34.30,5.74,636.53,21.08,38.87,19.93
4/15/1968,95.67,2.96,5.48,34.40,5.64,681.55,21.11,39.06,21.28
5/15/1968,97.87,2.98,5.53,34.50,5.87,695.21,21.14,39.26,21.63
6/15/1968,100.50,2.99,5.57,34.70,5.72,709.77,21.12,39.34,22.00
7/15/1968,100.30,3.00,5.60,34.90,5.50,704.30,21.09,39.32,21.75
8/15/1968,98.11,3.02,5.63,35.00,5.42,686.96,21.12,39.42,21.14
9/15/1968,101.30,3.03,5.66,35.10,5.46,707.27,21.16,39.52,21.68
10/15/1968,103.80,3.04,5.69,35.30,5.58,720.62,21.13,39.53,22.00
11/15/1968,105.40,3.06,5.73,35.40,5.70,729.66,21.16,39.64,22.20
12/15/1968,106.50,3.07,5.76,35.50,6.03,735.20,21.19,39.76,22.28
