"","btc_usd","usd_vol","btc_eur","eur_vol","btc_cad","cad_vol","btc_aud","aud_vol","btc_gbp","gbp_vol","btc_jpy","jpy_vol","btc_cny","cny_vol","btc_brl","brl_vol","btc_rub","rub_vol","btc_sll","sll_vol","USDEUR","USDGBP","USDCAD","USDJPY","USDAUD","USDCNY","USDRUB","USDSLL","oil","gold","VTWSX","EEM","EFA","XCI","btc_usd_trades","btc_usd_in_day_fluc","btc_max_rr_1","btc_rr_1","btc_rr_2","btc_rr_3","btc_rr_4","btc_rr_5","btc_rr_10","btc_rr_15","btc_rr_30","est_trans_vol","num_trans","median.conf.time","trade_vol","btc_USDEUR","btc_USDGBP","btc_USDCAD","btc_USDAUD","btc_USDJPY","btc_USDCNY","btc_USDRUB","btc_USDBRL","btc_USDSLL"
"2014-01-12",851.132,17049.3,643.466,477.758,NA,NA,NA,NA,547.081,206.904,NA,NA,5260.1,34880,2172.31,26.0675,30482.8,244.663,215945,109.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41275,0.103067484662577,0.0356137473388382,-0.020209787633765,0.0321255335661622,0.0376887148432308,0.0650865952547802,-0.0292768492772599,0.110722222874719,0.198767334360555,-0.0212204672343705,NA,NA,NA,NA,0.756011993439326,0.642768689227993,NA,NA,NA,6.18012247218998,35.8144212648567,2.5522598139889,253.715052424301
"2014-01-13",821.712,16349,608.55,607.294,NA,NA,NA,NA,519.837,218.202,NA,NA,4917.13,44472.2,2074.92,58.3197,29413.7,330.708,206541,143.18,0.73143,0.60627,1.09041,103.948997,1.1095,6.0422,32.987499,NA,NA,NA,22.129412,37.314499,60.521957,1313.310059,52234,0.0668619246861924,-0.0118021886013591,-0.034565731284924,-0.0540769528300149,-0.00355064027939464,0.00182024556856149,0.0282710982080288,0.0414099194208644,0.147674516047934,-0.0389232167356148,90764,-5237.29008161544,6.11666666666667,-5408366.86185038,0.740587943220983,0.632626759740639,NA,NA,NA,5.98400656190977,35.7956315594758,2.52511828961972,251.354489164087
"2014-01-14",824.517,8014.59,611.722,274.658,NA,NA,NA,NA,524.286,212.403,NA,NA,4968.08,34610.5,2043.08,62.7401,29547.9,189.955,207544,146.11,0.73153,0.61013,1.0882,103.115997,1.105,6.0333,33.239101,NA,NA,NA,22.306076,37.717751,61.006279,1341.310059,29021,0.0430627947381485,0.022786673895141,0.00341360476663364,-0.0312701202633668,-0.0508479454073268,-0.000149155995343342,0.00524006393414442,0.0323005115697907,0.131018485495279,-0.0201515436008718,NA,NA,NA,NA,0.741915569963991,0.635870455066421,NA,NA,NA,6.02544277437579,35.836617073996,2.47791131050057,251.715853038809
"2014-01-15",837.085,9798.53,621.253,346.364,NA,NA,NA,NA,526.197,195.228,NA,NA,5101.08,22235.9,2020.09,51.8968,29570.3,125.821,208452,144.78,0.73161,0.60849,1.09472,104.179001,1.1159,6.0312,33.290298,NA,NA,NA,22.399055,37.708366,61.262142,1356.969971,27728,0.0437921279212792,0.0287736609782757,0.0152428633976012,0.0187085012753861,-0.0165039030373666,-0.0363801502956182,0.0150914338377959,-0.0442511320534982,0.148910910114056,0.148436460321228,130720,3761.47120035361,7.43333333333333,-24147192.6551819,0.742162384942987,0.628606413924512,NA,NA,NA,6.09386143581596,35.3253253851162,2.41324357741448,249.021306080028
"2014-01-16",833.59,7223.99,618.581,293.749,NA,NA,NA,NA,527.816,355.677,NA,NA,5051.37,24824.5,1986.82,85.2486,29413.9,136.012,210399,133.85,0.73533,0.61118,1.09482,104.570999,1.1229,6.036,33.3992,NA,NA,NA,22.380459,37.502056,61.234726,1356.650024,23075,0.0407674332800394,0.0109922143979654,-0.00417520323503587,0.0110040181099965,0.0144551862453025,-0.0206101991230501,-0.0404034590094487,-0.11038849467518,0.130541394233573,0.241549512891508,NA,NA,NA,NA,0.742068642858,0.633184179272784,NA,NA,NA,6.05977758850274,35.2858119699133,2.38344989743159,252.401060473374
"2014-01-17",803.606,12851.7,593.052,684.735,NA,NA,NA,NA,510.651,231.727,NA,NA,4877.43,32284.5,1947.31,61.2667,28708.8,280.855,204178,123.7,0.73432,0.61151,1.0932,104.294998,1.1338,6.0458,33.389198,NA,NA,NA,22.306076,37.314499,61.05196,1343.5,31158,0.053639846743295,-0.0106893178995677,-0.0359697213258317,-0.0399947436640246,-0.0253615146807162,-0.0220344841014857,-0.0558385773299558,-0.08348064899487,0.0487010741406287,0.50070403334541,87372,2145.55102450667,8.48333333333333,-4770634.3369141,0.737988516760701,0.635449461552054,NA,NA,NA,6.06942954631996,35.7249696990814,2.42321485902295,254.077246810004
"2014-01-18",811.07,7266.92,597.214,282.181,NA,NA,NA,NA,515.734,128.822,NA,NA,4890.34,25312.4,1940.81,14.7332,28971.9,110.223,205309,111.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18833,0.0589008886437612,0.0436386501781597,0.00928813373717973,-0.0270156791708154,-0.0310780864547806,-0.0163089420836684,-0.0129510095994703,0.0149539493442788,0.0279226095574612,0.371454563286067,NA,NA,NA,NA,0.73632855363902,0.635868667316015,NA,NA,NA,6.02949190575413,35.7205913176421,2.3929007360647,253.133514986376
"2014-01-19",822.252,8159.38,606.723,331.493,NA,NA,NA,NA,531.385,133.85,NA,NA,4959.44,24523.9,1967.19,9.43717,29274,163.445,209451,92.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21258,0.0438725057170371,0.0339676887377592,0.0137867261765321,0.0232029128702374,-0.0136014107654843,-0.0177198253462911,-0.00274706282587272,0.00247860632343301,0.0294647172093279,0.264466165136035,60637,-6979.64681126014,6.7,-20553303.8196139,0.737879628143197,0.646255649119735,NA,NA,NA,6.03153291205129,35.6022241356664,2.39244173319128,254.728477401089
"2014-01-20",833.578,10419.8,611.841,186.079,NA,NA,NA,NA,530.01,285.024,NA,NA,5043.43,20995.9,1949.1,53.61,29335.4,114.68,210717,144.73,0.73923,0.60909,1.0965,104.237999,1.1397,6.0403,33.607498,NA,NA,NA,NA,NA,NA,NA,18696,0.0390456790123456,0.0232431758035841,0.0137743660094473,0.0277509955984069,0.0372968842940446,-1.43955661656897e-05,-0.00418953869678714,0.0108386689949554,-0.0482552789201705,0.389484247040017,NA,NA,NA,NA,0.733993699449842,0.635825321685553,NA,NA,NA,6.05033962028748,35.1921475854689,2.33823349464597,252.786181976972
"2014-01-21",829.177,5452.49,610.255,240.359,NA,NA,NA,NA,523.899,234.348,NA,NA,5007,17307.4,1963.61,113.194,29240,147.503,208041,150.77,0.73806,0.60886,1.09524,104.224998,1.1358,6.0428,33.745399,NA,NA,NA,22.380459,37.258232,61.344387,1350.650024,12801,0.0207917398934801,0.00411371757779106,-0.00527964989479083,0.00842199228460383,0.0223248301626246,0.0318203199080147,-0.00529396945740713,-0.0454835337888862,-0.115098070813328,0.340248660845615,137918,14536.3209244964,7.25,-19073535.7783301,0.735976757676588,0.631830115885993,NA,NA,NA,6.03851771093506,35.2638821385543,2.36814335178134,250.90059179162
"2014-01-22",828.741,7102.44,607.285,248.14,NA,NA,950,0.03,518.101,288.702,NA,NA,4981.46,15876.8,1938.98,52.8589,29123.3,170.863,206948,124.17,0.73751,0.60697,1.0968,104.223,1.1356,6.0406,33.9552,NA,NA,NA,22.399055,37.75526,61.344387,1346.290039,14831,0.0245398773006135,0.00702632064782602,-0.000525822592763711,-0.00580269632835798,0.00789174121802079,0.0217872686697818,0.0312777654721343,-0.0263073177838455,-0.0548139716834588,0.318217607283798,NA,NA,NA,NA,0.732780205154566,0.62516636681424,NA,1.14631712440919,NA,6.01087673953624,35.1416184308487,2.3396694504073,249.713722381299
"2014-01-23",813.201,8039.86,605.241,186.775,NA,NA,NA,NA,520.628,190.423,NA,NA,4945.33,16502.5,1910.17,71.9596,28726.8,209.493,206205,133.49,0.73843,0.60379,1.1102,104.635002,1.1306,6.0413,33.922199,NA,NA,NA,22.222391,36.826855,60.93317,1344.130005,15873,0.036006399360064,0.000180767116616984,-0.0187513348561251,-0.019267297573377,-0.0244452228825616,-0.0110075743202813,0.00262739344322928,-0.0103576435539459,0.0176206326959656,0.254751989285555,90158,1557.03045221159,8.93333333333333,-16916595.1461699,0.744269866859485,0.640220560476438,NA,NA,NA,6.08131323006243,35.3255837117761,2.34895185815069,253.571995115599
"2014-01-24",786.362,14528.6,589.896,461.408,NA,NA,NA,NA,509.528,301.672,NA,NA,4719.48,34010,1902.7,100.289,27885.9,382.877,198494,149.53,0.73051,0.60115,1.11129,103.370003,1.1415,6.0418,34.065201,NA,NA,NA,21.720293,35.860939,59.260887,1319.48999,33121,0.0748787940355113,-0.00477642612435491,-0.0330041404277664,-0.0511366035950919,-0.0516355374063681,-0.0566425697415239,-0.043648419219412,-0.046275577095439,-0.0412780001438641,0.198273208522414,NA,NA,NA,NA,0.750158324028882,0.647956030428734,NA,NA,NA,6.00166335606247,35.461911943863,2.41962353216458,252.420640875322
"2014-01-25",799.003,8990.86,589.809,191.338,NA,NA,NA,NA,510.324,218.809,NA,NA,4797.3,26328.8,1895.41,17.85,28102.5,153.904,201561,116.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21917,0.0640650406504065,0.0395968475712858,0.016075293567085,-0.0174593981069871,-0.0358833459428216,-0.0363903002615847,-0.041477822111428,-0.0454935878674209,-0.0310887175009701,0.10869161005284,79323,-1500.0241374575,9.45,-3432975.16546724,0.738181208330882,0.638700981097693,NA,NA,NA,6.00410761912033,35.1719580527232,2.37221887777643,252.265636048926
"2014-01-26",812.115,10293.7,601.2,236.821,NA,NA,NA,NA,525.333,178.838,NA,NA,4916.05,31400.6,1885.29,53.2718,28701.3,186.959,205904,113.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23254,0.0506315814790108,0.0381682397197441,0.0164104515252133,0.0327495479181345,-0.00133546318806791,-0.0200617563267655,-0.0205770299948021,-0.0257620652838926,-0.0651246477446448,0.121149871817704,NA,NA,NA,NA,0.74028924474982,0.646870209268392,NA,NA,NA,6.05339145318089,35.3414233205888,2.32145693651761,253.540446857896
"2014-01-27",789.008,20075.7,578.699,632.459,NA,NA,NA,NA,511.35,279.758,NA,NA,4922.33,35412.1,1921.64,53.8315,27799.3,409.706,196904,171.5,0.73057,0.60641,1.1062,102.050003,1.1501,6.0389,34.5037,NA,NA,NA,21.571529,35.720261,58.986748,1306.880005,35550,0.141678129298487,0.0226677042564841,-0.0284528668969296,-0.0125093397646817,0.00336486249335557,-0.0297503323286617,-0.047943808741211,-0.0181656184747251,-0.0729898535127335,0.111269482229728,115128,-4056.27756649588,8.8,19654899.7660379,0.733451371849208,0.648092288037637,NA,NA,NA,6.23863129397927,35.2332295743516,2.43551396183562,249.55893983331
"2014-01-28",767.947,15956.9,581.322,540.098,NA,NA,NA,NA,500.425,300.169,NA,NA,4770.31,52371.9,1893.31,61.0831,26858.1,408.615,197455,137.32,0.73128,0.60332,1.11146,102.661003,1.1452,6.0381,34.615398,NA,NA,NA,21.729593,35.945332,59.498478,1296.119995,31374,0.106359671587931,0.0273326154018441,-0.0266930119846694,-0.054386386164521,-0.0388684397930922,-0.0234179678061757,-0.0556492183359342,-0.0531680372840816,-0.0654304671223007,0.0725816363585575,NA,NA,NA,NA,0.756981927138201,0.65164002203277,NA,NA,NA,6.21176982265703,34.9738979382692,2.4654175353247,257.120608583665
"2014-01-29",788.027,6350.39,586.711,240.563,NA,NA,NA,NA,505.284,229.551,NA,NA,4806.53,29112.4,1990.14,62.168,27477.3,186.517,199952,120.42,0.73233,0.6035,1.1146,103.231003,1.1379,6.0409,34.588299,NA,NA,NA,21.534334,35.429546,58.83139,1283.869995,14229,0.0376134889753567,0.0406750022524609,0.0261476377927123,-0.00124333340092875,-0.0296608238980932,-0.0137371198856575,0.00211734544649929,-0.0416234925545939,-0.0442562130313869,0.0809638904587629,68971,-2942.7228870477,8.15,-20708431.4323933,0.744531595998614,0.641201380155756,NA,NA,NA,6.09944836915486,34.8684753187391,2.52547184296985,253.737498842045
"2014-01-30",786.36,12110.1,587.927,374.275,NA,NA,NA,NA,503.656,325.706,NA,NA,4822.49,18557,1925.97,93.9896,27714.5,252.23,199711,150.74,0.73214,0.6039,1.1181,102.300003,1.143,6.0456,35.001499,NA,NA,NA,21.7017,35.757774,59.132954,1303.390015,25883,0.0686922060766182,0.0266709903860827,-0.00211540975118877,0.0239769150735663,-0.00335611299251722,-0.0317134888531797,-0.0158234699994869,-0.0566449690370907,-0.0605971914441186,0.0792901357416379,NA,NA,NA,NA,0.747656289740068,0.640490360649067,NA,NA,NA,6.13267460196348,35.2440358105702,2.44922173050511,253.968920087492
"2014-01-31",796.212,4327.12,592.76,198.438,NA,NA,NA,NA,509.358,258.038,NA,NA,4866.29,17108.2,1869.12,98.9501,27903.3,177.697,200678,121.94,0.73753,0.60612,1.11559,102.758003,1.1369,6.051,34.903301,NA,NA,NA,21.525038,35.814037,58.127762,1314.5,11516,0.0219121298243692,0.0198941990324185,0.0125286128490767,0.0103866999480982,0.0368059254089149,0.00913045241619851,-0.0195822020280379,-0.0397562884643448,-0.0448397893448818,0.0798481562704706,65104,4770.28895143374,7.38333333333333,-10772723.1445952,0.744475089549015,0.639726605476933,NA,NA,NA,6.11180188191085,35.045063375081,2.34751548582538,252.040913726495
"2014-02-01",805.831,6154.16,599.214,229.58,NA,NA,NA,NA,517.9,184.177,NA,NA,4921.85,20378.8,1836.08,36.167,27947.7,164.128,203449,145.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13694,0.032303512634577,0.0266656408105422,0.0120809533139415,0.0247609237499364,0.0225931344991986,0.049331529389398,0.0213217102995153,-0.0276443424423312,0.00276876977026058,0.0516046859727491,NA,NA,NA,NA,0.743597602971343,0.642690588969647,NA,NA,NA,6.10779431419243,34.6818377550628,2.27849263679357,252.471051622487
"2014-02-02",801.998,4612.22,603.983,150.366,NA,NA,NA,NA,525.162,190.704,NA,NA,4968.71,19999.9,1867.84,10.1176,28059.6,72.7034,206161,132.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9519,0.0315403577523545,0.0126795827421016,-0.00475658047406959,0.00726690881323072,0.019886565949438,0.0177290879627221,0.0443402995258788,-0.0137764218194517,-0.011185224456582,0.0164250644455654,57119,-8279.93954626134,7.01666666666667,-14161860.2921366,0.753097888024658,0.654817094306968,NA,NA,NA,6.19541445240512,34.9871196686276,2.32898336404829,257.059244536769
"2014-02-03",797.536,5517.27,598.11,208.415,NA,NA,930,1.07527,518.585,210.856,NA,NA,4911.29,18093.3,1890.32,39.7079,27865.1,207.911,203886,129.63,0.74139,0.60835,1.11223,102.192001,1.142,6.051,35.150002,NA,NA,NA,21.088024,34.801231,56.939796,1284.670044,9748,0.0355446206728106,0.00978137664005127,-0.00556360489677044,-0.0102937216364226,0.0016628737070026,0.0142123200569713,0.012066845425347,0.0142097405520612,-0.0300589113799663,-0.00147987149406927,NA,NA,NA,NA,0.749947337800425,0.650233970629539,NA,1.16609156201099,NA,6.15807938450427,34.938987080207,2.37020021666734,255.644886249649
"2014-02-04",802.967,4186.23,595.764,292.621,NA,NA,NA,NA,520.125,248.296,NA,NA,4906.79,12771.2,1902.35,82.5988,28043.3,145.358,202025,148.01,0.73937,0.61316,1.1107,101.141998,1.1428,6.051,35.392399,NA,NA,NA,21.218201,35.50457,57.597744,1292.640015,8877,0.0224264831179717,0.0155224311833488,0.00680972394976533,0.00120823243948231,-0.00355409508941705,0.00848392136767594,0.0211188259830103,0.00496118287415684,-0.0367224182979877,-0.0832056466805657,104042,6797.45334694482,8.41666666666667,-4713694.56135666,0.741953280769944,0.647753892750263,NA,NA,NA,6.1108239815584,34.9245983956999,2.36915091155676,251.598135415279
"2014-02-05",794.641,5988.46,593.899,229.846,NA,NA,NA,NA,511.427,201.534,NA,NA,4922.29,12327.4,1903.83,61.3396,27867.8,426.364,200573,131.85,0.73987,0.61235,1.1083,101.689003,1.1218,6.051,34.9632,NA,NA,NA,21.208904,35.373283,57.716537,1292.310059,29341,0.0278407044839854,0.0024325450108917,-0.0103690438087742,-0.00362993018496968,-0.0091733395843881,-0.0138862863305086,-0.00197309259342992,-0.0215166571236833,-0.0416509382194635,-0.151955066396166,NA,NA,NA,NA,0.747380263540391,0.643595032222098,NA,NA,NA,6.1943569486095,35.06967297182,2.39583661049455,252.407061805268
"2014-02-06",775.198,8828.63,580.94,587.68,NA,NA,NA,NA,500.274,312.762,NA,NA,4817.81,26073.4,1894.72,53.5607,27016.3,606.008,197234,156.62,0.73882,0.61248,1.10775,101.466003,1.12,6.051,34.845798,NA,NA,NA,21.515736,36.114128,58.740013,1305.439941,26056,0.0381578947368421,-0.00727685055946992,-0.0244676526884467,-0.0345829903345966,-0.0280087670023672,-0.0334165421858908,-0.0380141741878881,-0.0175029910976822,-0.0646076397813068,-0.115880210127258,211531,7349.75429327227,7.55,28527899.4531726,0.749408538205723,0.645349962203205,NA,NA,NA,6.21494121501861,34.8508381084575,2.44417555256851,254.430480986793
"2014-02-07",723.555,30461.4,537.294,1448.69,NA,NA,831.394,1.38223,477.599,447.468,NA,NA,4582.78,74370.3,1794.6,135.689,25770.7,770.121,184244,199.31,0.73572,0.61267,1.10689,102.039001,1.1173,6.051,34.662102,NA,NA,NA,21.785381,36.32045,59.507622,1325.52002,56623,0.132894542227481,-0.0127813365950065,-0.0666191089244297,-0.0894567483932996,-0.0988982112589933,-0.0927619568270272,-0.0978094708465608,-0.0578060725544862,-0.110238428137693,-0.0945602662929223,NA,NA,NA,NA,0.742575201608724,0.660072834822508,NA,1.14904050141316,NA,6.33369958054329,35.6167810325407,2.48025374712358,254.637173400778
"2014-02-08",709.135,11192.6,520.79,366.531,NA,NA,NA,NA,470.662,226.687,NA,NA,4559.22,37627.2,1714.03,54.8666,25904.2,203.918,180813,136.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20607,0.0563768115942029,0.00753735184414819,-0.0199293764814008,-0.0852208081032201,-0.107603307657168,-0.116856608054876,-0.110842645347671,-0.100113320990271,-0.0982079500281041,-0.13543212239658,74123,5693.91874192363,8.35,3200764.29803938,0.734401771171921,0.663712833240497,NA,NA,NA,6.42926946209114,36.5292927298751,2.41707150260529,254.976837978664
"2014-02-09",697.437,12310.7,518.365,449.101,NA,NA,NA,NA,465.643,186.747,NA,NA,4496.88,34626.7,1652.93,35.6358,25624.5,152.138,178428,168.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19614,0.0879284649776453,0.029916680646424,-0.0164961537647979,-0.036096772187325,-0.100311146313587,-0.122324420713253,-0.131425077244768,-0.113081794597894,-0.127115918213073,-0.15425276484284,NA,NA,NA,NA,0.743242758844168,0.667648834231622,NA,NA,NA,6.447722159851,36.7409529462876,2.37000617976964,255.833860262647
"2014-02-10",648.052,50022.8,499.66,1454.28,NA,NA,NA,NA,444.365,489.021,NA,NA,4168.26,70490.5,1577.18,126.521,23270.9,491.313,171604,274.97,0.73425,0.60937,1.10369,102.524002,1.1177,6.0534,34.708,NA,NA,NA,21.776085,35.917198,59.306583,1331.339966,54413,6.05747058823529,0.0346037046409855,-0.0708092630588856,-0.0861373363322921,-0.104350049408822,-0.164017451025415,-0.184471981687328,-0.186081093979995,-0.202019418432119,-0.253987622713794,120714,2946.19528798005,8.16666666666667,80323387.1374731,0.771018375068667,0.685693432008542,NA,NA,NA,6.43198385314759,35.909001129539,2.43372445421046,264.799738292606
"2014-02-11",667.154,27915.7,498.519,1109.35,NA,NA,NA,NA,462.85,275.984,NA,NA,4279.56,64217.1,1614.74,127.113,24180.3,125.896,173914,202.35,0.73281,0.60943,1.1056,102.133003,1.11786,6.0494,34.728802,NA,NA,NA,22.036432,36.69556,60.247807,1347.369995,37609,0.143297675849153,0.0928376356883119,0.0294760297013202,-0.0434204092986177,-0.0592002933150951,-0.0779498448632101,-0.139376004582055,-0.172091915054149,-0.154439498712307,-0.216156835837449,NA,NA,NA,NA,0.747232273208285,0.693767855697485,NA,NA,NA,6.41465089019927,36.2439556684064,2.42034073092569,260.680442596462
"2014-02-12",650.966,9757.08,490.609,578.005,NA,NA,NA,NA,442.497,291.148,NA,NA,4043.4,60791.9,1622.57,66.0789,23507.4,55.1613,167257,142.05,0.73319,0.60795,1.10084,102.519997,1.1085,6.0506,34.724899,NA,NA,NA,22.08292,36.704937,60.348331,1350.130005,18188,0.0632911392405063,0.00744432120878818,-0.0242642628238757,0.0044965527457673,-0.0666311078993515,-0.0820281046627229,-0.100322712164245,-0.188319671620129,-0.152329522740502,-0.207792998033374,100662,-8405.30214566828,7.36666666666667,-38647758.7908131,0.753663017730573,0.679754395774895,NA,NA,NA,6.21138431193027,36.1115634303481,2.49255721496975,256.936614201049
"2014-02-13",617.262,18168,476.058,931.419,NA,NA,NA,NA,424.524,447.517,NA,NA,3944.53,62497.6,1633.29,98.627,22713.4,91.924,155038,152.56,0.73583,0.60205,1.09939,102.469002,1.1081,6.0524,34.797199,NA,NA,NA,22.175903,36.742447,60.531094,1364.859985,26943,0.12721254956042,0.00474676879509827,-0.0517753615396197,-0.0747833333832969,-0.0475116194379465,-0.114956619737697,-0.12955643142702,-0.226038699193516,-0.216699427811484,-0.251365344801866,NA,NA,NA,NA,0.771241385343663,0.687753336508646,NA,NA,NA,6.39036584140932,36.7970165019068,2.64602389260962,251.170491622682
"2014-02-14",603.478,51933.8,479.521,1789.82,NA,NA,NA,NA,409.185,465.955,NA,NA,3755.65,147259,1608.93,98.4056,21801.2,269.881,163829,271.12,0.73106,0.60034,1.09773,102.188004,1.1133,6.0536,35.079399,NA,NA,NA,22.287479,37.192585,60.759544,1367.310059,81209,0.369781312127237,0.118874258879363,-0.0223308740858825,-0.0729500465462099,-0.0954442302676744,-0.0687815175325438,-0.134720412022878,-0.248439848711093,-0.232567780660257,-0.279072017775973,143739,10685.0390295643,6.63333333333333,63782813.154966,0.794595660488038,0.678044601460202,NA,NA,NA,6.22334202738128,36.1259233973732,2.66609553289432,271.474685075512
"2014-02-15",636.449,8928.89,482.881,410.311,NA,NA,NA,NA,415.205,187.945,NA,NA,3953.13,51450,1661.42,24.0185,23519,25.1337,165398,124.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27849,0.0551930922190062,0.0730961946676011,0.0546349659805329,0.0310840453486526,-0.0223007038770075,-0.0460238565608541,-0.0179044274224909,-0.199073543902215,-0.200653845960624,-0.236496359121391,NA,NA,NA,NA,0.758711224308625,0.652377488219795,NA,NA,NA,6.2112282366694,36.9534715271766,2.61045268356145,259.87628231013
"2014-02-16",604.443,21554.2,459.727,911.966,NA,NA,NA,NA,406.831,222.727,NA,NA,3892.24,63635.8,1582.13,25.981,22606.5,86.1883,158410,173.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39741,0.173466615961319,0.0191101559617698,-0.0502883970278844,0.0015990640918145,-0.0207675184929575,-0.0714676342543236,-0.0939977876172518,-0.220272756121662,-0.249913443389495,-0.247836626406473,98731,-11335.3316250061,6.55,-27182706.3392103,0.760579574914425,0.673067601080664,NA,NA,NA,6.43938303529034,37.4005489351353,2.61750074035103,262.075993931603
"2014-02-17",617.221,14737.7,469.42,886.995,NA,NA,NA,NA,417.397,322.322,NA,NA,3864.59,63057.7,1595.2,61.8698,23224.8,107.36,161890,160.7,0.72993,0.59661,1.0973,101.564003,1.1038,6.0569,35.0825,NA,NA,NA,NA,NA,NA,NA,50000,0.0893209449774885,0.0673292062324516,0.0211401240480906,-0.0302113759311429,0.0227729925531669,-6.64223619790947e-05,-0.051838344859793,-0.146960493673598,-0.230395836398595,-0.239004031711196,NA,NA,NA,NA,0.760537959661126,0.676252104189585,NA,NA,NA,6.26127432475564,37.6280133047968,2.58448756604199,262.288548186144
"2014-02-18",612.591,8001.04,465.248,509.404,NA,NA,715,2.02926,398.751,242.257,NA,NA,3879.51,51461.6,1571.93,128.855,23048.9,50.0755,159933,137.97,0.72969,0.59809,1.0956,102.061996,1.10626,6.0541,35.194801,NA,NA,NA,22.380459,36.845612,61.280411,1368.27002,32052,0.0513853787320984,0.0273869514896563,-0.00750136498920159,0.0134801792724873,-0.037486114362659,0.0151007990349276,-0.00756728909280004,-0.136143329549381,-0.231895488103358,-0.254983873557012,117629,5599.34378548875,8.4,-29149442.6411781,0.759475735033652,0.650925331909871,NA,1.16717353013675,NA,6.33295298167946,37.6252671031732,2.56603508703197,261.076313559945
"2014-02-19",609.939,5630.33,460.088,379.263,NA,NA,NA,NA,394.829,315.771,NA,NA,3830.08,26287,1545.47,110.204,22986.1,93.3634,158348,140.9,0.72664,0.5993,1.09514,102.332001,1.1086,6.0574,35.418499,NA,NA,NA,22.259586,36.592403,60.869205,1360.73999,12072,0.0204112013497195,0.00708103597244964,-0.00432915272996182,-0.011798043164442,0.00909266878762759,-0.041652983978292,0.0107062726395991,-0.125456492844515,-0.240393440826335,-0.268288030634206,NA,NA,NA,NA,0.754318054756295,0.647325388276533,NA,NA,NA,6.27944761689284,37.6858997375147,2.53381075812499,259.612846530555
"2014-02-20",582.507,22839.9,435.182,1601,NA,NA,700,0.0714286,371.56,392.16,NA,NA,3682.25,53492.8,1474.65,165.934,22195.8,134.423,151169,182.46,0.72831,0.59967,1.107,102.310997,1.1112,6.0665,35.7281,NA,NA,NA,22.361864,36.723694,61.079372,1366.400024,52979,0.156519699812383,0.0111346301417837,-0.0449749893022089,-0.0491094384344531,-0.0562424156015431,-0.0362912631960334,-0.0847546307716722,-0.101141575058792,-0.266955769964047,-0.297487749901408,98806,618.995115358557,8.41666666666667,8402247.5274085,0.747084584391261,0.637863579321794,NA,1.20170229713978,NA,6.32138326234706,38.1039197812215,2.53155756068167,259.514477937604
"2014-02-21",547.344,23304.3,410.525,1147.17,NA,NA,642.333,0.860009,362.358,286.711,NA,NA,3489.04,140751,1431.72,82.5215,21217.4,88.361,144284,155.65,0.7288,0.60018,1.11037,102.311996,1.1099,6.0735,35.719799,NA,NA,NA,22.371161,36.976898,61.198177,1359.97998,48534,0.12029127573169,-0.0118883188634569,-0.0603649398204655,-0.102625016600021,-0.106509889959206,-0.113212285388864,-0.0944654830976617,-0.179583724297538,-0.293930066899037,-0.339547578797236,NA,NA,NA,NA,0.75003105907802,0.662029729018679,NA,1.17354533894589,NA,6.37449209272414,38.7642871758894,2.61575901078663,263.607530182116
"2014-02-22",570.303,18445.8,431.377,1080.23,NA,NA,NA,NA,369.911,213.683,NA,NA,3536.96,87711.2,1461.95,25.0222,21823,70.1566,146483,129.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48151,0.122631890843373,0.109864405412561,0.0419461983688502,-0.0209508211918483,-0.0649835475350813,-0.0690313765628291,-0.0760149120007258,-0.123912769637738,-0.211804216680142,-0.298693680898081,81003,-4996.64020986531,8.21666666666667,-15143966.5954016,0.756399668246529,0.648621872934212,NA,NA,NA,6.20189618501042,38.2656237123073,2.56346187903623,256.85118261696
"2014-02-23",611.126,15068.8,451.693,1061.68,NA,NA,NA,NA,396.975,201.306,NA,NA,3785.79,141902,1467.98,29.7418,23097.3,90.0054,154652,129.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66152,0.076200924103237,0.0973727185555842,0.0715812471615965,0.116530006723377,0.0491307400597762,0.00194609624896918,-0.00239148142888164,-0.00994067349034927,-0.138209226733979,-0.222843931929569,NA,NA,NA,NA,0.739115992446729,0.649579628423599,NA,NA,NA,6.19477816358656,37.7946610028047,2.402090567248,253.060743610974
