temperature,dewPoint,precipitation,windChill,visibility,humidity,windDir,pressure,windSpeed,time,Date,conditions,events,gustSpeed
39.0,36.0,0.02,28.8,4.0,89%,ENE,29.98,21.9,10:54 PM,"Sunday, January 22, 2017",,,"
  -
"
39.9,35.1,0.00,30.2,10.0,83%,ENE,29.97,20.7,11:38 PM,"Sunday, January 22, 2017",,,"
  -
"
39.9,35.1,0.00,30.5,10.0,83%,ENE,29.97,19.6,11:54 PM,"Sunday, January 22, 2017",,,"
  -
"
39.9,35.1,N/A,30.5,10.0,83%,NE,29.97,19.6,12:42 AM,"Monday, January 23, 2017",,,"
  -
"
39.9,35.1,N/A,30.2,10.0,83%,ENE,29.97,20.7,12:54 AM,"Monday, January 23, 2017",,,"
  -
"
39.0,36.0,0.00,28.5,7.0,89%,ENE,29.98,23.0,1:19 AM,"Monday, January 23, 2017",,,28.8
39.0,35.1,0.00,28.8,10.0,86%,ENE,29.99,21.9,1:54 AM,"Monday, January 23, 2017",,,"
  -
"
39.0,33.1,N/A,29.0,10.0,79%,ENE,30.00,20.7,2:39 AM,"Monday, January 23, 2017",,,"
  -
"
39.0,33.1,N/A,28.8,10.0,79%,ENE,30.00,21.9,2:54 AM,"Monday, January 23, 2017",,,"
  -
"
39.0,32.0,N/A,28.0,10.0,76%,ENE,30.01,25.3,3:01 AM,"Monday, January 23, 2017",,,"
  -
"
37.9,32.0,N/A,26.8,10.0,79%,ENE,30.01,24.2,3:09 AM,"Monday, January 23, 2017",,,"
  -
"
37.9,32.0,N/A,26.6,10.0,79%,ENE,30.00,25.3,3:28 AM,"Monday, January 23, 2017",,,31.1
37.9,30.9,N/A,27.1,10.0,76%,NE,30.01,23.0,3:54 AM,"Monday, January 23, 2017",,,31.1
37.9,33.1,0.00,26.3,8.0,83%,ENE,29.98,26.5,4:37 AM,"Monday, January 23, 2017",,,34.5
37.0,33.1,0.00,25.1,10.0,86%,NE,29.98,26.5,4:54 AM,"Monday, January 23, 2017",,,33.4
36.0,32.0,0.00,25.6,6.0,86%,NE,30.02,18.4,5:33 AM,"Monday, January 23, 2017",,,"
  -
"
36.0,34.0,0.00,25.0,10.0,93%,NE,30.03,20.7,5:54 AM,"Monday, January 23, 2017",,,29.9
36.0,33.1,0.01,24.7,4.0,89%,NE,30.03,21.9,6:12 AM,"Monday, January 23, 2017",,,29.9
36.0,34.0,0.02,25.0,9.0,93%,NE,30.02,20.7,6:32 AM,"Monday, January 23, 2017",,,29.9
36.0,33.1,0.02,24.7,7.0,89%,ENE,30.01,21.9,6:54 AM,"Monday, January 23, 2017",,,29.9
37.9,32.0,0.00,26.8,10.0,79%,ENE,30.03,24.2,7:54 AM,"Monday, January 23, 2017",,,31.1
35.1,32.0,0.00,22.7,4.0,89%,ENE,30.06,25.3,9:30 AM,"Monday, January 23, 2017",,,32.2
36.0,34.0,0.01,25.0,10.0,93%,ENE,30.07,20.7,9:54 AM,"Monday, January 23, 2017",,,"
  -
"
36.0,34.0,0.01,25.0,4.0,93%,ENE,30.04,20.7,10:54 AM,"Monday, January 23, 2017",,,33.4
37.0,34.0,0.00,24.9,9.0,89%,ENE,30.03,27.6,11:10 AM,"Monday, January 23, 2017",,,32.2
36.0,34.0,0.00,23.9,6.0,93%,ENE,30.02,25.3,11:54 AM,"Monday, January 23, 2017",,,32.2
37.0,34.0,0.00,25.9,10.0,89%,ENE,30.00,23.0,12:39 PM,"Monday, January 23, 2017",,,29.9
37.0,33.1,0.00,25.9,7.0,86%,ENE,29.99,23.0,12:54 PM,"Monday, January 23, 2017",,,31.1
37.0,33.1,0.00,25.4,10.0,86%,ENE,29.98,25.3,1:43 PM,"Monday, January 23, 2017",,,"
  -
"
37.0,33.1,0.00,25.1,10.0,86%,ENE,29.98,26.5,1:54 PM,"Monday, January 23, 2017",,,31.1
37.0,32.0,N/A,24.7,10.0,82%,ENE,29.96,28.8,2:04 PM,"Monday, January 23, 2017",,,39.1
37.0,32.0,0.00,24.9,10.0,82%,ENE,29.96,27.6,2:54 PM,"Monday, January 23, 2017",,,34.5
36.0,33.1,0.00,23.7,6.0,89%,ENE,29.97,26.5,3:33 PM,"Monday, January 23, 2017",,,34.5
36.0,34.0,0.01,24.7,4.0,93%,ENE,29.96,21.9,3:54 PM,"Monday, January 23, 2017",,,36.8
37.0,34.0,0.00,24.7,7.0,89%,ENE,29.94,28.8,4:54 PM,"Monday, January 23, 2017",,,38.0
37.9,33.1,0.00,25.7,10.0,83%,ENE,29.92,29.9,5:54 PM,"Monday, January 23, 2017",,,36.8
37.0,34.0,0.00,24.7,10.0,89%,ENE,29.88,28.8,6:54 PM,"Monday, January 23, 2017",,,39.1
37.0,35.1,0.00,23.9,6.0,93%,ENE,29.88,33.4,7:54 PM,"Monday, January 23, 2017",,,42.6
37.0,35.1,0.01,24.7,1.8,93%,ENE,29.87,28.8,8:41 PM,"Monday, January 23, 2017",,,40.3
37.9,36.0,0.03,25.5,1.5,93%,ENE,29.87,31.1,8:54 PM,"Monday, January 23, 2017",,,39.1
37.0,36.0,0.02,24.7,2.0,96%,ENE,29.86,28.8,9:07 PM,"Monday, January 23, 2017",,,39.1
37.0,36.0,0.02,24.1,2.0,96%,ENE,29.87,32.2,9:13 PM,"Monday, January 23, 2017",,,43.7
37.0,36.0,0.06,24.9,2.5,96%,NE,29.85,27.6,9:44 PM,"Monday, January 23, 2017",,,39.1
37.0,36.0,0.07,24.5,2.5,96%,NE,29.85,29.9,9:54 PM,"Monday, January 23, 2017",,,39.1
37.0,35.1,0.04,24.3,4.0,93%,NE,29.82,31.1,10:39 PM,"Monday, January 23, 2017",,,42.6
36.0,35.1,0.07,23.2,3.0,97%,NE,29.81,28.8,10:54 PM,"Monday, January 23, 2017",,,38.0
37.0,36.0,0.08,24.9,3.0,96%,NE,29.76,27.6,11:54 PM,"Monday, January 23, 2017",,,40.3
37.0,36.0,0.07,25.6,2.5,96%,NE,29.74,24.2,12:22 AM,"Tuesday, January 24, 2017",,,40.3
37.9,36.0,0.17,25.3,2.5,93%,NE,29.72,32.2,12:54 AM,"Tuesday, January 24, 2017",,,40.3
37.0,36.0,0.04,24.3,3.0,96%,NE,29.71,31.1,1:10 AM,"Tuesday, January 24, 2017",,,41.4
37.9,36.0,0.10,25.3,3.0,93%,NE,29.69,32.2,1:54 AM,"Tuesday, January 24, 2017",,,42.6
37.9,36.0,0.02,25.1,2.5,93%,NE,29.68,33.4,2:12 AM,"Tuesday, January 24, 2017",,,46.0
37.9,37.0,0.11,24.9,3.0,97%,NE,29.66,34.5,2:45 AM,"Tuesday, January 24, 2017",,,47.2
37.9,37.0,0.13,25.3,3.0,97%,NE,29.64,32.2,2:54 AM,"Tuesday, January 24, 2017",,,47.2
37.9,37.0,0.10,24.9,2.5,97%,NE,29.62,34.5,3:46 AM,"Tuesday, January 24, 2017",,,44.9
37.9,37.0,0.12,24.2,3.0,97%,NE,29.62,39.1,3:54 AM,"Tuesday, January 24, 2017",,,47.2
37.9,37.0,0.06,25.5,2.5,97%,NE,29.61,31.1,4:12 AM,"Tuesday, January 24, 2017",,,48.3
39.0,37.0,0.10,26.6,3.0,93%,NE,29.58,33.4,4:30 AM,"Tuesday, January 24, 2017",,,49.5
39.0,37.0,0.10,26.4,3.0,93%,NE,29.59,34.5,4:42 AM,"Tuesday, January 24, 2017",,,49.5
39.0,37.0,0.11,27.2,2.5,93%,NE,29.58,29.9,4:54 AM,"Tuesday, January 24, 2017",,,47.2
39.0,37.0,0.08,27.4,2.0,93%,NE,29.55,28.8,5:54 AM,"Tuesday, January 24, 2017",,,46.0
39.0,37.0,0.00,26.6,4.0,93%,NE,29.55,33.4,6:01 AM,"Tuesday, January 24, 2017",,,46.0
39.9,37.9,0.01,28.8,3.0,93%,NE,29.52,27.6,6:54 AM,"Tuesday, January 24, 2017",,,46.0
39.9,37.9,0.00,28.4,2.5,93%,NE,29.52,29.9,7:11 AM,"Tuesday, January 24, 2017",,,43.7
39.9,39.0,0.02,28.4,2.5,97%,NE,29.52,29.9,7:18 AM,"Tuesday, January 24, 2017",,,41.4
39.2,39.2,0.02,27.4,3.0,100%,NNE,29.50,29.9,7:48 AM,"Tuesday, January 24, 2017",,,38.0
39.9,39.0,0.02,28.6,3.0,97%,NNE,29.50,28.8,7:54 AM,"Tuesday, January 24, 2017",,,40.3
41.0,39.2,0.01,30.5,1.5,93%,NNE,29.49,26.5,8:52 AM,"Tuesday, January 24, 2017",,,41.4
41.0,39.9,0.01,30.2,1.5,96%,NNE,29.49,27.6,8:54 AM,"Tuesday, January 24, 2017",,,41.4
41.0,39.9,0.01,30.0,1.2,96%,NNE,29.46,28.8,9:44 AM,"Tuesday, January 24, 2017",,,39.1
41.0,39.9,0.01,30.5,1.2,96%,NNE,29.46,26.5,9:54 AM,"Tuesday, January 24, 2017",,,36.8
41.0,39.9,0.00,29.8,1.2,96%,NNE,29.45,29.9,10:03 AM,"Tuesday, January 24, 2017",,,36.8
41.0,41.0,0.01,30.0,1.5,100%,NNE,29.41,28.8,10:54 AM,"Tuesday, January 24, 2017",,,42.6
42.1,42.1,0.05,31.0,1.5,100%,NNE,29.35,32.2,11:54 AM,"Tuesday, January 24, 2017",,,41.4
42.1,42.1,0.00,31.0,2.5,100%,NNE,29.34,32.2,12:01 PM,"Tuesday, January 24, 2017",,,42.6
42.1,42.1,0.00,31.0,4.0,100%,NNE,29.34,32.2,12:12 PM,"Tuesday, January 24, 2017",,,39.1
42.1,42.1,0.00,31.7,4.0,100%,NNE,29.34,27.6,12:54 PM,"Tuesday, January 24, 2017",,,35.7
39.0,37.9,0.10,28.0,3.0,96%,North,29.32,25.3,1:54 PM,"Tuesday, January 24, 2017",,,32.2
39.0,37.9,0.01,27.6,2.0,96%,North,29.31,27.6,1:58 PM,"Tuesday, January 24, 2017",,,32.2
39.0,37.9,0.01,28.0,1.5,96%,North,29.31,25.3,2:00 PM,"Tuesday, January 24, 2017",,,32.2
39.0,39.0,0.16,28.0,2.5,100%,North,29.29,25.3,2:42 PM,"Tuesday, January 24, 2017",,,38.0
39.0,37.9,0.16,28.3,3.0,96%,North,29.29,24.2,2:47 PM,"Tuesday, January 24, 2017",,,34.5
39.0,37.9,0.16,29.0,5.0,96%,North,29.29,20.7,2:54 PM,"Tuesday, January 24, 2017",,,34.5
37.9,37.9,0.00,27.6,3.0,100%,North,29.29,20.7,3:54 PM,"Tuesday, January 24, 2017",,,33.4
37.9,37.9,0.00,27.1,2.5,100%,North,29.29,23.0,4:02 PM,"Tuesday, January 24, 2017",,,32.2
37.9,37.9,0.00,26.3,1.8,100%,North,29.28,26.5,4:35 PM,"Tuesday, January 24, 2017",,,32.2
37.0,37.0,0.00,26.4,1.8,100%,North,29.29,20.7,4:54 PM,"Tuesday, January 24, 2017",,,28.8
37.0,36.0,0.00,27.4,1.8,96%,North,29.30,17.3,5:54 PM,"Tuesday, January 24, 2017",,,25.3
36.0,36.0,0.00,26.0,2.5,100%,North,29.30,17.3,6:40 PM,"Tuesday, January 24, 2017",,,26.5
36.0,36.0,0.00,27.1,5.0,100%,NNW,29.30,13.8,6:43 PM,"Tuesday, January 24, 2017",,,26.5
36.0,35.1,0.00,26.3,5.0,97%,NNW,29.30,16.1,6:54 PM,"Tuesday, January 24, 2017",,,28.8
35.1,34.0,0.00,25.9,7.0,96%,NNW,29.29,13.8,7:54 PM,"Tuesday, January 24, 2017",,,"
  -
"
35.1,34.0,0.00,25.5,10.0,96%,NNW,29.29,15.0,8:54 PM,"Tuesday, January 24, 2017",,,25.3
36.0,34.0,N/A,25.6,10.0,93%,NNW,29.28,18.4,9:54 PM,"Tuesday, January 24, 2017",,,24.2
36.0,34.0,0.00,26.7,10.0,93%,NNW,29.28,15.0,10:32 PM,"Tuesday, January 24, 2017",,,24.2
36.0,35.1,0.00,26.7,10.0,97%,NNW,29.29,15.0,10:54 PM,"Tuesday, January 24, 2017",,,24.2
36.0,35.1,0.02,26.3,10.0,97%,NNW,29.28,16.1,11:54 PM,"Tuesday, January 24, 2017",,,24.2
37.0,36.0,N/A,28.5,10.0,96%,NNW,29.28,13.8,12:54 AM,"Wednesday, January 25, 2017",,,20.7
37.9,36.0,N/A,29.6,10.0,93%,NNW,29.31,13.8,1:54 AM,"Wednesday, January 25, 2017",,,20.7
37.9,36.0,N/A,30.0,10.0,93%,NNW,29.31,12.7,2:03 AM,"Wednesday, January 25, 2017",,,"
  -
"
37.9,36.0,N/A,29.6,10.0,93%,NW,29.32,13.8,2:54 AM,"Wednesday, January 25, 2017",,,"
  -
"
37.9,35.1,N/A,28.9,10.0,89%,NW,29.34,16.1,3:54 AM,"Wednesday, January 25, 2017",,,26.5
37.9,35.1,N/A,29.2,10.0,89%,NW,29.34,15.0,4:05 AM,"Wednesday, January 25, 2017",,,24.2
37.9,35.1,N/A,30.0,10.0,89%,WNW,29.35,12.7,4:37 AM,"Wednesday, January 25, 2017",,,"
  -
"
37.9,35.1,N/A,29.2,10.0,89%,WNW,29.36,15.0,4:54 AM,"Wednesday, January 25, 2017",,,24.2
37.9,34.0,N/A,30.0,10.0,86%,WNW,29.38,12.7,5:54 AM,"Wednesday, January 25, 2017",,,24.2
37.0,33.1,0.01,27.4,10.0,86%,WNW,29.41,17.3,6:43 AM,"Wednesday, January 25, 2017",,,"
  -
"
37.0,32.0,0.02,26.7,10.0,82%,WNW,29.42,19.6,6:54 AM,"Wednesday, January 25, 2017",,,26.5
37.0,28.9,0.00,27.0,10.0,73%,WNW,29.45,18.4,7:54 AM,"Wednesday, January 25, 2017",,,27.6
36.0,28.0,N/A,25.3,10.0,73%,WNW,29.47,19.6,8:54 AM,"Wednesday, January 25, 2017",,,32.2
37.9,28.9,N/A,27.3,10.0,70%,WNW,29.49,21.9,9:54 AM,"Wednesday, January 25, 2017",,,33.4
39.0,28.0,N/A,28.8,10.0,65%,WNW,29.49,21.9,10:54 AM,"Wednesday, January 25, 2017",,,33.4
39.9,28.0,N/A,29.7,10.0,63%,West,29.47,23.0,11:54 AM,"Wednesday, January 25, 2017",,,32.2
41.0,28.0,N/A,31.9,10.0,60%,WNW,29.49,19.6,12:54 PM,"Wednesday, January 25, 2017",,,27.6
42.1,27.0,N/A,32.6,10.0,55%,WNW,29.48,23.0,1:54 PM,"Wednesday, January 25, 2017",,,28.8
43.0,27.0,N/A,34.5,10.0,53%,WNW,29.52,19.6,2:54 PM,"Wednesday, January 25, 2017",,,26.5
44.1,28.0,N/A,37.1,10.0,53%,West,29.55,15.0,3:54 PM,"Wednesday, January 25, 2017",,,24.2
42.1,28.9,N/A,34.2,10.0,60%,WNW,29.55,16.1,4:54 PM,"Wednesday, January 25, 2017",,,25.3
39.9,28.9,N/A,32.1,10.0,65%,West,29.58,13.8,5:54 PM,"Wednesday, January 25, 2017",,,21.9
39.0,28.9,N/A,31.4,10.0,67%,West,29.60,12.7,6:54 PM,"Wednesday, January 25, 2017",,,"
  -
"
39.0,30.0,N/A,32.8,10.0,70%,WSW,29.61,9.2,7:54 PM,"Wednesday, January 25, 2017",,,"
  -
"
37.9,30.0,N/A,30.5,10.0,73%,SW,29.59,11.5,8:54 PM,"Wednesday, January 25, 2017",,,"
  -
"
37.9,30.9,N/A,30.9,10.0,76%,SW,29.59,10.4,9:54 PM,"Wednesday, January 25, 2017",,,"
  -
"
37.9,30.9,N/A,32.7,10.0,76%,SSW,29.58,6.9,10:54 PM,"Wednesday, January 25, 2017",,,"
  -
"
37.9,32.0,N/A,32.7,10.0,79%,SSW,29.57,6.9,11:54 PM,"Wednesday, January 25, 2017",,,"
  -
"
39.0,32.0,N/A,32.3,10.0,76%,SW,29.56,10.4,12:54 AM,"Thursday, January 26, 2017",,,"
  -
"
37.9,34.0,N/A,31.5,7.0,86%,SW,29.54,9.2,1:54 AM,"Thursday, January 26, 2017",,,"
  -
"
37.9,35.1,0.02,30.9,10.0,89%,South,29.52,10.4,2:54 AM,"Thursday, January 26, 2017",,,"
  -
"
39.0,36.0,N/A,32.8,10.0,89%,SSW,29.49,9.2,3:54 AM,"Thursday, January 26, 2017",,,"
  -
"
39.0,35.1,N/A,33.4,10.0,86%,South,29.45,8.1,4:54 AM,"Thursday, January 26, 2017",,,"
  -
"
39.0,35.1,N/A,32.3,10.0,86%,South,29.44,10.4,5:54 AM,"Thursday, January 26, 2017",,,"
  -
"
39.9,36.0,N/A,35.8,10.0,86%,SSW,29.43,5.8,6:54 AM,"Thursday, January 26, 2017",,,"
  -
"
39.9,37.0,N/A,"
  -
",10.0,89%,Calm,29.41,Calm,7:54 AM,"Thursday, January 26, 2017",,,"
  -
"
41.0,37.0,N/A,35.2,10.0,86%,South,29.39,9.2,8:54 AM,"Thursday, January 26, 2017",,,"
  -
"
44.1,37.9,N/A,39.0,10.0,79%,SW,29.37,9.2,9:54 AM,"Thursday, January 26, 2017",,,"
  -
"
51.1,39.0,N/A,"
  -
",10.0,63%,West,29.33,20.7,10:54 AM,"Thursday, January 26, 2017",,,26.5
51.1,37.9,N/A,"
  -
",10.0,61%,SW,29.29,15.0,11:54 AM,"Thursday, January 26, 2017",,,24.2
46.9,39.9,0.01,"
  -
",10.0,77%,SSW,29.24,16.1,12:54 PM,"Thursday, January 26, 2017",,,"
  -
"
50.0,42.1,N/A,"
  -
",10.0,74%,SW,29.22,20.7,1:54 PM,"Thursday, January 26, 2017",,,27.6
50.0,39.9,N/A,"
  -
",10.0,68%,WSW,29.21,18.4,2:54 PM,"Thursday, January 26, 2017",,,"
  -
"
46.9,39.9,0.01,"
  -
",3.0,77%,West,29.22,19.6,3:54 PM,"Thursday, January 26, 2017",,,29.9
46.9,39.9,0.01,"
  -
",10.0,77%,WSW,29.21,13.8,4:14 PM,"Thursday, January 26, 2017",,,21.9
46.9,39.9,0.01,"
  -
",10.0,77%,West,29.22,11.5,4:54 PM,"Thursday, January 26, 2017",,,"
  -
"
46.9,34.0,N/A,"
  -
",10.0,61%,WNW,29.24,16.1,5:54 PM,"Thursday, January 26, 2017",,,29.9
45.0,28.0,N/A,37.9,10.0,52%,West,29.26,16.1,6:54 PM,"Thursday, January 26, 2017",,,"
  -
"
42.1,30.9,N/A,34.5,10.0,65%,West,29.26,15.0,7:54 PM,"Thursday, January 26, 2017",,,25.3
41.0,30.9,N/A,33.1,10.0,67%,West,29.27,15.0,8:54 PM,"Thursday, January 26, 2017",,,24.2
41.0,30.0,N/A,32.8,10.0,65%,WSW,29.29,16.1,9:54 PM,"Thursday, January 26, 2017",,,25.3
41.0,30.0,N/A,31.6,10.0,65%,West,29.33,20.7,10:54 PM,"Thursday, January 26, 2017",,,32.2
41.0,28.9,N/A,31.4,10.0,62%,West,29.36,21.9,11:54 PM,"Thursday, January 26, 2017",,,29.9
39.9,28.0,N/A,31.4,10.0,63%,West,29.37,16.1,12:54 AM,"Friday, January 27, 2017",,,31.1
39.0,28.0,N/A,31.4,10.0,65%,West,29.40,12.7,1:54 AM,"Friday, January 27, 2017",,,25.3
39.0,28.0,N/A,30.6,10.0,65%,WSW,29.41,15.0,2:54 AM,"Friday, January 27, 2017",,,"
  -
"
39.9,28.0,N/A,30.5,10.0,63%,WSW,29.42,19.6,3:54 AM,"Friday, January 27, 2017",,,26.5
39.9,28.0,N/A,31.8,10.0,63%,WSW,29.44,15.0,4:54 AM,"Friday, January 27, 2017",,,"
  -
"
39.9,27.0,N/A,31.4,10.0,60%,WSW,29.45,16.1,5:54 AM,"Friday, January 27, 2017",,,"
  -
"
39.0,28.0,N/A,32.3,10.0,65%,SW,29.47,10.4,6:54 AM,"Friday, January 27, 2017",,,"
  -
"
39.9,28.0,N/A,31.4,10.0,63%,WSW,29.47,16.1,7:54 AM,"Friday, January 27, 2017",,,"
  -
"
39.9,27.0,0.00,32.1,10.0,60%,WSW,29.49,13.8,8:54 AM,"Friday, January 27, 2017",,,"
  -
"
42.1,23.0,N/A,31.9,10.0,47%,West,29.49,26.5,9:54 AM,"Friday, January 27, 2017",,,35.7
43.0,23.0,N/A,34.0,10.0,45%,West,29.47,21.9,10:54 AM,"Friday, January 27, 2017",,,33.4
43.0,23.0,N/A,32.9,10.0,45%,West,29.44,27.6,11:54 AM,"Friday, January 27, 2017",,,39.1
43.0,23.0,N/A,34.2,10.0,45%,West,29.42,20.7,12:54 PM,"Friday, January 27, 2017",,,28.8
43.0,21.0,N/A,33.8,10.0,42%,West,29.41,23.0,1:54 PM,"Friday, January 27, 2017",,,42.6
41.0,19.9,N/A,31.6,10.0,43%,West,29.42,20.7,2:54 PM,"Friday, January 27, 2017",,,32.2
41.0,18.0,N/A,32.5,10.0,40%,West,29.43,17.3,3:54 PM,"Friday, January 27, 2017",,,28.8
39.9,17.1,N/A,31.1,10.0,40%,West,29.44,17.3,4:54 PM,"Friday, January 27, 2017",,,27.6
39.9,18.0,N/A,31.1,10.0,41%,West,29.44,17.3,5:54 PM,"Friday, January 27, 2017",,,28.8
39.0,18.0,N/A,30.6,10.0,43%,West,29.44,15.0,6:54 PM,"Friday, January 27, 2017",,,27.6
37.9,19.0,N/A,28.9,10.0,47%,WSW,29.44,16.1,7:54 PM,"Friday, January 27, 2017",,,26.5
37.9,19.0,N/A,29.2,10.0,47%,WSW,29.44,15.0,8:54 PM,"Friday, January 27, 2017",,,24.2
37.0,19.0,N/A,27.7,10.0,48%,WSW,29.45,16.1,9:54 PM,"Friday, January 27, 2017",,,"
  -
"
36.0,19.9,N/A,26.3,10.0,52%,WSW,29.45,16.1,10:54 PM,"Friday, January 27, 2017",,,"
  -
"
37.0,19.0,N/A,27.4,10.0,48%,WSW,29.44,17.3,11:54 PM,"Friday, January 27, 2017",,,"
  -
"
36.0,19.9,N/A,26.0,10.0,52%,West,29.44,17.3,12:54 AM,"Saturday, January 28, 2017",,,"
  -
"
36.0,19.9,N/A,26.7,10.0,52%,WSW,29.46,15.0,1:54 AM,"Saturday, January 28, 2017",,,"
  -
"
36.0,19.9,N/A,26.0,10.0,52%,WSW,29.45,17.3,2:54 AM,"Saturday, January 28, 2017",,,"
  -
"
35.1,19.9,N/A,25.5,10.0,54%,WSW,29.45,15.0,3:54 AM,"Saturday, January 28, 2017",,,20.7
34.0,21.0,N/A,26.0,10.0,59%,SW,29.47,10.4,4:54 AM,"Saturday, January 28, 2017",,,"
  -
"
34.0,21.0,N/A,26.6,10.0,59%,WSW,29.49,9.2,5:54 AM,"Saturday, January 28, 2017",,,"
  -
"
35.1,21.0,N/A,27.4,10.0,57%,WSW,29.51,10.4,6:54 AM,"Saturday, January 28, 2017",,,"
  -
"
36.0,21.0,N/A,26.3,10.0,55%,WSW,29.52,16.1,7:54 AM,"Saturday, January 28, 2017",,,"
  -
"
37.9,21.0,N/A,29.6,10.0,51%,WSW,29.54,13.8,8:54 AM,"Saturday, January 28, 2017",,,"
  -
"
37.9,21.0,N/A,27.6,10.0,51%,West,29.54,20.7,9:54 AM,"Saturday, January 28, 2017",,,28.8
39.9,21.0,N/A,31.1,10.0,47%,West,29.54,17.3,10:54 AM,"Saturday, January 28, 2017",,,26.5
39.0,21.0,N/A,30.3,10.0,49%,West,29.54,16.1,11:54 AM,"Saturday, January 28, 2017",,,28.8
39.0,21.0,N/A,29.3,10.0,49%,West,29.53,19.6,12:54 PM,"Saturday, January 28, 2017",,,27.6
39.0,19.9,N/A,29.6,10.0,46%,WNW,29.53,18.4,1:54 PM,"Saturday, January 28, 2017",,,25.3
39.0,19.0,N/A,29.0,10.0,45%,West,29.55,20.7,2:54 PM,"Saturday, January 28, 2017",,,"
  -
"
37.9,19.0,N/A,28.9,10.0,47%,West,29.57,16.1,3:54 PM,"Saturday, January 28, 2017",,,21.9
37.9,18.0,N/A,29.2,10.0,45%,West,29.59,15.0,4:54 PM,"Saturday, January 28, 2017",,,"
  -
"
37.9,19.0,N/A,29.2,10.0,47%,West,29.61,15.0,5:54 PM,"Saturday, January 28, 2017",,,"
  -
"
37.9,18.0,N/A,29.6,10.0,45%,West,29.62,13.8,6:54 PM,"Saturday, January 28, 2017",,,"
  -
"
37.0,19.0,N/A,29.3,10.0,48%,West,29.63,11.5,7:54 PM,"Saturday, January 28, 2017",,,"
  -
"
36.0,18.0,N/A,27.1,10.0,48%,West,29.65,13.8,8:54 PM,"Saturday, January 28, 2017",,,"
  -
"
35.1,19.0,N/A,26.4,10.0,52%,WSW,29.66,12.7,9:54 PM,"Saturday, January 28, 2017",,,"
  -
"
34.0,19.0,N/A,24.6,10.0,54%,WSW,29.67,13.8,10:54 PM,"Saturday, January 28, 2017",,,"
  -
"
33.1,19.0,N/A,23.4,10.0,56%,SW,29.68,13.8,11:54 PM,"Saturday, January 28, 2017",,,"
  -
"
30.9,19.9,N/A,21.2,10.0,64%,SW,29.67,12.7,12:54 AM,"Sunday, January 29, 2017",,,"
  -
"
30.9,19.9,N/A,22.2,10.0,64%,SW,29.68,10.4,1:54 AM,"Sunday, January 29, 2017",,,"
  -
"
30.0,19.9,N/A,21.1,10.0,66%,SW,29.68,10.4,2:54 AM,"Sunday, January 29, 2017",,,"
  -
"
32.0,21.0,N/A,22.5,10.0,64%,SW,29.67,12.7,3:54 AM,"Sunday, January 29, 2017",,,"
  -
"
32.0,21.0,N/A,23.0,10.0,64%,SW,29.67,11.5,4:54 AM,"Sunday, January 29, 2017",,,"
  -
"
32.0,21.0,N/A,23.6,10.0,64%,SSW,29.67,10.4,5:54 AM,"Sunday, January 29, 2017",,,"
  -
"
33.1,21.9,N/A,24.4,10.0,64%,SW,29.67,11.5,6:54 AM,"Sunday, January 29, 2017",,,"
  -
"
34.0,21.9,N/A,25.5,10.0,61%,SW,29.68,11.5,7:54 AM,"Sunday, January 29, 2017",,,"
  -
"
36.0,23.0,N/A,27.5,10.0,59%,SW,29.68,12.7,8:54 AM,"Sunday, January 29, 2017",,,"
  -
"
37.9,23.0,N/A,29.2,10.0,55%,WSW,29.68,15.0,9:54 AM,"Sunday, January 29, 2017",,,"
  -
"
39.0,23.0,N/A,31.0,10.0,53%,SW,29.67,13.8,10:54 AM,"Sunday, January 29, 2017",,,"
  -
"
41.0,19.9,N/A,33.5,10.0,43%,West,29.65,13.8,11:54 AM,"Sunday, January 29, 2017",,,24.2
42.1,19.0,N/A,33.9,10.0,40%,WSW,29.63,17.3,12:54 PM,"Sunday, January 29, 2017",,,"
  -
"
41.0,18.0,N/A,32.8,10.0,40%,WSW,29.63,16.1,1:54 PM,"Sunday, January 29, 2017",,,20.7
41.0,18.0,N/A,34.7,10.0,40%,WSW,29.63,10.4,2:54 PM,"Sunday, January 29, 2017",,,"
  -
"
39.9,18.0,N/A,32.1,10.0,41%,WSW,29.64,13.8,3:54 PM,"Sunday, January 29, 2017",,,"
  -
"
39.0,18.0,N/A,32.3,10.0,43%,NW,29.65,10.4,4:35 PM,"Sunday, January 29, 2017",,,"
  -
"
37.9,18.0,N/A,30.5,10.0,45%,WNW,29.66,11.5,4:54 PM,"Sunday, January 29, 2017",,,"
  -
"
37.9,18.0,N/A,32.1,10.0,45%,NW,29.68,8.1,5:54 PM,"Sunday, January 29, 2017",,,"
  -
"
37.0,17.1,N/A,31.0,10.0,44%,NW,29.69,8.1,6:54 PM,"Sunday, January 29, 2017",,,"
  -
"
36.0,17.1,N/A,30.3,10.0,46%,West,29.70,6.9,7:54 PM,"Sunday, January 29, 2017",,,"
  -
"
36.0,15.1,N/A,28.5,10.0,43%,WNW,29.71,10.4,8:54 PM,"Sunday, January 29, 2017",,,"
  -
"
35.1,16.0,N/A,27.9,10.0,46%,WNW,29.71,9.2,9:54 PM,"Sunday, January 29, 2017",,,"
  -
"
34.0,16.0,N/A,28.0,10.0,48%,WNW,29.72,6.9,10:54 PM,"Sunday, January 29, 2017",,,"
  -
"
