date,price
12-Jan-17,59.3491
11-Jan-17,59.7256
10-Jan-17,60.1636
9-Jan-17,60.0788
6-Jan-17,59.6046
5-Jan-17,59.4481
4-Jan-17,60.4653
3-Jan-17,60.9133
30-Dec-16,61.273
29-Dec-16,60.4138
28-Dec-16,60.3297
27-Dec-16,60.6708
26-Dec-16,60.9777
23-Dec-16,61.0564
22-Dec-16,60.9426
21-Dec-16,61.15
20-Dec-16,61.4518
19-Dec-16,61.9306
16-Dec-16,62.0946
15-Dec-16,61.731
14-Dec-16,62.0812
13-Dec-16,60.6029
12-Dec-16,61.0442
9-Dec-16,62.4933
8-Dec-16,63.2743
7-Dec-16,63.2054
6-Dec-16,63.8785
5-Dec-16,63.8175
2-Dec-16,63.882
1-Dec-16,63.9759
30-Nov-16,64.142
29-Nov-16,65.0979
28-Nov-16,64.8383
25-Nov-16,64.9468
24-Nov-16,64.4829
23-Nov-16,64.4667
22-Nov-16,63.7645
21-Nov-16,63.9144
18-Nov-16,64.6963
17-Nov-16,64.8285
16-Nov-16,64.7795
15-Nov-16,64.1741
14-Nov-16,66.0222
11-Nov-16,65.7592
10-Nov-16,65.4926
9-Nov-16,63.8751
8-Nov-16,63.7595
7-Nov-16,63.638
3-Nov-16,63.5806
2-Nov-16,63.5101
1-Nov-16,63.3208
31-Oct-16,63.3823
28-Oct-16,63.0059
27-Oct-16,62.7163
26-Oct-16,62.8987
25-Oct-16,62.2667
24-Oct-16,62.1881
21-Oct-16,62.3778
20-Oct-16,62.486
19-Oct-16,62.2943
18-Oct-16,62.8137
17-Oct-16,63.1094
14-Oct-16,62.9718
13-Oct-16,63.0334
12-Oct-16,63.0037
11-Oct-16,62.67
10-Oct-16,61.9853
7-Oct-16,62.2051
6-Oct-16,62.0861
5-Oct-16,62.4194
4-Oct-16,62.6713
3-Oct-16,62.2769
30-Sep-16,62.8343
29-Sep-16,63.0892
28-Sep-16,63.0129
27-Sep-16,63.856
26-Sep-16,63.9264
23-Sep-16,64.0518
22-Sep-16,63.6999
21-Sep-16,63.8353
20-Sep-16,64.7819
19-Sep-16,64.6569
16-Sep-16,65.1138
15-Sep-16,64.7683
14-Sep-16,65.1533
13-Sep-16,65.2994
12-Sep-16,64.5918
9-Sep-16,64.8199
8-Sep-16,63.9808
7-Sep-16,64.1378
6-Sep-16,64.5645
5-Sep-16,65.0742
2-Sep-16,65.0975
1-Sep-16,65.9177
31-Aug-16,65.3317
30-Aug-16,65.2607
29-Aug-16,64.7624
26-Aug-16,64.8556
25-Aug-16,64.6825
24-Aug-16,65.1602
23-Aug-16,64.5946
22-Aug-16,64.8112
19-Aug-16,63.906
18-Aug-16,63.6637
17-Aug-16,63.8325
16-Aug-16,63.7823
15-Aug-16,64.0429
12-Aug-16,64.764
11-Aug-16,64.3135
10-Aug-16,64.87
9-Aug-16,64.773
8-Aug-16,64.6274
5-Aug-16,65.5352
4-Aug-16,65.7809
3-Aug-16,66.2634
2-Aug-16,66.6682
1-Aug-16,66.9005
29-Jul-16,66.0429
28-Jul-16,66.6038
27-Jul-16,65.9353
26-Jul-16,65.9448
25-Jul-16,65.4183
22-Jul-16,64.8689
21-Jul-16,64.3803
20-Jul-16,63.7773
19-Jul-16,63.5394
18-Jul-16,62.8635
15-Jul-16,63.5079
14-Jul-16,62.8268
13-Jul-16,63.8403
12-Jul-16,63.8928
11-Jul-16,64.1963
8-Jul-16,63.9669
7-Jul-16,64.5625
6-Jul-16,64.2031
5-Jul-16,64.3284
4-Jul-16,63.9291
1-Jul-16,63.804
30-Jun-16,63.9731
29-Jun-16,63.8232
28-Jun-16,64.078
27-Jun-16,65.4441
24-Jun-16,65.2733
23-Jun-16,63.83
22-Jun-16,64.8807
21-Jun-16,63.7824
20-Jun-16,64.2835
17-Jun-16,64.8461
16-Jun-16,65.7658
15-Jun-16,65.5585
14-Jun-16,66.1385
10-Jun-16,65.2705
9-Jun-16,64.3363
8-Jun-16,63.6131
7-Jun-16,64.6133
6-Jun-16,65.2693
3-Jun-16,65.6149
2-Jun-16,66.972
1-Jun-16,67.1015
31-May-16,66.6968
30-May-16,65.7944
27-May-16,66.1168
26-May-16,65.8146
25-May-16,65.4961
24-May-16,66.1799
23-May-16,66.826
20-May-16,66.7833
19-May-16,66.779
18-May-16,65.9901
17-May-16,64.7376
16-May-16,64.8914
13-May-16,65.4546
12-May-16,64.8982
11-May-16,64.9921
10-May-16,66.2856
6-May-16,65.947
5-May-16,65.8616
4-May-16,66.5318
29-Apr-16,64.6542
28-Apr-16,64.701
27-Apr-16,65.1325
26-Apr-16,65.1825
25-Apr-16,66.5674
22-Apr-16,66.4792
21-Apr-16,66.8337
20-Apr-16,65.1893
19-Apr-16,65.8547
18-Apr-16,66.0847
15-Apr-16,66.405
14-Apr-16,66.1361
13-Apr-16,66.2975
12-Apr-16,65.7183
11-Apr-16,66.7928
8-Apr-16,67.1262
7-Apr-16,67.9942
6-Apr-16,67.6066
5-Apr-16,68.5667
4-Apr-16,68.7464
1-Apr-16,67.5855
31-Mar-16,67.0288
30-Mar-16,68.244
29-Mar-16,68.0899
28-Mar-16,68.5128
25-Mar-16,68.447
24-Mar-16,68.5601
23-Mar-16,68.7234
22-Mar-16,67.4914
21-Mar-16,67.8348
18-Mar-16,68.3703
17-Mar-16,68.0758
16-Mar-16,69.1734
15-Mar-16,71.0474
14-Mar-16,69.9772
11-Mar-16,69.9192
10-Mar-16,71.4291
9-Mar-16,71.1102
7-Mar-16,71.4779
4-Mar-16,72.0326
3-Mar-16,73.162
2-Mar-16,73.0278
1-Mar-16,73.3731
29-Feb-16,75.1682
26-Feb-16,76.1883
25-Feb-16,75.3641
24-Feb-16,75.7421
22-Feb-16,75.3462
20-Feb-16,77.0453
19-Feb-16,76.9937
18-Feb-16,76.4278
17-Feb-16,75.04
16-Feb-16,77.8876
15-Feb-16,76.9807
12-Feb-16,78.3558
11-Feb-16,79.5917
10-Feb-16,78.6429
9-Feb-16,79.7087
8-Feb-16,78.5509
5-Feb-16,77.4872
4-Feb-16,76.908
3-Feb-16,76.8869
2-Feb-16,79.7542
1-Feb-16,77.3094
29-Jan-16,75.4644
28-Jan-16,76.3787
27-Jan-16,77.6556
26-Jan-16,78.3342
25-Jan-16,80.0649
22-Jan-16,78.045
21-Jan-16,82.6813
20-Jan-16,81.3906
19-Jan-16,78.5908
18-Jan-16,79.2942
15-Jan-16,77.6411
14-Jan-16,76.0647
13-Jan-16,76.6724
12-Jan-16,77.0394
11-Jan-16,76.2
8-Jan-16,74.805
7-Jan-16,75.1
6-Jan-16,74.7623
5-Jan-16,73.326
4-Jan-16,73.1655
1-Jan-16,73
31-Dec-15,72.999
30-Dec-15,73.5963
29-Dec-15,72.2122
28-Dec-15,72.2113
25-Dec-15,70.667
24-Dec-15,70.2508
23-Dec-15,69.6966
22-Dec-15,71.245
21-Dec-15,71.2254
18-Dec-15,70.9601
17-Dec-15,71.177
16-Dec-15,70.3862
15-Dec-15,69.9483
14-Dec-15,70.5657
11-Dec-15,70.3518
10-Dec-15,69.1318
9-Dec-15,69.3606
8-Dec-15,69.4666
7-Dec-15,69.4916
4-Dec-15,68.1246
3-Dec-15,67.5188
2-Dec-15,67.4841
1-Dec-15,66.6126
30-Nov-15,66.4888
27-Nov-15,66.4697
26-Nov-15,65.8419
25-Nov-15,65.5334
24-Nov-15,65.4144
23-Nov-15,65.8628
20-Nov-15,64.7672
19-Nov-15,64.6114
18-Nov-15,64.7599
17-Nov-15,65.1463
16-Nov-15,65.2988
13-Nov-15,66.7624
12-Nov-15,66.6271
11-Nov-15,65.4366
10-Nov-15,64.581
9-Nov-15,64.5941
6-Nov-15,64.5929
5-Nov-15,63.4329
4-Nov-15,63.201
3-Nov-15,62.5868
2-Nov-15,63.6481
30-Oct-15,63.9454
29-Oct-15,64.4008
28-Oct-15,63.9391
27-Oct-15,64.9247
26-Oct-15,63.0122
23-Oct-15,62.3638
22-Oct-15,62.5961
21-Oct-15,63.0471
20-Oct-15,62.11
19-Oct-15,62.2839
16-Oct-15,61.2708
15-Oct-15,61.3889
14-Oct-15,62.6939
13-Oct-15,63.0786
12-Oct-15,62.273
9-Oct-15,61.811
8-Oct-15,61.369
7-Oct-15,62.6657
6-Oct-15,63.3639
5-Oct-15,64.7771
2-Oct-15,66.0066
1-Oct-15,65.6968
30-Sep-15,65.4532
29-Sep-15,65.7278
28-Sep-15,66.0784
25-Sep-15,65.5164
24-Sep-15,66.0912
23-Sep-15,66.4069
22-Sep-15,66.0189
21-Sep-15,66.0149
18-Sep-15,66.5011
17-Sep-15,65.4154
16-Sep-15,65.3293
15-Sep-15,66.705
14-Sep-15,67.4673
11-Sep-15,67.9536
10-Sep-15,67.7313
9-Sep-15,68.481
8-Sep-15,67.9836
7-Sep-15,69.098
4-Sep-15,68.4838
3-Sep-15,67.193
2-Sep-15,67.0242
1-Sep-15,66.7987
31-Aug-15,64.2768
28-Aug-15,65.423
27-Aug-15,66.0333
26-Aug-15,68.9066
25-Aug-15,69.0514
24-Aug-15,70.8892
21-Aug-15,69.133
20-Aug-15,67.9297
19-Aug-15,66.6027
18-Aug-15,65.8717
17-Aug-15,65.5
14-Aug-15,64.9938
13-Aug-15,64.6977
12-Aug-15,64.2518
11-Aug-15,64.2719
10-Aug-15,62.873
7-Aug-15,64.037
6-Aug-15,64.0149
5-Aug-15,63.4619
4-Aug-15,63.0518
3-Aug-15,63.5263
31-Jul-15,61.7417
30-Jul-15,59.727
29-Jul-15,58.6778
28-Jul-15,60.0155
27-Jul-15,59.6501
24-Jul-15,58.4299
23-Jul-15,57.8501
22-Jul-15,57.4359
21-Jul-15,56.9346
20-Jul-15,56.9939
17-Jul-15,56.9669
16-Jul-15,56.9496
15-Jul-15,56.952
14-Jul-15,56.4068
13-Jul-15,56.541
10-Jul-15,56.3876
9-Jul-15,57.1921
8-Jul-15,57.4966
7-Jul-15,56.7309
6-Jul-15,56.8816
3-Jul-15,55.9773
2-Jul-15,55.5334
1-Jul-15,55.8397
30-Jun-15,55.2806
29-Jun-15,55.7448
26-Jun-15,54.806
25-Jun-15,54.716
24-Jun-15,54.4662
23-Jun-15,53.8511
22-Jun-15,53.9301
19-Jun-15,54.0064
18-Jun-15,53.4641
17-Jun-15,53.6084
16-Jun-15,53.7588
15-Jun-15,54.5077
12-Jun-15,55.191
11-Jun-15,54.7913
10-Jun-15,54.3462
9-Jun-15,55.5456
8-Jun-15,55.9969
5-Jun-15,56.2446
4-Jun-15,56.4487
3-Jun-15,54.2938
2-Jun-15,52.8647
1-Jun-15,53.6187
29-May-15,52.3212
28-May-15,52.5899
27-May-15,51.9873
26-May-15,50.9499
25-May-15,49.9733
22-May-15,49.9817
21-May-15,49.9847
20-May-15,49.7284
19-May-15,49.5371
18-May-15,49.0687
15-May-15,49.5628
14-May-15,50.122
13-May-15,49.2576
12-May-15,49.9501
11-May-15,51.246
8-May-15,51.0377
7-May-15,50.3321
6-May-15,51.0011
5-May-15,50.4491
4-May-15,52.111
1-May-15,51.796
30-Apr-15,51.6513
29-Apr-15,51.0402
28-Apr-15,51.5342
27-Apr-15,51.9876
24-Apr-15,50.9084
23-Apr-15,50.7827
22-Apr-15,52.2144
21-Apr-15,53.7634
20-Apr-15,53.3222
17-Apr-15,51.8821
16-Apr-15,49.7995
15-Apr-15,49.7024
14-Apr-15,50.8833
13-Apr-15,52.0423
10-Apr-15,53.6162
9-Apr-15,51.8875
8-Apr-15,53.6005
7-Apr-15,55.0283
6-Apr-15,55.4838
3-Apr-15,56.61
2-Apr-15,56.6453
1-Apr-15,57.6204
31-Mar-15,58.1993
30-Mar-15,57.5936
27-Mar-15,57.896
26-Mar-15,57.2957
25-Mar-15,57.3978
24-Mar-15,57.7006
23-Mar-15,58.745
20-Mar-15,59.2727
19-Mar-15,59.9972
18-Mar-15,59.3145
17-Mar-15,61.4528
16-Mar-15,62.1895
13-Mar-15,62.216
12-Mar-15,61.2711
11-Mar-15,61.6381
10-Mar-15,62.5248
9-Mar-15,60.789
6-Mar-15,60.4303
5-Mar-15,60.8328
4-Mar-15,61.9741
3-Mar-15,61.9255
2-Mar-15,62.6193
27-Feb-15,61.6207
26-Feb-15,61.1606
25-Feb-15,61.3583
24-Feb-15,62.8549
23-Feb-15,63.8
20-Feb-15,62.012
19-Feb-15,61.9023
18-Feb-15,61.5669
17-Feb-15,62.5819
16-Feb-15,63.1931
13-Feb-15,63.5449
12-Feb-15,65.1725
11-Feb-15,65.3146
10-Feb-15,65.4528
9-Feb-15,65.7958
6-Feb-15,66.9112
5-Feb-15,66.4901
4-Feb-15,68.0081
3-Feb-15,65.1916
2-Feb-15,68.3189
30-Jan-15,68.8629
29-Jan-15,68.7572
28-Jan-15,68.0284
27-Jan-15,66.8431
26-Jan-15,68.5074
23-Jan-15,64.2388
22-Jan-15,64.1307
21-Jan-15,65.3002
20-Jan-15,65.1776
19-Jan-15,65.0073
16-Jan-15,65.122
15-Jan-15,65.2315
14-Jan-15,64.7915
13-Jan-15,65.2646
12-Jan-15,63.1624
9-Jan-15,61.4457
8-Jan-15,60.3831
7-Jan-15,62.9
6-Jan-15,63.0892
5-Jan-15,60.8074
2-Jan-15,58.75
1-Jan-15,58.048
31-Dec-14,58.048
30-Dec-14,55.9077
29-Dec-14,58.3217
26-Dec-14,53.95
25-Dec-14,52.5179
24-Dec-14,53.5
23-Dec-14,54.5611
22-Dec-14,55.8605
19-Dec-14,58.6014
18-Dec-14,61.5
17-Dec-14,60.572
16-Dec-14,67.5062
15-Dec-14,64.4455
12-Dec-14,58.1819
11-Dec-14,56.3955
10-Dec-14,54.8523
9-Dec-14,54.0559
8-Dec-14,53.7432
5-Dec-14,52.5101
4-Dec-14,54.3528
3-Dec-14,53.1568
2-Dec-14,53.85
1-Dec-14,51.1852
28-Nov-14,50.4085
27-Nov-14,48.655
26-Nov-14,47.3808
25-Nov-14,46.263
24-Nov-14,44.9978
21-Nov-14,45.7308
20-Nov-14,46.152
19-Nov-14,46.861
18-Nov-14,46.9025
17-Nov-14,47.1186
14-Nov-14,47.196
13-Nov-14,46.8
12-Nov-14,45.93
11-Nov-14,46.3543
10-Nov-14,45.8525
7-Nov-14,46.65
6-Nov-14,46.8675
5-Nov-14,44.9418
4-Nov-14,43.59
3-Nov-14,43.608
31-Oct-14,43.034
30-Oct-14,41.6445
29-Oct-14,42.8065
28-Oct-14,42.4793
27-Oct-14,42.2536
24-Oct-14,41.9405
23-Oct-14,41.7463
22-Oct-14,41.3301
21-Oct-14,40.9587
20-Oct-14,41.032
17-Oct-14,40.6523
16-Oct-14,40.9965
15-Oct-14,40.6594
14-Oct-14,40.8437
13-Oct-14,40.49
10-Oct-14,40.376
9-Oct-14,40.05
8-Oct-14,40.1443
7-Oct-14,39.945
6-Oct-14,39.8824
3-Oct-14,39.9387
2-Oct-14,39.6396
1-Oct-14,39.6555
30-Sep-14,39.6005
29-Sep-14,39.4339
26-Sep-14,39.105
25-Sep-14,38.479
24-Sep-14,38.1805
23-Sep-14,38.5967
22-Sep-14,38.6655
19-Sep-14,38.5396
18-Sep-14,38.4343
17-Sep-14,38.363
16-Sep-14,38.7183
15-Sep-14,38.3475
12-Sep-14,37.869
11-Sep-14,37.4922
10-Sep-14,37.3373
9-Sep-14,37.1034
8-Sep-14,37.0504
5-Sep-14,36.9489
4-Sep-14,36.9735
3-Sep-14,36.8422
2-Sep-14,37.4459
1-Sep-14,37.2469
29-Aug-14,37.076
28-Aug-14,36.776
27-Aug-14,36.1779
26-Aug-14,36.1035
25-Aug-14,36.155
22-Aug-14,36.1691
21-Aug-14,36.1015
20-Aug-14,36.2619
19-Aug-14,36.1815
18-Aug-14,36.105
15-Aug-14,36.237
14-Aug-14,35.988
13-Aug-14,36.0915
12-Aug-14,36.1302
11-Aug-14,35.9259
8-Aug-14,36.2778
7-Aug-14,36.2772
6-Aug-14,36.223
5-Aug-14,35.9021
4-Aug-14,35.8333
1-Aug-14,35.7145
31-Jul-14,35.6474
30-Jul-14,35.6146
29-Jul-14,35.74
28-Jul-14,35.4872
25-Jul-14,35.095
24-Jul-14,35.0406
23-Jul-14,34.8395
22-Jul-14,34.9581
21-Jul-14,35.1964
18-Jul-14,35.11
17-Jul-14,34.9324
16-Jul-14,34.398
15-Jul-14,34.3843
14-Jul-14,34.315
11-Jul-14,34.1605
10-Jul-14,34.0388
9-Jul-14,33.9675
8-Jul-14,34.288
7-Jul-14,34.443
4-Jul-14,34.399
3-Jul-14,34.291
2-Jul-14,34.275
1-Jul-14,34.358
30-Jun-14,33.988
27-Jun-14,33.753
26-Jun-14,33.717
25-Jun-14,33.76
24-Jun-14,33.818
23-Jun-14,34.093
20-Jun-14,34.458
19-Jun-14,34.385
18-Jun-14,34.382
17-Jun-14,34.833
16-Jun-14,34.625
13-Jun-14,34.385
12-Jun-14,34.36
11-Jun-14,34.398
10-Jun-14,34.369
9-Jun-14,34.367
6-Jun-14,34.447
5-Jun-14,34.697
4-Jun-14,34.983
3-Jun-14,35.102
2-Jun-14,35.065
30-May-14,34.92
29-May-14,34.665
28-May-14,34.573
27-May-14,34.417
26-May-14,34.185
23-May-14,34.125
22-May-14,34.312
21-May-14,34.337
20-May-14,34.508
19-May-14,34.597
16-May-14,34.745
15-May-14,34.775
14-May-14,34.682
13-May-14,34.875
12-May-14,35.015
9-May-14,35.233
8-May-14,35.127
7-May-14,34.938
6-May-14,35.41
5-May-14,35.727
2-May-14,35.847
1-May-14,35.627
30-Apr-14,35.634
29-Apr-14,35.64
28-Apr-14,35.85
25-Apr-14,36.02
24-Apr-14,35.775
23-Apr-14,35.715
22-Apr-14,35.695
21-Apr-14,35.688
18-Apr-14,35.615
17-Apr-14,35.453
16-Apr-14,36.034
15-Apr-14,36.267
14-Apr-14,35.99
11-Apr-14,35.645
10-Apr-14,35.56
9-Apr-14,35.585
8-Apr-14,35.75
7-Apr-14,35.617
4-Apr-14,35.324
3-Apr-14,35.583
2-Apr-14,35.453
1-Apr-14,35.053
31-Mar-14,35.047
28-Mar-14,35.807
27-Mar-14,35.617
26-Mar-14,35.545
25-Mar-14,35.498
24-Mar-14,36.095
21-Mar-14,36.248
20-Mar-14,36.392
19-Mar-14,36.182
18-Mar-14,36.245
17-Mar-14,36.29
14-Mar-14,36.565
13-Mar-14,36.587
12-Mar-14,36.48
11-Mar-14,36.455
10-Mar-14,36.388
7-Mar-14,36.388
6-Mar-14,36.128
5-Mar-14,36.045
4-Mar-14,36.095
3-Mar-14,36.532
28-Feb-14,36.05
27-Feb-14,36.02
26-Feb-14,36.04
25-Feb-14,35.742
24-Feb-14,35.532
21-Feb-14,35.51
20-Feb-14,35.755
19-Feb-14,35.778
18-Feb-14,35.46
17-Feb-14,35.203
14-Feb-14,35.12
13-Feb-14,35.083
12-Feb-14,34.829
11-Feb-14,34.742
10-Feb-14,34.75
7-Feb-14,34.752
6-Feb-14,34.73
5-Feb-14,34.865
4-Feb-14,35.023
3-Feb-14,35.455
31-Jan-14,35.176
30-Jan-14,34.93
29-Jan-14,35.091
28-Jan-14,34.788
27-Jan-14,34.688
24-Jan-14,34.51
23-Jan-14,34.153
22-Jan-14,33.945
21-Jan-14,33.977
20-Jan-14,33.773
17-Jan-14,33.615
16-Jan-14,33.416
15-Jan-14,33.398
14-Jan-14,33.318
13-Jan-14,33.288
10-Jan-14,33.002
9-Jan-14,33.213
8-Jan-14,33.177
7-Jan-14,33.14
6-Jan-14,33.21
3-Jan-14,33.2
2-Jan-14,33.1
1-Jan-14,32.855
31-Dec-13,32.895
30-Dec-13,32.82
27-Dec-13,32.612
26-Dec-13,32.675
25-Dec-13,32.688
24-Dec-13,32.627
23-Dec-13,32.71
20-Dec-13,32.985
19-Dec-13,32.985
18-Dec-13,32.9
17-Dec-13,32.983
16-Dec-13,32.94
13-Dec-13,32.903
12-Dec-13,32.828
11-Dec-13,32.763
10-Dec-13,32.709
9-Dec-13,32.682
6-Dec-13,32.767
5-Dec-13,32.98
4-Dec-13,33.113
3-Dec-13,33.241
2-Dec-13,33.224
29-Nov-13,33.149
28-Nov-13,33.152
27-Nov-13,33.185
26-Nov-13,32.954
25-Nov-13,32.921
22-Nov-13,32.745
21-Nov-13,32.993
20-Nov-13,32.91
19-Nov-13,32.716
18-Nov-13,32.576
15-Nov-13,32.571
14-Nov-13,32.752
13-Nov-13,32.753
12-Nov-13,32.865
11-Nov-13,32.833
8-Nov-13,32.66
7-Nov-13,32.458
6-Nov-13,32.375
5-Nov-13,32.545
4-Nov-13,32.378
1-Nov-13,32.462
31-Oct-13,32.083
30-Oct-13,32
29-Oct-13,32.123
28-Oct-13,31.918
25-Oct-13,31.811
24-Oct-13,31.698
23-Oct-13,31.751
22-Oct-13,31.689
21-Oct-13,31.975
18-Oct-13,31.865
17-Oct-13,31.867
16-Oct-13,32.057
15-Oct-13,32.303
14-Oct-13,32.28
11-Oct-13,32.225
10-Oct-13,32.175
9-Oct-13,32.32
8-Oct-13,32.401
7-Oct-13,32.212
4-Oct-13,32.179
3-Oct-13,32.171
2-Oct-13,32.223
1-Oct-13,32.25
30-Sep-13,32.393
27-Sep-13,32.315
26-Sep-13,32.335
25-Sep-13,32.093
24-Sep-13,31.883
23-Sep-13,31.814
20-Sep-13,31.863
19-Sep-13,31.657
18-Sep-13,31.793
17-Sep-13,32.208
16-Sep-13,32.322
13-Sep-13,32.465
12-Sep-13,32.653
11-Sep-13,32.785
10-Sep-13,32.945
9-Sep-13,33.158
6-Sep-13,33.273
5-Sep-13,33.443
4-Sep-13,33.322
3-Sep-13,33.5
2-Sep-13,33.4
30-Aug-13,33.268
29-Aug-13,33.258
28-Aug-13,33.19
27-Aug-13,33.16
26-Aug-13,33.085
23-Aug-13,33.035
22-Aug-13,33.055
21-Aug-13,33.153
20-Aug-13,32.95
19-Aug-13,32.987
16-Aug-13,32.917
15-Aug-13,32.9
14-Aug-13,33.087
13-Aug-13,33.072
12-Aug-13,33.02
9-Aug-13,32.88
8-Aug-13,32.86
7-Aug-13,32.963
6-Aug-13,32.985
5-Aug-13,32.917
2-Aug-13,32.835
1-Aug-13,33.11
31-Jul-13,32.96
30-Jul-13,32.967
29-Jul-13,32.86
26-Jul-13,32.788
25-Jul-13,32.665
24-Jul-13,32.483
23-Jul-13,32.295
22-Jul-13,32.345
19-Jul-13,32.377
18-Jul-13,32.483
17-Jul-13,32.325
16-Jul-13,32.42
15-Jul-13,32.592
12-Jul-13,32.64
11-Jul-13,32.532
10-Jul-13,32.955
9-Jul-13,32.995
8-Jul-13,33.205
5-Jul-13,33.328
4-Jul-13,33.218
3-Jul-13,33.135
2-Jul-13,33.19
1-Jul-13,32.992
28-Jun-13,32.835
27-Jun-13,32.816
26-Jun-13,32.943
25-Jun-13,32.821
24-Jun-13,32.765
21-Jun-13,32.775
20-Jun-13,33.055
19-Jun-13,32.383
18-Jun-13,32.008
17-Jun-13,31.757
14-Jun-13,31.727
13-Jun-13,31.975
12-Jun-13,32.22
11-Jun-13,32.395
10-Jun-13,32.3
7-Jun-13,32.208
6-Jun-13,32.13
5-Jun-13,32.175
4-Jun-13,31.945
3-Jun-13,31.843
31-May-13,31.922
30-May-13,31.73
29-May-13,31.628
28-May-13,31.524
27-May-13,31.358
24-May-13,31.33
23-May-13,31.483
22-May-13,31.415
21-May-13,31.24
20-May-13,31.238
17-May-13,31.453
16-May-13,31.395
15-May-13,31.455
14-May-13,31.36
13-May-13,31.34
10-May-13,31.358
9-May-13,31.198
8-May-13,31.148
7-May-13,31.067
6-May-13,31.04
3-May-13,31.08
2-May-13,31.152
1-May-13,31.348
30-Apr-13,31.128
29-Apr-13,30.973
26-Apr-13,31.288
25-Apr-13,31.163
24-Apr-13,31.48
23-Apr-13,31.635
22-Apr-13,31.565
19-Apr-13,31.665
18-Apr-13,31.585
17-Apr-13,31.887
16-Apr-13,31.248
15-Apr-13,31.502
12-Apr-13,31.065
11-Apr-13,30.865
10-Apr-13,30.892
9-Apr-13,31.025
8-Apr-13,31.223
5-Apr-13,31.505
4-Apr-13,31.602
3-Apr-13,31.652
2-Apr-13,31.323
1-Apr-13,31.087
29-Mar-13,31.078
28-Mar-13,31.117
27-Mar-13,31.035
26-Mar-13,30.88
25-Mar-13,30.94
22-Mar-13,30.85
21-Mar-13,30.95
20-Mar-13,30.875
19-Mar-13,30.997
18-Mar-13,30.808
15-Mar-13,30.626
14-Mar-13,30.719
13-Mar-13,30.798
12-Mar-13,30.688
11-Mar-13,30.695
8-Mar-13,30.793
7-Mar-13,30.712
6-Mar-13,30.782
5-Mar-13,30.618
4-Mar-13,30.768
1-Mar-13,30.696
28-Feb-13,30.65
27-Feb-13,30.49
26-Feb-13,30.605
25-Feb-13,30.475
22-Feb-13,30.39
21-Feb-13,30.47
20-Feb-13,30.23
19-Feb-13,30.09
18-Feb-13,30.11
15-Feb-13,30.113
14-Feb-13,30.122
13-Feb-13,30.052
12-Feb-13,30.035
11-Feb-13,30.16
8-Feb-13,30.17
7-Feb-13,30.25
6-Feb-13,30.075
5-Feb-13,29.968
4-Feb-13,30.075
1-Feb-13,29.863
31-Jan-13,30.03
30-Jan-13,30.043
29-Jan-13,30.04
28-Jan-13,30.18
25-Jan-13,30.041
24-Jan-13,30.078
23-Jan-13,30.155
22-Jan-13,30.24
21-Jan-13,30.247
18-Jan-13,30.267
17-Jan-13,30.173
16-Jan-13,30.341
15-Jan-13,30.298
14-Jan-13,30.221
11-Jan-13,30.328
