district,month_year,price,date,nominal_index
zelenograd,May-13,115496.25,5/1/13,1.137081887
zelenograd,Jun-13,117421.875,6/1/13,1.156040021
zelenograd,Jul-13,115792.5,7/1/13,1.139998523
zelenograd,Aug-13,114015,8/1/13,1.122498708
zelenograd,Sep-13,112904.0625,9/1/13,1.111561323
zelenograd,Oct-13,111200.625,10/1/13,1.094790667
zelenograd,Nov-13,114903.75,11/1/13,1.131248616
zelenograd,Dec-13,115792.5,12/1/13,1.139998523
zelenograd,Jan-14,116385,1/1/14,1.145831795
zelenograd,Feb-14,119199.375,2/1/14,1.173539836
zelenograd,Mar-14,117792.1875,3/1/14,1.159685816
zelenograd,Apr-14,115298.75,4/1/14,1.135137463
zelenograd,May-14,114459.375,5/1/14,1.126873662
zelenograd,Jun-14,116162.8125,6/1/14,1.143644318
zelenograd,Jul-14,119762.25,7/1/14,1.179081444
zelenograd,Aug-14,123050.625,8/1/14,1.211456103
zelenograd,Sep-14,122606.25,9/1/14,1.207081149
zelenograd,Oct-14,124087.5,10/1/14,1.221664328
zelenograd,Nov-14,130753.125,11/1/14,1.287288636
zelenograd,Dec-14,139566.5625,12/1/14,1.374058554
zelenograd,Jan-15,148676.25,1/1/15,1.463745108
zelenograd,Feb-15,153732.25,2/1/15,1.513522361
zelenograd,Mar-15,136270.7813,3/1/15,1.34161098
zelenograd,Apr-15,122523.9583,4/1/15,1.206270972
zelenograd,May-15,118162.5,5/1/15,1.16333161
zelenograd,Jun-15,124877.5,6/1/15,1.229442024
zelenograd,Jul-15,121421.25,7/1/15,1.195414605
zelenograd,Aug-15,119258.625,8/1/15,1.174123163
zelenograd,Sep-15,111082.125,9/1/15,1.093624012
zelenograd,Oct-15,103942.5,10/1/15,1.023333087
zelenograd,Nov-15,108485,11/1/15,1.068054838
zelenograd,Dec-15,112607.8125,12/1/15,1.108644687
zelenograd,Jan-16,112830,1/1/16,1.110832164
zelenograd,Feb-16,107285.8929,2/1/16,1.056249407
zelenograd,Mar-16,101017.0313,3/1/16,0.994531308
zelenograd,Apr-16,101128.125,4/1/16,0.995625046
zelenograd,May-16,103794.375,5/1/16,1.021874769
zelenograd,Jun-16,103201.875,6/1/16,1.016041497
zelenograd,Jul-16,102905.625,7/1/16,1.013124862
zelenograd,Aug-16,101226.875,8/1/16,0.996597258
zelenograd,Sep-16,103350,9/1/16,1.017499815
zelenograd,Oct-16,102905.625,10/1/16,1.013124862
zelenograd,Nov-16,102461.25,11/1/16,1.008749908
zelenograd,Dec-16,102165,12/1/16,1.005833272
zelenograd,Jan-17,101276.25,1/1/17,0.997083364
zelenograd,Feb-17,100980,2/1/17,0.994166728
zelenograd,Mar-17,99350.625,3/1/17,0.978125231
zelenograd,Apr-17,97573.125,4/1/17,0.960625415
zelenograd,May-17,98461.875,5/1/17,0.969375323
