,Date,Favorite,Spread,Underdog,Total,Money Odds,Year,Week,Away,Home,Favprob,Dogprob,Awayprob,Homeprob,Awayspread,Homespread,Home Score,Away Score,Overtime?,Homewins,Over,Homecover,Totalscore,Awaycover,Awaywins,Favwins,Favbinned,FavbinnedMP,Favcover,Dogcover,Spreadpush
527,2014-11-30,Minnesota,-2.5,Carolina,41.5,"['-140', '+120']",2014,13,Carolina,Minnesota,0.56204379562,0.43795620438,0.43795620438,0.56204379562,2.5,-2.5,31,13,,1,1.0,1.0,44,0.0,0,1,"(0.553, 0.58]",0.5665,1,0,0
528,2014-11-30,Arizona,-1.5,Atlanta,45.0,"['-125', '+105']",2014,13,Arizona,Atlanta,0.532467532468,0.467532467532,0.532467532468,0.467532467532,-1.5,1.5,29,18,,1,1.0,1.0,47,0.0,0,0,"(0.527, 0.553]",0.54,0,1,0
529,2014-11-30,Green Bay,-3.0,New England,58.0,"['-155', '+135']",2014,13,New England,Green Bay,0.588211546225,0.411788453775,0.411788453775,0.588211546225,3.0,-3.0,26,21,,1,0.0,1.0,47,0.0,0,1,"(0.58, 0.607]",0.5935,1,0,0
530,2013-11-28,Detroit,-6.5,Green Bay,49.0,"['-280', '+240']",2013,13,Green Bay,Detroit,0.714714714715,0.285285285285,0.285285285285,0.714714714715,6.5,-6.5,40,10,,1,1.0,1.0,50,0.0,0,1,"(0.713, 0.74]",0.7265,1,0,0
531,2013-11-28,Dallas,-9.0,Oakland,49.5,"['-475', '+375']",2013,13,Oakland,Dallas,0.796909492274,0.203090507726,0.203090507726,0.796909492274,9.0,-9.0,31,24,,1,1.0,0.0,55,1.0,0,1,"(0.793, 0.82]",0.8065,0,1,0
532,2013-11-28,Baltimore,-3.0,Pittsburgh,40.5,"['-155', '+135']",2013,13,Pittsburgh,Baltimore,0.588211546225,0.411788453775,0.411788453775,0.588211546225,3.0,-3.0,22,20,,1,1.0,0.0,42,1.0,0,1,"(0.58, 0.607]",0.5935,0,1,0
533,2013-12-01,Indianapolis,-3.5,Tennessee,46.5,"['-195', '+170']",2013,13,Tennessee,Indianapolis,0.640900791236,0.359099208764,0.359099208764,0.640900791236,3.5,-3.5,22,14,,1,0.0,1.0,36,0.0,0,1,"(0.633, 0.66]",0.6465,1,0,0
534,2013-12-01,Denver,-5.5,Kansas City,50.0,"['-260', '+220']",2013,13,Denver,Kansas City,0.697986577181,0.302013422819,0.697986577181,0.302013422819,-5.5,5.5,28,35,,0,1.0,0.0,63,1.0,1,1,"(0.687, 0.713]",0.7,1,0,0
535,2013-12-01,Cleveland,-7.0,Jacksonville,39.5,"['-320', '+260']",2013,13,Jacksonville,Cleveland,0.732824427481,0.267175572519,0.267175572519,0.732824427481,7.0,-7.0,28,32,,0,1.0,0.0,60,1.0,1,0,"(0.713, 0.74]",0.7265,0,1,0
536,2013-12-01,Carolina,-7.0,Tampa Bay,41.0,"['-350', '+290']",2013,13,Tampa Bay,Carolina,0.752066115702,0.247933884298,0.247933884298,0.752066115702,7.0,-7.0,27,6,,1,0.0,1.0,33,0.0,0,1,"(0.74, 0.767]",0.7535,1,0,0
537,2013-12-01,Minnesota,-1.0,Chicago,50.0,"['-120', '+100']",2013,13,Chicago,Minnesota,0.521739130435,0.478260869565,0.478260869565,0.521739130435,1.0,-1.0,23,20,Y,1,0.0,1.0,43,0.0,0,1,"(0.5, 0.527]",0.5135,0,1,0
538,2013-12-01,Philadelphia,-3.5,Arizona,48.5,"['-180', '+160']",2013,13,Arizona,Philadelphia,0.625668449198,0.374331550802,0.374331550802,0.625668449198,3.5,-3.5,24,21,,1,0.0,0.0,45,1.0,0,1,"(0.607, 0.633]",0.62,0,1,0
539,2013-12-01,Buffalo,-4.5,Atlanta,48.0,"['-210', '+180']",2013,13,Atlanta,Buffalo,0.654788418708,0.345211581292,0.345211581292,0.654788418708,4.5,-4.5,31,34,Y,0,1.0,0.0,65,1.0,1,0,"(0.633, 0.66]",0.6465,0,1,0
540,2013-12-01,San Francisco,-7.5,St. Louis,40.5,"['-370', '+310']",2013,13,St. Louis,San Francisco,0.763462506291,0.236537493709,0.236537493709,0.763462506291,7.5,-7.5,23,13,,1,0.0,1.0,36,0.0,0,1,"(0.74, 0.767]",0.7535,1,0,0
541,2013-12-01,New England,-7.0,Houston,49.0,"['-340', '+280']",2013,13,New England,Houston,0.745958429561,0.254041570439,0.745958429561,0.254041570439,-7.0,7.0,31,34,,0,1.0,1.0,65,0.0,1,1,"(0.74, 0.767]",0.7535,0,1,0
542,2013-12-01,Cincinnati,-1.5,San Diego,48.5,"['-125', '+105']",2013,13,Cincinnati,San Diego,0.532467532468,0.467532467532,0.532467532468,0.467532467532,-1.5,1.5,10,17,,0,0.0,0.0,27,1.0,1,1,"(0.527, 0.553]",0.54,1,0,0
543,2013-12-01,Washington,-1.0,NY Giants,45.0,"['-120', '+100']",2013,13,NY Giants,Washington,0.521739130435,0.478260869565,0.478260869565,0.521739130435,1.0,-1.0,17,24,,0,0.0,0.0,41,1.0,1,0,"(0.5, 0.527]",0.5135,0,1,0
544,2013-12-02,Seattle,-6.5,New Orleans,48.5,"['-275', '+235']",2013,13,New Orleans,Seattle,0.710703953713,0.289296046287,0.289296046287,0.710703953713,6.5,-6.5,34,7,,1,0.0,1.0,41,0.0,0,1,"(0.687, 0.713]",0.7,1,0,0
545,2012-11-29,Atlanta,-3.5,New Orleans,54.5,"['-195', '+170']",2012,13,New Orleans,Atlanta,0.640900791236,0.359099208764,0.359099208764,0.640900791236,3.5,-3.5,23,13,,1,0.0,1.0,36,0.0,0,1,"(0.633, 0.66]",0.6465,1,0,0
546,2012-12-02,Chicago,-3.0,Seattle,37.0,"['-165', '+145']",2012,13,Seattle,Chicago,0.604034366829,0.395965633171,0.395965633171,0.604034366829,3.0,-3.0,17,23,Y,0,1.0,0.0,40,1.0,1,0,"(0.58, 0.607]",0.5935,0,1,0
547,2012-12-02,Green Bay,-7.5,Minnesota,47.0,"['-370', '+310']",2012,13,Minnesota,Green Bay,0.763462506291,0.236537493709,0.236537493709,0.763462506291,7.5,-7.5,23,14,,1,0.0,1.0,37,0.0,0,1,"(0.74, 0.767]",0.7535,1,0,0
548,2012-12-02,San Francisco,-7.5,St. Louis,41.0,"['-370', '+310']",2012,13,San Francisco,St. Louis,0.763462506291,0.236537493709,0.763462506291,0.236537493709,-7.5,7.5,16,13,Y,1,0.0,1.0,29,0.0,0,0,"(0.74, 0.767]",0.7535,0,1,0
549,2012-12-02,NY Jets,-6.5,Arizona,37.0,"['-270', '+230']",2012,13,Arizona,NY Jets,0.706582077716,0.293417922284,0.293417922284,0.706582077716,6.5,-6.5,7,6,,1,0.0,0.0,13,1.0,0,1,"(0.687, 0.713]",0.7,0,1,0
550,2012-12-02,Carolina,-5.5,Kansas City,41.5,"['-240', '+200']",2012,13,Carolina,Kansas City,0.679245283019,0.320754716981,0.679245283019,0.320754716981,-5.5,5.5,27,21,,1,1.0,1.0,48,0.0,0,0,"(0.66, 0.687]",0.6735,0,1,0
551,2012-12-02,Detroit,-7.0,Indianapolis,51.5,"['-325', '+265']",2012,13,Indianapolis,Detroit,0.736229635376,0.263770364624,0.263770364624,0.736229635376,7.0,-7.0,33,35,,0,1.0,0.0,68,1.0,1,0,"(0.713, 0.74]",0.7265,0,1,0
552,2012-12-02,Buffalo,-6.0,Jacksonville,41.5,"['-265', '+225']",2012,13,Jacksonville,Buffalo,0.702344546381,0.297655453619,0.297655453619,0.702344546381,6.0,-6.0,34,18,,1,1.0,1.0,52,0.0,0,1,"(0.687, 0.713]",0.7,1,0,0
553,2012-12-02,New England,-7.5,Miami,51.0,"['-350', '+290']",2012,13,New England,Miami,0.752066115702,0.247933884298,0.752066115702,0.247933884298,-7.5,7.5,16,23,,0,0.0,1.0,39,0.0,1,1,"(0.74, 0.767]",0.7535,0,1,0
554,2012-12-02,Houston,-7.0,Tennessee,47.5,"['-310', '+260']",2012,13,Houston,Tennessee,0.731323722149,0.268676277851,0.731323722149,0.268676277851,-7.0,7.0,10,24,,0,0.0,0.0,34,1.0,1,1,"(0.713, 0.74]",0.7265,1,0,0
555,2012-12-02,Denver,-8.0,Tampa Bay,50.0,"['-400', '+330']",2012,13,Tampa Bay,Denver,0.774774774775,0.225225225225,0.225225225225,0.774774774775,8.0,-8.0,31,23,,1,1.0,0.5,54,0.5,0,1,"(0.767, 0.793]",0.78,0,0,1
556,2012-12-02,Baltimore,-7.0,Pittsburgh,37.0,"['-330', '+270']",2012,13,Pittsburgh,Baltimore,0.739551786796,0.260448213204,0.260448213204,0.739551786796,7.0,-7.0,20,23,,0,1.0,0.0,43,1.0,1,0,"(0.713, 0.74]",0.7265,0,1,0
557,2012-12-02,Cleveland,-2.5,Oakland,39.5,"['-140', '+120']",2012,13,Cleveland,Oakland,0.56204379562,0.43795620438,0.56204379562,0.43795620438,-2.5,2.5,17,20,,0,0.0,0.0,37,1.0,1,1,"(0.553, 0.58]",0.5665,1,0,0
558,2012-12-02,Dallas,-10.5,Philadelphia,44.5,"['-600', '+450']",2012,13,Philadelphia,Dallas,0.825,0.175,0.175,0.825,10.5,-10.5,38,33,,1,1.0,0.0,71,1.0,0,1,"(0.82, 0.847]",0.8335,0,1,0
559,2012-12-03,NY Giants,-3.0,Washington,50.5,"['-140', '+120']",2012,13,NY Giants,Washington,0.56204379562,0.43795620438,0.56204379562,0.43795620438,-3.0,3.0,17,16,,1,0.0,1.0,33,0.0,0,0,"(0.553, 0.58]",0.5665,0,1,0
560,2011-12-01,Philadelphia,-3.0,Seattle,43.5,"['-160', '+140']",2011,13,Philadelphia,Seattle,0.596273291925,0.403726708075,0.596273291925,0.403726708075,-3.0,3.0,31,14,,1,1.0,1.0,45,0.0,0,0,"(0.58, 0.607]",0.5935,0,1,0
561,2011-12-04,Buffalo,-1.0,Tennessee,43.5,"['-120', '+100']",2011,13,Tennessee,Buffalo,0.521739130435,0.478260869565,0.478260869565,0.521739130435,1.0,-1.0,17,23,,0,0.0,0.0,40,1.0,1,0,"(0.5, 0.527]",0.5135,0,1,0
562,2011-12-04,Chicago,-8.5,Kansas City,35.5,"['-410', '+340']",2011,13,Kansas City,Chicago,0.779602420052,0.220397579948,0.220397579948,0.779602420052,8.5,-8.5,3,10,,0,0.0,0.0,13,1.0,1,0,"(0.767, 0.793]",0.78,0,1,0
563,2011-12-04,Miami,-3.0,Oakland,43.0,"['-175', '+155']",2011,13,Oakland,Miami,0.618717504333,0.381282495667,0.381282495667,0.618717504333,3.0,-3.0,34,14,,1,1.0,1.0,48,0.0,0,1,"(0.607, 0.633]",0.62,1,0,0
564,2011-12-04,Pittsburgh,-7.0,Cincinnati,42.5,"['-310', '+260']",2011,13,Cincinnati,Pittsburgh,0.731323722149,0.268676277851,0.268676277851,0.731323722149,7.0,-7.0,35,7,,1,0.0,1.0,42,0.0,0,1,"(0.713, 0.74]",0.7265,1,0,0
565,2011-12-04,Baltimore,-7.0,Cleveland,38.5,"['-330', '+270']",2011,13,Baltimore,Cleveland,0.739551786796,0.260448213204,0.739551786796,0.260448213204,-7.0,7.0,10,24,,0,0.0,0.0,34,1.0,1,1,"(0.713, 0.74]",0.7265,1,0,0
566,2011-12-04,NY Jets,-3.0,Washington,38.5,"['-150', '+130']",2011,13,NY Jets,Washington,0.579831932773,0.420168067227,0.579831932773,0.420168067227,-3.0,3.0,19,34,,0,1.0,0.0,53,1.0,1,1,"(0.553, 0.58]",0.5665,1,0,0
567,2011-12-04,Atlanta,-2.0,Houston,38.0,"['-130', '+110']",2011,13,Atlanta,Houston,0.542743538767,0.457256461233,0.542743538767,0.457256461233,-2.0,2.0,17,10,,1,0.0,1.0,27,0.0,0,0,"(0.527, 0.553]",0.54,0,1,0
568,2011-12-04,Carolina,-2.0,Tampa Bay,46.5,"['-130', '+110']",2011,13,Carolina,Tampa Bay,0.542743538767,0.457256461233,0.542743538767,0.457256461233,-2.0,2.0,19,38,,0,1.0,0.0,57,1.0,1,1,"(0.527, 0.553]",0.54,1,0,0
569,2011-12-04,New Orleans,-8.5,Detroit,55.5,"['-410', '+340']",2011,13,Detroit,New Orleans,0.779602420052,0.220397579948,0.220397579948,0.779602420052,8.5,-8.5,31,17,,1,0.0,1.0,48,0.0,0,1,"(0.767, 0.793]",0.78,1,0,0
570,2011-12-04,Minnesota,-1.0,Denver,37.5,"['-120', '+100']",2011,13,Denver,Minnesota,0.521739130435,0.478260869565,0.478260869565,0.521739130435,1.0,-1.0,32,35,,0,1.0,0.0,67,1.0,1,0,"(0.5, 0.527]",0.5135,0,1,0
571,2011-12-04,San Francisco,-14.0,St. Louis,38.5,"['-800', '+600']",2011,13,St. Louis,San Francisco,0.861538461538,0.138461538462,0.138461538462,0.861538461538,14.0,-14.0,26,0,,1,0.0,1.0,26,0.0,0,1,"(0.847, 0.873]",0.86,1,0,0
572,2011-12-04,Dallas,-4.5,Arizona,47.0,"['-210', '+175']",2011,13,Dallas,Arizona,0.650704225352,0.349295774648,0.650704225352,0.349295774648,-4.5,4.5,19,13,Y,1,0.0,1.0,32,0.0,0,0,"(0.633, 0.66]",0.6465,0,1,0
573,2011-12-04,Green Bay,-7.0,NY Giants,54.0,"['-300', '+250']",2011,13,Green Bay,NY Giants,0.724137931034,0.275862068966,0.724137931034,0.275862068966,-7.0,7.0,35,38,,0,1.0,1.0,73,0.0,1,1,"(0.713, 0.74]",0.7265,0,1,0
574,2011-12-04,New England,-20.5,Indianapolis,48.5,"['-2700', '+1600']",2011,13,Indianapolis,New England,0.94250513347,0.0574948665298,0.0574948665298,0.94250513347,20.5,-20.5,31,24,,1,1.0,0.0,55,1.0,0,1,,,0,1,0
575,2011-12-05,San Diego,-3.0,Jacksonville,40.0,"['-165', '+145']",2011,13,San Diego,Jacksonville,0.604034366829,0.395965633171,0.604034366829,0.395965633171,-3.0,3.0,14,38,,0,1.0,0.0,52,1.0,1,1,"(0.58, 0.607]",0.5935,1,0,0
576,2010-12-02,Philadelphia,-8.0,Houston,51.0,"['-380', '+320']",2010,13,Houston,Philadelphia,0.768786127168,0.231213872832,0.231213872832,0.768786127168,8.0,-8.0,34,24,,1,1.0,1.0,58,0.0,0,1,"(0.767, 0.793]",0.78,1,0,0
577,2010-12-05,Minnesota,-5.5,Buffalo,43.5,"['-245', '+205']",2010,13,Buffalo,Minnesota,0.684138246738,0.315861753262,0.315861753262,0.684138246738,5.5,-5.5,38,14,,1,1.0,1.0,52,0.0,0,1,"(0.66, 0.687]",0.6735,1,0,0
578,2010-12-05,Miami,-5.5,Cleveland,43.5,"['-245', '+205']",2010,13,Cleveland,Miami,0.684138246738,0.315861753262,0.315861753262,0.684138246738,5.5,-5.5,10,13,,0,0.0,0.0,23,1.0,1,0,"(0.66, 0.687]",0.6735,0,1,0
579,2010-12-05,Tennessee,-3.0,Jacksonville,43.5,"['-180', '+160']",2010,13,Jacksonville,Tennessee,0.625668449198,0.374331550802,0.374331550802,0.625668449198,3.0,-3.0,6,17,,0,0.0,0.0,23,1.0,1,0,"(0.607, 0.633]",0.62,0,1,0
580,2010-12-05,Kansas City,-8.0,Denver,48.0,"['-380', '+320']",2010,13,Denver,Kansas City,0.768786127168,0.231213872832,0.231213872832,0.768786127168,8.0,-8.0,10,6,,1,0.0,0.0,16,1.0,0,1,"(0.767, 0.793]",0.78,0,1,0
581,2010-12-05,NY Giants,-7.5,Washington,43.0,"['-360', '+300']",2010,13,Washington,NY Giants,0.757894736842,0.242105263158,0.242105263158,0.757894736842,7.5,-7.5,31,7,,1,0.0,1.0,38,0.0,0,1,"(0.74, 0.767]",0.7535,1,0,0
582,2010-12-05,Chicago,-5.5,Detroit,43.5,"['-255', '+215']",2010,13,Chicago,Detroit,0.693503129722,0.306496870278,0.693503129722,0.306496870278,-5.5,5.5,20,24,,0,1.0,1.0,44,0.0,1,1,"(0.687, 0.713]",0.7,0,1,0
583,2010-12-05,Green Bay,-9.0,San Francisco,41.0,"['-450', '+350']",2010,13,San Francisco,Green Bay,0.78640776699,0.21359223301,0.21359223301,0.78640776699,9.0,-9.0,34,16,,1,1.0,1.0,50,0.0,0,1,"(0.767, 0.793]",0.78,1,0,0
584,2010-12-05,New Orleans,-6.5,Cincinnati,45.0,"['-280', '+240']",2010,13,New Orleans,Cincinnati,0.714714714715,0.285285285285,0.714714714715,0.285285285285,-6.5,6.5,30,34,,0,1.0,1.0,64,0.0,1,1,"(0.713, 0.74]",0.7265,0,1,0
585,2010-12-05,Atlanta,-3.0,Tampa Bay,43.0,"['-150', '+130']",2010,13,Atlanta,Tampa Bay,0.579831932773,0.420168067227,0.579831932773,0.420168067227,-3.0,3.0,24,28,,0,1.0,0.0,52,1.0,1,1,"(0.553, 0.58]",0.5665,1,0,0
586,2010-12-05,San Diego,-13.0,Oakland,45.0,"['-700', '+500']",2010,13,Oakland,San Diego,0.84,0.16,0.16,0.84,13.0,-13.0,13,28,,0,0.0,0.0,41,1.0,1,0,"(0.82, 0.847]",0.8335,0,1,0
587,2010-12-05,Seattle,-5.0,Carolina,40.5,"['-230', '+195']",2010,13,Carolina,Seattle,0.672781358453,0.327218641547,0.327218641547,0.672781358453,5.0,-5.0,31,14,,1,1.0,1.0,45,0.0,0,1,"(0.66, 0.687]",0.6735,1,0,0
588,2010-12-05,Indianapolis,-6.0,Dallas,48.0,"['-265', '+225']",2010,13,Dallas,Indianapolis,0.702344546381,0.297655453619,0.297655453619,0.702344546381,6.0,-6.0,35,38,Y,0,1.0,0.0,73,1.0,1,0,"(0.687, 0.713]",0.7,0,1,0
589,2010-12-05,St. Louis,-3.0,Arizona,44.0,"['-180', '+160']",2010,13,St. Louis,Arizona,0.625668449198,0.374331550802,0.625668449198,0.374331550802,-3.0,3.0,6,19,,0,0.0,0.0,25,1.0,1,1,"(0.607, 0.633]",0.62,1,0,0
590,2010-12-05,Baltimore,-3.0,Pittsburgh,38.5,"['-180', '+160']",2010,13,Pittsburgh,Baltimore,0.625668449198,0.374331550802,0.374331550802,0.625668449198,3.0,-3.0,10,13,,0,0.0,0.0,23,1.0,1,0,"(0.607, 0.633]",0.62,0,1,0
591,2010-12-06,New England,-4.0,NY Jets,44.5,"['-215', '+180']",2010,13,NY Jets,New England,0.656488549618,0.343511450382,0.343511450382,0.656488549618,4.0,-4.0,45,3,,1,1.0,1.0,48,0.0,0,1,"(0.633, 0.66]",0.6465,1,0,0
592,2009-12-06,Denver,-6.0,Kansas City,39.0,"['-270', '+220']",2009,13,Denver,Kansas City,0.700162074554,0.299837925446,0.700162074554,0.299837925446,-6.0,6.0,13,44,,0,1.0,0.0,57,1.0,1,1,"(0.687, 0.713]",0.7,1,0,0
593,2009-12-06,Pittsburgh,-15.0,Oakland,37.0,"['-1300', '+850']",2009,13,Oakland,Pittsburgh,0.898181818182,0.101818181818,0.101818181818,0.898181818182,15.0,-15.0,24,27,,0,1.0,0.0,51,1.0,1,0,"(0.873, 0.9]",0.8865,0,1,0
594,2009-12-06,Houston,-1.5,Jacksonville,47.5,"['-125', '+105']",2009,13,Houston,Jacksonville,0.532467532468,0.467532467532,0.532467532468,0.467532467532,-1.5,1.5,23,18,,1,0.0,1.0,41,0.0,0,0,"(0.527, 0.553]",0.54,0,1,0
595,2009-12-06,Indianapolis,-6.0,Tennessee,47.0,"['-250', '+210']",2009,13,Tennessee,Indianapolis,0.688888888889,0.311111111111,0.311111111111,0.688888888889,6.0,-6.0,27,17,,1,0.0,1.0,44,0.0,0,1,"(0.687, 0.713]",0.7,1,0,0
596,2009-12-06,Philadelphia,-4.5,Atlanta,43.5,"['-225', '+185']",2009,13,Philadelphia,Atlanta,0.663648124191,0.336351875809,0.663648124191,0.336351875809,-4.5,4.5,7,34,,0,0.0,0.0,41,1.0,1,1,"(0.66, 0.687]",0.6735,1,0,0
597,2009-12-06,Cincinnati,-13.5,Detroit,42.0,"['-800', '+600']",2009,13,Detroit,Cincinnati,0.861538461538,0.138461538462,0.138461538462,0.861538461538,13.5,-13.5,23,13,,1,0.0,0.0,36,1.0,0,1,"(0.847, 0.873]",0.86,0,1,0
598,2009-12-06,New Orleans,-9.0,Washington,47.0,"['-460', '+360']",2009,13,New Orleans,Washington,0.790732436472,0.209267563528,0.790732436472,0.209267563528,-9.0,9.0,30,33,Y,0,1.0,1.0,63,0.0,1,1,"(0.767, 0.793]",0.78,0,1,0
599,2009-12-06,Carolina,-4.0,Tampa Bay,40.0,"['-200', '+170']",2009,13,Tampa Bay,Carolina,0.642857142857,0.357142857143,0.357142857143,0.642857142857,4.0,-4.0,16,6,,1,0.0,1.0,22,0.0,0,1,"(0.633, 0.66]",0.6465,1,0,0
600,2009-12-06,Chicago,-9.0,St. Louis,41.0,"['-460', '+360']",2009,13,St. Louis,Chicago,0.790732436472,0.209267563528,0.209267563528,0.790732436472,9.0,-9.0,17,9,,1,0.0,0.0,26,1.0,0,1,"(0.767, 0.793]",0.78,0,1,0
601,2009-12-06,San Diego,-14.0,Cleveland,42.5,"['-850', '+600']",2009,13,San Diego,Cleveland,0.86231884058,0.13768115942,0.86231884058,0.13768115942,-14.0,14.0,23,30,,0,1.0,1.0,53,0.0,1,1,"(0.847, 0.873]",0.86,0,1,0
602,2009-12-06,San Francisco,-1.0,Seattle,41.5,"['-120', '+100']",2009,13,San Francisco,Seattle,0.521739130435,0.478260869565,0.521739130435,0.478260869565,-1.0,1.0,20,17,,1,0.0,1.0,37,0.0,0,0,"(0.5, 0.527]",0.5135,0,1,0
603,2009-12-06,Minnesota,-3.5,Arizona,48.5,"['-180', '+160']",2009,13,Minnesota,Arizona,0.625668449198,0.374331550802,0.625668449198,0.374331550802,-3.5,3.5,30,17,,1,0.0,1.0,47,0.0,0,0,"(0.607, 0.633]",0.62,0,1,0
604,2009-12-06,Dallas,-1.5,NY Giants,45.5,"['-125', '+105']",2009,13,Dallas,NY Giants,0.532467532468,0.467532467532,0.532467532468,0.467532467532,-1.5,1.5,31,24,,1,1.0,1.0,55,0.0,0,0,"(0.527, 0.553]",0.54,0,1,0
605,2009-12-06,New England,-5.5,Miami,46.0,"['-240', '+200']",2009,13,New England,Miami,0.679245283019,0.320754716981,0.679245283019,0.320754716981,-5.5,5.5,22,21,,1,0.0,1.0,43,0.0,0,0,"(0.66, 0.687]",0.6735,0,1,0
606,2009-12-07,Green Bay,-3.5,Baltimore,43.0,"['-210', '+175']",2009,13,Baltimore,Green Bay,0.650704225352,0.349295774648,0.349295774648,0.650704225352,3.5,-3.5,27,14,,1,0.0,1.0,41,0.0,0,1,"(0.633, 0.66]",0.6465,1,0,0
607,2008-11-27,Tennessee,-11.0,Detroit,44.0,"['-700', '+500']",2008,13,Tennessee,Detroit,0.84,0.16,0.84,0.16,-11.0,11.0,10,47,,0,1.0,0.0,57,1.0,1,1,"(0.82, 0.847]",0.8335,1,0,0
608,2008-11-27,Dallas,-12.0,Seattle,46.5,"['-800', '+600']",2008,13,Seattle,Dallas,0.861538461538,0.138461538462,0.138461538462,0.861538461538,12.0,-12.0,34,9,,1,0.0,1.0,43,0.0,0,1,"(0.847, 0.873]",0.86,1,0,0
609,2008-11-27,Philadelphia,-3.0,Arizona,49.0,"['-155', '+135']",2008,13,Arizona,Philadelphia,0.588211546225,0.411788453775,0.411788453775,0.588211546225,3.0,-3.0,48,20,,1,1.0,1.0,68,0.0,0,1,"(0.58, 0.607]",0.5935,1,0,0
610,2008-11-30,NY Jets,-7.5,Denver,48.0,"['-340', '+280']",2008,13,Denver,NY Jets,0.745958429561,0.254041570439,0.254041570439,0.745958429561,7.5,-7.5,17,34,,0,1.0,0.0,51,1.0,1,0,"(0.74, 0.767]",0.7535,0,1,0
611,2008-11-30,Buffalo,-6.5,San Francisco,43.0,"['-290', '+245']",2008,13,San Francisco,Buffalo,0.719525350593,0.280474649407,0.280474649407,0.719525350593,6.5,-6.5,3,10,,0,0.0,0.0,13,1.0,1,0,"(0.713, 0.74]",0.7265,0,1,0
612,2008-11-30,Tampa Bay,-4.0,New Orleans,44.0,"['-200', '+175']",2008,13,New Orleans,Tampa Bay,0.647058823529,0.352941176471,0.352941176471,0.647058823529,4.0,-4.0,23,20,,1,0.0,0.0,43,1.0,0,1,"(0.633, 0.66]",0.6465,0,1,0
613,2008-11-30,Green Bay,-3.0,Carolina,41.5,"['-155', '+135']",2008,13,Carolina,Green Bay,0.588211546225,0.411788453775,0.411788453775,0.588211546225,3.0,-3.0,31,35,,0,1.0,0.0,66,1.0,1,0,"(0.58, 0.607]",0.5935,0,1,0
614,2008-11-30,NY Giants,-3.5,Washington,41.0,"['-190', '+160']",2008,13,NY Giants,Washington,0.630102040816,0.369897959184,0.630102040816,0.369897959184,-3.5,3.5,7,23,,0,0.0,0.0,30,1.0,1,1,"(0.607, 0.633]",0.62,1,0,0
615,2008-11-30,Miami,-7.0,St. Louis,44.0,"['-325', '+275']",2008,13,Miami,St. Louis,0.74144486692,0.25855513308,0.74144486692,0.25855513308,-7.0,7.0,12,16,,0,0.0,1.0,28,0.0,1,1,"(0.74, 0.767]",0.7535,0,1,0
616,2008-11-30,Baltimore,-7.0,Cincinnati,35.5,"['-315', '+260']",2008,13,Baltimore,Cincinnati,0.732085216269,0.267914783731,0.732085216269,0.267914783731,-7.0,7.0,3,34,,0,1.0,0.0,37,1.0,1,1,"(0.713, 0.74]",0.7265,1,0,0
617,2008-11-30,Indianapolis,-4.5,Cleveland,43.5,"['-240', '+200']",2008,13,Indianapolis,Cleveland,0.679245283019,0.320754716981,0.679245283019,0.320754716981,-4.5,4.5,6,10,,0,0.0,1.0,16,0.0,1,1,"(0.66, 0.687]",0.6735,0,1,0
618,2008-11-30,San Diego,-6.5,Atlanta,48.0,"['-290', '+240']",2008,13,Atlanta,San Diego,0.716569767442,0.283430232558,0.283430232558,0.716569767442,6.5,-6.5,16,22,,0,0.0,0.0,38,1.0,1,0,"(0.713, 0.74]",0.7265,0,1,0
619,2008-11-30,New England,-2.0,Pittsburgh,40.0,"['-130', '+110']",2008,13,Pittsburgh,New England,0.542743538767,0.457256461233,0.457256461233,0.542743538767,2.0,-2.0,10,33,,0,1.0,0.0,43,1.0,1,0,"(0.527, 0.553]",0.54,0,1,0
620,2008-11-30,Oakland,-3.0,Kansas City,41.5,"['-175', '+155']",2008,13,Kansas City,Oakland,0.618717504333,0.381282495667,0.381282495667,0.618717504333,3.0,-3.0,13,20,,0,0.0,0.0,33,1.0,1,0,"(0.607, 0.633]",0.62,0,1,0
621,2008-11-30,Minnesota,-5.0,Chicago,42.0,"['-230', '+190']",2008,13,Chicago,Minnesota,0.669007021063,0.330992978937,0.330992978937,0.669007021063,5.0,-5.0,34,14,,1,1.0,1.0,48,0.0,0,1,"(0.66, 0.687]",0.6735,1,0,0
622,2008-12-01,Houston,-3.0,Jacksonville,48.5,"['-165', '+145']",2008,13,Jacksonville,Houston,0.604034366829,0.395965633171,0.395965633171,0.604034366829,3.0,-3.0,30,17,,1,0.0,1.0,47,0.0,0,1,"(0.58, 0.607]",0.5935,1,0,0
623,2007-11-29,Dallas,-7.0,Green Bay,51.5,"['-285', '+230']",2007,13,Green Bay,Dallas,0.709543568465,0.290456431535,0.290456431535,0.709543568465,7.0,-7.0,37,27,,1,1.0,1.0,64,0.0,0,1,"(0.687, 0.713]",0.7,1,0,0
624,2007-12-02,St. Louis,-3.0,Atlanta,40.5,"['-170', '+150']",2007,13,Atlanta,St. Louis,0.611510791367,0.388489208633,0.388489208633,0.611510791367,3.0,-3.0,28,16,,1,1.0,1.0,44,0.0,0,1,"(0.607, 0.633]",0.62,1,0,0
