"12/20 1:00 ET" Arizona -14 "At Detroit" 47 "-$1000 +$700" 2009 15
"12/20 4:15 ET" "At Philadelphia" -7.5 "San Francisco" 41 "-$350 +$280" 2009 15
"12/20 1:00 ET" "At NY Jets" -5.5 Atlanta 36 "-$250 +$210" 2009 15
"12/20 4:15 ET" "At Baltimore" -11 Chicago 39.5 "-$600 +$425" 2009 15
"12/20 1:00 ET" "At Kansas City" -2.5 Cleveland 38.5 "-$145 +$125" 2009 15
"12/20 1:00 ET" Houston -14 "At St. Louis" 43.5 "-$1000 +$700" 2009 15
"12/20 4:05 ET" "At San Diego" -7 Cincinnati 44 "-$310 +$250" 2009 15
"12/20 4:05 ET" "At Denver" -14 Oakland 37 "-$1000 +$700" 2009 15
"12/20 4:15 ET" "At Seattle" -6.5 "Tampa Bay" 39 "-$290 +$235" 2009 15
"12/20 8:20 ET" Minnesota -8.5 "At Carolina" 42.5 "-$400 +$325" 2009 15
"12/21 8:35 ET" "NY Giants" -3 "At Washington" 44 "-$140 +$120" 2009 15
"12/11 8:15 ET" "At Chicago" -3 "New Orleans" 46 "-$150 +$130" 2008 15
"12/14 1:00 ET" "Green Bay" -3 "At Jacksonville" 46 "-$150 +$130" 2008 15
"12/14 1:00 ET" "At Indianapolis" -17 Detroit 45 "-$1700 +$1200" 2008 15
"12/14 1:00 ET" Washington -6.5 "At Cincinnati" 36.5 "-$290 +$240" 2008 15
"12/14 1:00 ET" "At Atlanta" -5.5 "Tampa Bay" 43.5 "-$250 +$210" 2008 15
"12/14 1:00 ET" "At Miami" -5.5 "San Francisco" 41 "-$250 +$210" 2008 15
"12/14 1:00 ET" Seattle -2 "At St. Louis" 43 "-$130 +$110" 2008 15
"12/14 1:00 ET" "At NY Jets" -8 Buffalo 41.5 "-$360 +$300" 2008 15
"12/14 1:00 ET" Tennessee -3 "At Houston" 45 "-$160 +$140" 2008 15
"12/14 4:15 ET" "At Baltimore" -3 Pittsburgh 34 "-$155 +$135" 2008 15
"12/14 4:15 ET" "At Carolina" -8 Denver 48 "-$350 +$280" 2008 15
"12/14 1:00 ET" "San Diego" -5.5 "At Kansas City" 41 "-$250 +$210" 2008 15
"12/14 4:05 ET" "At Arizona" -4.5 Minnesota 47 "-$210 +$180" 2008 15
"12/14 4:15 ET" "New England" -7 "At Oakland" 39 "-$295 +$245" 2008 15
"12/14 8:15 ET" "At Dallas" -3 "NY Giants" 46.5 "-$155 +$135" 2008 15
"12/15 8:35 ET" "At Philadelphia" -15.5 Cleveland 40 "-$1200 +$800" 2008 15
"12/13 8:15 ET" Denver -2.5 "At Houston" 47.5 "-$145 +$125" 2007 15
"12/15 8:15 ET" Cincinnati -9 "At San Francisco" 42.5 "-$410 +$325" 2007 15
"12/16 1:00 ET" "At New Orleans" -4 Arizona 49.5 "-$210 +$180" 2007 15
"12/16 1:00 ET" "At Tampa Bay" -13 Atlanta 37.5 "-$750 +$550" 2007 15
"12/16 1:00 ET" Baltimore -3 "At Miami" 37 "-$175 +$155" 2007 15
"12/16 1:00 ET" "At Cleveland" -4.5 Buffalo 36 "-$225 +$185" 2007 15
"12/16 1:00 ET" "Green Bay" -7 "At St. Louis" 47 "-$360 +$290" 2007 15
"12/16 1:00 ET" "At Pittsburgh" -3 Jacksonville 34.5 "-$170 +$150" 2007 15
"12/16 1:00 ET" "At New England" -20 "NY Jets" 41.5 "-$1200 +$900" 2007 15
"12/16 1:00 ET" Seattle -7.5 "At Carolina" 37 "-$360 +$280" 2007 15
"12/16 1:00 ET" Tennessee -3.5 "At Kansas City" 34.5 "-$190 +$170" 2007 15
"12/16 4:05 ET" Indianapolis -10 "At Oakland" 45 "-$530 +$385" 2007 15
"12/16 4:15 ET" "At San Diego" -9.5 Detroit 46 "-$475 +$375" 2007 15
"12/16 4:15 ET" "At Dallas" -10 Philadelphia 49 "-$575 +$400" 2007 15
"12/16 8:15 ET" "At NY Giants" -6 Washington 36 "-$270 +$220" 2007 15
"12/17 8:30 ET" "At Minnesota" -10.5 Chicago 43.5 "-$575 +$425" 2007 15
"12/14 8:00 ET" "At Seattle" -10 "San Francisco" 37.5 "-$500 +$375" 2006 15
"12/16 8:00 ET" Dallas -4 "At Atlanta" 45.5 "-$210 +$180" 2006 15
"12/17 1:00 ET" "At Minnesota" -3.5 "NY Jets" 41 "-$195 +$170" 2006 15
"12/17 1:00 ET" "At Baltimore" -12.5 Cleveland 35 "-$825 +$575" 2006 15
"12/17 1:00 ET" "At New England" -12.5 Houston 38 "-$800 +$550" 2006 15
"12/17 1:00 ET" "At Buffalo" -1 Miami 34 "-$115 -$105" 2006 15
"12/17 1:00 ET" Pittsburgh -3 "At Carolina" 39 "-$160 +$140" 2006 15
"12/17 1:00 ET" "At New Orleans" -10 Washington 47 "-$500 +$375" 2006 15
"12/17 1:00 ET" Jacksonville -3.5 "At Tennessee" 41 "-$185 +$165" 2006 15
"12/17 1:00 ET" "At Chicago" -13.5 "Tampa Bay" 35 "-$975 +$675" 2006 15
"12/17 4:15 ET" "At NY Giants" -5.5 Philadelphia 45.5 "-$240 +$195" 2006 15
"12/17 1:00 ET" "At Green Bay" -6 Detroit 45 "-$260 +$210" 2006 15
"12/17 4:05 ET" Denver -3 "At Arizona" 43.5 "-$150 +$130" 2006 15
"12/17 8:15 ET" "At San Diego" -9 "Kansas City" 47.5 "-$400 +$330" 2006 15
"12/17 4:15 ET" "At Oakland" -3 "St. Louis" 39 "-$150 +$130" 2006 15
"12/18 8:30 ET" "At Indianapolis" -3.5 Cincinnati 54.5 "-$175 +$155" 2006 15
"11/3 8:25 ET" Atlanta -4.5 "At Tampa Bay" 49.5 "-$210 +$180" 2016 9
"11/6 1:00 ET" "At Kansas City" -7 Jacksonville 43 "-$330 +$270" 2016 9
"11/6 1:00 ET" "At Minnesota" -5.5 Detroit 42.5 "-$245 +$205" 2016 9
"11/6 1:00 ET" "At NY Giants" -3 Philadelphia 43 "-$155 +$135" 2016 9
"11/6 1:00 ET" Dallas -7.5 "At Cleveland" 49.5 "-$330 +$270" 2016 9
"11/6 1:00 ET" "At Miami" -4 "NY Jets" 45 "-$200 +$170" 2016 9
"11/6 1:00 ET" Pittsburgh -3 "At Baltimore" 46 "-$170 +$150" 2016 9
"11/6 4:05 ET" "New Orleans" -5 "At San Francisco" 53 "-$230 +$190" 2016 9
"11/6 4:05 ET" Carolina -3 "At Los Angeles " 44.5 "-$160 +$140" 2016 9
"11/6 4:25 ET" "At Green Bay" -7.5 Indianapolis 52 "-$340 +$280" 2016 9
"11/6 4:25 ET" "At San Diego" -4 Tennessee 47.5 "-$185 +$165" 2016 9
"11/6 8:30 ET" "At Oakland" -1 Denver 44.5 "-$120 +$100" 2016 9
"11/7 8:30 ET" "At Seattle" -6 Buffalo 43.5 "-$250 +$210" 2016 9
"11/5 8:25 ET" "At Cincinnati" -13 Cleveland 46 "-$900 +$600" 2015 9
"11/8 1:00 ET" "At Pittsburgh" -6 Oakland 48 "-$260 +$220" 2015 9
"11/8 1:00 ET" "At NY Jets" -8 Jacksonville 42.5 "-$380 +$320" 2015 9
"11/8 1:00 ET" "At Minnesota" -1 "St. Louis" 40 "-$120 +$100" 2015 9
"11/8 1:00 ET" "At Buffalo" -4 Miami 44 "-$210 +$180" 2015 9
"11/8 1:00 ET" "At New Orleans" -6.5 Tennessee 50 "-$300 +$250" 2015 9
"11/8 1:00 ET" "At New England" -13.5 Washington 51.5 "-$1600 +$900" 2015 9
"11/8 1:00 ET" "Green Bay" -2.5 "At Carolina" 46 "-$135 +$115" 2015 9
"11/8 4:05 ET" Atlanta -8.5 "At San Francisco" 43.5 "-$420 +$350" 2015 9
"11/8 4:05 ET" "NY Giants" -2 "At Tampa Bay" 49 "-$130 +$110" 2015 9
"11/8 4:25 ET" Denver -3.5 "At Indianapolis" 45.5 "-$180 +$160" 2015 9
"11/8 8:30 ET" Philadelphia -3 "At Dallas" 44 "-$170 +$150" 2015 9
"11/9 8:30 ET" "At San Diego" -3.5 Chicago 49.5 "-$195 +$170" 2015 9
"10/30 8:25 ET" "New Orleans" -3 "At Carolina" 49 "-$175 +$155" 2014 9
"11/2 1:00 ET" "At Miami" -2.5 "San Diego" 45 "-$145 +$125" 2014 9
"11/2 1:00 ET" "At Cincinnati" -10 Jacksonville 43.5 "-$575 +$425" 2014 9
"11/2 1:00 ET" "At Cleveland" -7 "Tampa Bay" 44 "-$320 +$260" 2014 9
"11/2 1:00 ET" "At Minnesota"  Washington 44 "-$115 -$105" 2014 9
"11/2 1:00 ET" Philadelphia -2 "At Houston" 48.5 "-$135 +$115" 2014 9
"11/2 1:00 ET" "At Kansas City" -8.5 "NY Jets" 41.5 "-$440 +$350" 2014 9
"11/2 1:00 ET" "At Dallas" -1.5 Arizona 45 "-$125 +$105" 2014 9
"11/2 4:05 ET" "At San Francisco" -10.5 "St. Louis" 44 "-$600 +$450" 2014 9
"11/2 4:25 ET" Denver -3 "At New England" 53 "-$155 +$135" 2014 9
"11/2 4:25 ET" "At Seattle" -13.5 Oakland 44 "-$1000 +$650" 2014 9
"11/2 8:30 ET" "At Pittsburgh" -2 Baltimore 48 "-$135 +$115" 2014 9
"11/3 8:30 ET" Indianapolis -3 "At NY Giants" 51.5 "-$170 +$150" 2014 9
"10/31 8:25 ET" Cincinnati -3 "At Miami" 42.5 "-$155 +$135" 2013 9
"11/3 1:00 ET" "At Carolina" -8.5 Atlanta 47 "-$440 +$360" 2013 9
"11/3 1:00 ET" "At Dallas" -9 Minnesota 51.5 "-$525 +$400" 2013 9
"11/3 1:00 ET" "New Orleans" -6 "At NY Jets" 46 "-$275 +$235" 2013 9
"11/3 1:00 ET" Tennessee -3 "At St. Louis" 41 "-$160 +$140" 2013 9
"11/3 1:00 ET" "Kansas City" -5 "At Buffalo" 41 "-$235 +$195" 2013 9
"11/3 1:00 ET" "At Washington" -1.5 "San Diego" 49.5 "-$125 +$105" 2013 9
"11/3 4:05 ET" "At Oakland" -1 Philadelphia 45.5 "-$120 +$100" 2013 9
"11/3 4:05 ET" "At Seattle" -16 "Tampa Bay" 40.5 "-$1900 +$975" 2013 9
"11/3 4:25 ET" Baltimore -1.5 "At Cleveland" 42 "-$130 +$110" 2013 9
"11/3 4:25 ET" "At New England" -6 Pittsburgh 42.5 "-$280 +$240" 2013 9
"11/3 8:30 ET" Indianapolis -1.5 "At Houston" 43 "-$125 +$105" 2013 9
"11/4 8:40 ET" "At Green Bay" -10 Chicago 51 "-$550 +$400" 2013 9
"11/1 8:25 ET" "At San Diego" -7 "Kansas City" 41 "-$340 +$280" 2012 9
"11/4 1:00 ET" Denver -5 "At Cincinnati" 47.5 "-$225 +$185" 2012 9
"11/4 1:00 ET" "At Green Bay" -10.5 Arizona 43 "-$550 +$425" 2012 9
"11/4 1:00 ET" Miami -2 "At Indianapolis" 43.5 "-$130 +$110" 2012 9
"11/4 1:00 ET" Baltimore -3.5 "At Cleveland" 44 "-$195 +$170" 2012 9
"11/4 1:00 ET" "At Houston" -11 Buffalo 48 "-$600 +$450" 2012 9
"11/4 1:00 ET" "At Washington" -3 Carolina 48 "-$165 +$145" 2012 9
"11/4 1:00 ET" Detroit -6 "At Jacksonville" 44 "-$260 +$220" 2012 9
"11/4 1:00 ET" Chicago -5 "At Tennessee" 43.5 "-$235 +$195" 2012 9
"11/4 4:05 ET" "At Seattle" -4.5 Minnesota 38.5 "-$225 +$185" 2012 9
"11/4 4:05 ET" "At Oakland" -1.5 "Tampa Bay" 47 "-$125 +$105" 2012 9
"11/4 4:25 ET" "At NY Giants" -3.5 Pittsburgh 48 "-$200 +$170" 2012 9
"11/4 8:30 ET" "At Atlanta" -4 Dallas 47.5 "-$205 +$175" 2012 9
"11/5 8:40 ET" "At New Orleans" -3 Philadelphia 52.5 "-$140 +$120" 2012 9
"11/6 1:00 ET" Atlanta -6.5 "At Indianapolis" 44.5 "-$310 +$260" 2011 9
"11/6 1:00 ET" "At New Orleans" -8.5 "Tampa Bay" 51 "-$425 +$350" 2011 9
"11/6 1:00 ET" "At Houston" -10.5 Cleveland 42.5 "-$625 +$475" 2011 9
"11/6 1:00 ET" "At Buffalo" -2.5 "NY Jets" 45 "-$135 +$115" 2011 9
"11/6 1:00 ET" "At Kansas City" -5.5 Miami 40.5 "-$245 +$205" 2011 9
"11/6 1:00 ET" "San Francisco" -5 "At Washington" 38 "-$240 +$200" 2011 9
"11/6 1:00 ET" "At Dallas" -10.5 Seattle 46 "-$600 +$450" 2011 9
"11/6 4:05 ET" "At Oakland" -7 Denver 41.5 "-$350 +$290" 2011 9
"11/6 4:05 ET" "At Tennessee" -2.5 Cincinnati 41.5 "-$145 +$125" 2011 9
"11/6 4:15 ET" "At Arizona" -1 "St. Louis" 42 "-$120 +$100" 2011 9
"11/6 4:15 ET" "At New England" -9.5 "NY Giants" 51.5 "-$575 +$425" 2011 9
"11/6 4:15 ET" "Green Bay" -5.5 "At San Diego" 50.5 "-$250 +$210" 2011 9
"11/6 8:30 ET" "At Pittsburgh" -3.5 Baltimore 41.5 "-$200 +$170" 2011 9
"11/7 8:35 ET" "At Philadelphia" -8 Chicago 47.5 "-$380 +$310" 2011 9
"11/7 1:00 ET" Chicago -3 "At Buffalo" 41.5 "-$150 +$130" 2010 9
"11/7 1:00 ET" "San Diego" -3 "At Houston" 50 "-$150 +$130" 2010 9
"11/7 1:00 ET" "New Orleans" -6 "At Carolina" 40.5 "-$265 +$235" 2010 9
"11/7 1:00 ET" "At Minnesota" -7.5 Arizona 42.5 "-$340 +$280" 2010 9
"11/7 1:00 ET" "At Atlanta" -10 "Tampa Bay" 45 "-$500 +$400" 2010 9
"11/7 1:00 ET" "NY Jets" -5.5 "At Detroit" 42 "-$250 +$210" 2010 9
"11/7 1:00 ET" "At Baltimore" -5.5 Miami 41 "-$235 +$195" 2010 9
"11/7 1:00 ET" "New England" -4 "At Cleveland" 44 "-$210 +$180" 2010 9
"11/7 4:05 ET" "NY Giants" -7 "At Seattle" 40.5 "-$340 +$280" 2010 9
"11/7 4:15 ET" "Kansas City" -1 "At Oakland" 41 "-$120 +$100" 2010 9
"11/7 4:15 ET" "At Philadelphia" -3 Indianapolis 46.5 "-$170 +$150" 2010 9
"11/7 8:25 ET" "At Green Bay" -7.5 Dallas 46 "-$340 +$280" 2010 9
"11/8 8:35 ET" Pittsburgh -5 "At Cincinnati" 41 "-$245 +$205" 2010 9
"11/8 1:00 ET" "At Jacksonville" -7 "Kansas City" 41.5 "-$325 +$250" 2009 9
"11/8 1:00 ET" Baltimore -3 "At Cincinnati" 45 "-$145 +$125" 2009 9
"11/8 1:00 ET" "At Indianapolis" -7.5 Houston 50.5 "-$350 +$290" 2009 9
"11/8 1:00 ET" "At Atlanta" -8.5 Washington 41 "-$450 +$350" 2009 9
"11/8 1:00 ET" "Green Bay" -10 "At Tampa Bay" 43 "-$500 +$400" 2009 9
"11/8 1:00 ET" "At Chicago" -2 Arizona 45 "-$135 +$115" 2009 9
"11/8 1:00 ET" "At New England" -11 Miami 47 "-$625 +$450" 2009 9
"11/8 4:05 ET" "At New Orleans" -11.5 Carolina 51 "-$625 +$450" 2009 9
"11/8 4:05 ET" "At Seattle" -11 Detroit 42 "-$600 +$450" 2009 9
"11/8 4:15 ET" "At San Francisco" -4.5 Tennessee 40.5 "-$220 +$180" 2009 9
"11/8 4:15 ET" "At NY Giants" -5 "San Diego" 48.5 "-$240 +$200" 2009 9
"11/8 8:20 ET" "At Philadelphia" -3 Dallas 49.5 "-$145 +$125" 2009 9
"11/9 8:35 ET" Pittsburgh -3 "At Denver" 41.5 "-$155 +$135" 2009 9
"11/2 1:00 ET" "At Minnesota" -5.5 Houston 46.5 "-$250 +$205" 2008 9
"11/2 1:00 ET" Jacksonville -7 "At Cincinnati" 40 "-$330 +$275" 2008 9
"11/2 1:00 ET" "Tampa Bay" -9.5 "At Kansas City" 36.5 "-$440 +$350" 2008 9
"11/2 1:00 ET" "At Cleveland" -3 Baltimore 36.5 "-$150 +$130" 2008 9
"11/2 1:00 ET" "At Buffalo" -5 "NY Jets" 43.5 "-$230 +$190" 2008 9
"11/2 1:00 ET" Arizona -3 "At St. Louis" 49.5 "-$170 +$150" 2008 9
"11/2 1:00 ET" "At Chicago" -12.5 Detroit 43.5 "-$675 +$500" 2008 9
"11/2 1:00 ET" "At Tennessee" -3.5 "Green Bay" 41 "-$180 +$160" 2008 9
"11/2 4:05 ET" "At Denver" -4 Miami 50 "-$215 +$185" 2008 9
"11/2 4:15 ET" Atlanta -3 "At Oakland" 41.5 "-$145 +$125" 2008 9
"11/2 4:15 ET" "At NY Giants" -8.5 Dallas 42 "-$400 +$330" 2008 9
"11/2 4:15 ET" Philadelphia -7 "At Seattle" 43.5 "-$330 +$250" 2008 9
"11/2 8:15 ET" "At Indianapolis" -6.5 "New England" 44.5 "-$300 +$250" 2008 9
"11/3 8:35 ET" "At Washington" -2.5 Pittsburgh 37.5 "-$145 +$125" 2008 9
"11/4 1:00 ET" Washington -3.5 "At NY Jets" 35.5 "-$210 +$175" 2007 9
"11/4 1:00 ET" "At Kansas City" -2.5 "Green Bay" 38 "-$145 +$125" 2007 9
"11/4 1:00 ET" "At Tampa Bay" -3.5 Arizona 39 "-$195 +$170" 2007 9
"11/4 1:00 ET" "At Tennessee" -5.5 Carolina 35.5 "-$255 +$210" 2007 9
"11/4 1:00 ET" "At Atlanta" -3.5 "San Francisco" 37 "-$200 +$175" 2007 9
"11/4 1:00 ET" "At New Orleans" -3.5 Jacksonville 40 "-$190 +$170" 2007 9
"11/4 1:00 ET" "At Detroit" -3 Denver 46.5 "-$150 +$130" 2007 9
"11/4 1:00 ET" "At Buffalo" PK Cincinnati 43.5 "-$115 -$105" 2007 9
"11/4 1:00 ET" "San Diego" -7 "At Minnesota" 42 "-$340 +$280" 2007 9
"11/4 4:05 ET" "At Cleveland" -1 Seattle 47 "-$115 -$105" 2007 9
"11/4 4:15 ET" "New England" -5.5 "At Indianapolis" 57 "-$225 +$185" 2007 9
"11/4 4:15 ET" "At Oakland" -3 Houston 41.5 "-$150 +$130" 2007 9
"11/4 8:15 ET" Dallas -3.5 "At Philadelphia" 46.5 "-$185 +$165" 2007 9
"11/5 8:30 ET" "At Pittsburgh" -9 Baltimore 36 "-$430 +$330" 2007 9
"11/5 1:00 ET" "At St. Louis" -3 "Kansas City" 48.5 "-$150 +$130" 2006 9
"11/5 1:00 ET" "At Baltimore" -3 Cincinnati 41.5 "-$165 +$145" 2006 9
"11/5 1:00 ET" "At NY Giants" -13 Houston 43 "-$900 +$650" 2006 9
"11/5 1:00 ET" "At Jacksonville" -9.5 Tennessee 37.5 "-$500 +$375" 2006 9
"11/5 1:00 ET" Dallas -3 "At Washington" 41 "-$180 +$160" 2006 9
"11/5 1:00 ET" "At Buffalo" -3.5 "Green Bay" 41.5 "-$180 +$160" 2006 9
"11/5 1:00 ET" "At Tampa Bay" -1 "New Orleans" 37.5 "-$125 +$105" 2006 9
"11/5 1:00 ET" Atlanta -5.5 "At Detroit" 47.5 "-$250 +$200" 2006 9
"11/5 1:00 ET" "At Chicago" -13 Miami 37.5 "-$1000 +$700" 2006 9
"11/5 4:05 ET" Minnesota -4 "At San Francisco" 43 "-$220 +$180" 2006 9
"11/5 4:15 ET" "At San Diego" -13 Cleveland 41.5 "-$900 +$625" 2006 9
"11/5 4:15 ET" "At Pittsburgh" -3 Denver 36.5 "-$150 +$130" 2006 9
"11/5 8:15 ET" "At New England" -3 Indianapolis 48.5 "-$170 +$150" 2006 9
"11/6 8:30 ET" "At Seattle" -7 Oakland 34 "-$315 +$255" 2006 9
"12/1 8:25 ET" Dallas -3 "At Minnesota" 43.5 "-$170 +$150" 2016 13
"12/4 1:00 ET" Denver -3.5 "At Jacksonville" 38.5 "-$190 +$165" 2016 13
"12/4 1:00 ET" "At Atlanta" -5 "Kansas City" 50 "-$220 +$185" 2016 13
"12/4 1:00 ET" "At Green Bay" -7 Houston 44.5 "-$320 +$260" 2016 13
"12/4 1:00 ET" "At Cincinnati" -1.5 Philadelphia 42 "-$125 +$105" 2016 13
"12/4 1:00 ET" "At New Orleans" -6.5 Detroit 53.5 "-$280 +$240" 2016 13
"12/4 1:00 ET" "San Francisco" -1 "At Chicago" 44 "-$120 +$100" 2016 13
"12/4 1:00 ET" "At New England" -13.5 "Los Angeles" 45 "-$950 +$650" 2016 13
"12/4 1:00 ET" "At Baltimore" -3.5 Miami 41.5 "-$185 +$165" 2016 13
"12/4 4:05 ET" "At Oakland" -3 Buffalo 48.5 "-$160 +$140" 2016 13
"12/4 4:25 ET" "At San Diego" -3.5 "Tampa Bay" 49 "-$180 +$160" 2016 13
"12/4 4:25 ET" "At Arizona" -2.5 Washington 48.5 "-$140 +$120" 2016 13
"12/4 4:25 ET" "At Pittsburgh" -6.5 "NY Giants" 49.5 "-$290 +$240" 2016 13
"12/4 8:30 ET" "At Seattle" -8.5 Carolina 44 "-$430 +$340" 2016 13
"12/5 8:30 ET" "At NY Jets" -1 Indianapolis 48.5 "-$120 +$100" 2016 13
"12/3 8:25 ET" "Green Bay" -2.5 "At Detroit" 46.5 "-$145 +$125" 2015 13
"12/6 1:00 ET" "At Chicago" -6.5 "San Francisco" 43 "-$280 +$240" 2015 13
"12/6 1:00 ET" Cincinnati -7.5 "At Cleveland" 44 "-$360 +$300" 2015 13
"12/6 1:00 ET" "At Tennessee" -3 Jacksonville 43.5 "-$150 +$130" 2015 13
"12/6 1:00 ET" "At Buffalo" -3 Houston 42 "-$155 +$135" 2015 13
"12/6 1:00 ET" "At Miami" -3.5 Baltimore 43 "-$175 +$155" 2015 13
"12/6 4:25 ET" Carolina -6 "At New Orleans" 50.5 "-$280 +$240" 2015 13
"12/6 1:00 ET" Seattle -2.5 "At Minnesota" 43 "-$150 +$130" 2015 13
"12/6 1:00 ET" Arizona -3.5 "At St. Louis" 43 "-$200 +$170" 2015 13
"12/6 1:00 ET" "At Tampa Bay"  Atlanta 46.5 "-$110 -$110" 2015 13
"12/6 1:00 ET" "NY Jets" -2.5 "At NY Giants" 46 "-$140 +$120" 2015 13
"12/6 4:05 ET" Denver -6 "At San Diego" 45 "-$255 +$215" 2015 13
"12/6 4:05 ET" "Kansas City" -3 "At Oakland" 45.5 "-$155 +$135" 2015 13
"12/6 4:25 ET" "At New England" -9.5 Philadelphia 49 "-$475 +$375" 2015 13
"12/6 8:30 ET" "At Pittsburgh" -9.5 Indianapolis 50.5 "-$475 +$375" 2015 13
"12/7 8:30 ET" "At Washington" -2 Dallas 43.5 "-$135 +$115" 2015 13
"11/27 12:30 ET" "At Detroit" -7 Chicago 46 "-$340 +$280" 2014 13
"11/27 4:30 ET" "At Dallas" -3.5 Philadelphia 57 "-$175 +$155" 2014 13
"11/27 8:30 ET" "At San Francisco" -1.5 Seattle 40.5 "-$125 +$105" 2014 13
"11/30 1:00 ET" "At Indianapolis" -8 Washington 49 "-$400 +$330" 2014 13
"11/30 1:00 ET" "At Houston" -7 Tennessee 42.5 "-$300 +$250" 2014 13
"11/30 1:00 ET" "At Buffalo" -3 Cleveland 42 "-$170 +$150" 2014 13
"11/30 1:00 ET" "At Baltimore" -6.5 "San Diego" 46 "-$295 +$245" 2014 13
"11/30 1:00 ET" "NY Giants" -3 "At Jacksonville" 44 "-$155 +$135" 2014 13
"11/30 1:00 ET" Cincinnati -6 "At Tampa Bay" 43.5 "-$250 +$210" 2014 13
"11/30 1:00 ET" "At St. Louis" -6 Oakland 43 "-$260 +$220" 2014 13
"11/30 1:00 ET" "At Pittsburgh" -3.5 "New Orleans" 54.5 "-$180 +$160" 2014 13
"11/30 1:00 ET" "At Minnesota" -2.5 Carolina 41.5 "-$140 +$120" 2014 13
"11/30 4:05 ET" Arizona -1.5 "At Atlanta" 45 "-$125 +$105" 2014 13
"11/30 4:25 ET" "At Green Bay" -3 "New England" 58 "-$155 +$135" 2014 13
"11/30 8:30 ET" "At Kansas City" -7 Denver 49.5 "-$110 -$110" 2014 13
"11/28 12:30 ET" "At Detroit" -6.5 "Green Bay" 49 "-$280 +$240" 2013 13
"11/28 4:30 ET" "At Dallas" -9 Oakland 49.5 "-$475 +$375" 2013 13
"11/28 8:30 ET" "At Baltimore" -3 Pittsburgh 40.5 "-$155 +$135" 2013 13
"12/1 1:00 ET" "At Indianapolis" -3.5 Tennessee 46.5 "-$195 +$170" 2013 13
"12/1 4:25 ET" Denver -5.5 "At Kansas City" 50 "-$260 +$220" 2013 13
"12/1 1:00 ET" "At Cleveland" -7 Jacksonville 39.5 "-$320 +$260" 2013 13
"12/1 1:00 ET" "At Carolina" -7 "Tampa Bay" 41 "-$350 +$290" 2013 13
"12/1 1:00 ET" "At Minnesota" -1 Chicago 50 "-$120 +$100" 2013 13
"12/1 1:00 ET" "At Philadelphia" -3.5 Arizona 48.5 "-$180 +$160" 2013 13
"12/1 1:00 ET" "At NY Jets"  Miami 40 "-$110 -$110" 2013 13
"12/1 4:05 ET" "At Buffalo" -4.5 Atlanta 48 "-$210 +$180" 2013 13
"12/1 4:05 ET" "At San Francisco" -7.5 "St. Louis" 40.5 "-$370 +$310" 2013 13
"12/1 1:00 ET" "New England" -7 "At Houston" 49 "-$340 +$280" 2013 13
"12/1 4:25 ET" Cincinnati -1.5 "At San Diego" 48.5 "-$125 +$105" 2013 13
"12/1 8:30 ET" "At Washington" -1 "NY Giants" 45 "-$120 +$100" 2013 13
"12/2 8:40 ET" "At Seattle" -6.5 "New Orleans" 48.5 "-$275 +$235" 2013 13
"11/29 8:25 ET" "At Atlanta" -3.5 "New Orleans" 54.5 "-$195 +$170" 2012 13
"12/2 1:00 ET" "At Chicago" -3 Seattle 37 "-$165 +$145" 2012 13
"12/2 1:00 ET" "At Green Bay" -7.5 Minnesota 47 "-$370 +$310" 2012 13
"12/2 1:00 ET" "San Francisco" -7.5 "At St. Louis" 41 "-$370 +$310" 2012 13
"12/2 1:00 ET" "At NY Jets" -6.5 Arizona 37 "-$270 +$230" 2012 13
"12/2 1:00 ET" Carolina -5.5 "At Kansas City" 41.5 "-$240 +$200" 2012 13
"12/2 1:00 ET" "At Detroit" -7 Indianapolis 51.5 "-$325 +$265" 2012 13
"12/2 1:00 ET" "At Buffalo" -6 Jacksonville 41.5 "-$265 +$225" 2012 13
"12/2 1:00 ET" "New England" -7.5 "At Miami" 51 "-$350 +$290" 2012 13
"12/2 1:00 ET" Houston -7 "At Tennessee" 47.5 "-$310 +$260" 2012 13
"12/2 4:05 ET" "At Denver" -8 "Tampa Bay" 50 "-$400 +$330" 2012 13
"12/2 4:25 ET" "At Baltimore" -7 Pittsburgh 37 "-$330 +$270" 2012 13
"12/2 4:25 ET" Cleveland -2.5 "At Oakland" 39.5 "-$140 +$120" 2012 13
"12/2 4:25 ET" "At San Diego"  Cincinnati 46 "-$110 -$110" 2012 13
"12/2 8:30 ET" "At Dallas" -10.5 Philadelphia 44.5 "-$600 +$450" 2012 13
"12/3 8:40 ET" "NY Giants" -3 "At Washington" 50.5 "-$140 +$120" 2012 13
"12/1 8:25 ET" Philadelphia -3 "At Seattle" 43.5 "-$160 +$140" 2011 13
"12/4 1:00 ET" "At Buffalo" -1 Tennessee 43.5 "-$120 +$100" 2011 13
"12/4 1:00 ET" "At Chicago" -8.5 "Kansas City" 35.5 "-$410 +$340" 2011 13
"12/4 1:00 ET" "At Miami" -3 Oakland 43 "-$175 +$155" 2011 13
"12/4 1:00 ET" "At Pittsburgh" -7 Cincinnati 42.5 "-$310 +$260" 2011 13
"12/4 4:05 ET" Baltimore -7 "At Cleveland" 38.5 "-$330 +$270" 2011 13
"12/4 1:00 ET" "NY Jets" -3 "At Washington" 38.5 "-$150 +$130" 2011 13
"12/4 1:00 ET" Atlanta -2 "At Houston" 38 "-$130 +$110" 2011 13
