"","btc_usd","usd_vol","btc_eur","eur_vol","btc_cad","cad_vol","btc_aud","aud_vol","btc_gbp","gbp_vol","btc_jpy","jpy_vol","btc_cny","cny_vol","btc_brl","brl_vol","btc_rub","rub_vol","btc_sll","sll_vol","USDEUR","USDGBP","USDCAD","USDJPY","USDAUD","USDCNY","USDRUB","USDSLL","oil","gold","VTWSX","EEM","EFA","XCI","btc_USDEUR","btc_USDGBP","btc_USDCAD","btc_USDAUD","btc_USDJPY","btc_USDCNY","btc_USDRUB","btc_USDBRL","btc_USDSLL"
"1914",NA,NA,NA,NA,NA,NA,NA,NA,80.8432,447.085,NA,NA,713.565,1702.86,310.343,47.7732,3732.65,312.328,28944,692.92,0.7555,0.64489,1.0539,98.292,1.1203,6.1105,33.204102,NA,NA,NA,19.944056,35.06572,54.276287,1164.030029,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.343,47.7732,3732.65,312.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1916",NA,NA,NA,NA,NA,NA,NA,NA,79.8487,711.997,NA,NA,723.682,1648.12,313.064,86.8919,3858.25,612.937,29321.8,653.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.833614,35.335243,53.605877,1157.48999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.064,86.8919,3858.25,612.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1918",NA,NA,NA,NA,NA,NA,NA,NA,84.0924,481.226,NA,NA,775.724,2702.06,330.964,14.0757,4042.62,653.018,30615,459.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.964,14.0757,4042.62,653.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1920",NA,NA,NA,NA,NA,NA,NA,NA,87.9324,261.495,NA,NA,801.365,3644.07,342.992,18.9311,4075.56,314.18,31421.8,382.47,0.7571,0.64437,1.05357,98.385002,1.1187,6.1095,33.251099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.992,18.9311,4075.56,314.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922",NA,NA,NA,NA,NA,NA,NA,NA,87.6102,853.762,NA,NA,801.489,2707.87,342.795,81.4373,4124.17,457.142,31371.2,683.37,0.75815,0.64321,1.05513,99.57,1.1111,6.1096,33.355999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.795,81.4373,4124.17,457.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1924",NA,NA,NA,NA,NA,NA,NA,NA,98.126,648.894,NA,NA,799.953,2910.56,342.281,66.5284,4116.48,265.749,31062.9,541.82,0.75907,0.64252,1.05348,99.554001,1.1042,6.1106,33.498199,NA,NA,NA,20.026888,35.5583,54.63868,1158.369995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.281,66.5284,4116.48,265.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1926",NA,NA,NA,NA,NA,NA,NA,NA,84.8766,640.064,NA,NA,796.996,3690.45,329.094,89.1012,3948.69,762.01,30385,535.02,0.75754,0.64012,1.0496,99.727997,1.0903,6.1101,33.278099,NA,NA,NA,20.174143,36.190277,55.127899,1168.26001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.094,89.1012,3948.69,762.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1928",NA,NA,NA,NA,NA,NA,NA,NA,80.6912,525.408,NA,NA,731.065,5412.06,321.307,75.2537,3819,388.733,29241.6,688.96,0.76229,0.64144,1.05,100.115997,1.0966,6.1099,33.4133,NA,NA,NA,20.210957,36.617798,55.082603,1168.969971,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.307,75.2537,3819,388.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1930",NA,NA,NA,NA,NA,NA,NA,NA,80.9669,502.329,NA,NA,734.236,3413.1,320.958,32.6959,3824.97,420.063,29490.8,539.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.275387,37.156837,55.381569,1169.930054,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.958,32.6959,3824.97,420.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932",NA,NA,NA,NA,NA,NA,NA,NA,79.3638,330.727,NA,NA,711.225,2966.2,291.304,6.91584,3809.62,346.03,28793.8,400.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.304,6.91584,3809.62,346.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934",NA,NA,NA,NA,NA,NA,NA,NA,78.9771,354.678,NA,NA,721.429,1047.76,261.035,13.0036,3821.17,247.704,28938.3,484.36,0.75906,0.63955,1.0413,99.976997,1.0874,6.1105,33.258499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.035,13.0036,3821.17,247.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1936",NA,NA,NA,NA,NA,NA,NA,NA,78.8756,599.175,NA,NA,726.608,1496.54,304.958,29.6341,3871.18,315.663,29115.5,564.21,0.75426,0.63704,1.0372,99.719002,1.0832,6.111,33.136902,NA,NA,NA,20.533081,38.132694,56.142578,1185.709961,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.958,29.6341,3871.18,315.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1938",NA,NA,NA,NA,NA,NA,NA,NA,81.1888,672.797,NA,NA,747.02,2406.7,306.213,22.8603,3932.8,270.673,29628.2,542.5,0.75379,0.63561,1.0353,100.285004,1.0752,6.11,32.930698,NA,NA,NA,20.735563,38.420811,56.776749,1188.099976,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.213,22.8603,3932.8,270.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1940",NA,NA,NA,NA,NA,NA,NA,NA,80.7396,656.638,NA,NA,744.771,1981.55,308.131,63.3994,3936.88,435.026,29737.6,472.88,0.751,0.63187,1.03087,99.830002,1.0712,6.1085,32.7314,NA,NA,NA,20.809187,38.448689,56.976067,1180.699951,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.131,63.3994,3936.88,435.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1942",NA,NA,NA,NA,NA,NA,NA,NA,84.1314,447.042,NA,NA,759.64,1876.45,313.097,38.8536,4016.62,424.033,30308.7,474.29,0.75194,0.63273,1.03229,99.578003,1.0796,6.108,32.625599,NA,NA,NA,20.69875,38.002575,56.649918,1180.069946,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.097,38.8536,4016.62,424.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944",NA,NA,NA,NA,NA,NA,NA,NA,83.8174,447.178,NA,NA,762.197,1468.9,312.56,42.5366,4067.81,403.44,30498.7,536.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.763174,38.253517,56.921707,1178.800049,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.56,42.5366,4067.81,403.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1946",NA,NA,NA,NA,NA,NA,NA,NA,82.2341,325.884,NA,NA,761.724,2068.73,307.499,14.7025,4061.67,241.073,30604,391.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.499,14.7025,4061.67,241.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948",NA,NA,NA,NA,NA,NA,NA,NA,81.0818,378.291,NA,NA,751.813,1496.8,307.622,3.07031,4028.54,274.69,30482.7,400.08,0.74854,0.6275,1.03099,99.014999,1.0726,6.1088,32.345699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.622,3.07031,4028.54,274.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1950",NA,NA,NA,NA,NA,NA,NA,NA,82.1968,640.713,NA,NA,755.734,2176.46,313.143,26.9626,4068.55,410.079,30639,558.85,0.74974,0.62881,1.03187,99.07,1.0727,6.1103,32.2841,NA,NA,NA,20.901226,38.68103,57.365627,1173,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.143,26.9626,4068.55,410.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1952",NA,NA,NA,NA,NA,NA,NA,NA,82.076,803.741,NA,NA,754.444,2512.28,318.447,9.32544,4058.71,439.292,30720,556.24,0.74862,0.62873,1.0295,99.127998,1.0691,6.1115,32.1866,NA,NA,NA,20.974854,38.597382,57.401867,1177.680054,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.447,9.32544,4058.71,439.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1954",NA,NA,NA,NA,NA,NA,NA,NA,81.6443,817.358,NA,NA,755.909,2665.84,315.834,55.7383,4118.01,421.94,30809.3,617.9,0.73948,0.61984,1.02231,98.209999,1.0529,6.1112,31.771999,NA,NA,NA,21.342991,40.214527,58.932953,1196.319946,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.834,55.7383,4118.01,421.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1956",NA,NA,NA,NA,NA,NA,NA,NA,80.6183,681.998,NA,NA,755.36,934.353,312.001,65.5898,4052.32,386.275,30377,594.18,0.73887,0.62352,1.02658,99.389999,1.0587,6.1112,31.640499,NA,NA,NA,21.287771,40.000767,58.6521,1198.839966,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.001,65.5898,4052.32,386.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958",NA,NA,NA,NA,NA,NA,NA,NA,80.2205,428.953,NA,NA,745.609,2690.61,306.6,23.766,3946.43,353.873,30161.3,423.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.134371,39.108551,58.226288,1188.23999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.6,23.766,3946.43,353.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1960",NA,NA,NA,NA,NA,NA,NA,NA,79.3233,277.907,NA,NA,744.675,1119.72,314.682,3.56494,3895.74,351.077,29944.9,535.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.682,3.56494,3895.74,351.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962",NA,NA,NA,NA,NA,NA,NA,NA,79.4187,336.219,NA,NA,743.095,1298.38,301.955,9.11328,3948.23,318.215,29863.8,376.03,0.73885,0.62434,1.02979,99.277,1.0636,6.1112,31.837999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.955,9.11328,3948.23,318.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964",NA,NA,NA,NA,NA,NA,NA,NA,83.2005,605.473,NA,NA,741.001,1245.93,312.03,10.3701,3965.18,356.725,29842,598.86,0.7408,0.62338,1.0283,98.739998,1.0612,6.111,31.7897,NA,NA,NA,21.088167,39.247959,58.208176,1175.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.03,10.3701,3965.18,356.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966",NA,NA,NA,NA,NA,NA,NA,NA,83.5026,613.07,NA,NA,739.393,2288.84,306.733,24.0359,3934,517.568,29819,620.73,0.74229,0.62516,1.03059,98.745003,1.0656,6.1109,31.841999,NA,NA,NA,21.051201,38.91338,58.117577,1177.290039,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.733,24.0359,3934,517.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968",NA,NA,NA,NA,NA,NA,NA,NA,84.8219,492.911,NA,NA,747.598,2443.8,308.951,82.7063,3950.46,403.52,30072.7,468.77,0.73981,0.62213,1.03198,98.434998,1.0677,6.11,32.0783,NA,NA,NA,21.032719,38.615978,58.181,1180.660034,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.951,82.7063,3950.46,403.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1970",NA,NA,NA,NA,NA,NA,NA,NA,87.2947,640.971,NA,NA,749.029,1912.09,312.483,34.8726,3908.34,600.468,30072.7,598.43,0.7415,0.62354,1.0311,98.904999,1.0684,6.1114,32.279202,NA,NA,NA,21.097408,38.773975,58.425606,1182.640015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.483,34.8726,3908.34,600.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972",NA,NA,NA,NA,NA,NA,NA,NA,89.0426,614.528,NA,NA,755.443,2104.19,315.792,83.4783,3902.9,869.051,30205.4,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.032719,38.318573,58.217236,1184.650024,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.792,83.4783,3902.9,869.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974",NA,NA,NA,NA,NA,NA,NA,NA,85.1333,290.821,NA,NA,759.367,2038.12,327.818,6.32595,3899.98,398.881,30320.6,360.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.818,6.32595,3899.98,398.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976",NA,NA,NA,NA,NA,NA,NA,NA,85.1635,356.743,NA,NA,774.345,2506.42,335.375,46.7937,3959.87,261.284,30625.2,401.17,0.74099,0.61847,1.0312,97.827003,1.0751,6.1099,32.342098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.375,46.7937,3959.87,261.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978",NA,NA,NA,NA,NA,NA,NA,NA,85.6675,704.92,NA,NA,777.14,2528.52,329.598,40.8793,3931.99,229.437,30227.7,506.84,0.73936,0.61778,1.03237,98.400002,1.0729,6.1115,32.402599,NA,NA,NA,20.903347,37.881756,57.800488,1176.98999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.598,40.8793,3931.99,229.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980",NA,NA,NA,NA,NA,NA,NA,NA,85.3215,965.557,NA,NA,781.155,1359.06,331.74,63.8707,3927.42,231.39,30470.6,478.3,0.73946,0.61758,1.03375,97.926003,1.0648,6.1115,32.2304,NA,NA,NA,21.06044,38.634563,58.108521,1189.660034,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.74,63.8707,3927.42,231.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982",NA,NA,NA,NA,NA,NA,NA,NA,79.5855,812.679,NA,NA,765.092,2908.92,301.033,245.233,3575.18,1280.37,29728.6,650,0.73578,0.61593,1.03245,97.300003,1.0653,6.1115,32.097,NA,NA,NA,21.04196,38.783268,58.090401,1191.949951,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.033,245.233,3575.18,1280.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1984",NA,NA,NA,NA,NA,NA,NA,NA,76.5016,464.519,NA,NA,721.125,3527.13,294.515,60.0621,3638.72,682.011,26908.1,525.18,0.73399,0.61893,1.03277,97.259003,1.0636,6.1115,32.142899,NA,NA,NA,20.921827,38.634563,57.7099,1179.780029,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.515,60.0621,3638.72,682.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986",NA,NA,NA,NA,NA,NA,NA,NA,79.6444,518.702,NA,NA,751.539,3021.99,301.591,109.633,3856.96,256.276,27811,524.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.004993,39.136433,57.845791,1183.130005,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.591,109.633,3856.96,256.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988",NA,NA,NA,NA,NA,NA,NA,NA,79.3534,199.005,NA,NA,759.314,2764.29,302.418,7.53829,3856.54,246.484,27956.1,369.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.418,7.53829,3856.54,246.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990",NA,NA,NA,NA,NA,NA,NA,NA,78.6976,170.924,NA,NA,759.247,1444.23,299.137,4.06342,3843.63,258.851,28766.7,278.13,0.73692,0.6236,1.02988,97.290001,1.059,6.1115,32.151199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.137,4.06342,3843.63,258.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992",NA,NA,NA,NA,NA,NA,NA,NA,78.8113,415.24,NA,NA,761.844,2616.17,305.855,62.4068,3871.31,341.756,29476.6,465.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.838654,38.801853,57.247852,1177.23999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.855,62.4068,3871.31,341.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994",NA,NA,NA,NA,NA,NA,NA,NA,79.2419,402.14,NA,NA,767.862,3653.79,306.014,63.7718,3880.13,253.973,29666.7,612.62,0.7354,0.62031,1.0355,96.901001,1.0584,6.1111,32.363701,NA,NA,NA,20.626112,38.430096,56.803936,1159.599976,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.014,63.7718,3880.13,253.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996",NA,NA,NA,NA,NA,NA,NA,NA,81.0177,291.985,NA,NA,787.383,6712.71,310.519,50.466,3892.31,538.108,29844.9,432.87,0.73963,0.62676,1.03928,97.478996,1.0582,6.1111,32.2883,NA,NA,NA,20.663076,38.718208,57.048546,1166.109985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.519,50.466,3892.31,538.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998",NA,NA,NA,NA,NA,NA,NA,NA,83.8423,466.376,NA,NA,798.85,5269.38,312.001,59.2491,3939.25,544.307,29937,408.02,0.73928,0.62578,1.04093,98.184998,1.05757,6.1058,32.178699,NA,NA,NA,21.04196,39.629002,58.072281,1184.170044,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.001,59.2491,3939.25,544.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000",NA,NA,NA,NA,NA,NA,NA,NA,82.6993,367.624,NA,NA,800.297,4300.67,311.93,17.832,3984.04,340.675,29913.3,427.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.189819,39.805592,58.38031,1192.859985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.93,17.832,3984.04,340.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002",NA,NA,NA,NA,NA,NA,NA,NA,82.2397,341.839,NA,NA,800.4,3110.81,310.883,15.0207,3983.46,294.717,29940,409.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.883,15.0207,3983.46,294.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004",NA,NA,NA,NA,NA,NA,NA,NA,82.9744,315.088,NA,NA,816.652,4700.35,309.472,56.8916,4010.38,504.418,29947.2,468.42,0.73764,0.62613,1.03641,98.314003,1.0585,6.1106,32.159698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
