Date,Price,Change,% Change,Cumulative Change %
01/18/17,2.61,-0.01,-0.32,443.90
01/17/17,2.62,-0.06,-2.39,445.67
01/13/17,2.68,0.02,0.75,459.02
01/12/17,2.66,0.06,2.29,454.85
01/11/17,2.60,0.00,-0.10,442.44
01/10/17,2.60,0.07,2.91,442.96
01/09/17,2.53,-0.01,-0.32,427.63
01/06/17,2.54,0.01,0.34,429.30
01/05/17,2.53,-0.02,-0.73,427.53
01/04/17,2.55,0.07,2.70,431.39
01/03/17,2.48,-0.02,-0.66,417.41
12/30/16,2.50,0.02,0.75,420.86
12/29/16,2.48,-0.02,-0.64,417.00
12/28/16,2.50,-0.01,-0.52,420.33
12/27/16,2.51,0.04,1.44,423.04
12/23/16,2.47,-0.02,-0.88,415.64
12/22/16,2.49,0.00,0.12,420.23
12/21/16,2.49,-0.01,-0.32,419.60
12/20/16,2.50,0.00,0.12,421.27
12/19/16,2.50,-0.06,-2.52,420.65
12/16/16,2.56,-0.04,-1.35,434.10
12/15/16,2.60,0.00,-0.15,441.40
12/14/16,2.60,0.01,0.27,442.23
12/13/16,2.59,-0.02,-0.77,440.77
12/12/16,2.61,-0.03,-1.10,444.94
12/09/16,2.64,0.02,0.84,450.99
12/08/16,2.62,-0.02,-0.64,446.40
12/07/16,2.64,-0.04,-1.31,449.95
12/06/16,2.67,-0.02,-0.63,457.25
12/05/16,2.69,0.07,2.83,460.79
12/02/16,2.62,-0.02,-0.63,445.36
12/01/16,2.63,0.01,0.38,448.80
11/30/16,2.62,0.03,1.02,446.72
11/29/16,2.60,-0.06,-2.30,441.19
11/28/16,2.66,-0.01,-0.41,453.91
11/25/16,2.67,0.06,2.34,456.20
11/23/16,2.61,0.06,2.50,443.48
11/22/16,2.54,0.03,1.19,430.24
11/21/16,2.51,0.05,1.97,423.98
11/18/16,2.46,-0.02,-0.94,413.87
11/17/16,2.49,0.02,0.91,418.77
11/16/16,2.47,-0.04,-1.48,414.08
11/15/16,2.50,-0.02,-0.66,421.79
11/14/16,2.52,0.01,0.48,425.23
11/11/16,2.51,-0.04,-1.69,422.73
11/10/16,2.55,0.09,3.68,431.70
11/09/16,2.46,0.08,3.36,412.83
11/08/16,2.38,0.07,3.14,396.14
11/07/16,2.31,0.05,2.01,381.02
11/04/16,2.26,0.02,0.74,371.53
11/03/16,2.24,0.02,0.83,368.09
11/02/16,2.23,0.00,0.07,364.23
11/01/16,2.22,0.02,1.09,363.92
10/31/16,2.20,0.01,0.55,358.92
10/28/16,2.19,0.02,1.06,356.41
10/27/16,2.17,0.03,1.22,351.62
10/26/16,2.14,0.01,0.33,346.19
10/25/16,2.13,0.04,2.16,344.73
10/24/16,2.09,0.00,0.19,335.35
10/21/16,2.08,-0.01,-0.33,334.52
10/20/16,2.09,-0.01,-0.31,335.97
10/19/16,2.10,0.00,-0.05,337.33
10/18/16,2.10,0.00,-0.07,337.54
10/17/16,2.10,0.00,-0.19,337.85
10/14/16,2.10,-0.01,-0.54,338.69
10/13/16,2.12,-0.05,-2.51,341.08
10/12/16,2.17,-0.01,-0.41,352.45
10/11/16,2.18,-0.01,-0.55,354.33
10/10/16,2.19,0.03,1.58,356.83
10/07/16,2.16,0.01,0.40,349.74
10/06/16,2.15,-0.01,-0.37,347.97
10/05/16,2.16,0.00,-0.12,349.64
10/04/16,2.16,-0.02,-1.14,350.16
10/03/16,2.18,-0.02,-0.84,355.37
09/30/16,2.20,0.02,0.96,359.23
09/29/16,2.18,0.00,0.07,354.85
09/28/16,2.18,0.02,0.83,354.54
09/27/16,2.16,-0.03,-1.30,350.78
09/26/16,2.19,0.00,-0.11,356.73
09/23/16,2.19,0.00,0.23,357.25
09/22/16,2.19,0.04,1.98,356.20
09/21/16,2.15,-0.01,-0.49,347.34
09/20/16,2.16,0.01,0.30,349.53
09/19/16,2.15,0.00,-0.12,348.18
09/16/16,2.15,0.00,-0.02,348.70
09/15/16,2.15,0.00,0.19,348.80
09/14/16,2.15,0.05,2.51,347.97
09/13/16,2.10,0.00,-0.02,337.02
09/12/16,2.10,0.01,0.36,337.12
09/09/16,2.09,-0.01,-0.36,335.56
09/08/16,2.10,0.00,0.14,337.12
09/07/16,2.09,0.01,0.43,336.50
09/06/16,2.08,0.01,0.60,334.62
09/02/16,2.07,0.00,0.15,332.01
09/01/16,2.07,0.00,-0.05,331.39
08/31/16,2.07,0.00,0.02,331.60
08/30/16,2.07,0.00,-0.17,331.49
08/29/16,2.07,0.00,-0.12,332.22
08/26/16,2.08,0.00,-0.02,332.74
08/25/16,2.08,0.00,-0.02,332.85
08/24/16,2.08,-0.04,-1.84,332.95
08/23/16,2.12,-0.02,-1.17,341.08
08/22/16,2.14,-0.03,-1.22,346.30
08/19/16,2.17,0.00,-0.02,351.82
08/18/16,2.17,0.01,0.70,351.93
08/17/16,2.15,-0.02,-0.92,348.80
08/16/16,2.17,0.02,0.95,352.97
08/15/16,2.15,0.01,0.51,348.70
08/12/16,2.14,-0.05,-2.26,346.40
08/11/16,2.19,0.02,0.90,356.73
08/10/16,2.17,0.02,0.98,352.66
08/09/16,2.15,-0.01,-0.67,348.28
08/08/16,2.16,0.01,0.51,351.30
08/05/16,2.15,-0.02,-0.97,349.01
08/04/16,2.17,-0.02,-1.00,353.39
08/03/16,2.20,-0.01,-0.48,357.98
08/02/16,2.21,0.01,0.46,360.17
08/01/16,2.20,-0.02,-1.08,358.08
07/29/16,2.22,0.01,0.66,363.09
07/28/16,2.21,0.02,0.96,360.06
07/27/16,2.19,-0.04,-1.80,355.68
07/26/16,2.23,0.01,0.41,364.03
07/25/16,2.22,-0.02,-0.81,362.15
07/22/16,2.23,-0.02,-0.98,365.90
07/21/16,2.26,0.00,0.18,370.49
07/20/16,2.25,-0.01,-0.42,369.66
07/19/16,2.26,0.03,1.23,371.64
07/18/16,2.23,0.00,0.16,365.90
07/15/16,2.23,-0.01,-0.47,365.17
07/14/16,2.24,0.00,0.13,367.36
07/13/16,2.24,0.03,1.22,366.74
07/12/16,2.21,0.06,2.98,361.11
07/11/16,2.15,0.03,1.35,347.76
07/08/16,2.12,0.00,-0.19,341.81
07/07/16,2.12,-0.03,-1.35,342.65
07/06/16,2.15,-0.03,-1.38,348.70
07/05/16,2.18,-0.03,-1.51,354.95
07/01/16,2.22,0.02,0.93,361.94
06/30/16,2.19,0.01,0.50,357.66
06/29/16,2.18,0.01,0.62,355.37
06/28/16,2.17,0.04,2.05,352.55
06/27/16,2.13,0.01,0.69,343.48
06/24/16,2.11,-0.05,-2.38,340.46
06/23/16,2.16,0.03,1.31,351.20
06/22/16,2.14,0.02,0.90,345.36
06/21/16,2.12,0.02,1.10,341.40
06/20/16,2.09,0.04,2.00,336.60
06/17/16,2.05,0.00,0.12,328.05
06/16/16,2.05,-0.04,-2.08,327.53
06/15/16,2.09,0.05,2.40,336.60
06/14/16,2.04,-0.01,-0.63,326.38
06/13/16,2.06,0.03,1.28,329.09
06/10/16,2.03,-0.01,-0.42,323.67
06/09/16,2.04,-0.02,-1.09,325.44
06/08/16,2.06,0.01,0.56,330.14
06/07/16,2.05,-0.07,-3.12,327.74
06/06/16,2.12,0.00,0.24,341.50
06/03/16,2.11,0.04,2.05,340.46
06/02/16,2.07,0.00,-0.14,331.60
06/01/16,2.07,-0.03,-1.19,332.22
05/31/16,2.10,-0.02,-0.78,337.43
05/27/16,2.11,0.01,0.36,340.88
05/26/16,2.11,0.00,0.07,339.31
05/25/16,2.11,0.04,1.72,339.00
05/24/16,2.07,0.01,0.58,331.60
05/23/16,2.06,0.00,-0.05,329.09
05/20/16,2.06,0.00,-0.22,329.30
05/19/16,2.06,-0.02,-0.89,330.24
05/18/16,2.08,-0.01,-0.50,334.10
05/17/16,2.09,0.00,0.05,336.29
05/16/16,2.09,0.02,0.77,336.08
05/13/16,2.08,0.00,0.10,332.74
05/12/16,2.07,-0.03,-1.33,332.33
05/11/16,2.10,0.01,0.53,338.16
05/10/16,2.09,-0.01,-0.67,335.87
05/09/16,2.10,-0.05,-2.19,338.79
05/06/16,2.15,0.00,0.00,348.59
05/05/16,2.15,-0.03,-1.47,348.59
05/04/16,2.18,-0.03,-1.42,355.27
05/03/16,2.21,-0.05,-2.08,361.84
05/02/16,2.26,-0.02,-0.77,371.64
04/29/16,2.28,0.05,2.45,375.29
04/28/16,2.22,0.00,0.18,363.92
04/27/16,2.22,-0.03,-1.25,363.09
04/26/16,2.25,-0.01,-0.44,368.93
04/25/16,2.26,-0.01,-0.46,371.01
04/22/16,2.27,0.02,0.75,373.20
04/21/16,2.25,0.01,0.45,369.66
04/20/16,2.24,0.02,0.85,367.57
04/19/16,2.22,0.06,2.73,363.61
04/18/16,2.16,0.01,0.56,351.30
04/15/16,2.15,-0.02,-0.88,348.80
04/14/16,2.17,0.00,0.16,352.76
04/13/16,2.17,0.02,1.05,352.03
04/12/16,2.15,0.06,2.71,347.34
04/11/16,2.09,0.00,0.10,335.56
04/08/16,2.09,0.01,0.58,335.14
04/07/16,2.07,-0.07,-3.08,332.64
04/06/16,2.14,0.01,0.26,346.40
04/05/16,2.14,0.00,-0.14,345.26
04/04/16,2.14,-0.02,-1.06,345.88
04/01/16,2.16,-0.02,-0.94,350.68
03/31/16,2.18,-0.01,-0.25,354.95
03/30/16,2.19,-0.02,-0.97,356.10
03/29/16,2.21,-0.03,-1.47,360.58
03/28/16,2.24,0.02,0.76,367.47
03/24/16,2.22,-0.01,-0.27,363.92
03/23/16,2.23,-0.05,-2.36,365.17
03/22/16,2.28,0.00,-0.22,376.43
03/21/16,2.29,0.01,0.44,377.48
03/18/16,2.28,-0.01,-0.42,375.39
03/17/16,2.29,0.06,2.58,377.37
03/16/16,2.23,0.00,0.02,365.38
03/15/16,2.23,-0.01,-0.27,365.28
03/14/16,2.24,0.00,-0.07,366.53
03/11/16,2.24,0.02,0.95,366.84
03/10/16,2.22,-0.01,-0.56,362.46
03/09/16,2.23,0.01,0.52,365.07
03/08/16,2.22,-0.06,-2.72,362.67
03/07/16,2.28,0.01,0.42,375.60
03/04/16,2.27,0.07,3.02,373.62
03/03/16,2.20,0.03,1.24,359.75
03/02/16,2.18,0.04,1.68,354.12
03/01/16,2.14,0.01,0.61,346.61
02/29/16,2.13,0.01,0.50,343.90
02/26/16,2.12,0.05,2.57,341.71
02/25/16,2.07,-0.03,-1.43,330.66
02/24/16,2.10,-0.01,-0.45,336.91
02/23/16,2.10,-0.01,-0.40,338.89
02/22/16,2.11,0.04,1.81,340.67
02/19/16,2.08,0.00,0.19,332.85
02/18/16,2.07,0.00,-0.12,332.01
02/17/16,2.07,0.02,1.22,332.53
02/16/16,2.05,0.02,1.09,327.32
02/12/16,2.03,0.02,1.15,322.73
02/11/16,2.00,-0.02,-1.04,317.94
02/10/16,2.03,-0.01,-0.66,322.31
02/09/16,2.04,-0.05,-2.39,325.13
02/08/16,2.09,-0.01,-0.57,335.56
02/05/16,2.10,-0.03,-1.29,338.06
02/04/16,2.13,0.04,1.72,343.80
02/03/16,2.09,0.04,1.95,336.29
02/02/16,2.05,0.00,0.02,327.95
02/01/16,2.05,-0.01,-0.61,327.84
01/29/16,2.06,0.02,0.73,330.45
01/28/16,2.05,-0.01,-0.68,327.32
01/27/16,2.06,0.03,1.43,330.24
01/26/16,2.03,0.04,1.93,324.19
01/25/16,2.00,0.00,-0.15,316.16
01/22/16,2.00,0.01,0.28,316.79
01/21/16,1.99,0.04,1.89,315.64
01/20/16,1.96,-0.02,-0.89,307.92
01/19/16,1.97,0.03,1.75,311.57
01/15/16,1.94,-0.03,-1.60,304.48
01/14/16,1.97,0.02,1.05,311.05
01/13/16,1.95,0.00,-0.13,306.78
01/12/16,1.95,-0.01,-0.74,307.30
01/11/16,1.97,-0.05,-2.43,310.32
01/08/16,2.02,0.00,0.05,320.54
01/07/16,2.02,-0.06,-3.12,320.33
01/06/16,2.08,-0.01,-0.38,333.89
01/05/16,2.09,0.02,0.87,335.56
01/04/16,2.07,-0.06,-2.59,331.80
12/31/15,2.13,-0.01,-0.54,343.27
12/30/15,2.14,0.01,0.56,345.67
12/29/15,2.13,0.06,2.83,343.17
12/28/15,2.07,-0.04,-2.13,330.97
12/24/15,2.11,0.00,0.00,340.35
12/23/15,2.11,0.01,0.69,340.35
12/22/15,2.10,-0.03,-1.50,337.33
12/21/15,2.13,0.03,1.24,344.00
12/18/15,2.10,0.07,3.37,338.58
12/17/15,2.03,-0.03,-1.29,324.30
12/16/15,2.06,0.01,0.49,329.82
12/15/15,2.05,-0.05,-2.52,327.74
12/14/15,2.10,0.00,-0.19,338.79
12/11/15,2.11,0.04,2.08,339.62
12/10/15,2.07,0.00,0.24,330.66
12/09/15,2.06,0.01,0.59,329.61
12/08/15,2.05,0.00,0.17,327.11
12/07/15,2.04,-0.03,-1.42,326.38
12/04/15,2.07,0.02,0.88,332.53
12/03/15,2.06,0.03,1.33,328.78
12/02/15,2.03,-0.04,-1.81,323.15
12/01/15,2.07,0.02,1.08,330.97
11/30/15,2.04,-0.01,-0.29,326.38
11/27/15,2.05,0.01,0.29,327.63
11/25/15,2.04,-0.01,-0.44,326.38
11/24/15,2.05,0.03,1.68,328.26
11/23/15,2.02,-0.03,-1.68,321.17
11/20/15,2.05,-0.02,-1.08,328.36
11/19/15,2.08,0.00,-0.07,333.06
11/18/15,2.08,-0.03,-1.31,333.37
11/17/15,2.11,-0.01,-0.59,339.10
11/16/15,2.12,-0.05,-2.40,341.71
11/13/15,2.17,0.00,-0.14,352.55
11/12/15,2.17,-0.04,-1.96,353.18
11/11/15,2.22,0.00,0.00,362.25
11/10/15,2.22,-0.01,-0.61,362.25
11/09/15,2.23,-0.01,-0.51,365.07
11/06/15,2.24,-0.01,-0.53,367.47
11/05/15,2.25,-0.07,-2.85,369.97
11/04/15,2.32,-0.01,-0.32,383.73
11/03/15,2.33,0.01,0.50,385.30
11/02/15,2.32,0.00,0.09,382.90
10/30/15,2.31,0.00,-0.09,382.48
10/29/15,2.32,-0.04,-1.66,382.90
10/28/15,2.35,0.00,-0.15,391.03
10/27/15,2.36,0.00,0.06,391.76
10/26/15,2.36,0.01,0.28,391.45
10/23/15,2.35,-0.03,-1.45,390.09
10/22/15,2.38,0.02,0.87,397.29
10/21/15,2.36,-0.01,-0.23,393.01
10/20/15,2.37,0.00,-0.08,394.16
10/19/15,2.37,-0.04,-1.47,394.58
10/16/15,2.41,-0.02,-0.78,401.98
10/15/15,2.43,0.01,0.25,405.94
10/14/15,2.42,0.03,1.19,404.69
10/13/15,2.39,-0.03,-1.16,398.75
10/12/15,2.42,0.00,0.10,404.59
10/09/15,2.42,0.07,2.98,404.07
10/08/15,2.35,-0.02,-1.03,389.47
10/07/15,2.37,0.01,0.53,394.58
10/06/15,2.36,0.00,-0.04,391.97
10/05/15,2.36,0.03,1.31,392.18
10/02/15,2.33,0.02,0.95,385.82
10/01/15,2.31,-0.04,-1.62,381.23
09/30/15,2.35,0.09,4.08,389.16
09/29/15,2.25,0.00,-0.11,369.97
09/28/15,2.26,-0.04,-1.55,370.49
09/25/15,2.29,-0.02,-0.89,377.89
09/24/15,2.31,0.01,0.28,382.17
09/23/15,2.31,0.00,-0.07,380.81
09/22/15,2.31,-0.09,-3.81,381.13
09/21/15,2.40,0.00,0.06,400.21
09/18/15,2.40,-0.06,-2.62,399.90
09/17/15,2.46,0.00,0.00,413.35
09/16/15,2.46,0.03,1.05,413.35
09/15/15,2.44,0.02,0.91,408.03
09/14/15,2.41,-0.05,-1.95,403.44
09/11/15,2.46,0.01,0.31,413.45
09/10/15,2.45,0.01,0.49,411.89
09/09/15,2.44,0.00,0.16,409.38
09/08/15,2.44,0.12,5.13,408.55
09/04/15,2.32,-0.07,-2.95,383.73
09/03/15,2.39,0.06,2.44,398.44
09/02/15,2.33,0.03,1.32,386.55
09/01/15,2.30,-0.04,-1.52,380.19
08/31/15,2.34,-0.01,-0.36,387.59
08/28/15,2.35,0.01,0.54,389.36
08/27/15,2.33,0.08,3.69,386.76
08/26/15,2.25,-0.07,-3.10,369.45
08/25/15,2.32,0.05,2.38,384.46
08/24/15,2.27,-0.04,-1.65,373.20
08/21/15,2.31,-0.02,-0.69,381.13
08/20/15,2.32,0.04,1.75,384.46
08/19/15,2.28,-0.01,-0.61,376.12
08/18/15,2.30,-0.04,-1.52,379.04
08/17/15,2.33,-0.03,-1.33,386.44
08/14/15,2.36,0.00,-0.06,393.01
08/13/15,2.37,0.00,0.21,393.33
08/12/15,2.36,0.02,0.83,392.28
08/11/15,2.34,-0.07,-2.76,388.22
08/10/15,2.41,0.07,2.82,402.09
08/07/15,2.34,-0.01,-0.28,388.32
08/06/15,2.35,-0.01,-0.21,389.68
08/05/15,2.35,-0.01,-0.51,390.72
08/04/15,2.37,0.02,0.75,393.22
08/03/15,2.35,-0.02,-0.84,389.57
07/31/15,2.37,-0.01,-0.59,393.74
07/30/15,2.38,-0.03,-1.10,396.66
07/29/15,2.41,0.00,0.21,402.19
07/28/15,2.40,0.05,2.23,401.15
07/27/15,2.35,-0.03,-1.30,390.20
07/24/15,2.38,0.00,-0.17,396.66
07/23/15,2.39,-0.05,-1.89,397.50
07/22/15,2.43,-0.05,-1.86,407.09
07/21/15,2.48,-0.01,-0.26,416.68
07/20/15,2.48,-0.02,-0.82,418.04
07/17/15,2.50,-0.03,-1.07,422.31
07/16/15,2.53,0.00,0.04,427.95
07/15/15,2.53,-0.01,-0.55,427.74
07/14/15,2.54,-0.01,-0.43,430.66
07/13/15,2.56,0.01,0.39,432.95
07/10/15,2.55,-0.01,-0.49,430.87
07/09/15,2.56,0.05,2.16,433.47
07/08/15,2.50,0.05,2.16,422.21
07/07/15,2.45,-0.09,-3.62,411.16
07/06/15,2.54,-0.09,-3.47,430.34
07/02/15,2.63,0.00,-0.04,449.43
07/01/15,2.64,0.01,0.46,449.64
06/30/15,2.62,-0.02,-0.57,447.13
06/29/15,2.64,-0.01,-0.25,450.26
06/26/15,2.65,0.00,-0.02,451.62
06/25/15,2.65,0.00,-0.04,451.72
06/24/15,2.65,0.01,0.47,451.93
06/23/15,2.63,0.05,1.78,449.32
06/22/15,2.59,0.00,-0.15,439.73
06/19/15,2.59,-0.04,-1.39,440.56
06/18/15,2.63,0.01,0.21,448.18
06/17/15,2.62,0.00,-0.13,447.03
06/16/15,2.63,-0.03,-1.22,447.76
06/15/15,2.66,-0.04,-1.50,454.54
06/12/15,2.70,0.01,0.24,462.98
06/11/15,2.69,-0.08,-2.83,461.63
06/10/15,2.77,0.03,1.13,478.00
06/09/15,2.74,0.02,0.90,471.53
06/08/15,2.72,-0.01,-0.22,466.42
06/05/15,2.72,0.01,0.24,467.67
06/04/15,2.72,-0.04,-1.27,466.32
06/03/15,2.75,-0.01,-0.27,473.62
06/02/15,2.76,0.02,0.62,475.18
06/01/15,2.74,-0.02,-0.67,471.64
05/29/15,2.76,-0.03,-1.20,475.50
05/28/15,2.79,-0.02,-0.82,482.48
05/27/15,2.82,-0.04,-1.31,487.28
05/26/15,2.85,0.02,0.71,495.10
05/22/15,2.83,-0.04,-1.31,490.93
05/21/15,2.87,0.02,0.68,498.75
05/20/15,2.85,-0.01,-0.35,494.68
05/19/15,2.86,-0.07,-2.34,496.77
05/18/15,2.93,-0.02,-0.64,511.05
05/15/15,2.95,0.00,0.10,515.02
05/14/15,2.95,0.00,-0.14,514.39
05/13/15,2.95,0.00,-0.02,515.22
05/12/15,2.95,0.03,1.13,515.33
05/11/15,2.92,-0.01,-0.46,508.45
05/08/15,2.93,0.00,0.17,511.26
05/07/15,2.93,-0.01,-0.22,510.22
05/06/15,2.93,-0.01,-0.26,511.57
05/05/15,2.94,0.02,0.55,513.14
05/04/15,2.92,-0.01,-0.26,509.80
05/01/15,2.93,0.05,1.56,511.37
04/30/15,2.89,0.09,3.27,501.98
04/29/15,2.80,0.02,0.54,482.90
04/28/15,2.78,0.01,0.22,479.77
04/27/15,2.77,0.02,0.80,478.52
04/24/15,2.75,0.05,2.00,473.93
04/23/15,2.70,0.03,1.07,462.67
04/22/15,2.67,-0.04,-1.31,456.73
04/21/15,2.71,-0.03,-1.11,464.13
04/20/15,2.74,-0.05,-1.72,470.49
04/17/15,2.78,0.00,-0.07,480.50
04/16/15,2.79,0.06,2.05,480.92
04/15/15,2.73,0.01,0.37,469.24
04/14/15,2.72,-0.02,-0.64,467.15
04/13/15,2.74,-0.01,-0.49,470.80
04/10/15,2.75,0.01,0.20,473.62
04/09/15,2.75,0.00,-0.13,472.47
04/08/15,2.75,-0.03,-1.03,473.20
04/07/15,2.78,0.04,1.65,479.14
04/06/15,2.73,-0.02,-0.58,469.76
04/02/15,2.75,-0.01,-0.31,473.10
04/01/15,2.76,0.01,0.35,474.87
03/31/15,2.75,-0.04,-1.45,472.89
03/30/15,2.79,0.01,0.45,481.33
03/27/15,2.78,-0.05,-1.65,478.73
03/26/15,2.82,0.02,0.59,488.43
03/25/15,2.81,-0.01,-0.36,484.98
03/24/15,2.82,0.01,0.25,487.07
03/23/15,2.81,0.03,1.19,485.61
03/20/15,2.78,0.10,3.76,478.73
03/19/15,2.67,0.09,3.38,457.77
03/18/15,2.59,-0.05,-2.06,439.52
03/17/15,2.64,-0.04,-1.34,450.89
03/16/15,2.68,0.00,-0.04,458.39
03/13/15,2.68,0.00,0.15,458.60
03/12/15,2.67,0.05,1.98,457.77
03/11/15,2.62,-0.01,-0.47,446.92
03/10/15,2.64,-0.05,-1.94,449.53
03/09/15,2.69,0.06,2.21,460.38
03/06/15,2.63,-0.04,-1.61,448.28
03/05/15,2.67,0.00,-0.19,457.25
03/04/15,2.68,0.00,0.13,458.29
03/03/15,2.67,-0.04,-1.38,457.56
03/02/15,2.71,-0.01,-0.18,465.38
02/27/15,2.72,0.00,0.07,466.42
02/26/15,2.71,0.01,0.24,466.01
02/25/15,2.71,0.00,-0.15,464.65
02/24/15,2.71,0.07,2.73,465.48
02/23/15,2.64,0.03,1.11,450.47
02/20/15,2.61,-0.03,-1.17,444.42
02/19/15,2.64,0.00,0.08,450.89
02/18/15,2.64,0.04,1.73,450.47
02/17/15,2.59,-0.02,-0.73,441.08
02/13/15,2.61,0.00,0.17,445.05
02/12/15,2.61,0.06,2.21,444.11
02/11/15,2.55,-0.01,-0.39,432.33
02/10/15,2.56,-0.04,-1.40,434.41
02/09/15,2.60,0.00,-0.15,442.02
02/06/15,2.60,-0.01,-0.34,442.86
02/05/15,2.61,0.00,0.00,444.73
02/04/15,2.61,0.01,0.46,444.73
02/03/15,2.60,0.09,3.54,442.23
02/02/15,2.51,-0.02,-0.67,423.67
01/30/15,2.53,0.06,2.33,427.22
01/29/15,2.47,-0.05,-2.02,415.22
01/28/15,2.52,0.01,0.32,425.86
01/27/15,2.51,-0.06,-2.33,424.19
01/26/15,2.57,0.04,1.42,436.70
01/23/15,2.54,-0.06,-2.42,429.20
01/22/15,2.60,-0.01,-0.55,442.34
01/21/15,2.62,0.00,-0.02,445.36
01/20/15,2.62,-0.04,-1.45,445.46
01/16/15,2.65,0.04,1.65,453.49
01/15/15,2.61,0.06,2.27,444.53
01/14/15,2.55,-0.13,-4.70,432.43
01/13/15,2.68,-0.08,-3.04,458.71
01/12/15,2.76,-0.03,-0.99,476.23
01/09/15,2.79,-0.02,-0.59,481.96
01/08/15,2.81,0.01,0.39,485.40
01/07/15,2.80,-0.01,-0.29,483.11
01/06/15,2.80,0.01,0.39,484.78
01/05/15,2.79,-0.05,-1.60,482.48
01/02/15,2.84,0.00,0.00,491.97
12/31/14,2.84,-0.03,-1.06,491.97
12/30/14,2.87,0.03,1.09,498.33
12/29/14,2.84,0.00,0.09,491.87
12/26/14,2.84,-0.04,-1.36,491.35
12/24/14,2.87,-0.03,-0.95,499.48
12/23/14,2.90,0.00,-0.05,505.21
12/22/14,2.90,0.00,-0.15,505.53
12/19/14,2.91,0.04,1.24,506.47
12/18/14,2.87,-0.02,-0.52,499.06
12/17/14,2.89,0.01,0.35,502.19
12/16/14,2.88,-0.02,-0.71,500.10
12/15/14,2.90,-0.05,-1.65,504.38
12/12/14,2.95,0.01,0.19,514.49
12/11/14,2.94,0.03,0.93,513.35
12/10/14,2.91,-0.03,-1.10,507.72
12/09/14,2.95,0.04,1.24,514.49
12/08/14,2.91,-0.02,-0.51,506.99
12/05/14,2.93,-0.01,-0.24,510.11
