Date,Price,Change,% Change,Cumulative Change %
02/22/17,"1,873.00",-5.00,-0.27,65.79
02/21/17,"1,878.00",12.50,0.67,66.23
02/17/17,"1,865.50",-12.50,-0.67,65.12
02/16/17,"1,878.00",7.00,0.37,66.23
02/15/17,"1,871.00",-22.00,-1.16,65.61
02/14/17,"1,893.00",25.50,1.37,67.56
02/13/17,"1,867.50",18.50,1.00,65.30
02/10/17,"1,849.00",10.00,0.54,63.66
02/09/17,"1,839.00",18.00,0.99,62.78
02/08/17,"1,821.00",12.00,0.66,61.18
02/07/17,"1,809.00",-3.00,-0.17,60.12
02/06/17,"1,812.00",3.50,0.19,60.39
02/03/17,"1,808.50",-4.50,-0.25,60.08
02/02/17,"1,813.00",-5.00,-0.28,60.48
02/01/17,"1,818.00",-2.50,-0.14,60.92
01/31/17,"1,820.50",13.50,0.75,61.14
01/30/17,"1,807.00",-20.50,-1.12,59.95
01/27/17,"1,827.50",-10.00,-0.54,61.76
01/26/17,"1,837.50",-11.50,-0.62,62.65
01/25/17,"1,849.00",-21.00,-1.12,63.66
01/24/17,"1,870.00",0.00,0.00,65.52
01/23/17,"1,870.00",31.00,1.69,65.52
01/20/17,"1,839.00",7.00,0.38,62.78
01/19/17,"1,832.00",31.50,1.75,62.16
01/18/17,"1,800.50",-5.00,-0.28,59.37
01/17/17,"1,805.50",15.00,0.84,59.81
01/13/17,"1,790.50",2.50,0.14,58.49
01/12/17,"1,788.00",39.50,2.26,58.26
01/11/17,"1,748.50",-9.00,-0.51,54.77
01/10/17,"1,757.50",40.50,2.36,55.56
01/09/17,"1,717.00",-5.00,-0.29,51.98
01/06/17,"1,722.00",12.50,0.73,52.42
01/05/17,"1,709.50",8.50,0.50,51.32
01/04/17,"1,701.00",-1.00,-0.06,50.56
01/03/17,"1,702.00",-11.50,-0.67,50.65
12/30/16,"1,713.50",0.50,0.03,51.67
12/29/16,"1,713.00",-13.50,-0.78,51.63
12/28/16,"1,726.50",-13.50,-0.78,52.82
12/27/16,"1,740.00",0.00,0.00,54.02
12/23/16,"1,740.00",2.50,0.14,54.02
12/22/16,"1,737.50",7.00,0.40,53.79
12/21/16,"1,730.50",8.00,0.46,53.17
12/20/16,"1,722.50",5.50,0.32,52.47
12/19/16,"1,717.00",-15.50,-0.89,51.98
12/16/16,"1,732.50",-3.50,-0.20,53.35
12/15/16,"1,736.00",-16.00,-0.91,53.66
12/14/16,"1,752.00",-3.00,-0.17,55.08
12/13/16,"1,755.00",5.50,0.31,55.34
12/12/16,"1,749.50",7.00,0.40,54.86
12/09/16,"1,742.50",11.00,0.64,54.24
12/08/16,"1,731.50",3.50,0.20,53.26
12/07/16,"1,728.00",10.00,0.58,52.95
12/06/16,"1,718.00",-10.00,-0.58,52.07
12/05/16,"1,728.00",13.00,0.76,52.95
12/02/16,"1,715.00",-9.00,-0.52,51.80
12/01/16,"1,724.00",1.50,0.09,52.60
11/30/16,"1,722.50",0.50,0.03,52.47
11/29/16,"1,722.00",-44.50,-2.52,52.42
11/28/16,"1,766.50",15.50,0.89,56.36
11/25/16,"1,751.00",-14.50,-0.82,54.99
11/23/16,"1,765.50",26.50,1.52,56.27
11/22/16,"1,739.00",13.00,0.75,53.93
11/21/16,"1,726.00",14.00,0.82,52.78
11/18/16,"1,712.00",19.50,1.15,51.54
11/17/16,"1,692.50",-26.50,-1.54,49.81
11/16/16,"1,719.00",-8.00,-0.46,52.16
11/15/16,"1,727.00",-38.00,-2.15,52.86
11/14/16,"1,765.00",-12.00,-0.68,56.23
11/11/16,"1,777.00",4.50,0.25,57.29
11/10/16,"1,772.50",35.00,2.01,56.89
11/09/16,"1,737.50",31.50,1.85,53.79
11/08/16,"1,706.00",-10.00,-0.58,51.01
11/07/16,"1,716.00",-2.50,-0.15,51.89
11/04/16,"1,718.50",-7.50,-0.43,52.11
11/03/16,"1,726.00",17.00,0.99,52.78
11/02/16,"1,709.00",-23.00,-1.33,51.27
11/01/16,"1,732.00",9.00,0.52,53.31
10/31/16,"1,723.00",21.50,1.26,52.51
10/28/16,"1,701.50",20.00,1.19,50.61
10/27/16,"1,681.50",8.50,0.51,48.84
10/26/16,"1,673.00",22.00,1.33,48.08
10/25/16,"1,651.00",24.50,1.51,46.14
10/24/16,"1,626.50",9.50,0.59,43.97
10/21/16,"1,617.00",4.50,0.28,43.13
10/20/16,"1,612.50",-9.50,-0.59,42.73
10/19/16,"1,622.00",-41.50,-2.49,43.57
10/18/16,"1,663.50",18.50,1.12,47.24
10/17/16,"1,645.00",-40.00,-2.37,45.61
10/14/16,"1,685.00",4.00,0.24,49.15
10/13/16,"1,681.00",-3.00,-0.18,48.79
10/12/16,"1,684.00",11.00,0.66,49.06
10/11/16,"1,673.00",-5.00,-0.30,48.08
10/10/16,"1,678.00",3.00,0.18,48.53
10/07/16,"1,675.00",7.50,0.45,48.26
10/06/16,"1,667.50",5.00,0.30,47.60
10/05/16,"1,662.50",-8.00,-0.48,47.16
10/04/16,"1,670.50",20.50,1.24,47.86
10/03/16,"1,650.00",-3.00,-0.18,46.05
09/30/16,"1,653.00",0.00,0.00,46.31
09/29/16,"1,653.00",4.50,0.27,46.31
09/28/16,"1,648.50",0.50,0.03,45.92
09/27/16,"1,648.00",28.00,1.73,45.87
09/26/16,"1,620.00",-17.50,-1.07,43.39
09/23/16,"1,637.50",26.00,1.61,44.94
09/22/16,"1,611.50",41.50,2.64,42.64
09/21/16,"1,570.00",7.00,0.45,38.97
09/20/16,"1,563.00",4.50,0.29,38.35
09/19/16,"1,558.50",-1.50,-0.10,37.95
09/16/16,"1,560.00",0.00,0.00,38.08
09/15/16,"1,560.00",7.50,0.48,38.08
09/14/16,"1,552.50",-4.00,-0.26,37.42
09/13/16,"1,556.50",11.00,0.71,37.77
09/12/16,"1,545.50",-22.00,-1.40,36.80
09/09/16,"1,567.50",1.50,0.10,38.75
09/08/16,"1,566.00",-16.50,-1.04,38.61
09/07/16,"1,582.50",9.00,0.57,40.07
09/06/16,"1,573.50",-18.50,-1.16,39.28
09/02/16,"1,592.00",5.00,0.32,40.91
09/01/16,"1,587.00",-14.00,-0.87,40.47
08/31/16,"1,601.00",-26.50,-1.63,41.71
08/30/16,"1,627.50",0.00,0.00,44.06
08/29/16,"1,627.50",0.00,0.00,44.06
08/26/16,"1,627.50",3.50,0.22,44.06
08/25/16,"1,624.00",-32.50,-1.96,43.75
08/24/16,"1,656.50",3.50,0.21,46.62
08/23/16,"1,653.00",1.00,0.06,46.31
08/22/16,"1,652.00",3.50,0.21,46.23
08/19/16,"1,648.50",-42.00,-2.48,45.92
08/18/16,"1,690.50",5.00,0.30,49.63
08/17/16,"1,685.50",9.50,0.57,49.19
08/16/16,"1,676.00",31.50,1.92,48.35
08/15/16,"1,644.50",9.50,0.58,45.56
08/12/16,"1,635.00",5.00,0.31,44.72
08/11/16,"1,630.00",-16.00,-0.97,44.28
08/10/16,"1,646.00",20.00,1.23,45.69
08/09/16,"1,626.00",-19.00,-1.16,43.92
08/08/16,"1,645.00",17.00,1.04,45.61
08/05/16,"1,628.00",12.00,0.74,44.10
08/04/16,"1,616.00",-4.00,-0.25,43.04
08/03/16,"1,620.00",-15.50,-0.95,43.39
08/02/16,"1,635.50",-10.00,-0.61,44.77
08/01/16,"1,645.50",29.50,1.83,45.65
07/29/16,"1,616.00",18.00,1.13,43.04
07/28/16,"1,598.00",14.00,0.88,41.45
07/27/16,"1,584.00",-6.50,-0.41,40.21
07/26/16,"1,590.50",-10.50,-0.66,40.78
07/25/16,"1,601.00",1.00,0.06,41.71
07/22/16,"1,600.00",5.50,0.34,41.62
07/21/16,"1,594.50",-14.50,-0.90,41.14
07/20/16,"1,609.00",-34.00,-2.07,42.42
07/19/16,"1,643.00",-2.00,-0.12,45.43
07/18/16,"1,645.00",-37.00,-2.20,45.61
07/15/16,"1,682.00",10.00,0.60,48.88
07/14/16,"1,672.00",2.50,0.15,48.00
07/13/16,"1,669.50",23.50,1.43,47.77
07/12/16,"1,646.00",-7.00,-0.42,45.69
07/11/16,"1,653.00",12.50,0.76,46.31
07/08/16,"1,640.50",3.50,0.21,45.21
07/07/16,"1,637.00",13.50,0.83,44.90
07/06/16,"1,623.50",-0.50,-0.03,43.70
07/05/16,"1,624.00",-21.00,-1.28,43.75
07/01/16,"1,645.00",10.00,0.61,45.61
06/30/16,"1,635.00",21.00,1.30,44.72
06/29/16,"1,614.00",11.50,0.72,42.86
06/28/16,"1,602.50",10.50,0.66,41.84
06/27/16,"1,592.00",-8.50,-0.53,40.91
06/24/16,"1,600.50",-27.50,-1.69,41.67
06/23/16,"1,628.00",4.00,0.25,44.10
06/22/16,"1,624.00",0.50,0.03,43.75
06/21/16,"1,623.50",16.00,1.00,43.70
06/20/16,"1,607.50",5.00,0.31,42.29
06/17/16,"1,602.50",10.00,0.63,41.84
06/16/16,"1,592.50",-21.00,-1.30,40.96
06/15/16,"1,613.50",8.50,0.53,42.82
06/14/16,"1,605.00",23.50,1.49,42.07
06/13/16,"1,581.50",-2.50,-0.16,39.99
06/10/16,"1,584.00",-7.50,-0.47,40.21
06/09/16,"1,591.50",-4.50,-0.28,40.87
06/08/16,"1,596.00",55.00,3.57,41.27
06/07/16,"1,541.00",-7.00,-0.45,36.40
06/06/16,"1,548.00",5.00,0.32,37.02
06/03/16,"1,543.00",-16.00,-1.03,36.58
06/02/16,"1,559.00",15.00,0.97,37.99
06/01/16,"1,544.00",-4.00,-0.26,36.67
05/31/16,"1,548.00",-4.00,-0.26,37.02
05/27/16,"1,552.00",-1.00,-0.06,37.37
05/26/16,"1,553.00",14.00,0.91,37.46
05/25/16,"1,539.00",-14.00,-0.90,36.22
05/24/16,"1,553.00",27.00,1.77,37.46
05/23/16,"1,526.00",-33.00,-2.12,35.07
05/20/16,"1,559.00",23.00,1.50,37.99
05/19/16,"1,536.00",6.50,0.42,35.96
05/18/16,"1,529.50",-2.50,-0.16,35.38
05/17/16,"1,532.00",6.50,0.43,35.60
05/16/16,"1,525.50",-3.50,-0.23,35.03
05/13/16,"1,529.00",-16.00,-1.04,35.34
05/12/16,"1,545.00",-15.00,-0.96,36.75
05/11/16,"1,560.00",17.50,1.13,38.08
05/10/16,"1,542.50",-14.00,-0.90,36.53
05/09/16,"1,556.50",-42.50,-2.66,37.77
05/06/16,"1,599.00",-2.50,-0.16,41.53
05/05/16,"1,601.50",-9.50,-0.59,41.76
05/04/16,"1,611.00",-18.00,-1.10,42.60
05/03/16,"1,629.00",-44.00,-2.63,44.19
05/02/16,"1,673.00",0.00,0.00,48.08
04/29/16,"1,673.00",24.00,1.46,48.08
04/28/16,"1,649.00",6.50,0.40,45.96
04/27/16,"1,642.50",10.50,0.64,45.38
04/26/16,"1,632.00",-9.00,-0.55,44.46
04/25/16,"1,641.00",6.00,0.37,45.25
04/22/16,"1,635.00",7.00,0.43,44.72
04/21/16,"1,628.00",30.00,1.88,44.10
04/20/16,"1,598.00",32.50,2.08,41.45
04/19/16,"1,565.50",18.50,1.20,38.57
04/18/16,"1,547.00",12.00,0.78,36.93
04/15/16,"1,535.00",-13.50,-0.87,35.87
04/14/16,"1,548.50",3.00,0.19,37.06
04/13/16,"1,545.50",31.50,2.08,36.80
04/12/16,"1,514.00",20.50,1.37,34.01
04/11/16,"1,493.50",1.50,0.10,32.20
04/08/16,"1,492.00",7.00,0.47,32.06
04/07/16,"1,485.00",4.00,0.27,31.44
04/06/16,"1,481.00",-17.00,-1.13,31.09
04/05/16,"1,498.00",-25.00,-1.64,32.59
04/04/16,"1,523.00",-1.00,-0.07,34.81
04/01/16,"1,524.00",32.50,2.18,34.90
03/31/16,"1,491.50",13.50,0.91,32.02
03/30/16,"1,478.00",5.00,0.34,30.82
03/29/16,"1,473.00",3.50,0.24,30.38
03/28/16,"1,469.50",0.00,0.00,30.07
03/24/16,"1,469.50",-10.50,-0.71,30.07
03/23/16,"1,480.00",-1.00,-0.07,31.00
03/22/16,"1,481.00",-5.00,-0.34,31.09
03/21/16,"1,486.00",-12.00,-0.80,31.53
03/18/16,"1,498.00",-5.50,-0.37,32.59
03/17/16,"1,503.50",8.50,0.57,33.08
03/16/16,"1,495.00",-13.00,-0.86,32.33
03/15/16,"1,508.00",-24.50,-1.60,33.48
03/14/16,"1,532.50",-16.00,-1.03,35.65
03/11/16,"1,548.50",-16.50,-1.05,37.06
03/10/16,"1,565.00",1.00,0.06,38.53
03/09/16,"1,564.00",-26.00,-1.64,38.44
03/08/16,"1,590.00",-10.00,-0.62,40.74
03/07/16,"1,600.00",12.50,0.79,41.62
03/04/16,"1,587.50",-16.00,-1.00,40.52
03/03/16,"1,603.50",6.50,0.41,41.93
03/02/16,"1,597.00",6.50,0.41,41.36
03/01/16,"1,590.50",-31.00,-1.91,40.78
02/29/16,"1,621.50",33.00,2.08,43.53
02/26/16,"1,588.50",-11.50,-0.72,40.61
02/25/16,"1,600.00",48.00,3.09,41.62
02/24/16,"1,552.00",-23.50,-1.49,37.37
02/23/16,"1,575.50",2.50,0.16,39.45
02/22/16,"1,573.00",21.00,1.35,39.23
02/19/16,"1,552.00",22.00,1.44,37.37
02/18/16,"1,530.00",10.00,0.66,35.43
02/17/16,"1,520.00",-8.50,-0.56,34.54
02/16/16,"1,528.50",29.50,1.97,35.29
02/12/16,"1,499.00",5.00,0.33,32.68
02/11/16,"1,494.00",-5.00,-0.33,32.24
02/10/16,"1,499.00",7.00,0.47,32.68
02/09/16,"1,492.00",-4.00,-0.27,32.06
02/08/16,"1,496.00",-35.00,-2.29,32.42
02/05/16,"1,531.00",-1.00,-0.07,35.52
02/04/16,"1,532.00",18.00,1.19,35.60
02/03/16,"1,514.00",-10.50,-0.69,34.01
02/02/16,"1,524.50",4.50,0.30,34.94
02/01/16,"1,520.00",-9.50,-0.62,34.54
01/29/16,"1,529.50",2.50,0.16,35.38
01/28/16,"1,527.00",19.00,1.26,35.16
01/27/16,"1,508.00",27.50,1.86,33.48
01/26/16,"1,480.50",0.50,0.03,31.05
01/25/16,"1,480.00",-17.50,-1.17,31.00
01/22/16,"1,497.50",27.50,1.87,32.55
01/21/16,"1,470.00",8.50,0.58,30.12
01/20/16,"1,461.50",-32.50,-2.18,29.36
01/19/16,"1,494.00",26.50,1.81,32.24
01/15/16,"1,467.50",-10.50,-0.71,29.89
01/14/16,"1,478.00",25.00,1.72,30.82
01/13/16,"1,453.00",-4.00,-0.27,28.61
01/12/16,"1,457.00",-14.50,-0.99,28.97
01/11/16,"1,471.50",-4.50,-0.30,30.25
01/08/16,"1,476.00",21.00,1.44,30.65
01/07/16,"1,455.00",-2.00,-0.14,28.79
01/06/16,"1,457.00",-16.00,-1.09,28.97
01/05/16,"1,473.00",7.00,0.48,30.38
01/04/16,"1,466.00",-41.50,-2.75,29.76
12/31/15,"1,507.50",0.50,0.03,33.44
12/30/15,"1,507.00",-28.00,-1.82,33.39
12/29/15,"1,535.00",-6.00,-0.39,35.87
12/28/15,"1,541.00",0.00,0.00,36.40
12/24/15,"1,541.00",2.00,0.13,36.40
12/23/15,"1,539.00",21.00,1.38,36.22
12/22/15,"1,518.00",8.00,0.53,34.36
12/21/15,"1,510.00",2.00,0.13,33.66
12/18/15,"1,508.00",25.50,1.72,33.48
12/17/15,"1,482.50",4.50,0.30,31.22
12/16/15,"1,478.00",0.50,0.03,30.82
12/15/15,"1,477.50",1.50,0.10,30.78
12/14/15,"1,476.00",-24.00,-1.60,30.65
12/11/15,"1,500.00",21.00,1.42,32.77
12/10/15,"1,479.00",-15.00,-1.00,30.91
12/09/15,"1,494.00",32.00,2.19,32.24
12/08/15,"1,462.00",-36.00,-2.40,29.41
12/07/15,"1,498.00",-5.00,-0.33,32.59
12/04/15,"1,503.00",40.50,2.77,33.04
12/03/15,"1,462.50",2.50,0.17,29.45
12/02/15,"1,460.00",18.00,1.25,29.23
12/01/15,"1,442.00",0.00,0.00,27.64
11/30/15,"1,442.00",-37.50,-2.53,27.64
11/27/15,"1,479.50",51.00,3.57,30.96
11/25/15,"1,428.50",-4.50,-0.31,26.44
11/24/15,"1,433.00",9.00,0.63,26.84
11/23/15,"1,424.00",-51.00,-3.46,26.04
11/20/15,"1,475.00",29.00,2.01,30.56
11/19/15,"1,446.00",-8.00,-0.55,27.99
11/18/15,"1,454.00",-9.00,-0.62,28.70
11/17/15,"1,463.00",5.50,0.38,29.50
11/16/15,"1,457.50",-18.50,-1.25,29.01
11/13/15,"1,476.00",-8.50,-0.57,30.65
11/12/15,"1,484.50",-9.50,-0.64,31.40
11/11/15,"1,494.00",8.00,0.54,32.24
11/10/15,"1,486.00",-20.00,-1.33,31.53
11/09/15,"1,506.00",14.50,0.97,33.30
11/06/15,"1,491.50",18.50,1.26,32.02
11/05/15,"1,473.00",0.50,0.03,30.38
11/04/15,"1,472.50",2.50,0.17,30.34
11/03/15,"1,470.00",18.00,1.24,30.12
11/02/15,"1,452.00",4.50,0.31,28.52
10/30/15,"1,447.50",7.00,0.49,28.12
10/29/15,"1,440.50",6.50,0.45,27.50
10/28/15,"1,434.00",-20.00,-1.38,26.93
10/27/15,"1,454.00",-14.00,-0.95,28.70
10/26/15,"1,468.00",-12.50,-0.84,29.94
10/23/15,"1,480.50",0.50,0.03,31.05
10/22/15,"1,480.00",-11.00,-0.74,31.00
10/21/15,"1,491.00",-15.50,-1.03,31.97
10/20/15,"1,506.50",-29.50,-1.92,33.35
10/19/15,"1,536.00",-6.50,-0.42,35.96
10/16/15,"1,542.50",-25.00,-1.59,36.53
10/15/15,"1,567.50",-1.50,-0.10,38.75
10/14/15,"1,569.00",9.00,0.58,38.88
10/13/15,"1,560.00",-47.50,-2.95,38.08
10/12/15,"1,607.50",0.50,0.03,42.29
10/09/15,"1,607.00",55.00,3.54,42.24
10/08/15,"1,552.00",-15.00,-0.96,37.37
10/07/15,"1,567.00",20.50,1.33,38.70
10/06/15,"1,546.50",-0.50,-0.03,36.89
10/05/15,"1,547.00",2.00,0.13,36.93
10/02/15,"1,545.00",-33.50,-2.12,36.75
10/01/15,"1,578.50",16.50,1.06,39.72
09/30/15,"1,562.00",13.00,0.84,38.26
09/29/15,"1,549.00",12.00,0.78,37.11
09/28/15,"1,537.00",-29.50,-1.88,36.05
09/25/15,"1,566.50",6.00,0.38,38.66
09/24/15,"1,560.50",-11.50,-0.73,38.13
09/23/15,"1,572.00",-6.50,-0.41,39.14
09/22/15,"1,578.50",-33.50,-2.08,39.72
09/21/15,"1,612.00",-12.50,-0.77,42.69
09/18/15,"1,624.50",18.00,1.12,43.79
09/17/15,"1,606.50",8.00,0.50,42.20
09/16/15,"1,598.50",-2.00,-0.12,41.49
09/15/15,"1,600.50",1.50,0.09,41.67
09/14/15,"1,599.00",-15.50,-0.96,41.53
09/11/15,"1,614.50",7.00,0.44,42.91
09/10/15,"1,607.50",-20.50,-1.26,42.29
09/09/15,"1,628.00",34.50,2.17,44.10
09/08/15,"1,593.50",-8.00,-0.50,41.05
09/04/15,"1,601.50",-5.00,-0.31,41.76
09/03/15,"1,606.50",36.50,2.32,42.20
09/02/15,"1,570.00",-7.50,-0.48,38.97
09/01/15,"1,577.50",27.50,1.77,39.63
08/31/15,"1,550.00",0.00,0.00,37.20
08/28/15,"1,550.00",22.00,1.44,37.20
08/27/15,"1,528.00",14.50,0.96,35.25
08/26/15,"1,513.50",-12.50,-0.82,33.97
08/25/15,"1,526.00",40.50,2.73,35.07
08/24/15,"1,485.50",-38.00,-2.49,31.49
08/21/15,"1,523.50",-20.50,-1.33,34.85
08/20/15,"1,544.00",22.00,1.45,36.67
08/19/15,"1,522.00",-10.00,-0.65,34.72
08/18/15,"1,532.00",8.50,0.56,35.60
08/17/15,"1,523.50",-17.00,-1.10,34.85
08/14/15,"1,540.50",1.50,0.10,36.36
08/13/15,"1,539.00",-8.00,-0.52,36.22
08/12/15,"1,547.00",0.00,0.00,36.93
08/11/15,"1,547.00",-6.00,-0.39,36.93
08/10/15,"1,553.00",-3.50,-0.22,37.46
08/07/15,"1,556.50",3.50,0.23,37.77
08/06/15,"1,553.00",-16.50,-1.05,37.46
08/05/15,"1,569.50",-8.00,-0.51,38.92
08/04/15,"1,577.50",13.50,0.86,39.63
08/03/15,"1,564.00",-30.00,-1.88,38.44
07/31/15,"1,594.00",-14.50,-0.90,41.09
07/30/15,"1,608.50",-10.50,-0.65,42.38
07/29/15,"1,619.00",10.00,0.62,43.30
07/28/15,"1,609.00",8.50,0.53,42.42
07/27/15,"1,600.50",6.00,0.38,41.67
07/24/15,"1,594.50",-10.00,-0.62,41.14
07/23/15,"1,604.50",-6.00,-0.37,42.02
07/22/15,"1,610.50",-20.00,-1.23,42.55
07/21/15,"1,630.50",-6.00,-0.37,44.32
07/20/15,"1,636.50",-27.00,-1.62,44.85
07/17/15,"1,663.50",-0.50,-0.03,47.24
07/16/15,"1,664.00",-10.50,-0.63,47.29
07/15/15,"1,674.50",21.50,1.30,48.22
07/14/15,"1,653.00",-6.00,-0.36,46.31
07/13/15,"1,659.00",6.50,0.39,46.85
07/10/15,"1,652.50",3.50,0.21,46.27
07/09/15,"1,649.00",29.00,1.79,45.96
07/08/15,"1,620.00",-25.00,-1.52,43.39
07/07/15,"1,645.00",1.00,0.06,45.61
07/06/15,"1,644.00",-49.00,-2.89,45.52
07/02/15,"1,693.00",27.00,1.62,49.85
07/01/15,"1,666.00",19.50,1.18,47.46
06/30/15,"1,646.50",4.50,0.27,45.74
06/29/15,"1,642.00",-26.00,-1.56,45.34
06/26/15,"1,668.00",-3.00,-0.18,47.64
06/25/15,"1,671.00",-19.50,-1.15,47.91
06/24/15,"1,690.50",10.00,0.60,49.63
06/23/15,"1,680.50",30.00,1.82,48.75
06/22/15,"1,650.50",0.00,0.00,46.09
06/19/15,"1,650.50",-30.00,-1.79,46.09
06/18/15,"1,680.50",5.00,0.30,48.75
06/17/15,"1,675.50",14.50,0.87,48.31
06/16/15,"1,661.00",0.50,0.03,47.02
06/15/15,"1,660.50",-41.00,-2.41,46.98
06/12/15,"1,701.50",0.00,0.00,50.61
06/11/15,"1,701.50",-25.50,-1.48,50.61
06/10/15,"1,727.00",4.00,0.23,52.86
06/09/15,"1,723.00",27.50,1.62,52.51
06/08/15,"1,695.50",2.00,0.12,50.08
06/05/15,"1,693.50",-4.00,-0.24,49.90
06/04/15,"1,697.50",-19.00,-1.11,50.25
06/03/15,"1,716.50",5.00,0.29,51.93
06/02/15,"1,711.50",20.00,1.18,51.49
06/01/15,"1,691.50",-14.00,-0.82,49.72
05/29/15,"1,705.50",-14.00,-0.81,50.96
05/28/15,"1,719.50",20.00,1.18,52.20
05/27/15,"1,699.50",-11.00,-0.64,50.43
05/26/15,"1,710.50",-15.50,-0.90,51.40
05/22/15,"1,726.00",-10.00,-0.58,52.78
05/21/15,"1,736.00",-13.00,-0.74,53.66
05/20/15,"1,749.00",-1.00,-0.06,54.81
05/19/15,"1,750.00",-45.50,-2.53,54.90
05/18/15,"1,795.50",-17.50,-0.97,58.93
05/15/15,"1,813.00",-33.00,-1.79,60.48
05/14/15,"1,846.00",-14.00,-0.75,63.40
05/13/15,"1,860.00",5.00,0.27,64.64
05/12/15,"1,855.00",3.00,0.16,64.19
05/11/15,"1,852.00",-12.00,-0.64,63.93
05/08/15,"1,864.00",-6.50,-0.35,64.99
05/07/15,"1,870.50",-45.00,-2.35,65.57
05/06/15,"1,915.50",5.00,0.26,69.55
05/05/15,"1,910.50",-8.50,-0.44,69.11
05/04/15,"1,919.00",0.00,0.00,69.86
05/01/15,"1,919.00",9.50,0.50,69.86
04/30/15,"1,909.50",19.00,1.01,69.02
04/29/15,"1,890.50",22.50,1.20,67.34
04/28/15,"1,868.00",40.50,2.22,65.34
04/27/15,"1,827.50",-2.50,-0.14,61.76
04/24/15,"1,830.00",24.50,1.36,61.98
04/23/15,"1,805.50",-12.00,-0.66,59.81
04/22/15,"1,817.50",-9.00,-0.49,60.87
04/21/15,"1,826.50",-32.00,-1.72,61.67
04/20/15,"1,858.50",12.00,0.65,64.50
04/17/15,"1,846.50",-10.50,-0.57,63.44
04/16/15,"1,857.00",46.00,2.54,64.37
04/15/15,"1,811.00",40.50,2.29,60.30
04/14/15,"1,770.50",-11.00,-0.62,56.71
04/13/15,"1,781.50",8.50,0.48,57.69
04/10/15,"1,773.00",-0.50,-0.03,56.94
04/09/15,"1,773.50",-1.50,-0.08,56.98
04/08/15,"1,775.00",-10.00,-0.56,57.11
04/07/15,"1,785.00",14.50,0.82,58.00
04/06/15,"1,770.50",0.00,0.00,56.71
04/02/15,"1,770.50",5.00,0.28,56.71
04/01/15,"1,765.50",-23.50,-1.31,56.27
03/31/15,"1,789.00",12.50,0.70,58.35
03/30/15,"1,776.50",4.50,0.25,57.25
03/27/15,"1,772.00",-11.50,-0.64,56.85
03/26/15,"1,783.50",19.50,1.11,57.87
03/25/15,"1,764.00",-22.50,-1.26,56.14
03/24/15,"1,786.50",-0.50,-0.03,58.13
03/23/15,"1,787.00",24.00,1.36,58.18
03/20/15,"1,763.00",-19.50,-1.09,56.05
03/19/15,"1,782.50",11.00,0.62,57.78
