Date,Bid,Ask,Mid,Change,% Change,Cumulative Change %,High,Low
03/13/17,0.051104,0.051121,0.051113,0.00,0.35,-99.94,0.051113,0.051113
03/10/17,0.050927,0.050944,0.050935,0.00,0.81,-99.94,0.050935,0.050935
03/09/17,0.050520,0.050534,0.050527,0.00,-1.05,-99.94,0.050527,0.050527
03/08/17,0.051057,0.051073,0.051065,0.00,-0.29,-99.94,0.051065,0.051065
03/07/17,0.051205,0.051218,0.051211,0.00,0.03,-99.94,0.051211,0.051211
03/06/17,0.051186,0.051202,0.051194,0.00,0.43,-99.94,0.051194,0.051194
03/03/17,0.050965,0.050981,0.050973,0.00,1.53,-99.94,0.050973,0.050973
03/02/17,0.050199,0.050209,0.050204,0.00,0.09,-99.94,0.050204,0.050204
03/01/17,0.050150,0.050163,0.050157,0.00,0.28,-99.94,0.050157,0.050157
02/28/17,0.050010,0.050026,0.050018,0.00,-1.00,-99.94,0.050018,0.050018
02/27/17,0.050513,0.050532,0.050523,0.00,0.00,-99.94,0.050523,0.050523
02/24/17,0.050515,0.050527,0.050521,0.00,-0.56,-99.94,0.050521,0.050521
02/23/17,0.050798,0.050811,0.050805,0.00,1.10,-99.94,0.050805,0.050805
02/22/17,0.050247,0.050258,0.050253,0.00,2.87,-99.94,0.050253,0.050253
02/21/17,0.048844,0.048854,0.048849,0.00,-0.30,-99.94,0.048849,0.048849
02/20/17,0.048988,0.049005,0.048996,0.00,0.36,-99.94,0.048996,0.048996
02/17/17,0.048816,0.048828,0.048822,0.00,-0.75,-99.94,0.048822,0.048822
02/16/17,0.049185,0.049200,0.049192,0.00,0.13,-99.94,0.049192,0.049192
02/15/17,0.049123,0.049132,0.049127,0.00,0.12,-99.94,0.049127,0.049127
02/14/17,0.049059,0.049075,0.049067,0.00,-0.31,-99.94,0.049067,0.049067
02/13/17,0.049212,0.049226,0.049219,0.00,0.23,-99.94,0.049219,0.049219
02/10/17,0.049098,0.049110,0.049104,0.00,0.31,-99.94,0.049104,0.049104
02/09/17,0.048945,0.048956,0.048951,0.00,0.43,-99.94,0.048951,0.048951
02/08/17,0.048737,0.048748,0.048743,0.00,0.76,-99.94,0.048743,0.048743
02/07/17,0.048370,0.048380,0.048375,0.00,-0.59,-99.94,0.048375,0.048375
02/06/17,0.048654,0.048669,0.048662,0.00,-0.99,-99.94,0.048662,0.048662
02/03/17,0.049145,0.049156,0.049150,0.00,0.99,-99.94,0.049150,0.049150
02/02/17,0.048662,0.048673,0.048667,0.00,1.09,-99.94,0.048667,0.048667
02/01/17,0.048136,0.048147,0.048141,0.00,-0.06,-99.94,0.048141,0.048141
01/31/17,0.048163,0.048173,0.048168,0.00,-0.26,-99.94,0.048168,0.048168
01/30/17,0.048284,0.048300,0.048292,0.00,1.51,-99.94,0.048292,0.048292
01/27/17,0.047563,0.047580,0.047571,0.00,0.65,-99.94,0.047571,0.047571
01/26/17,0.047254,0.047271,0.047262,0.00,0.92,-99.94,0.047262,0.047262
01/25/17,0.046827,0.046840,0.046833,0.00,0.02,-99.94,0.046833,0.046833
01/24/17,0.046818,0.046832,0.046825,0.00,0.27,-99.94,0.046825,0.046825
01/23/17,0.046692,0.046707,0.046700,0.00,1.49,-99.94,0.046700,0.046700
01/20/17,0.046010,0.046020,0.046015,0.00,1.03,-99.94,0.046015,0.046015
01/19/17,0.045536,0.045559,0.045548,0.00,-0.79,-99.94,0.045548,0.045548
01/18/17,0.045901,0.045917,0.045909,0.00,-0.87,-99.94,0.045909,0.045909
01/17/17,0.046307,0.046318,0.046312,0.00,0.28,-99.94,0.046312,0.046312
01/16/17,0.046173,0.046191,0.046182,0.00,0.08,-99.94,0.046182,0.046182
01/13/17,0.046134,0.046151,0.046143,0.00,0.28,-99.94,0.046143,0.046143
01/12/17,0.046004,0.046020,0.046012,0.00,1.00,-99.94,0.046012,0.046012
01/11/17,0.045549,0.045565,0.045557,0.00,-1.69,-99.94,0.045557,0.045557
01/10/17,0.046334,0.046350,0.046342,0.00,-1.14,-99.94,0.046342,0.046342
01/09/17,0.046870,0.046883,0.046877,0.00,0.18,-99.94,0.046877,0.046877
01/06/17,0.046790,0.046799,0.046795,0.00,-0.13,-99.94,0.046795,0.046795
01/05/17,0.046846,0.046868,0.046857,0.00,0.24,-99.94,0.046857,0.046857
01/04/17,0.046740,0.046754,0.046747,0.00,-2.86,-99.94,0.046747,0.046747
01/03/17,0.048113,0.048130,0.048121,0.00,-0.86,-99.94,0.048121,0.048121
01/02/17,0.048531,0.048550,0.048540,0.00,0.00,-99.94,0.048540,0.048540
12/30/16,0.048531,0.048550,0.048540,0.00,0.27,-99.94,0.048540,0.048540
12/29/16,0.048401,0.048423,0.048412,0.00,0.34,-99.94,0.048412,0.048412
12/28/16,0.048240,0.048255,0.048247,0.00,-0.07,-99.94,0.048247,0.048247
12/27/16,0.048271,0.048286,0.048279,0.00,-0.26,-99.94,0.048279,0.048279
12/26/16,0.048395,0.048413,0.048404,0.00,0.00,-99.94,0.048404,0.048404
12/23/16,0.048395,0.048413,0.048404,0.00,0.35,-99.94,0.048404,0.048404
12/22/16,0.048223,0.048243,0.048233,0.00,-1.14,-99.94,0.048233,0.048233
12/21/16,0.048784,0.048795,0.048789,0.00,-0.28,-99.94,0.048789,0.048789
12/20/16,0.048919,0.048938,0.048929,0.00,-0.14,-99.94,0.048929,0.048929
12/19/16,0.048989,0.049001,0.048995,0.00,0.24,-99.94,0.048995,0.048995
12/16/16,0.048870,0.048885,0.048878,0.00,0.92,-99.94,0.048878,0.048878
12/15/16,0.048423,0.048437,0.048430,0.00,-2.10,-99.94,0.048430,0.048430
12/14/16,0.049462,0.049479,0.049471,0.00,0.19,-99.94,0.049471,0.049471
12/13/16,0.049371,0.049385,0.049378,0.00,-0.05,-99.94,0.049378,0.049378
12/12/16,0.049396,0.049411,0.049403,0.00,0.45,-99.94,0.049403,0.049403
12/09/16,0.049174,0.049186,0.049180,0.00,0.54,-99.94,0.049180,0.049180
12/08/16,0.048908,0.048924,0.048916,0.00,-0.61,-99.94,0.048916,0.048916
12/07/16,0.049212,0.049223,0.049217,0.00,0.59,-99.94,0.049217,0.049217
12/06/16,0.048924,0.048936,0.048930,0.00,0.76,-99.94,0.048930,0.048930
12/05/16,0.048554,0.048567,0.048561,0.00,0.20,-99.94,0.048561,0.048561
12/02/16,0.048457,0.048470,0.048463,0.00,0.57,-99.94,0.048463,0.048463
12/01/16,0.048180,0.048197,0.048189,0.00,-1.35,-99.94,0.048189,0.048189
11/30/16,0.048840,0.048852,0.048846,0.00,0.88,-99.94,0.048846,0.048846
11/29/16,0.048414,0.048430,0.048422,0.00,-0.50,-99.94,0.048422,0.048422
11/28/16,0.048659,0.048676,0.048668,0.00,0.53,-99.94,0.048668,0.048668
11/25/16,0.048402,0.048416,0.048409,0.00,0.33,-99.94,0.048409,0.048409
11/24/16,0.048239,0.048261,0.048250,0.00,0.05,-99.94,0.048250,0.048250
11/23/16,0.048217,0.048234,0.048226,0.00,-1.18,-99.94,0.048226,0.048226
11/22/16,0.048793,0.048811,0.048802,0.00,0.17,-99.94,0.048802,0.048802
11/21/16,0.048708,0.048732,0.048720,0.00,-0.44,-99.94,0.048720,0.048720
11/18/16,0.048923,0.048947,0.048935,0.00,-1.20,-99.94,0.048935,0.048935
11/17/16,0.049517,0.049538,0.049528,0.00,0.44,-99.94,0.049528,0.049528
11/16/16,0.049298,0.049324,0.049311,0.00,0.64,-99.94,0.049311,0.049311
11/15/16,0.048987,0.049009,0.048998,0.00,2.65,-99.94,0.048998,0.048998
11/14/16,0.047718,0.047751,0.047735,0.00,1.21,-99.94,0.047735,0.047735
11/11/16,0.047150,0.047175,0.047163,0.00,-2.72,-99.94,0.047163,0.047163
11/10/16,0.048468,0.048491,0.048479,0.00,-3.19,-99.94,0.048479,0.048479
11/09/16,0.050052,0.050099,0.050075,0.00,-7.08,-99.94,0.050075,0.050075
11/08/16,0.053883,0.053902,0.053892,0.00,0.28,-99.93,0.053892,0.053892
11/07/16,0.053734,0.053749,0.053742,0.00,2.73,-99.93,0.053742,0.053742
11/04/16,0.052306,0.052322,0.052314,0.00,0.58,-99.93,0.052314,0.052314
11/03/16,0.052004,0.052019,0.052012,0.00,0.84,-99.93,0.052012,0.052012
11/02/16,0.051569,0.051586,0.051578,0.00,-1.48,-99.94,0.051578,0.051578
11/01/16,0.052346,0.052357,0.052351,0.00,-1.54,-99.93,0.052351,0.052351
10/31/16,0.053163,0.053177,0.053170,0.00,-0.39,-99.93,0.053170,0.053170
10/28/16,0.053375,0.053386,0.053380,0.00,0.74,-99.93,0.053380,0.053380
10/27/16,0.052980,0.052992,0.052986,0.00,-1.23,-99.93,0.052986,0.052986
10/26/16,0.053641,0.053651,0.053646,0.00,-0.66,-99.93,0.053646,0.053646
10/25/16,0.053996,0.054008,0.054002,0.00,0.27,-99.93,0.054002,0.054002
10/24/16,0.053849,0.053864,0.053857,0.00,0.45,-99.93,0.053857,0.053857
10/21/16,0.053608,0.053619,0.053614,0.00,-0.10,-99.93,0.053614,0.053614
10/20/16,0.053660,0.053676,0.053668,0.00,-0.28,-99.93,0.053668,0.053668
10/19/16,0.053811,0.053823,0.053817,0.00,0.52,-99.93,0.053817,0.053817
10/18/16,0.053533,0.053548,0.053540,0.00,1.12,-99.93,0.053540,0.053540
10/17/16,0.052940,0.052954,0.052947,0.00,0.38,-99.93,0.052947,0.052947
10/14/16,0.052741,0.052755,0.052748,0.00,0.52,-99.93,0.052748,0.052748
10/13/16,0.052464,0.052481,0.052473,0.00,-0.56,-99.93,0.052473,0.052473
10/12/16,0.052762,0.052779,0.052770,0.00,0.12,-99.93,0.052770,0.052770
10/11/16,0.052702,0.052715,0.052709,0.00,-0.60,-99.93,0.052709,0.052709
10/10/16,0.053018,0.053035,0.053026,0.00,2.16,-99.93,0.053026,0.053026
10/07/16,0.051895,0.051911,0.051903,0.00,-0.12,-99.94,0.051903,0.051903
10/06/16,0.051957,0.051975,0.051966,0.00,0.19,-99.94,0.051966,0.051966
10/05/16,0.051862,0.051877,0.051870,0.00,-0.36,-99.94,0.051870,0.051870
10/04/16,0.052052,0.052065,0.052059,0.00,0.69,-99.93,0.052059,0.052059
10/03/16,0.051692,0.051710,0.051701,0.00,0.06,-99.94,0.051701,0.051701
09/30/16,0.051664,0.051676,0.051670,0.00,0.23,-99.94,0.051670,0.051670
09/29/16,0.051543,0.051557,0.051550,0.00,0.66,-99.94,0.051550,0.051550
09/28/16,0.051205,0.051222,0.051213,0.00,0.18,-99.94,0.051213,0.051213
09/27/16,0.051116,0.051130,0.051123,0.00,1.46,-99.94,0.051123,0.051123
09/26/16,0.050381,0.050393,0.050387,0.00,-0.67,-99.94,0.050387,0.050387
09/23/16,0.050716,0.050733,0.050725,0.00,-0.49,-99.94,0.050725,0.050725
09/22/16,0.050969,0.050983,0.050976,0.00,1.20,-99.94,0.050976,0.050976
09/21/16,0.050363,0.050380,0.050371,0.00,-0.78,-99.94,0.050371,0.050371
09/20/16,0.050762,0.050778,0.050770,0.00,-0.33,-99.94,0.050770,0.050770
09/19/16,0.050929,0.050945,0.050937,0.00,0.17,-99.94,0.050937,0.050937
09/16/16,0.050844,0.050860,0.050852,0.00,-2.28,-99.94,0.050852,0.050852
09/15/16,0.052030,0.052046,0.052038,0.00,0.12,-99.93,0.052038,0.052038
09/14/16,0.051968,0.051987,0.051977,0.00,-0.44,-99.94,0.051977,0.051977
09/13/16,0.052201,0.052218,0.052209,0.00,-0.15,-99.93,0.052209,0.052209
09/12/16,0.052280,0.052294,0.052287,0.00,-1.44,-99.93,0.052287,0.052287
09/09/16,0.053043,0.053059,0.053051,0.00,-1.97,-99.93,0.053051,0.053051
09/08/16,0.054106,0.054126,0.054116,0.00,-0.54,-99.93,0.054116,0.054116
09/07/16,0.054400,0.054416,0.054408,0.00,-0.18,-99.93,0.054408,0.054408
09/06/16,0.054497,0.054512,0.054505,0.00,1.13,-99.93,0.054505,0.054505
09/05/16,0.053887,0.053903,0.053895,0.00,0.65,-99.93,0.053895,0.053895
09/02/16,0.053536,0.053554,0.053545,0.00,1.06,-99.93,0.053545,0.053545
09/01/16,0.052977,0.052994,0.052985,0.00,-0.02,-99.93,0.052985,0.052985
08/31/16,0.052991,0.053005,0.052998,0.00,-0.31,-99.93,0.052998,0.052998
08/30/16,0.053156,0.053172,0.053164,0.00,-1.34,-99.93,0.053164,0.053164
08/29/16,0.053877,0.053892,0.053884,0.00,-1.67,-99.93,0.053884,0.053884
08/26/16,0.054794,0.054810,0.054802,0.00,1.06,-99.93,0.054802,0.054802
08/25/16,0.054221,0.054237,0.054229,0.00,0.39,-99.93,0.054229,0.054229
08/24/16,0.054012,0.054026,0.054019,0.00,-1.24,-99.93,0.054019,0.054019
08/23/16,0.054689,0.054704,0.054696,0.00,-0.01,-99.93,0.054696,0.054696
08/22/16,0.054696,0.054709,0.054702,0.00,-0.26,-99.93,0.054702,0.054702
08/19/16,0.054833,0.054853,0.054843,0.00,-0.83,-99.93,0.054843,0.054843
08/18/16,0.055297,0.055311,0.055304,0.00,0.62,-99.93,0.055304,0.055304
08/17/16,0.054955,0.054973,0.054964,0.00,-1.03,-99.93,0.054964,0.054964
08/16/16,0.055532,0.055544,0.055538,0.00,0.12,-99.93,0.055538,0.055538
08/15/16,0.055463,0.055480,0.055471,0.00,1.13,-99.93,0.055471,0.055471
08/12/16,0.054843,0.054856,0.054850,0.00,0.29,-99.93,0.054850,0.054850
08/11/16,0.054683,0.054700,0.054691,0.00,0.42,-99.93,0.054691,0.054691
08/10/16,0.054455,0.054470,0.054463,0.00,0.23,-99.93,0.054463,0.054463
08/09/16,0.054332,0.054342,0.054337,0.00,0.89,-99.93,0.054337,0.054337
08/08/16,0.053854,0.053866,0.053860,0.00,1.58,-99.93,0.053860,0.053860
08/05/16,0.053014,0.053028,0.053021,0.00,0.18,-99.93,0.053021,0.053021
08/04/16,0.052918,0.052931,0.052925,0.00,0.26,-99.93,0.052925,0.052925
08/03/16,0.052782,0.052796,0.052789,0.00,-0.28,-99.93,0.052789,0.052789
08/02/16,0.052926,0.052944,0.052935,0.00,-0.19,-99.93,0.052935,0.052935
08/01/16,0.053033,0.053044,0.053038,0.00,-0.62,-99.93,0.053038,0.053038
07/29/16,0.053365,0.053377,0.053371,0.00,0.86,-99.93,0.053371,0.053371
07/28/16,0.052908,0.052923,0.052915,0.00,-0.14,-99.93,0.052915,0.052915
07/27/16,0.052985,0.052999,0.052992,0.00,-0.22,-99.93,0.052992,0.052992
07/26/16,0.053100,0.053114,0.053107,0.00,-0.42,-99.93,0.053107,0.053107
07/25/16,0.053325,0.053339,0.053332,0.00,-0.84,-99.93,0.053332,0.053332
07/22/16,0.053778,0.053793,0.053785,0.00,-0.21,-99.93,0.053785,0.053785
07/21/16,0.053890,0.053905,0.053897,0.00,-0.10,-99.93,0.053897,0.053897
07/20/16,0.053944,0.053960,0.053952,0.00,0.28,-99.93,0.053952,0.053952
07/19/16,0.053793,0.053809,0.053801,0.00,-0.44,-99.93,0.053801,0.053801
07/18/16,0.054027,0.054052,0.054039,0.00,0.04,-99.93,0.054039,0.054039
07/15/16,0.054009,0.054026,0.054018,0.00,-1.02,-99.93,0.054018,0.054018
07/14/16,0.054568,0.054585,0.054576,0.00,0.35,-99.93,0.054576,0.054576
07/13/16,0.054377,0.054394,0.054386,0.00,-0.32,-99.93,0.054386,0.054386
07/12/16,0.054553,0.054568,0.054561,0.00,0.51,-99.93,0.054561,0.054561
07/11/16,0.054277,0.054291,0.054284,0.00,1.12,-99.93,0.054284,0.054284
07/08/16,0.053674,0.053694,0.053684,0.00,1.32,-99.93,0.053684,0.053684
07/07/16,0.052975,0.052998,0.052986,0.00,0.09,-99.93,0.052986,0.052986
07/06/16,0.052930,0.052946,0.052938,0.00,-0.87,-99.93,0.052938,0.052938
07/05/16,0.053392,0.053409,0.053400,0.00,-1.70,-99.93,0.053400,0.053400
07/04/16,0.054316,0.054331,0.054323,0.00,-0.63,-99.93,0.054323,0.054323
07/01/16,0.054659,0.054677,0.054668,0.00,0.86,-99.93,0.054668,0.054668
06/30/16,0.054195,0.054211,0.054203,0.00,0.45,-99.93,0.054203,0.054203
06/29/16,0.053948,0.053967,0.053958,0.00,2.21,-99.93,0.053958,0.053958
06/28/16,0.052786,0.052801,0.052793,0.00,1.10,-99.93,0.052793,0.052793
06/27/16,0.052207,0.052227,0.052217,0.00,-1.58,-99.93,0.052217,0.052217
06/24/16,0.053042,0.053067,0.053055,0.00,-2.81,-99.93,0.053055,0.053055
06/23/16,0.054582,0.054600,0.054591,0.00,1.26,-99.93,0.054591,0.054591
06/22/16,0.053904,0.053923,0.053914,0.00,0.57,-99.93,0.053914,0.053914
06/21/16,0.053599,0.053614,0.053606,0.00,-0.09,-99.93,0.053606,0.053606
06/20/16,0.053650,0.053663,0.053657,0.00,1.24,-99.93,0.053657,0.053657
06/17/16,0.052994,0.053007,0.053001,0.00,0.77,-99.93,0.053001,0.053001
06/16/16,0.052589,0.052605,0.052597,0.00,-0.79,-99.93,0.052597,0.052597
06/15/16,0.053008,0.053023,0.053015,0.00,0.65,-99.93,0.053015,0.053015
06/14/16,0.052664,0.052678,0.052671,0.00,-1.15,-99.93,0.052671,0.052671
06/13/16,0.053278,0.053294,0.053286,0.00,-1.55,-99.93,0.053286,0.053286
06/10/16,0.054116,0.054133,0.054124,0.00,-1.23,-99.93,0.054124,0.054124
06/09/16,0.054794,0.054806,0.054800,0.00,-0.43,-99.93,0.054800,0.054800
06/08/16,0.055032,0.055046,0.055039,0.00,2.09,-99.93,0.055039,0.055039
06/07/16,0.053907,0.053919,0.053913,0.00,0.14,-99.93,0.053913,0.053913
06/06/16,0.053829,0.053844,0.053837,0.00,0.34,-99.93,0.053837,0.053837
06/03/16,0.053647,0.053661,0.053654,0.00,-0.16,-99.93,0.053654,0.053654
06/02/16,0.053732,0.053752,0.053742,0.00,-0.44,-99.93,0.053742,0.053742
06/01/16,0.053974,0.053987,0.053980,0.00,-0.66,-99.93,0.053980,0.053980
05/31/16,0.054331,0.054346,0.054339,0.00,0.42,-99.93,0.054339,0.054339
05/30/16,0.054103,0.054120,0.054111,0.00,-0.08,-99.93,0.054111,0.054111
05/27/16,0.054145,0.054160,0.054152,0.00,0.01,-99.93,0.054152,0.054152
05/26/16,0.054137,0.054151,0.054144,0.00,-0.01,-99.93,0.054144,0.054144
05/25/16,0.054141,0.054157,0.054149,0.00,-0.20,-99.93,0.054149,0.054149
05/24/16,0.054252,0.054268,0.054260,0.00,0.10,-99.93,0.054260,0.054260
05/23/16,0.054198,0.054214,0.054206,0.00,-0.26,-99.93,0.054206,0.054206
05/20/16,0.054340,0.054359,0.054349,0.00,0.86,-99.93,0.054349,0.054349
05/19/16,0.053878,0.053896,0.053887,0.00,-0.97,-99.93,0.053887,0.053887
05/18/16,0.054408,0.054422,0.054415,0.00,-0.42,-99.93,0.054415,0.054415
05/17/16,0.054635,0.054650,0.054643,0.00,-0.49,-99.93,0.054643,0.054643
05/16/16,0.054903,0.054921,0.054912,0.00,-0.36,-99.93,0.054912,0.054912
05/13/16,0.055103,0.055120,0.055112,0.00,-1.00,-99.93,0.055112,0.055112
05/12/16,0.055660,0.055676,0.055668,0.00,-0.38,-99.93,0.055668,0.055668
05/11/16,0.055873,0.055890,0.055882,0.00,0.50,-99.93,0.055882,0.055882
05/10/16,0.055595,0.055611,0.055603,0.00,0.86,-99.93,0.055603,0.055603
05/09/16,0.055123,0.055139,0.055131,0.00,-0.81,-99.93,0.055131,0.055131
05/06/16,0.055573,0.055589,0.055581,0.00,-1.15,-99.93,0.055581,0.055581
05/05/16,0.056218,0.056236,0.056227,0.00,-0.24,-99.93,0.056227,0.056227
05/04/16,0.056354,0.056368,0.056361,0.00,-1.10,-99.93,0.056361,0.056361
05/03/16,0.056980,0.056994,0.056987,0.00,-1.82,-99.93,0.056987,0.056987
05/02/16,0.058036,0.058051,0.058043,0.00,-0.58,-99.93,0.058043,0.058043
04/29/16,0.058371,0.058388,0.058380,0.00,0.36,-99.93,0.058380,0.058380
04/28/16,0.058161,0.058177,0.058169,0.00,1.32,-99.93,0.058169,0.058169
04/27/16,0.057404,0.057421,0.057413,0.00,0.14,-99.93,0.057413,0.057413
04/26/16,0.057328,0.057341,0.057335,0.00,0.85,-99.93,0.057335,0.057335
04/25/16,0.056842,0.056858,0.056850,0.00,-0.87,-99.93,0.056850,0.056850
04/22/16,0.057345,0.057359,0.057352,0.00,-0.13,-99.93,0.057352,0.057352
04/21/16,0.057420,0.057437,0.057428,0.00,-0.43,-99.93,0.057428,0.057428
04/20/16,0.057669,0.057685,0.057677,0.00,-0.35,-99.93,0.057677,0.057677
04/19/16,0.057873,0.057889,0.057881,0.00,1.13,-99.93,0.057881,0.057881
04/18/16,0.057226,0.057240,0.057233,0.00,0.54,-99.93,0.057233,0.057233
04/15/16,0.056914,0.056932,0.056923,0.00,-1.07,-99.93,0.056923,0.056923
04/14/16,0.057530,0.057549,0.057539,0.00,0.64,-99.93,0.057539,0.057539
04/13/16,0.057167,0.057183,0.057175,0.00,0.46,-99.93,0.057175,0.057175
04/12/16,0.056907,0.056922,0.056914,0.00,0.53,-99.93,0.056914,0.056914
04/11/16,0.056604,0.056621,0.056612,0.00,0.38,-99.93,0.056612,0.056612
04/08/16,0.056387,0.056405,0.056396,0.00,0.87,-99.93,0.056396,0.056396
04/07/16,0.055898,0.055916,0.055907,0.00,-0.80,-99.93,0.055907,0.055907
04/06/16,0.056350,0.056367,0.056359,0.00,-0.03,-99.93,0.056359,0.056359
04/05/16,0.056365,0.056382,0.056373,0.00,-1.57,-99.93,0.056373,0.056373
04/04/16,0.057265,0.057283,0.057274,0.00,-0.43,-99.93,0.057274,0.057274
04/01/16,0.057512,0.057531,0.057522,0.00,-1.42,-99.93,0.057522,0.057522
03/31/16,0.058341,0.058360,0.058351,0.00,0.24,-99.93,0.058351,0.058351
03/30/16,0.058203,0.058218,0.058211,0.00,1.89,-99.93,0.058211,0.058211
03/29/16,0.057121,0.057135,0.057128,0.00,-0.01,-99.93,0.057128,0.057128
03/28/16,0.057128,0.057135,0.057131,0.00,0.68,-99.93,0.057131,0.057131
03/25/16,0.056736,0.056751,0.056743,0.00,0.00,-99.93,0.056743,0.056743
03/24/16,0.056736,0.056751,0.056743,0.00,-0.52,-99.93,0.056743,0.056743
03/23/16,0.057033,0.057047,0.057040,0.00,-1.15,-99.93,0.057040,0.057040
03/22/16,0.057694,0.057709,0.057702,0.00,0.37,-99.93,0.057702,0.057702
03/21/16,0.057475,0.057500,0.057488,0.00,-0.55,-99.93,0.057488,0.057488
03/18/16,0.057803,0.057814,0.057808,0.00,0.56,-99.93,0.057808,0.057808
03/17/16,0.057479,0.057498,0.057488,0.00,3.14,-99.93,0.057488,0.057488
03/16/16,0.055730,0.055744,0.055737,0.00,-0.06,-99.93,0.055737,0.055737
03/15/16,0.055765,0.055780,0.055772,0.00,-0.86,-99.93,0.055772,0.055772
03/14/16,0.056249,0.056264,0.056256,0.00,-0.34,-99.93,0.056256,0.056256
03/11/16,0.056436,0.056455,0.056446,0.00,0.71,-99.93,0.056446,0.056446
03/10/16,0.056036,0.056054,0.056045,0.00,-0.42,-99.93,0.056045,0.056045
03/09/16,0.056273,0.056292,0.056283,0.00,0.81,-99.93,0.056283,0.056283
03/08/16,0.055819,0.055837,0.055828,0.00,-0.88,-99.93,0.055828,0.055828
03/07/16,0.056314,0.056330,0.056322,0.00,0.01,-99.93,0.056322,0.056322
03/04/16,0.056308,0.056324,0.056316,0.00,0.59,-99.93,0.056316,0.056316
03/03/16,0.055979,0.055997,0.055988,0.00,-0.08,-99.93,0.055988,0.055988
03/02/16,0.056022,0.056038,0.056030,0.00,0.52,-99.93,0.056030,0.056030
03/01/16,0.055734,0.055747,0.055741,0.00,0.82,-99.93,0.055741,0.055741
02/29/16,0.055282,0.055295,0.055288,0.00,0.27,-99.93,0.055288,0.055288
02/26/16,0.055130,0.055146,0.055138,0.00,0.17,-99.93,0.055138,0.055138
02/25/16,0.055038,0.055055,0.055046,0.00,0.63,-99.93,0.055046,0.055046
02/24/16,0.054693,0.054713,0.054703,0.00,-0.46,-99.93,0.054703,0.054703
